Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha	speciation_beta
0	-57904.49	-57919.36	14.86597	0.0103719	0.0103719	0.0103719	0.0103719	0.0150051	0.0150051	0.0150051	0.0150051	-4.568659	0.3692957	0.03383921	0.1870975	0.003585832	0.003649657	0.0222306	0.007003702	0.03083635	0.01910607	0.03045303	0.005380857	0.165815	0.118077	0.0900812	0.036566	0.150726	0.137161	0.0471379	0.254435	0.0438386	0.0438386	0.0438386	0.0438386	0.215486	0.215486	0.215486	0.215486	-3.127241	1.592384
1	-57836.29	-57851.42	15.12892	0.0171582	0.0171582	0.0171582	0.0171582	0.0524732	0.0524732	0.0524732	0.0524732	-4.065277	1.117824	0.00829129	0.1447722	0.003585832	0.003649657	0.01747983	0.007003702	0.01864233	0.01910607	0.0533384	0.005380857	0.188366	0.175688	0.102333	0.0415391	0.0106377	0.155816	0.0365819	0.289039	0.0542731	0.0542731	0.0542731	0.0542731	0.317329	0.317329	0.317329	0.317329	-2.913726	1.76591
2	-57814.29	-57828.63	14.33685	0.00957408	0.00957408	0.00957408	0.00957408	0.0292794	0.0292794	0.0292794	0.0292794	-4.648695	1.117824	0.02433652	0.1447722	0.008317804	0.00577947	0.03191822	0.007003702	0.01864233	0.01910607	0.0533384	0.0005232526	0.123383	0.153909	0.199758	0.0363897	0.00931898	0.191986	0.032047	0.253208	0.0437863	0.0437863	0.0437863	0.0437863	0.256014	0.256014	0.256014	0.256014	-3.128434	1.76591
3	-57845.66	-57860.23	14.57954	0.0120068	0.0120068	0.0120068	0.0120068	0.00808914	0.00808914	0.00808914	0.00808914	-4.422283	-0.3949499	0.02433652	0.1722595	0.008317804	0.007061131	0.02269343	0.01653958	0.01864233	0.01910607	0.08768138	0.0005232526	0.103183	0.128711	0.135763	0.030432	0.00779329	0.160555	0.0268003	0.406763	0.044233	0.044233	0.044233	0.044233	0.259442	0.259442	0.259442	0.259442	-3.118284	1.76906
4	-57829.33	-57843.5	14.16602	0.0173798	0.0173798	0.0173798	0.0173798	0.011709	0.011709	0.011709	0.011709	-4.052446	-0.3949499	0.0130809	0.1477348	0.008317804	0.007061131	0.02269343	0.005114904	0.01864233	0.02523751	0.05280082	0.01540076	0.0923196	0.11516	0.0238441	0.0272281	0.0839458	0.143651	0.149913	0.363938	0.044233	0.044233	0.044233	0.044233	0.259442	0.259442	0.259442	0.259442	-3.118284	1.76906
5	-57835.17	-57850.41	15.2474	0.0300166	0.0300166	0.0300166	0.0300166	0.0202226	0.0202226	0.0202226	0.0202226	-3.506005	-0.3949499	0.00753921	0.1477348	0.009444312	0.007061131	0.02269343	0.005114904	0.01864233	0.0265639	0.05282454	0.005804668	0.122821	0.153208	0.0317219	0.036224	0.111681	0.244964	0.199443	0.0999382	0.044233	0.044233	0.044233	0.044233	0.23704	0.23704	0.23704	0.23704	-3.118284	1.678757
6	-57837.53	-57852.08	14.55493	0.0119467	0.0119467	0.0119467	0.0119467	0.00804864	0.00804864	0.00804864	0.00804864	-4.427303	-0.3949499	0.006594914	0.09296058	0.009444312	0.001211936	0.033521	0.004591463	0.03581019	0.0265639	0.05282454	0.005804668	0.144217	0.179897	0.0372478	0.0510064	0.131135	0.327027	0.0121234	0.117347	0.0415728	0.0415728	0.0415728	0.0415728	0.222784	0.222784	0.222784	0.222784	-3.180309	1.678757
7	-57814.07	-57829.88	15.80952	0.0119467	0.0119467	0.0119467	0.0119467	0.00804864	0.00804864	0.00804864	0.00804864	-4.427303	-0.3949499	0.0001681535	0.1140161	0.009444312	0.001211936	0.01847315	0.004591463	0.03581019	0.0265639	0.06719412	0.0007311056	0.0666974	0.197635	0.0465168	0.0560357	0.144066	0.346813	0.0133188	0.128918	0.0451988	0.0451988	0.0451988	0.0451988	0.242216	0.242216	0.242216	0.242216	-3.096684	1.678757
8	-57806.86	-57822.3	15.44025	0.0119467	0.0119467	0.0119467	0.0119467	0.00804864	0.00804864	0.00804864	0.00804864	-4.427303	-0.3949499	0.004440653	0.1114511	0.009444312	0.001211936	0.01791252	0.01037767	0.03581019	0.0265639	0.06719412	0.0007311056	0.0088849	0.206378	0.0650997	0.0585146	0.150439	0.362155	0.0139079	0.134621	0.0422803	0.0422803	0.0422803	0.0422803	0.21138	0.21138	0.21138	0.21138	-3.163434	1.609334
9	-57812.59	-57829.48	16.88871	0.00817583	0.00817583	0.00817583	0.00817583	0.0110493	0.0110493	0.0110493	0.0110493	-4.806573	0.3011876	0.03156324	0.1267079	0.009444312	0.003740524	0.0232023	0.01002787	0.02238728	0.009343213	0.06719412	1.502299e-05	0.00817616	0.189915	0.0599067	0.053847	0.138438	0.488781	0.0127985	0.048137	0.0454783	0.0454783	0.0454783	0.0454783	0.227368	0.227368	0.227368	0.227368	-3.090521	1.609334
