Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_alpha[4]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_alpha[4]	speciation_beta[1]	speciation_beta[2]
0	-57824.21	-57826.04	1.82808	0.0265013	0.00835341	0.0593164	0.00422768	0.0374791	0.0118137	0.0838875	0.00597894	-3.63056	-4.78509	-2.82487	-5.4661	0.34659	-1.04653	0.005118358	0.1143942	0.006849682	0.002787358	0.02793295	0.005901081	0.03813811	0.01528469	0.05168565	0.001443689	0.224532	0.0715713	0.0632133	0.12155	0.173652	0.0762075	0.173917	0.095357	0.066682	0.075046	0.0686487	0.0429837	0.227923	0.256511	0.234645	0.14692	-2.70782	-2.58965	-2.67875	-3.14694	1.22907	0.884044
1	-57816.52	-57822.8	6.279319	0.0265013	0.00835341	0.0715009	0.0514517	0.0374791	0.0118137	0.101119	0.0727648	-3.63056	-4.78509	-2.63805	-2.96711	0.34659	-1.47591	0.005118358	0.1285784	0.006849682	0.002787358	0.02854427	0.007748128	0.01847572	0.01528469	0.04647527	6.669973e-05	0.381912	0.0629932	0.11301	0.106982	0.0310293	0.0670737	0.153072	0.0839281	0.0594889	0.075046	0.0686487	0.0382965	0.251174	0.316859	0.289849	0.161696	-2.82197	-2.58965	-2.67875	-3.2624	1.44036	0.884044
2	-57856.54	-57863.25	6.713359	0.0309381	0.0440348	0.0454663	0.00456903	0.026326	0.0374703	0.0386883	0.0038879	-3.47577	-3.12278	-3.09078	-5.38845	-0.161432	-1.47591	0.005118358	0.1523339	0.006849682	0.002787358	0.01730774	0.002289199	0.0287177	0.005585456	0.07926784	6.669973e-05	0.218399	0.0436406	0.0782913	0.0741153	0.0214966	0.0464675	0.106046	0.411544	0.063793	0.0679967	0.0765407	0.0382965	0.249362	0.265794	0.299191	0.149698	-2.75211	-2.6883	-2.56993	-3.2624	1.36326	0.0987983
3	-57848.95	-57852.64	3.699437	0.0180178	0.0388767	0.0230291	0.00392598	0.0153318	0.0330811	0.019596	0.00334071	-4.01639	-3.24736	-3.771	-5.54014	-0.161432	-1.47591	0.003989866	0.119874	0.006849682	0.01118797	0.02750029	0.005513811	0.0287177	0.005585456	0.07926784	6.669973e-05	0.189265	0.171214	0.0678476	0.0642287	0.018629	0.040269	0.0919	0.356646	0.0611354	0.0679967	0.0760245	0.0330628	0.238974	0.265794	0.297174	0.12924	-2.79466	-2.6883	-2.5767	-3.40935	1.36326	0.0987983
4	-57775.28	-57776.52	1.234085	0.0180178	0.00531747	0.0230291	0.005583	0.0153318	0.00452476	0.019596	0.00475071	-4.01639	-5.23676	-3.771	-5.18803	-0.161432	-1.47591	0.002891412	0.1146878	0.006849682	0.003044874	0.02750029	0.005513811	0.02505919	0.01288292	0.05263938	0.0003182743	0.179493	0.192464	0.0643443	0.0609122	0.0392117	0.0381897	0.0871548	0.338231	0.0570577	0.0591492	0.0581599	0.0330628	0.241406	0.250255	0.246069	0.139886	-2.86369	-2.82769	-2.84456	-3.40935	1.44242	0.0987983
5	-57833.77	-57834.27	0.4995838	0.0180178	0.00577437	0.0112899	0.005583	0.00572301	0.00183412	0.003586	0.00177333	-4.01639	-5.15433	-4.48385	-5.18803	-1.14687	-1.11229	0.008536155	0.1794803	0.006849682	0.003044874	0.01811563	0.003926067	0.0423548	0.01601382	0.05263938	0.0001954582	0.117458	0.207015	0.0692091	0.0655175	0.0421763	0.0410771	0.0937442	0.363803	0.0570577	0.0591717	0.070431	0.0330628	0.252472	0.261827	0.311648	0.146298	-2.86369	-2.82731	-2.65312	-3.40935	1.48724	0.0818835
6	-57799.47	-57802.56	3.082428	0.0180178	0.00725068	0.0112899	0.005583	0.00331109	0.00133244	0.00207471	0.00102598	-4.01639	-4.92666	-4.48385	-5.18803	-1.69408	-0.719639	0.00591648	0.1275428	0.006171762	0.003807823	0.01811563	0.01136885	0.01686665	0.009770245	0.05263938	1.905068e-06	0.114408	0.227603	0.0674123	0.0638166	0.0410813	0.0400106	0.0913104	0.354358	0.0614995	0.064185	0.0495408	0.0426211	0.272127	0.28401	0.219211	0.188593	-2.78873	-2.74599	-3.00496	-3.15541	1.48724	0.144047
7	-57831.29	-57832.04	0.7535531	0.0180792	0.00725068	0.0367259	0.005583	0.00115965	0.000465077	0.00235569	0.000358108	-4.01299	-4.92666	-3.30427	-5.18803	-2.74665	1.26513	0.00591648	0.123404	0.005217299	0.003279155	0.02185725	0.003398308	0.01686665	0.02342919	0.05263938	7.331008e-06	0.138328	0.0661167	0.0815062	0.0771588	0.0496703	0.0483757	0.110401	0.428444	0.0614995	0.055229	0.0495408	0.0426211	0.265322	0.23827	0.21373	0.183877	-2.78873	-2.89627	-3.00496	-3.15541	1.46192	0.472492
8	-57833.11	-57841.72	8.61142	0.0180792	0.017204	0.0234283	0.0157399	0.00403154	0.00383638	0.00522436	0.0035099	-4.01299	-4.06261	-3.75381	-4.15155	-1.50061	0.707862	0.00591648	0.1363201	0.01211904	0.001665864	0.02185725	0.003398308	0.01686665	0.007114419	0.03814578	1.97487e-06	0.119743	0.191587	0.0705556	0.0667923	0.0429969	0.0418763	0.0955681	0.370881	0.0567246	0.0547255	0.0495408	0.0653072	0.244722	0.236098	0.21373	0.281749	-2.86955	-2.90542	-3.00496	-2.72865	1.46192	0.050978
9	-57790.05	-57797.79	7.74404	0.0180792	0.013504	0.0234283	0.109974	0.00403154	0.00301131	0.00522436	0.0245235	-4.01299	-4.30477	-3.75381	-2.20751	-1.50061	-1.49242	0.0007925653	0.1267499	0.005701449	0.001660939	0.02320923	0.007163525	0.01686665	0.01351447	0.03814578	1.97487e-06	0.119743	0.191587	0.0705556	0.0667923	0.0429969	0.0418763	0.0955681	0.370881	0.0550277	0.068124	0.0527311	0.0653072	0.237401	0.293902	0.227493	0.281749	-2.89992	-2.68643	-2.94255	-2.72865	1.46192	0.703649
10	-57821.28	-57827.18	5.904392	0.0180792	0.00618415	0.0142067	0.160146	0.00403154	0.00137902	0.003168	0.0357114	-4.01299	-5.08577	-4.25404	-1.83167	-1.50061	-0.999821	0.007678813	0.1698164	0.01277262	0.003236662	0.01532178	0.01029593	0.008304411	0.01403852	0.04407582	1.616806e-06	0.10469	0.194863	0.0717622	0.0679345	0.0437322	0.0425924	0.0972024	0.377224	0.0537129	0.0655373	0.0527311	0.061726	0.225987	0.275736	0.221856	0.2597	-2.9241	-2.72514	-2.94255	-2.78505	1.43682	0.703649
11	-57811.69	-57812.99	1.30296	0.0265806	0.0116374	0.0193367	0.046972	0.0059273	0.00259506	0.00431195	0.0104744	-3.62757	-4.45353	-3.94575	-3.0582	-1.50061	-0.999821	0.005592859	0.1698164	0.01532847	0.002387829	0.03048274	0.01029593	0.01237063	0.01728346	0.06802272	0.0002846162	0.105105	0.0809173	0.0437773	0.0682041	0.0439058	0.0414366	0.0975882	0.519065	0.0650668	0.0829228	0.0632939	0.061726	0.270079	0.344195	0.262719	0.256212	-2.73234	-2.48985	-2.75997	-2.78505	1.4233	3.90398
12	-57794.93	-57803.21	8.279689	0.0125544	0.0205098	0.114082	0.046972	0.00279956	0.00457355	0.0254395	0.0104744	-4.37768	-3.88685	-2.17084	-3.0582	-1.50061	-0.0674546	0.003257649	0.1629489	0.006837532	0.001127867	0.02081722	0.01910685	0.01237063	0.01165231	0.06802272	3.130786e-05	0.105201	0.0809907	0.0429099	0.068266	0.0439456	0.0414741	0.0976767	0.519536	0.0642478	0.0829228	0.0644853	0.0560139	0.236404	0.30512	0.237278	0.206106	-2.74501	-2.48985	-2.74132	-2.88216	1.30279	0.29831
13	-57816.46	-57821.41	4.95023	0.0125544	0.0074579	0.114082	0.0424217	0.00183754	0.00109158	0.0166977	0.00620909	-4.37768	-4.89848	-2.17084	-3.16009	-1.92165	0.714201	0.001102481	0.2010547	0.00615352	0.001127867	0.02081722	0.01237808	0.009554128	0.01165231	0.06802272	0.0002628528	0.104234	0.0802462	0.0425154	0.0676384	0.0435416	0.050286	0.0967788	0.51476	0.0726999	0.0678865	0.0644853	0.0747615	0.315548	0.294656	0.279894	0.324496	-2.62142	-2.68992	-2.74132	-2.59345	1.46797	0.29831
14	-57876.18	-57880.15	3.967952	0.0351835	0.00970479	0.114082	0.0390463	0.00327826	0.000904255	0.0106297	0.00363818	-3.34718	-4.63514	-2.17084	-3.24301	-2.37326	0.714201	0.01518923	0.1957571	0.01459343	0.001896356	0.01624062	0.01684118	0.00861357	0.01081219	0.06802272	0.001628442	0.104234	0.0802462	0.0425154	0.0676384	0.0435416	0.050286	0.0967788	0.51476	0.056325	0.0693226	0.0823185	0.0746428	0.244474	0.30089	0.357297	0.323981	-2.87662	-2.66898	-2.49716	-2.59504	1.46797	0.29831
15	-57892.01	-57896.7	4.69484	0.0520991	0.00970479	0.0221901	0.0683448	0.021357	0.00397828	0.0090964	0.0280166	-2.95461	-4.63514	-3.80811	-2.68319	-0.89177	0.714201	0.01812479	0.1752551	0.008203701	0.002287697	0.01626588	0.01684118	0.03543014	0.0182472	0.06802272	0.0009935859	0.0808027	0.150228	0.0795924	0.126625	0.0815136	0.0941396	0.181178	0.205921	0.0569958	0.0680386	0.103552	0.0545877	0.247386	0.295316	0.449459	0.236934	-2.86478	-2.68768	-2.26768	-2.90795	1.46797	1.06396
16	-57846.44	-57848.92	2.482146	0.0314451	0.00970479	0.00772782	0.0113789	0.0128903	0.00397828	0.00316786	0.00466456	-3.45951	-4.63514	-4.86293	-4.47599	-0.89177	-0.0849644	0.01812479	0.2225627	0.008203701	0.002287697	0.02669144	0.01251789	0.0246258	0.0182472	0.06802272	0.0001415714	0.0808027	0.150228	0.0795924	0.126625	0.0815136	0.0941396	0.181178	0.205921	0.0569958	0.0680386	0.103552	0.0567568	0.242786	0.289825	0.441102	0.241768	-2.86478	-2.68768	-2.26768	-2.86898	1.4492	1.06396
17	-57792.44	-57795.16	2.721634	0.030357	0.0157433	0.06168	0.00408392	0.0144215	0.00747903	0.0293018	0.00194012	-3.49473	-4.15134	-2.7858	-5.5007	-0.744309	-1.31882	0.0003944006	0.1523228	0.008203701	0.002287697	0.02854259	0.009850211	0.0246258	0.0182472	0.05671221	0.001476082	0.046475	0.162585	0.0861395	0.137041	0.0882186	0.101883	0.196081	0.181577	0.0657926	0.0839812	0.0617617	0.0567568	0.225558	0.287914	0.211739	0.19458	-2.72125	-2.47716	-2.78447	-2.86898	1.23207	0.397453
18	-57776.65	-57779.96	3.304959	0.0185064	0.0398118	0.0219698	0.00656586	0.0254381	0.0547236	0.0301987	0.00902515	-3.98964	-3.22359	-3.81809	-5.02587	0.318131	-1.63633	0.0003944006	0.1114644	0.007857724	0.002287697	0.02281308	0.008413113	0.03486781	0.01877889	0.05671221	0.001476082	0.046475	0.162585	0.0861395	0.137041	0.0882186	0.101883	0.196081	0.181577	0.0697114	0.0809749	0.0617617	0.0694559	0.238993	0.277608	0.211739	0.238117	-2.66339	-2.51362	-2.78447	-2.66706	1.23207	0.397453
19	-57786.32	-57789	2.674216	0.0185064	0.0200951	0.0191667	0.00335759	0.0130777	0.0142004	0.0135443	0.00237267	-3.98964	-3.90728	-3.95458	-5.69653	-0.347207	0.488755	0.001297995	0.1407215	0.007857724	0.001728803	0.02763473	0.003684602	0.02960327	0.01877889	0.08811979	0.0007929366	0.0749083	0.156531	0.0829319	0.16667	0.0572743	0.0980894	0.18878	0.174816	0.0697114	0.0809749	0.0836032	0.062743	0.248123	0.288213	0.297568	0.22332	-2.66339	-2.51362	-2.48167	-2.76871	1.26956	0.559109
