Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_alpha[4]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_alpha[4]	speciation_beta[1]	speciation_beta[2]
0	-57758.93	-57761.93	2.995768	0.00428657	0.00906238	0.0566206	0.0893997	0.00116381	0.00246044	0.0153725	0.0242721	-5.45227	-4.70362	-2.87138	-2.41464	-1.30379	0.0284299	0.006834041	0.1603144	0.008617465	0.005032275	0.02728683	0.005143525	0.0257564	0.01478156	0.03943637	0.001022708	0.0102641	0.0305644	0.128117	0.13402	0.132421	0.159482	0.393623	0.0115075	0.0644001	0.0661223	0.0583464	0.059141	0.263056	0.27009	0.238328	0.241574	-2.74264	-2.71625	-2.84136	-2.82783	1.40725	0.304025
1	-57764.09	-57766.01	1.9217	0.0166169	0.00574636	0.0566206	0.0835288	0.00451151	0.00156014	0.0153725	0.0226781	-4.09733	-5.15919	-2.87138	-2.48256	-1.30379	2.04593	0.004803425	0.1428451	0.007235848	0.005032275	0.02719159	0.005143525	0.0257564	0.01508	0.03943637	0.00345946	0.0142064	0.0264304	0.09292	0.109787	0.143748	0.173124	0.427293	0.0124918	0.0644001	0.06263	0.0583464	0.059141	0.262426	0.255213	0.237757	0.240995	-2.74264	-2.77051	-2.84136	-2.82783	1.40485	0.304025
2	-57758.46	-57761.43	2.969263	0.0156423	0.00622333	0.0566206	0.0938371	0.00298149	0.0011862	0.0107921	0.0178858	-4.15778	-5.07945	-2.87138	-2.3662	-1.65755	-0.208442	0.005147027	0.1663593	0.007235848	0.005032275	0.02719159	0.007613708	0.02899181	0.01503494	0.03943637	0.002240172	0.0142064	0.0264304	0.09292	0.109787	0.143748	0.173124	0.427293	0.0124918	0.0617452	0.06263	0.0707826	0.059859	0.251607	0.255213	0.288434	0.243921	-2.78474	-2.77051	-2.64814	-2.81576	1.40485	0.881906
3	-57755	-57760.2	5.195243	0.0156423	0.0306432	0.0348704	0.0938371	0.00296811	0.00581453	0.00661663	0.0178055	-4.15778	-3.48534	-3.35612	-2.3662	-1.66205	-0.820216	0.002683398	0.1663593	0.007659646	0.004447319	0.02719159	0.007613708	0.02899181	0.01326116	0.03943637	0.002240172	0.0150792	0.0280541	0.0265703	0.127157	0.152579	0.183759	0.453542	0.0132592	0.0625193	0.06263	0.0710167	0.059859	0.261071	0.261534	0.296556	0.249962	-2.77228	-2.77051	-2.64484	-2.81576	1.42932	0.406952
4	-57752.11	-57752.62	0.5053016	0.0156423	0.0138197	0.0147819	0.0938371	0.00124344	0.00109856	0.00117505	0.00745934	-4.15778	-4.28166	-4.21435	-2.3662	-2.53209	-0.260209	0.002683398	0.1547185	0.008867374	0.003989741	0.02522963	0.008002492	0.01834073	0.02045237	0.04485507	0.002240172	0.0155568	0.0289428	0.0274119	0.131185	0.157412	0.155993	0.467909	0.0155888	0.0630426	0.0673483	0.063071	0.0692747	0.263257	0.281236	0.263375	0.289281	-2.76395	-2.69788	-2.76349	-2.66968	1.42932	1.7439
5	-57750.09	-57749.86	-0.2375351	0.0100012	0.0149058	0.0157749	0.0454911	0.000795018	0.0011849	0.00125399	0.0036162	-4.60505	-4.206	-4.14934	-3.09024	-2.53209	-0.260209	0.00395925	0.1622579	0.007096591	0.003989741	0.02499273	0.008759745	0.02126342	0.02045237	0.04057048	0.002240172	0.0155568	0.0289428	0.0274119	0.131185	0.157412	0.155993	0.467909	0.0155888	0.0630426	0.0741698	0.063071	0.0486093	0.25741	0.302844	0.257526	0.198477	-2.76395	-2.6014	-2.76349	-3.02394	1.40686	1.7439
6	-57743.23	-57744.07	0.8455141	0.0131307	0.00874375	0.0209875	0.0720359	0.00169579	0.00112923	0.00271046	0.0093032	-4.3328	-4.73942	-3.86383	-2.63059	-2.04681	-0.260209	0.003451261	0.1467486	0.007096591	0.004368024	0.02558873	0.008412275	0.02126342	0.02045237	0.04811393	0.002240172	0.0228679	0.0425447	0.0402944	0.192837	0.258683	0.389276	0.0305829	0.022915	0.062948	0.0683146	0.0567947	0.050773	0.257024	0.278936	0.231899	0.207312	-2.76545	-2.68363	-2.86831	-2.98039	1.40686	1.7439
7	-57743.22	-57743.47	0.2451167	0.00816736	0.00874375	0.0209875	0.0720359	0.00105479	0.00112923	0.00271046	0.0093032	-4.80761	-4.73942	-3.86383	-2.63059	-2.04681	-0.260209	0.003763914	0.1467486	0.008320198	0.004683945	0.02682936	0.00962044	0.02403875	0.01517316	0.0337424	0.001991164	0.0228679	0.0425447	0.0402944	0.192837	0.258683	0.389276	0.0305829	0.022915	0.060141	0.0675647	0.0568244	0.0575504	0.243754	0.273843	0.230312	0.233254	-2.81106	-2.69467	-2.86779	-2.85509	1.39947	1.7439
8	-57754.94	-57753.46	-1.482288	0.00721679	0.00501715	0.0120535	0.116291	0.00183656	0.00127679	0.00306744	0.0295943	-4.93135	-5.29489	-4.4184	-2.15166	-1.36851	1.45666	0.001455593	0.1201784	0.008320198	0.003061693	0.02831053	0.008736418	0.02203042	0.01517316	0.0337424	0.001991164	0.0359265	0.326786	0.0274764	0.131494	0.176394	0.265444	0.0208542	0.0156255	0.0539812	0.0639205	0.0529968	0.0531662	0.223537	0.264696	0.219461	0.220162	-2.91912	-2.75011	-2.93752	-2.93433	1.42094	1.7439
9	-57755.77	-57756.24	0.4685523	0.00843052	0.01015	0.00893697	0.116291	0.00214544	0.00258302	0.00227432	0.0295943	-4.7759	-4.59028	-4.71756	-2.15166	-1.36851	-0.681927	0.001630617	0.1236148	0.008320198	0.003061693	0.02837329	0.007296924	0.0289634	0.02509059	0.03335875	0.00109	0.00880703	0.398632	0.00342571	0.160404	0.215175	0.169055	0.0254392	0.0190609	0.0533438	0.062696	0.0535819	0.0531662	0.220898	0.259625	0.221884	0.220162	-2.931	-2.76946	-2.92654	-2.93433	1.42094	1.7439
