Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_alpha[4]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_alpha[4]	speciation_beta[1]	speciation_beta[2]
0	-57741.36	-57742.44	1.085388	0.00428448	0.0131156	0.0330508	0.0880935	0.000357303	0.00109377	0.00275627	0.00734654	-5.45276	-4.33395	-3.40971	-2.42936	-2.48417	0.19182	0.001832306	0.1333843	0.008379412	0.005853692	0.02204999	0.01019661	0.01692006	0.02087372	0.03950489	0.0002357925	0.0655964	0.0988615	0.148813	0.153295	0.0018121	0.0714579	0.403292	0.0568714	0.0691041	0.0730197	0.0605893	0.0569843	0.254381	0.268795	0.223037	0.209767	-2.67214	-2.61703	-2.80364	-2.86498	1.30322	0.883823
1	-57743.36	-57745.99	2.637028	0.00428448	0.0131156	0.0269836	0.0880935	0.000832299	0.00254783	0.0052418	0.017113	-5.45276	-4.33395	-3.61253	-2.42936	-1.63856	0.19182	0.002956401	0.1388214	0.008379412	0.005853692	0.02524988	0.01019661	0.01692006	0.02087372	0.04300453	0.0003704369	0.12154	0.0990819	0.312561	0.153637	0.012943	0.0716172	0.171622	0.0569982	0.0709636	0.0729328	0.0592596	0.0617131	0.261227	0.268475	0.218143	0.227174	-2.64559	-2.61822	-2.82583	-2.78526	1.30322	0.57781
2	-57747.95	-57750.41	2.464869	0.00365969	0.0113716	0.0236134	0.0880935	0.000710927	0.00220904	0.00458711	0.017113	-5.61038	-4.47664	-3.74594	-2.42936	-1.63856	0.19182	0.005881389	0.1603317	0.008075591	0.00449858	0.02166643	0.01019661	0.0191173	0.01624561	0.0369426	0.0002789357	0.12154	0.0990819	0.312561	0.153637	0.012943	0.0716172	0.171622	0.0569982	0.0709636	0.0729328	0.0734471	0.0587456	0.261227	0.268475	0.270369	0.216251	-2.64559	-2.61822	-2.61119	-2.83454	1.30322	0.57781
3	-57741.31	-57747.67	6.361573	0.00919629	0.00887014	0.0204188	0.0605705	0.00370782	0.00357632	0.00823258	0.0244212	-4.68895	-4.72506	-3.8913	-2.80395	-0.908357	0.19182	0.002592016	0.159916	0.00806807	0.00449858	0.02292118	0.01019661	0.01847083	0.02003809	0.04447089	6.337269e-06	0.113215	0.0922954	0.359646	0.143114	0.0120565	0.0667119	0.159867	0.0530942	0.0697551	0.0728527	0.0711414	0.0731022	0.257695	0.269138	0.262816	0.27006	-2.66276	-2.61932	-2.64309	-2.6159	1.30679	0.57781
4	-57743.46	-57749.69	6.231237	0.0155298	0.0136659	0.0307942	0.0602965	0.00497795	0.0043805	0.00987086	0.0193276	-4.165	-4.29285	-3.48043	-2.80848	-1.13774	1.19308	0.001635852	0.1515309	0.00806807	0.00449858	0.02411263	0.0101343	0.02511985	0.02032612	0.04799364	3.679416e-05	0.0899033	0.0732912	0.409449	0.113646	0.009574	0.135026	0.126949	0.0421618	0.069133	0.0731611	0.0778318	0.0682374	0.254231	0.269044	0.28622	0.250937	-2.67172	-2.61509	-2.55321	-2.68476	1.30221	0.57781
5	-57742.53	-57744.85	2.311314	0.00545269	0.00968947	0.0189575	0.0602965	0.00178441	0.00317091	0.0062039	0.0197322	-5.21165	-4.63672	-3.96556	-2.80848	-1.11702	1.19308	0.001874732	0.1418991	0.006117372	0.00449858	0.02411263	0.006537783	0.02511985	0.01346955	0.04799364	0.0009083189	0.268906	0.0588759	0.328916	0.0912935	0.00769094	0.108468	0.10198	0.0338692	0.066119	0.0717608	0.070533	0.0575221	0.243147	0.263894	0.259379	0.211533	-2.7163	-2.63442	-2.65167	-2.85559	1.30221	0.57781
6	-57746.75	-57750.28	3.527178	0.0112131	0.00911739	0.0127221	0.0585745	0.00366952	0.0029837	0.00416336	0.0191687	-4.49067	-4.69757	-4.36441	-2.83746	-1.11702	-0.584144	0.002722682	0.1360774	0.006117372	0.00449858	0.02305968	0.006537783	0.0286419	0.01346955	0.04799364	0.002306875	0.242634	0.0531238	0.296781	0.0823741	0.00693953	0.0978711	0.189716	0.0305602	0.066119	0.0717608	0.0684722	0.0510962	0.243147	0.263894	0.251801	0.187902	-2.7163	-2.63442	-2.68133	-2.97405	1.30221	0.0116672
7	-57741.7	-57743.45	1.757525	0.00640491	0.00911739	0.0105207	0.0585745	0.00209603	0.0029837	0.00344292	0.0191687	-5.05069	-4.69757	-4.55441	-2.83746	-1.11702	-0.584144	0.001711134	0.1349365	0.008531679	0.00449858	0.0260566	0.006537783	0.03481271	0.01791804	0.05406682	0.002306875	0.503404	0.0442916	0.112586	0.0686789	0.00578579	0.0815994	0.158175	0.0254793	0.0658884	0.0717608	0.069549	0.0598245	0.242299	0.263894	0.255761	0.22	-2.71979	-2.63442	-2.66572	-2.81634	1.30221	0.0116672
8	-57740.8	-57740.04	-0.76351	0.00438242	0.00764431	0.00439265	0.0585745	0.00143416	0.00250162	0.00143751	0.0191687	-5.43015	-4.87379	-5.42782	-2.83746	-1.11702	-0.35793	0.001711134	0.1244903	0.008531679	0.003937304	0.02572207	0.006981692	0.03246675	0.01791804	0.03922196	0.002306875	0.49676	0.043707	0.1111	0.0677724	0.00570942	0.0917742	0.156087	0.0270902	0.0637038	0.0699662	0.0651101	0.0552125	0.236938	0.26023	0.242169	0.205356	-2.75351	-2.65974	-2.73168	-2.89657	1.31356	0.0116672
9	-57746.29	-57746.38	0.08285803	0.00600573	0.00997205	0.00642307	0.0906011	0.00257336	0.00427287	0.00275219	0.0388212	-5.11504	-4.60797	-5.04786	-2.40129	-0.847501	1.94759	0.001237677	0.1365113	0.006103929	0.003937304	0.02572207	0.006981692	0.03246675	0.01791804	0.036958	0.001750954	0.483789	0.0425657	0.108199	0.0660027	0.00556034	0.0893779	0.178123	0.0263828	0.0678442	0.0724238	0.0593181	0.0642167	0.254685	0.271877	0.222678	0.241067	-2.69054	-2.62522	-2.82484	-2.74549	1.32281	0.0116672
