Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha	speciation_beta
10	-57925.94	-57939.93	13.98841	0.022954	0.022954	0.022954	0.022954	0.0468993	0.0468993	0.0468993	0.0468993	-3.774261	0.7145099	0.02479235	0.1765578	0.007195374	0.003145804	0.02670962	0.00864333	0.006675824	0.03558969	0.08878364	0.02326691	0.0741718	0.219236	0.17209	0.0150803	0.269274	0.0245578	0.0105559	0.215034	0.0408837	0.0408837	0.0408837	0.0408837	0.292196	0.292196	0.292196	0.292196	-3.197025	1.966696
11	-57828.35	-57840.68	12.33286	0.0024925	0.0024925	0.0024925	0.0024925	0.00322328	0.00322328	0.00322328	0.00322328	-5.994468	0.2571112	0.02637748	0.1648616	0.007195374	0.003145804	0.02670962	0.008023178	0.02224165	0.008747604	0.07445951	0.0004346686	0.0643742	0.190276	0.149358	0.0390581	0.233705	0.100208	0.00916155	0.213859	0.0363082	0.0363082	0.0363082	0.0363082	0.243728	0.243728	0.243728	0.243728	-3.315711	1.904011
12	-57841.56	-57856.19	14.63181	0.00777291	0.00777291	0.00777291	0.00777291	0.00594263	0.00594263	0.00594263	0.00594263	-4.857111	-0.2684915	0.0224071	0.1648616	0.007195374	0.003145804	0.02407425	0.01007371	0.02224165	0.005677062	0.07445951	0.001031204	0.052645	0.145802	0.122145	0.11364	0.191123	0.14427	0.0554819	0.174893	0.03675	0.03675	0.03675	0.03675	0.246694	0.246694	0.246694	0.246694	-3.303617	1.904011
13	-57891.89	-57906.99	15.09672	0.00777291	0.00777291	0.00777291	0.00777291	0.0157783	0.0157783	0.0157783	0.0157783	-4.857111	0.7079938	0.0224071	0.1454553	0.005964574	0.004813722	0.015003	0.009060126	0.01612947	0.003051054	0.07445951	0.001031204	0.0620233	0.277592	0.143904	0.133885	0.22517	0.0823959	0.0269459	0.0480844	0.03675	0.03675	0.03675	0.03675	0.246694	0.246694	0.246694	0.246694	-3.303617	1.904011
14	-57931.2	-57945.45	14.25248	0.0196404	0.0196404	0.0196404	0.0196404	0.00616083	0.00616083	0.00616083	0.00616083	-3.930169	-1.159375	0.04559604	0.2005842	0.01080515	0.004813722	0.015003	0.01045844	0.02511818	0.003051054	0.07445951	0.00916938	0.0620233	0.277592	0.143904	0.133885	0.22517	0.0823959	0.0269459	0.0480844	0.036052	0.036052	0.036052	0.036052	0.247055	0.247055	0.247055	0.247055	-3.322793	1.924648
15	-57890.29	-57905.94	15.6543	0.0186684	0.0186684	0.0186684	0.0186684	0.0230482	0.0230482	0.0230482	0.0230482	-3.980924	0.210755	0.004409601	0.1231548	0.006195978	0.003602102	0.015003	0.01045844	0.03670891	0.005586979	0.01993424	0.00916938	0.0657233	0.294152	0.152488	0.0822166	0.238603	0.0873112	0.0285534	0.0509529	0.0391471	0.0391471	0.0391471	0.0391471	0.268265	0.268265	0.268265	0.268265	-3.240429	1.924648
16	-57874.11	-57889.54	15.42282	0.0302122	0.0302122	0.0302122	0.0302122	0.0284422	0.0284422	0.0284422	0.0284422	-3.49951	-0.06037031	0.01186228	0.1061642	0.005199644	0.003602102	0.02153385	0.01045844	0.05018138	0.01886208	0.02123099	0.00916938	0.0657233	0.294152	0.152488	0.0822166	0.238603	0.0873112	0.0285534	0.0509529	0.0396797	0.0396797	0.0396797	0.0396797	0.232844	0.232844	0.232844	0.232844	-3.226916	1.76953
17	-57855.81	-57868.8	12.99033	0.00420543	0.00420543	0.00420543	0.00420543	0.00387659	0.00387659	0.00387659	0.00387659	-5.471378	-0.08142178	0.01186228	0.1052224	0.005199644	0.003600168	0.02153385	0.01045844	0.05018138	0.0250363	0.02123099	0.001578232	0.0657233	0.294152	0.152488	0.0822166	0.238603	0.0873112	0.0285534	0.0509529	0.0358744	0.0358744	0.0358744	0.0358744	0.210514	0.210514	0.210514	0.210514	-3.32773	1.76953
18	-57882.36	-57895.35	12.98781	0.00551338	0.00551338	0.00551338	0.00551338	0.00932263	0.00932263	0.00932263	0.00932263	-5.200578	0.5252671	0.005154141	0.07774988	0.008164904	0.003600168	0.02153385	0.01045844	0.00944654	0.03666103	0.01482741	0.01591661	0.170747	0.208564	0.123657	0.0666718	0.19349	0.0708031	0.0231547	0.142912	0.0358744	0.0358744	0.0358744	0.0358744	0.201398	0.201398	0.201398	0.201398	-3.32773	1.725257
19	-57826.47	-57838.81	12.34318	0.00454145	0.00454145	0.00454145	0.00454145	0.00767919	0.00767919	0.00767919	0.00767919	-5.394508	0.5252671	0.001451399	0.07890175	0.008164904	0.004524906	0.02153385	0.01045844	0.03822942	0.01277993	0.0203899	0.01009489	0.170747	0.208564	0.123657	0.0666718	0.19349	0.0708031	0.0231547	0.142912	0.035656	0.035656	0.035656	0.035656	0.200171	0.200171	0.200171	0.200171	-3.333838	1.725257
20	-57862.92	-57875.61	12.68338	0.00454145	0.00454145	0.00454145	0.00454145	0.00333804	0.00333804	0.00333804	0.00333804	-5.394508	-0.307862	0.006701944	0.07068344	0.003365339	0.00442629	0.01659725	0.009481342	0.03822942	0.01277993	0.04470989	0.01009489	0.175466	0.214328	0.127075	0.0408783	0.198837	0.0727599	0.0237946	0.146862	0.0366152	0.0366152	0.0366152	0.0366152	0.205556	0.205556	0.205556	0.205556	-3.307293	1.725257
21	-57848.1	-57860.22	12.12202	0.00562832	0.00562832	0.00562832	0.00562832	0.0293208	0.0293208	0.0293208	0.0293208	-5.179945	1.650485	0.01646104	0.08442269	0.005941029	0.002662255	0.02322194	0.002531953	0.03822942	0.01123474	0.08656222	0.01009489	0.137142	0.167516	0.0993198	0.203115	0.189124	0.0568681	0.0321295	0.114785	0.0415597	0.0415597	0.0415597	0.0415597	0.216712	0.216712	0.216712	0.216712	-3.180624	1.651437
22	-57851.48	-57862.82	11.34206	0.00562832	0.00562832	0.00562832	0.00562832	0.0293208	0.0293208	0.0293208	0.0293208	-5.179945	1.650485	0.01492202	0.1209005	0.006694244	0.007852433	0.02928602	0.002531953	0.03822942	0.01123474	0.07385405	0.01248379	0.146541	0.165691	0.0982379	0.200903	0.187064	0.0562487	0.0317795	0.113535	0.0415597	0.0415597	0.0415597	0.0415597	0.216712	0.216712	0.216712	0.216712	-3.180624	1.651437
23	-57806.22	-57819.01	12.79321	0.00232947	0.00232947	0.00232947	0.00232947	0.00216745	0.00216745	0.00216745	0.00216745	-6.062113	-0.07209145	0.002487212	0.1063576	0.006694244	0.007852433	0.02928602	0.002531953	0.0297811	0.01123474	0.04149526	0.000420654	0.144456	0.163334	0.0968405	0.198045	0.184403	0.0554486	0.0455519	0.11192	0.0427132	0.0427132	0.0427132	0.0427132	0.222727	0.222727	0.222727	0.222727	-3.153247	1.651437
24	-57859	-57874.72	15.72197	0.0102256	0.0102256	0.0102256	0.0102256	0.00951436	0.00951436	0.00951436	0.00951436	-4.582861	-0.07209145	0.01171666	0.09321496	0.007791398	0.004235247	0.0302427	0.01415989	0.01140245	0.01123474	0.0757453	0.000420654	0.0855754	0.157888	0.0936116	0.278849	0.178255	0.0535998	0.0440331	0.108188	0.0427132	0.0427132	0.0427132	0.0427132	0.183848	0.183848	0.183848	0.183848	-3.153247	1.459603
25	-57881.04	-57897.71	16.6773	0.0297584	0.0297584	0.0297584	0.0297584	0.00880182	0.00880182	0.00880182	0.00880182	-3.514644	-1.218153	0.003233738	0.07890839	0.007791398	0.002816659	0.02512158	0.01415989	0.05335381	0.003962764	0.0757453	0.0002606515	0.0794679	0.14662	0.0869305	0.330317	0.165533	0.0497743	0.0408904	0.100467	0.0485781	0.0485781	0.0485781	0.0485781	0.209092	0.209092	0.209092	0.209092	-3.024582	1.459603
26	-57816.23	-57833.95	17.71793	0.0297584	0.0297584	0.0297584	0.0297584	0.00880182	0.00880182	0.00880182	0.00880182	-3.514644	-1.218153	0.006251057	0.1348285	0.009418092	0.004140469	0.02439877	0.006403992	0.04419742	0.0028959	0.05971958	9.070239e-05	0.0935714	0.145608	0.0863304	0.328037	0.16439	0.0494307	0.0406081	0.0920247	0.0534785	0.0534785	0.0534785	0.0534785	0.230185	0.230185	0.230185	0.230185	-2.928475	1.459603
27	-57855.61	-57870.12	14.5102	0.0297584	0.0297584	0.0297584	0.0297584	0.0133237	0.0133237	0.0133237	0.0133237	-3.514644	-0.8035636	0.004171752	0.1179146	0.009418092	0.004140469	0.03578499	0.01265921	0.04419742	0.008418555	0.09332875	0.006856823	0.0818067	0.127301	0.0754761	0.286793	0.249793	0.0432158	0.0355025	0.100112	0.0534785	0.0534785	0.0534785	0.0534785	0.262281	0.262281	0.262281	0.262281	-2.928475	1.590136
28	-57930.39	-57943.73	13.34488	0.0158415	0.0158415	0.0158415	0.0158415	0.00631845	0.00631845	0.00631845	0.00631845	-4.145121	-0.9191607	0.02627126	0.1771324	0.01101523	0.004140469	0.03578499	0.02743113	0.03816808	0.008418555	0.07707548	0.006856823	0.0754058	0.182678	0.0695706	0.264353	0.134156	0.0398344	0.104388	0.129614	0.053217	0.053217	0.053217	0.053217	0.260998	0.260998	0.260998	0.260998	-2.933378	1.590136
29	-57932.83	-57944.73	11.90505	0.00834774	0.00834774	0.00834774	0.00834774	0.00332953	0.00332953	0.00332953	0.00332953	-4.785765	-0.9191607	0.01697561	0.2359395	0.01101523	0.004140469	0.03266948	0.02743113	0.03816808	0.02016483	0.07707548	0.006856823	0.0247176	0.10445	0.0929466	0.353177	0.179233	0.053219	0.151719	0.0405376	0.0541761	0.0541761	0.0541761	0.0541761	0.265702	0.265702	0.265702	0.265702	-2.915515	1.590136
30	-57917.18	-57924.82	7.637031	0.000844705	0.000844705	0.000844705	0.000844705	0.000900584	0.000900584	0.000900584	0.000900584	-7.076523	0.06405659	0.01697561	0.1865395	0.01197644	0.004140469	0.03266948	0.02743113	0.0242096	0.03548136	0.07707548	0.0007428375	0.0251916	0.106453	0.0821975	0.359949	0.207397	0.0542395	0.154629	0.009944	0.0599446	0.0599446	0.0599446	0.0599446	0.239231	0.239231	0.239231	0.239231	-2.814335	1.38401
31	-57912.99	-57923.16	10.17019	0.00358937	0.00358937	0.00358937	0.00358937	0.007836	0.007836	0.007836	0.007836	-5.629779	0.7807522	0.01697561	0.1773456	0.007289051	0.004140469	0.03266948	0.02743113	0.06507317	0.02818796	0.07707548	0.008505394	0.0227244	0.0960269	0.0741472	0.237032	0.187085	0.0489274	0.325087	0.00897011	0.0599446	0.0599446	0.0599446	0.0599446	0.244052	0.244052	0.244052	0.244052	-2.814335	1.403963
32	-57839.53	-57851.9	12.37002	0.00665605	0.00665605	0.00665605	0.00665605	0.0145309	0.0145309	0.0145309	0.0145309	-5.01223	0.7807522	0.01682633	0.1176711	0.01273157	0.005032832	0.03266948	0.004532585	0.04104127	0.02818796	0.07707548	0.008505394	0.0227244	0.0960269	0.0741472	0.237032	0.187085	0.0489274	0.325087	0.00897011	0.0599446	0.0599446	0.0599446	0.0599446	0.244052	0.244052	0.244052	0.244052	-2.814335	1.403963
33	-57862.69	-57871.7	9.010759	0.00174356	0.00174356	0.00174356	0.00174356	0.00403047	0.00403047	0.00403047	0.00403047	-6.351826	0.8379534	0.001585627	0.1969378	0.01851441	0.00473762	0.02224938	0.004532585	0.04104127	0.02818796	0.07707548	0.008505394	0.0320611	0.0577129	0.0765853	0.244826	0.193237	0.0505362	0.335776	0.00926507	0.0678498	0.0678498	0.0678498	0.0678498	0.293262	0.293262	0.293262	0.293262	-2.690459	1.463771
34	-57815.05	-57828.05	12.99981	0.00308123	0.00308123	0.00308123	0.00308123	0.00284472	0.00284472	0.00284472	0.00284472	-5.782427	-0.0798644	0.006358504	0.1402687	0.01851441	0.003062946	0.03414254	0.008413901	0.04104127	0.02406305	0.07707548	0.0001196452	0.0320257	0.0576492	0.0765009	0.244556	0.193024	0.0504804	0.335406	0.0103581	0.0664065	0.0664065	0.0664065	0.0664065	0.248777	0.248777	0.248777	0.248777	-2.71196	1.320763
35	-57860.46	-57877.29	16.83374	0.0108134	0.0108134	0.0108134	0.0108134	0.00545088	0.00545088	0.00545088	0.00545088	-4.526966	-0.6850117	0.02234638	0.192595	0.01568463	0.003968789	0.03414254	0.01485423	0.0308622	0.03232951	0.07707548	1.768969e-06	0.023457	0.0422248	0.308531	0.179123	0.141379	0.0520326	0.245666	0.00758669	0.0564247	0.0564247	0.0564247	0.0564247	0.248537	0.248537	0.248537	0.248537	-2.874848	1.482684
36	-57837.15	-57855.22	18.06787	0.0219384	0.0219384	0.0219384	0.0219384	0.0082522	0.0082522	0.0082522	0.0082522	-3.819518	-0.9777573	0.01834119	0.1703333	0.01240982	0.003968789	0.03414254	0.01027303	0.0308622	0.03232951	0.07074184	1.768969e-06	0.0276976	0.0757773	0.0609668	0.180633	0.215901	0.13999	0.290077	0.0089582	0.0590159	0.0590159	0.0590159	0.0590159	0.229976	0.229976	0.229976	0.229976	-2.829948	1.360167
37	-57810.32	-57824.15	13.83407	0.00354016	0.00354016	0.00354016	0.00354016	0.00244219	0.00244219	0.00244219	0.00244219	-5.643585	-0.371277	0.009661453	0.1478542	0.01484802	0.002699303	0.03313476	0.01103416	0.0308622	0.0120882	0.07074184	6.653978e-05	0.0298077	0.0815503	0.0656115	0.11821	0.232349	0.150655	0.312176	0.00964067	0.0571381	0.0571381	0.0571381	0.0571381	0.285049	0.285049	0.285049	0.285049	-2.862284	1.607191
38	-57822.04	-57839.67	17.62528	0.012612	0.012612	0.012612	0.012612	0.0199897	0.0199897	0.0199897	0.0199897	-4.37311	0.4605695	0.009661453	0.1700862	0.01484802	0.002417182	0.01718584	0.01869155	0.0308622	0.0120882	0.03966852	1.030851e-05	0.0314584	0.0860664	0.0692449	0.124756	0.245216	0.10362	0.329464	0.0101746	0.0571381	0.0571381	0.0571381	0.0571381	0.288005	0.288005	0.288005	0.288005	-2.862284	1.617507
39	-57853.7	-57867.82	14.12083	0.012612	0.012612	0.012612	0.012612	0.0199897	0.0199897	0.0199897	0.0199897	-4.37311	0.4605695	0.006900918	0.2016153	0.008790686	0.002417182	0.01718584	0.006213385	0.03595222	0.0120882	0.1221454	0.01294692	0.0573296	0.156847	0.126192	0.227354	0.178873	0.188837	0.0460252	0.0185421	0.0571381	0.0571381	0.0571381	0.0571381	0.288005	0.288005	0.288005	0.288005	-2.862284	1.617507
40	-57799.1	-57814.46	15.36121	0.0139104	0.0139104	0.0139104	0.0139104	0.00860353	0.00860353	0.00860353	0.00860353	-4.275116	-0.4804659	0.006560558	0.1174176	0.008790686	0.0009905429	0.02024168	0.005086948	0.02722383	0.0120882	0.07998114	0.01294692	0.070096	0.191774	0.125358	0.0728593	0.218705	0.230888	0.067648	0.0226711	0.0571381	0.0571381	0.0571381	0.0571381	0.246125	0.246125	0.246125	0.246125	-2.862284	1.46037
41	-57768.27	-57784.02	15.75214	0.0139104	0.0139104	0.0139104	0.0139104	0.0152347	0.0152347	0.0152347	0.0152347	-4.275116	0.09093456	0.003089709	0.1226643	0.008790686	0.001734809	0.02199188	0.005086948	0.03520216	0.0120882	0.07998114	0.003473915	0.0754913	0.129564	0.135007	0.0784673	0.235539	0.24866	0.0728549	0.0244161	0.0571381	0.0571381	0.0571381	0.0571381	0.228388	0.228388	0.228388	0.228388	-2.862284	1.385576
42	-57794.79	-57809.31	14.51408	0.0139104	0.0139104	0.0139104	0.0139104	0.00838094	0.00838094	0.00838094	0.00838094	-4.275116	-0.5066785	0.003089709	0.1247401	0.005799436	0.005021488	0.02199188	0.01325345	0.05227675	0.0120882	0.07998114	0.003473915	0.0754913	0.129564	0.135007	0.0784673	0.235539	0.24866	0.0728549	0.0244161	0.0591048	0.0591048	0.0591048	0.0591048	0.260905	0.260905	0.260905	0.260905	-2.828442	1.484844
43	-57826.62	-57843.4	16.77941	0.0348294	0.0348294	0.0348294	0.0348294	0.0211487	0.0211487	0.0211487	0.0211487	-3.357294	-0.4988812	0.003089709	0.1694772	0.005298216	0.005021488	0.02199188	0.01325345	0.05227675	0.007233852	0.07998114	0.000472696	0.0888406	0.152475	0.158881	0.0898945	0.102806	0.292631	0.085738	0.0287336	0.0591048	0.0591048	0.0591048	0.0591048	0.260905	0.260905	0.260905	0.260905	-2.828442	1.484844
44	-57808.06	-57825.3	17.23703	0.0348294	0.0348294	0.0348294	0.0348294	0.0211487	0.0211487	0.0211487	0.0211487	-3.357294	-0.4988812	0.0071177	0.1335127	0.005298216	0.002522082	0.02290972	0.01325345	0.04991361	0.01250812	0.05245481	0.000472696	0.0834828	0.153372	0.159815	0.0904231	0.103411	0.294352	0.0862421	0.0289026	0.0591048	0.0591048	0.0591048	0.0591048	0.232477	0.232477	0.232477	0.232477	-2.828442	1.369477
45	-57844.24	-57857.05	12.81108	0.011289	0.011289	0.011289	0.011289	0.0068548	0.0068548	0.0068548	0.0068548	-4.483925	-0.4988812	0.01313458	0.1570888	0.007756862	0.00988465	0.02874333	0.01374866	0.04991361	0.01250812	0.05245481	0.02981927	0.087313	0.160409	0.167147	0.0945718	0.108155	0.307857	0.044318	0.0302287	0.0662259	0.0662259	0.0662259	0.0662259	0.260486	0.260486	0.260486	0.260486	-2.714683	1.369477
46	-57875	-57886.81	11.80599	0.00963869	0.00963869	0.00963869	0.00963869	0.0273933	0.0273933	0.0273933	0.0273933	-4.64197	1.044512	0.01781418	0.1729048	0.007756862	0.00988465	0.03338442	0.01374866	0.04451417	0.02249508	0.05245481	0.02981927	0.0929024	0.170678	0.177847	0.0604072	0.115079	0.327564	0.047155	0.00836726	0.0697923	0.0697923	0.0697923	0.0697923	0.274514	0.274514	0.274514	0.274514	-2.662231	1.369477
47	-57838.62	-57853.54	14.92607	0.0273225	0.0273225	0.0273225	0.0273225	0.0704255	0.0704255	0.0704255	0.0704255	-3.600045	0.9468447	0.007375659	0.1245966	0.01375682	0.004805267	0.02136244	0.01374866	0.04451417	0.02249508	0.05245481	0.002958607	0.0815378	0.272127	0.156092	0.0530177	0.101001	0.287494	0.0413866	0.00734371	0.0719146	0.0719146	0.0719146	0.0719146	0.255277	0.255277	0.255277	0.255277	-2.632275	1.26687
48	-57759.92	-57774.85	14.92764	0.0100552	0.0100552	0.0100552	0.0100552	0.00333513	0.00333513	0.00333513	0.00333513	-4.599666	-1.103577	0.006100769	0.1363193	0.006899419	0.004805267	0.02557974	0.01141602	0.03105272	0.02249508	0.05245481	0.0004728984	0.0221307	0.275806	0.158202	0.0537344	0.0389439	0.401794	0.0419461	0.00744299	0.0719146	0.0719146	0.0719146	0.0719146	0.255277	0.255277	0.255277	0.255277	-2.632275	1.26687
49	-57763.61	-57778.23	14.61375	0.0120031	0.0120031	0.0120031	0.0120031	0.00398121	0.00398121	0.00398121	0.00398121	-4.422592	-1.103577	0.001739267	0.1551327	0.006899419	0.003086322	0.0252366	0.006209164	0.0223194	0.02249508	0.05245481	0.006990114	0.0221307	0.275806	0.158202	0.0537344	0.0389439	0.401794	0.0419461	0.00744299	0.0706518	0.0706518	0.0706518	0.0706518	0.235618	0.235618	0.235618	0.235618	-2.649992	1.204449
50	-57804.94	-57818.99	14.05093	0.00750388	0.00750388	0.00750388	0.00750388	0.00719273	0.00719273	0.00719273	0.00719273	-4.892335	-0.04234916	0.01896735	0.1974787	0.009068033	0.003086322	0.02910558	0.01351366	0.0223194	0.01256488	0.05245481	0.004315356	0.0303314	0.0357706	0.216825	0.0736462	0.0533749	0.550682	0.0291685	0.0102011	0.0706518	0.0706518	0.0706518	0.0706518	0.302148	0.302148	0.302148	0.302148	-2.649992	1.453154
51	-57758.78	-57773.68	14.90318	0.0107106	0.0107106	0.0107106	0.0107106	0.016173	0.016173	0.016173	0.016173	-4.536523	0.4121115	0.004392754	0.1974787	0.009068033	0.003086322	0.02090818	0.0102501	0.02446129	0.01615411	0.05245481	0.003139038	0.0303314	0.0357706	0.216825	0.0736462	0.0533749	0.550682	0.0291685	0.0102011	0.0721164	0.0721164	0.0721164	0.0721164	0.308412	0.308412	0.308412	0.308412	-2.629473	1.453154
52	-57860.77	-57876.47	15.70575	0.0411168	0.0411168	0.0411168	0.0411168	0.0620864	0.0620864	0.0620864	0.0620864	-3.191339	0.4121115	0.008819999	0.1364237	0.009410189	0.001360632	0.01530995	0.0102501	0.04264989	0.02491905	0.1031335	0.009947904	0.0281441	0.033191	0.201189	0.140449	0.0495258	0.510971	0.0270651	0.00946542	0.0721164	0.0721164	0.0721164	0.0721164	0.258643	0.258643	0.258643	0.258643	-2.629473	1.277166
53	-57828.29	-57844.9	16.61239	0.028074	0.028074	0.028074	0.028074	0.039161	0.039161	0.039161	0.039161	-3.572912	0.332839	0.004805516	0.1269682	0.009410189	0.006712181	0.01530995	0.0102501	0.009246389	0.02491905	0.04392092	0.002887833	0.0387698	0.0457222	0.240829	0.193475	0.0682242	0.362657	0.0372834	0.0130391	0.0703144	0.0703144	0.0703144	0.0703144	0.237778	0.237778	0.237778	0.237778	-2.654779	1.218362
54	-57838.7	-57854.65	15.95588	0.028074	0.028074	0.028074	0.028074	0.039161	0.039161	0.039161	0.039161	-3.572912	0.332839	0.005586051	0.1269682	0.009410189	0.006712181	0.03662299	0.00803155	0.009246389	0.02491905	0.07817091	0.002887833	0.0274029	0.325506	0.170221	0.13675	0.0482216	0.25633	0.0263523	0.00921615	0.0703144	0.0703144	0.0703144	0.0703144	0.237778	0.237778	0.237778	0.237778	-2.654779	1.218362
55	-57891.07	-57909.12	18.04893	0.028074	0.028074	0.028074	0.028074	0.039161	0.039161	0.039161	0.039161	-3.572912	0.332839	0.009198472	0.1269682	0.009410189	0.001814873	0.04396042	0.006685363	0.00647703	0.01764297	0.02866998	0.0009821104	0.0370775	0.440426	0.230317	0.0327857	0.0652461	0.146022	0.035656	0.0124699	0.0713271	0.0713271	0.0713271	0.0713271	0.244347	0.244347	0.244347	0.244347	-2.640479	1.231313
