Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_alpha[4]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_alpha[4]	speciation_beta[1]	speciation_beta[2]
0	-57793.99	-57796.85	2.860115	0.0103373	0.0165675	0.0618773	0.0556908	0.00885908	0.0141984	0.0530291	0.0477273	-4.572	-4.10031	-2.7826	-2.88794	-0.154313	-0.968337	0.004719038	0.1189833	0.01311292	0.004797189	0.02041716	0.01282942	0.01842509	0.02091013	0.07106528	0.01118312	0.0229442	0.296705	0.029172	0.115487	0.153768	0.0339969	0.216528	0.1314	0.0562944	0.0620643	0.0656811	0.0595226	0.233956	0.257936	0.272967	0.247372	-2.87716	-2.77958	-2.72294	-2.8214	1.42454	1.32018
1	-57788.22	-57791.31	3.09115	0.00414978	0.0120787	0.0994505	0.0654321	0.00355638	0.0103515	0.0852294	0.0560756	-5.4847	-4.41631	-2.3081	-2.72674	-0.154313	0.778922	0.000509452	0.1359717	0.009342562	0.002608546	0.02041716	0.01282942	0.01842509	0.009866226	0.02371519	0.003033803	0.0226243	0.298072	0.0287653	0.113877	0.160063	0.0335229	0.213509	0.129568	0.0587037	0.0608996	0.0820524	0.0595226	0.243969	0.253095	0.341005	0.247372	-2.83525	-2.79853	-2.5004	-2.8214	1.42454	1.32018
2	-57804.45	-57807.42	2.975669	0.00414978	0.0391724	0.0994505	0.0778428	0.00288795	0.0272612	0.0692103	0.0541729	-5.4847	-3.23978	-2.3081	-2.55306	-0.36251	0.778922	0.005486529	0.159848	0.009342562	0.007240044	0.02224853	0.01282942	0.01127308	0.02215629	0.05533478	0.003033803	0.0773576	0.182171	0.0175803	0.0695973	0.176706	0.266912	0.130489	0.079187	0.0583911	0.0710504	0.0668914	0.0411045	0.24267	0.295281	0.277997	0.170828	-2.84059	-2.64437	-2.70468	-3.19164	1.42454	1.32018
3	-57795.04	-57795.68	0.6404568	0.00414978	0.0153163	0.0681725	0.0333798	0.000797207	0.00294238	0.0130965	0.00641252	-5.4847	-4.17884	-2.68571	-3.39981	-1.6497	0.778922	0.007722335	0.1623666	0.005745833	0.006502535	0.02224853	0.01282942	0.01078431	0.02215629	0.05533478	0.003033803	0.0773576	0.182171	0.0175803	0.0695973	0.176706	0.266912	0.130489	0.079187	0.0671412	0.0746425	0.0521679	0.047231	0.279035	0.310209	0.216807	0.196289	-2.70096	-2.59505	-2.95329	-3.0527	1.42454	1.32018
4	-57799.25	-57803.54	4.294552	0.0198114	0.0153163	0.0582136	0.033235	0.00700592	0.00541632	0.0205862	0.0117529	-3.9215	-4.17884	-2.84364	-3.40415	-1.0395	0.778922	0.008248017	0.1474226	0.007597672	0.004736765	0.02224853	0.01282942	0.01514723	0.02215629	0.05533478	0.003033803	0.0872622	0.134028	0.0511843	0.0512048	0.130008	0.196375	0.0960045	0.253933	0.0671412	0.057788	0.0467932	0.0453413	0.279035	0.240163	0.19447	0.188436	-2.70096	-2.85097	-3.06202	-3.09354	1.42454	0.842933
5	-57791.06	-57795.78	4.721839	0.00808134	0.0153163	0.089312	0.0553405	0.0035737	0.00677311	0.0394952	0.0244725	-4.8182	-4.17884	-2.41562	-2.89425	-0.815956	0.778922	0.003851446	0.1474226	0.007597672	0.004736765	0.0188804	0.01282942	0.01291883	0.02215629	0.05533478	0.001744117	0.111746	0.171634	0.0655455	0.0655719	0.0906347	0.046745	0.122941	0.325181	0.0519907	0.0704127	0.0642501	0.0501021	0.206186	0.279244	0.254804	0.198696	-2.95669	-2.65338	-2.74497	-2.99369	1.37771	0.345697
6	-57792.22	-57799.31	7.089989	0.028413	0.0153163	0.0737217	0.0553405	0.0171004	0.00921815	0.0443696	0.0333069	-3.56091	-4.17884	-2.60746	-2.89425	-0.507742	-0.778332	0.005025191	0.1578286	0.007597672	0.002920993	0.0188804	0.01282942	0.01291883	0.02215629	0.05533478	0.001744117	0.0707462	0.179556	0.068571	0.0685985	0.0948182	0.0489026	0.128616	0.340191	0.0600372	0.0704127	0.0711231	0.0897465	0.238097	0.279244	0.282061	0.355919	-2.81279	-2.65338	-2.64334	-2.41077	1.37771	0.345697
7	-57775.18	-57781.98	6.794468	0.00715758	0.0348272	0.0493534	0.0899338	0.00373726	0.0181847	0.0257694	0.046958	-4.93958	-3.35736	-3.00875	-2.40868	-0.649819	-0.589749	0.001531859	0.1596742	0.007597672	0.004144745	0.02297411	0.01012596	0.01291883	0.01327863	0.05533478	0.0004759937	0.0707462	0.179556	0.068571	0.0685985	0.0948182	0.0489026	0.128616	0.340191	0.0651263	0.0704127	0.0711231	0.0897465	0.267632	0.289356	0.292276	0.368808	-2.73143	-2.65338	-2.64334	-2.41077	1.41329	0.345697
8	-57813.26	-57820.54	7.281082	0.0371439	0.0559269	0.0183807	0.0672711	0.0193943	0.0292017	0.00959731	0.035125	-3.29296	-2.88371	-3.99645	-2.69902	-0.649819	-0.731815	0.001531859	0.1723221	0.004484469	0.004144745	0.02493442	0.008257448	0.03938728	0.01327863	0.05533478	0.002365869	0.0993367	0.25212	0.0962825	0.0963212	0.133137	0.0686656	0.137884	0.116252	0.0757075	0.0704127	0.0599255	0.0897465	0.270051	0.251164	0.213756	0.320128	-2.58088	-2.65338	-2.81465	-2.41077	1.27173	0.345697
9	-57775.74	-57783.97	8.231168	0.031375	0.0557037	0.0183807	0.0672711	0.0163821	0.0290852	0.00959731	0.035125	-3.46174	-2.88771	-3.99645	-2.69902	-0.649819	-0.28323	0.0003964913	0.1431572	0.007119559	0.004144745	0.02493442	0.008257448	0.02990225	0.01327863	0.03006051	0.0008437059	0.125775	0.0709269	0.121908	0.121957	0.168571	0.0690866	0.174582	0.147193	0.0766741	0.0856682	0.0740636	0.071585	0.273499	0.305581	0.264187	0.255346	-2.56819	-2.45727	-2.60283	-2.63687	1.27173	0.345697
