Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha	speciation_beta
0	-57916.98	-57932.22	15.23562	0.0760197	0.0760197	0.0760197	0.0760197	0.03287	0.03287	0.03287	0.03287	-2.576763	-0.8384314	0.01952875	0.2134663	0.01486004	0.007037434	0.03657745	0.007658731	0.01278749	0.011206	0.09352371	0.007913981	0.0941335	0.0963139	0.424848	0.126756	0.0437415	0.0286511	0.127851	0.0577051	0.0653808	0.0653808	0.0653808	0.0653808	0.28476	0.28476	0.28476	0.28476	-2.727527	1.471418
1	-57879.09	-57895.48	16.38817	0.0760197	0.0760197	0.0760197	0.0760197	0.03287	0.03287	0.03287	0.03287	-2.576763	-0.8384314	0.0004763644	0.1343608	0.01486004	0.007037434	0.02308162	0.004214653	0.01278749	0.017752	0.05217734	0.007913981	0.0941335	0.0963139	0.424848	0.126756	0.0437415	0.0286511	0.127851	0.0577051	0.0806172	0.0806172	0.0806172	0.0806172	0.243678	0.243678	0.243678	0.243678	-2.518044	1.106138
2	-57993.94	-58008.2	14.26054	0.0266813	0.0266813	0.0266813	0.0266813	0.0115367	0.0115367	0.0115367	0.0115367	-3.623791	-0.8384314	0.005066149	0.1245509	0.001020411	0.007037434	0.03769603	0.009566634	0.04077881	0.04579139	0.0784686	0.03824109	0.0949562	0.0971556	0.42856	0.127864	0.0441237	0.0201623	0.128969	0.0582094	0.0806172	0.0806172	0.0806172	0.0806172	0.257935	0.257935	0.257935	0.257935	-2.518044	1.162997
3	-57895.67	-57910.53	14.86868	0.0176403	0.0176403	0.0176403	0.0176403	0.00359888	0.00359888	0.00359888	0.00359888	-4.03757	-1.589561	0.005478727	0.07081458	0.008663146	0.003792924	0.03769603	0.00367093	0.04077881	0.002706367	0.01873065	0.03824109	0.0865636	0.0885686	0.390682	0.116563	0.0402239	0.106764	0.11757	0.0530646	0.0646137	0.0646137	0.0646137	0.0646137	0.203004	0.203004	0.203004	0.203004	-2.739329	1.144798
4	-57910.74	-57922.95	12.20873	0.0195855	0.0195855	0.0195855	0.0195855	0.00199757	0.00199757	0.00199757	0.00199757	-3.932964	-2.28286	0.03769095	0.1502411	0.008110618	0.003792924	0.02428992	0.005394654	0.06390794	0.01579728	0.04310118	0.02663153	0.088371	0.0894578	0.39884	0.118997	0.0410638	0.108994	0.100105	0.0541726	0.0646137	0.0646137	0.0646137	0.0646137	0.20576	0.20576	0.20576	0.20576	-2.739329	1.158287
5	-57937.57	-57952.72	15.1496	0.0195855	0.0195855	0.0195855	0.0195855	0.00640309	0.00640309	0.00640309	0.00640309	-3.932964	-1.11801	0.03769095	0.142951	0.007422422	0.003591882	0.02428992	0.01260075	0.06390794	0.01579728	0.07738166	0.001537626	0.0559051	0.080187	0.357507	0.106665	0.0368082	0.224639	0.0897305	0.0485586	0.0795015	0.0795015	0.0795015	0.0795015	0.220232	0.220232	0.220232	0.220232	-2.53198	1.018906
6	-57935.06	-57947.08	12.02791	0.0118033	0.0118033	0.0118033	0.0118033	0.00207673	0.00207673	0.00207673	0.00207673	-4.439378	-1.737583	0.00296179	0.1303842	0.01407087	0.003591882	0.02428992	0.01746073	0.06390794	0.03718956	0.0306329	0.01778906	0.0665835	0.0381563	0.425794	0.127038	0.0438389	0.133886	0.10687	0.0578337	0.0795015	0.0795015	0.0795015	0.0795015	0.203995	0.203995	0.203995	0.203995	-2.53198	0.9423211
7	-57856.27	-57869.45	13.17433	0.0130433	0.0130433	0.0130433	0.0130433	0.00389133	0.00389133	0.00389133	0.00389133	-4.339481	-1.209523	0.006850298	0.1626704	0.01407087	0.01330965	0.02761145	0.006486344	0.02621746	0.007460234	0.0760952	0.01778906	0.0914126	0.0523849	0.225199	0.174411	0.0601865	0.170284	0.146722	0.0793999	0.0771114	0.0771114	0.0771114	0.0771114	0.275321	0.275321	0.275321	0.275321	-2.562504	1.272684
8	-57928.29	-57943.64	15.34803	0.0547889	0.0547889	0.0547889	0.0547889	0.0116447	0.0116447	0.0116447	0.0116447	-2.904267	-1.548633	0.02351712	0.2441361	0.01407087	0.003241793	0.02761145	0.001353927	0.02621746	0.007460234	0.0908458	0.01778906	0.0914126	0.0523849	0.225199	0.174411	0.0601865	0.170284	0.146722	0.0793999	0.0752442	0.0752442	0.0752442	0.0752442	0.273172	0.273172	0.273172	0.273172	-2.587017	1.289364
9	-58006.39	-58020.29	13.89881	0.0547889	0.0547889	0.0547889	0.0547889	0.0167206	0.0167206	0.0167206	0.0167206	-2.904267	-1.186848	0.004578604	0.3059404	0.01975334	0.003241793	0.01891624	0.02915118	0.02621746	0.05179417	0.0908458	0.005219697	0.0749386	0.0429443	0.0934672	0.14298	0.04934	0.0748375	0.20279	0.318702	0.0952193	0.0952193	0.0952193	0.0952193	0.345691	0.345691	0.345691	0.345691	-2.351573	1.289364
10	-58013.42	-58025.76	12.34304	0.0157879	0.0157879	0.0157879	0.0157879	0.00481818	0.00481818	0.00481818	0.00481818	-4.148512	-1.186848	0.004578604	0.3077731	0.01975334	0.009065586	0.01952781	0.007429511	0.02621746	0.05586151	0.05382598	0.02898989	0.0670413	0.0384186	0.0836172	0.245304	0.0321323	0.0669508	0.181419	0.285116	0.0912993	0.0912993	0.0912993	0.0912993	0.332881	0.332881	0.332881	0.332881	-2.393613	1.293642
11	-58051.72	-58064.17	12.44454	0.00663028	0.00663028	0.00663028	0.00663028	0.0173173	0.0173173	0.0173173	0.0173173	-5.016109	0.9600575	0.04772617	0.3299158	0.007202999	0.005033223	0.01952781	0.008439304	0.03530818	0.01488388	0.05382598	0.03087708	0.0428154	0.0245358	0.374443	0.156662	0.020521	0.083074	0.115862	0.182087	0.102753	0.102753	0.102753	0.102753	0.343854	0.343854	0.343854	0.343854	-2.275427	1.20789
12	-57988.21	-58001.24	13.02593	0.0167714	0.0167714	0.0167714	0.0167714	0.00769833	0.00769833	0.00769833	0.00769833	-4.088081	-0.7786709	0.00262887	0.3137349	0.01601597	0.005033223	0.0382491	0.01910109	0.03040372	0.01488388	0.05382598	0.03087708	0.0428154	0.0245358	0.374443	0.156662	0.020521	0.083074	0.115862	0.182087	0.0991251	0.0991251	0.0991251	0.0991251	0.34525	0.34525	0.34525	0.34525	-2.311373	1.247887
13	-58027.01	-58041.22	14.21027	0.017681	0.017681	0.017681	0.017681	0.0281506	0.0281506	0.0281506	0.0281506	-4.035266	0.4650777	0.0200495	0.3797471	0.01601597	0.005116663	0.009868477	0.01371059	0.03040372	0.009489768	0.06325152	0.03087708	0.0428154	0.0245358	0.374443	0.156662	0.020521	0.083074	0.115862	0.182087	0.108326	0.108326	0.108326	0.108326	0.377296	0.377296	0.377296	0.377296	-2.222613	1.247887
14	-57927.59	-57943.06	15.46856	0.017681	0.017681	0.017681	0.017681	0.0182213	0.0182213	0.0182213	0.0182213	-4.035266	0.03010046	0.005081139	0.3797471	0.003285962	0.003855253	0.02335201	0.008128205	0.03040372	0.016253	0.06325152	0.008964799	0.120886	0.0208783	0.318626	0.203449	0.0174621	0.0706905	0.0930633	0.154944	0.106898	0.106898	0.106898	0.106898	0.372323	0.372323	0.372323	0.372323	-2.23588	1.247887
15	-57920.9	-57936.94	16.03799	0.017628	0.017628	0.017628	0.017628	0.0181666	0.0181666	0.0181666	0.0181666	-4.038269	0.03010046	0.03174614	0.3797471	0.005104997	0.003855253	0.02335201	0.008128205	0.03040372	0.016253	0.06325152	0.001651951	0.0371164	0.00465113	0.335558	0.21426	0.0110476	0.0578896	0.176299	0.163178	0.100373	0.100373	0.100373	0.100373	0.361395	0.361395	0.361395	0.361395	-2.298866	1.281084
16	-57885.19	-57901.37	16.17679	0.017628	0.017628	0.017628	0.017628	0.0181666	0.0181666	0.0181666	0.0181666	-4.038269	0.03010046	0.0005380804	0.2314518	0.005924639	0.005479507	0.03763648	0.008128205	0.03040372	0.006536674	0.06325152	0.001651951	0.269496	0.0030189	0.323328	0.139069	0.00717063	0.0375742	0.11443	0.105913	0.101803	0.101803	0.101803	0.101803	0.366546	0.366546	0.366546	0.366546	-2.284716	1.281084
