Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_alpha[4]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_alpha[4]	speciation_beta[1]	speciation_beta[2]
0	-57802.06	-57806.78	4.718177	0.0309324	0.0368844	0.0373808	0.0479616	0.0106451	0.0126934	0.0128643	0.0165055	-3.47595	-3.29997	-3.2866	-3.03736	-1.06671	0.855265	0.004488327	0.1736052	0.008191001	0.001574775	0.02782065	0.009451093	0.01297531	0.01424874	0.03431797	0.003336091	0.00669069	0.0224974	0.0615601	0.265206	0.0236139	0.439062	0.159477	0.0218924	0.0658535	0.0796504	0.0590885	0.0924117	0.25371	0.306864	0.227647	0.356029	-2.72032	-2.53011	-2.82872	-2.3815	1.34876	3.21708
1	-57799.51	-57801.6	2.0929	0.0133718	0.00880305	0.0953532	0.0716749	0.00517483	0.00340676	0.0369014	0.027738	-4.31461	-4.73266	-2.35017	-2.63561	-0.949338	-0.650074	0.002545605	0.1555682	0.01220413	0.001570964	0.02782065	0.02192215	0.01050895	0.01424874	0.03997951	0.003336091	0.00669069	0.0224974	0.0615601	0.265206	0.0236139	0.439062	0.159477	0.0218924	0.0679968	0.0768679	0.0590885	0.0628218	0.263458	0.29783	0.228943	0.243407	-2.68829	-2.56567	-2.82872	-2.76745	1.35444	3.21708
2	-57798.15	-57799.79	1.635597	0.0147425	0.00722469	0.0953532	0.0929242	0.00570531	0.00279593	0.0369014	0.0359614	-4.21702	-4.93025	-2.35017	-2.37597	-0.949338	-0.650074	0.0005538574	0.1243271	0.006083553	0.002910485	0.02782065	0.02193402	0.02112627	0.01424874	0.06330257	0.003365701	0.00453613	0.0152527	0.0417362	0.179803	0.0160097	0.297674	0.430146	0.0148425	0.0579777	0.0708785	0.0510417	0.0657282	0.226757	0.277214	0.19963	0.25707	-2.8477	-2.64679	-2.97511	-2.72223	1.36382	2.8211
3	-57849.4	-57850.7	1.302393	0.015039	0.028213	0.0151295	0.0643122	0.00373395	0.00700482	0.0037564	0.0159677	-4.19711	-3.56797	-4.19111	-2.74401	-1.39318	1.7718	0.0009762117	0.1052368	0.006083553	0.003626392	0.02782065	0.02193402	0.04403065	0.01424874	0.06330257	0.0001500292	0.0081776	0.0274972	0.0752409	0.147499	0.0288618	0.288324	0.397641	0.0267577	0.0564751	0.0753881	0.0563398	0.044196	0.22088	0.294851	0.220351	0.172855	-2.87396	-2.58511	-2.87635	-3.11912	1.36382	2.8211
4	-57801.61	-57805.58	3.965466	0.0381594	0.028213	0.0169471	0.0259696	0.00947435	0.00700482	0.00420768	0.00644783	-3.26598	-3.56797	-4.07766	-3.65083	-1.39318	-0.859697	3.273963e-05	0.1113719	0.01019217	0.003580619	0.03057821	0.01630242	0.02405994	0.01781926	0.08132199	0.0001184174	0.0178576	0.0600461	0.164305	0.205529	0.0865707	0.122053	0.285207	0.0584314	0.0548767	0.0633069	0.0563398	0.0510391	0.214629	0.2476	0.220351	0.19962	-2.90267	-2.75976	-2.87635	-2.97516	1.36382	1.92769
5	-57804.39	-57801.64	-2.743557	0.00741906	0.00707997	0.0857064	0.061474	0.000269013	0.000256718	0.0031077	0.00222903	-4.9037	-4.95049	-2.45683	-2.78914	-3.31705	0.899936	0.0007919539	0.1062377	0.01259356	0.005266807	0.03057821	0.01630242	0.02405994	0.01781926	0.04241272	9.314802e-05	0.0170515	0.0573356	0.156888	0.196251	0.0826629	0.116543	0.272333	0.100934	0.0577559	0.0605004	0.0610445	0.0510391	0.22589	0.236624	0.238752	0.19962	-2.85153	-2.80511	-2.79615	-2.97516	1.36382	1.92769
6	-57795.01	-57792.23	-2.780831	0.0224025	0.0105173	0.0857064	0.125752	0.00081231	0.000381353	0.0031077	0.00455975	-3.79858	-4.55474	-2.45683	-2.07344	-3.31705	1.69668	0.0004200494	0.1192581	0.009667602	0.005266807	0.02150992	0.01630242	0.007605081	0.01781926	0.04241272	0.009850201	0.0136413	0.268107	0.125512	0.157003	0.066131	0.0709902	0.217869	0.0807478	0.0577257	0.0653543	0.0623822	0.0510391	0.222422	0.251816	0.240364	0.196658	-2.85205	-2.72793	-2.77448	-2.97516	1.34887	1.92769
7	-57806.51	-57805.37	-1.148101	0.0224025	0.0105173	0.0857064	0.125752	0.00081231	0.000381353	0.0031077	0.00455975	-3.79858	-4.55474	-2.45683	-2.07344	-3.31705	-0.175419	0.0001236279	0.1473961	0.0114887	0.005266807	0.02684272	0.01539304	0.009025782	0.01781926	0.02904116	0.009850201	0.0136413	0.268107	0.125512	0.157003	0.066131	0.0709902	0.217869	0.0807478	0.0577257	0.0796197	0.0571717	0.065398	0.239343	0.33012	0.237046	0.271154	-2.85205	-2.53049	-2.8617	-2.72726	1.4222	1.66845
8	-57814.77	-57813.48	-1.281935	0.0142394	0.0128137	0.0857064	0.125752	0.00087885	0.000790852	0.00528975	0.00776137	-4.25174	-4.35724	-2.45683	-2.07344	-2.78516	-1.37151	0.001003127	0.136073	0.006082114	0.008991327	0.02684272	0.009999643	0.02432984	0.02630091	0.03489442	0.009850201	0.0145662	0.286284	0.134022	0.167648	0.0706147	0.00800269	0.23264	0.0862225	0.0633993	0.067969	0.0505236	0.0669509	0.262867	0.281814	0.209482	0.277593	-2.7583	-2.6887	-2.98531	-2.7038	1.4222	1.66845
9	-57786.02	-57787.83	1.808315	0.0142394	0.0211118	0.0171646	0.136219	0.00087885	0.00130301	0.00105939	0.00840735	-4.25174	-3.85792	-4.0649	-1.99349	-2.78516	-0.808079	0.001003127	0.1954734	0.00476424	0.003993213	0.02684272	0.009999643	0.0218482	0.01285376	0.02596431	0.0004428158	0.0145662	0.286284	0.134022	0.167648	0.0706147	0.00800269	0.23264	0.0862225	0.0738698	0.0840393	0.0662108	0.0669509	0.266316	0.302979	0.238703	0.241372	-2.60545	-2.47647	-2.71491	-2.7038	1.28238	1.66845
10	-57777.4	-57782.36	4.959531	0.0142394	0.0316599	0.0171646	0.0975963	0.0120662	0.0268279	0.0145449	0.0827008	-4.25174	-3.4527	-4.0649	-2.32692	-0.16561	0.459863	0.001644074	0.1688251	0.00828435	0.003993213	0.02106468	0.008483713	0.0218482	0.02577705	0.02737873	0.001915685	0.013466	0.338903	0.123899	0.154985	0.065281	0.00868886	0.215068	0.0797099	0.0742293	0.0840393	0.0516732	0.0669509	0.297573	0.3369	0.20715	0.268395	-2.6006	-2.47647	-2.96282	-2.7038	1.3885	1.66845
11	-57756.82	-57761.05	4.230441	0.0142394	0.0316599	0.031806	0.0834834	0.00256001	0.0056919	0.00571816	0.0150089	-4.25174	-3.4527	-3.4481	-2.48311	-1.71601	0.459863	0.002020068	0.164626	0.00828435	0.003993213	0.0198778	0.008483713	0.02383359	0.01727458	0.05761605	0.001915685	0.00793148	0.199614	0.0729763	0.118559	0.298814	0.00511774	0.126675	0.170312	0.0795847	0.0840393	0.0732903	0.0735736	0.276109	0.291564	0.254272	0.255255	-2.53093	-2.47647	-2.61333	-2.60947	1.24398	1.66845
12	-57804.87	-57810.64	5.767992	0.0156571	0.0564338	0.031806	0.0834834	0.00525179	0.0189293	0.0106685	0.0280024	-4.15683	-2.87469	-3.4481	-2.48311	-1.09236	0.209411	0.003946187	0.1461032	0.01617559	0.002127229	0.01937129	0.008637332	0.02383359	0.01727458	0.05761605	0.01339478	0.021639	0.188497	0.0689122	0.111956	0.282173	0.00483273	0.119621	0.202369	0.071692	0.0739176	0.0813184	0.0701989	0.248727	0.256448	0.282124	0.243547	-2.63538	-2.6048	-2.50938	-2.65642	1.24398	0.553687
13	-57781.12	-57784.33	3.208538	0.00870358	0.0414248	0.0301382	0.0363294	0.00474034	0.0225617	0.0164146	0.0197866	-4.74402	-3.18388	-3.50196	-3.31513	-0.607624	-1.29962	0.002295261	0.1316456	0.01617559	0.002127229	0.02040085	0.008840077	0.03010939	0.01727458	0.05123856	0.003027971	0.0214973	0.187263	0.068461	0.111223	0.280326	0.0113491	0.118837	0.201044	0.0697881	0.0753097	0.0758993	0.0701989	0.232296	0.250675	0.252638	0.233663	-2.66229	-2.58615	-2.57835	-2.65642	1.20255	1.93651
14	-57806.47	-57810.54	4.066468	0.0133683	0.0414248	0.0244161	0.032754	0.00728095	0.0225617	0.0132981	0.0178393	-4.31487	-3.18388	-3.71251	-3.41873	-0.607624	-0.181722	0.009148872	0.1431148	0.01192357	0.006615913	0.01539034	0.008868412	0.03010939	0.01727458	0.05031252	0.003027971	0.0219809	0.191476	0.0700012	0.113725	0.286632	0.0116044	0.121511	0.18307	0.0613223	0.0708355	0.0728123	0.0787124	0.218154	0.251997	0.259029	0.280019	-2.79161	-2.6474	-2.61987	-2.54195	1.26906	1.93651
15	-57824.65	-57825.52	0.8696344	0.00952313	0.0419013	0.0056819	0.102226	0.00518671	0.0228213	0.00309461	0.0556769	-4.65403	-3.17244	-5.17047	-2.28057	-0.607624	-0.275709	0.0008984788	0.1297839	0.01192357	0.006186068	0.01539034	0.00834544	0.03010939	0.01727458	0.0416085	0.03266334	0.02046	0.178227	0.045505	0.194702	0.266799	0.0108015	0.113103	0.170402	0.0613223	0.0701173	0.0728123	0.0565564	0.24642	0.281763	0.292592	0.227269	-2.79161	-2.65759	-2.61987	-2.87252	1.3909	1.53327
16	-57757.02	-57763.61	6.592293	0.0123588	0.0315601	0.0508434	0.149993	0.00304897	0.00778601	0.0125433	0.037004	-4.39339	-3.45586	-2.979	-1.89717	-1.39957	-0.275709	0.00163354	0.1494751	0.006442445	0.004455996	0.02143765	0.00834544	0.02929907	0.02125155	0.02804405	0.0008746468	0.0230118	0.200456	0.0511806	0.0994452	0.300075	0.00696582	0.12721	0.191656	0.0644108	0.0669979	0.0683466	0.0565564	0.258831	0.269228	0.274647	0.227269	-2.74247	-2.70309	-2.68316	-2.87252	1.3909	0.194866
