Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_alpha[4]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_alpha[4]	speciation_beta[1]	speciation_beta[2]
0	-57828.74	-57825.39	-3.344541	0.00770318	0.0123298	0.00430694	0.0114975	0.00282456	0.00452103	0.00157924	0.00421583	-4.86612	-4.39573	-5.44753	-4.46563	-1.00328	0.838907	0.009200671	0.1480741	0.01034465	0.004483701	0.02299592	0.006836688	0.01253603	0.01578135	0.101137	0.008654441	0.105518	0.0277636	0.201683	0.00739048	0.0652955	0.0864871	0.423683	0.082179	0.0766462	0.0839401	0.0763462	0.0639491	0.268218	0.293743	0.267169	0.223786	-2.56856	-2.47765	-2.57248	-2.74967	1.2526	2.23229
1	-57787.07	-57787.42	0.3419038	0.00634838	0.021082	0.0152133	0.011943	0.0153538	0.0509877	0.036794	0.0288847	-5.05956	-3.85933	-4.18558	-4.42761	0.883164	0.276631	0.008284686	0.1635918	0.01034465	0.003910575	0.01705549	0.01021759	0.01651126	0.01350847	0.0756034	0.003439133	0.10469	0.0275457	0.200099	0.00733247	0.0726327	0.0858082	0.420358	0.0815339	0.074995	0.0855453	0.0643433	0.0757266	0.26244	0.29936	0.225165	0.265	-2.59033	-2.45871	-2.74352	-2.58063	1.2526	2.23229
2	-57814.09	-57817.77	3.676888	0.00634838	0.0226184	0.0223045	0.0230494	0.0153538	0.0547034	0.0539444	0.0557459	-5.05956	-3.78899	-3.80297	-3.77012	0.883164	0.276631	0.008985281	0.1158927	0.01034465	0.006153139	0.01870806	0.01077053	0.008931842	0.01350847	0.07823403	0.003439133	0.104469	0.0274876	0.199677	0.007317	0.0724794	0.087737	0.419471	0.0813619	0.0632971	0.0855453	0.0644275	0.0522334	0.223721	0.302356	0.227717	0.184617	-2.75992	-2.45871	-2.74221	-2.95203	1.26256	0.152841
3	-57828.89	-57834.35	5.460637	0.00712852	0.0322268	0.0827706	0.0230494	0.00337406	0.0152535	0.0391768	0.0109097	-4.94365	-3.43496	-2.49168	-3.77012	-0.747987	0.276631	0.001776596	0.1442975	0.01034465	0.00342505	0.02566658	0.004913926	0.008931842	0.004258395	0.07823403	0.003439133	0.0411508	0.0108275	0.0786538	0.0028822	0.02855	0.640656	0.165231	0.0320488	0.066386	0.0656578	0.0676718	0.0473409	0.251786	0.249024	0.256662	0.179553	-2.71227	-2.7233	-2.69309	-3.05038	1.33309	0.779464
4	-57800.22	-57803.86	3.640376	0.0117812	0.0135974	0.0827706	0.0170878	0.00557626	0.0064359	0.0391768	0.00808797	-4.44125	-4.29788	-2.49168	-4.06939	-0.747987	0.276631	0.01188683	0.1524949	0.006981841	0.003473044	0.02123407	0.009645424	0.01367077	0.01617821	0.03557204	0.003439133	0.0524957	0.0138125	0.100338	0.00367679	0.0722739	0.536763	0.210784	0.00985642	0.066386	0.0656578	0.0547926	0.0473409	0.286214	0.283075	0.236231	0.204104	-2.71227	-2.7233	-2.9042	-3.05038	1.46126	1.41658
5	-57855.09	-57857.8	2.706945	0.0289159	0.00714616	0.0401773	0.0170878	0.0136864	0.00338241	0.0190166	0.00808797	-3.54336	-4.94118	-3.21445	-4.06939	-0.747987	0.276631	0.008031948	0.1591176	0.01609636	0.006463233	0.02793105	0.009645424	0.01793265	0.02590775	0.03516856	0.01736457	0.048606	0.0182833	0.0929033	0.0143351	0.124589	0.496991	0.195166	0.0091261	0.0670674	0.0626887	0.0700309	0.0473409	0.276822	0.258748	0.289053	0.1954	-2.70206	-2.76957	-2.65882	-3.05038	1.41768	0.110799
6	-57797.51	-57801.95	4.44304	0.0266074	0.00714616	0.0428312	0.0463423	0.0237465	0.00637777	0.0382258	0.0413593	-3.62656	-4.94118	-3.15049	-3.0717	-0.113757	-0.334785	0.002867523	0.1599735	0.003961325	0.006463233	0.02793105	0.009645424	0.01793265	0.01708064	0.04198464	0.01736457	0.0444591	0.0167235	0.0849771	0.0131121	0.11396	0.45459	0.263831	0.0083475	0.0627538	0.0626887	0.0748502	0.0724806	0.259017	0.258748	0.308945	0.299164	-2.76854	-2.76957	-2.59227	-2.62444	1.41768	0.496988
7	-57778.58	-57781.34	2.758165	0.00778304	0.00714616	0.0428312	0.0490024	0.00694617	0.00637777	0.0382258	0.0437335	-4.85581	-4.94118	-3.15049	-3.01589	-0.113757	-0.334785	0.006442623	0.1599735	0.004161686	0.005863622	0.02793105	0.009645424	0.01793265	0.01708064	0.04198464	0.009116522	0.0535945	0.0201598	0.102438	0.0158063	0.164274	0.547998	0.0856669	0.0100627	0.0627538	0.0702061	0.0638639	0.0702738	0.268908	0.300842	0.273665	0.301132	-2.76854	-2.65632	-2.751	-2.65536	1.45515	0.793571
8	-57837.43	-57837.82	0.3874487	0.0161303	0.00714616	0.0186953	0.0185256	0.0305621	0.0135398	0.0354221	0.0351005	-4.12706	-4.94118	-3.97948	-3.9886	0.639061	-0.0974262	0.004904216	0.1651853	0.004161686	0.005953546	0.04253778	0.006663662	0.01793265	0.01127409	0.02397782	0.009116522	0.0902842	0.0339608	0.172565	0.026627	0.276734	0.238565	0.144313	0.0169515	0.0677092	0.0794944	0.0638639	0.0509414	0.259555	0.304732	0.244814	0.195278	-2.69253	-2.53207	-2.751	-2.97708	1.34375	3.08494
9	-57830.02	-57835.45	5.432865	0.0286861	0.0141051	0.0225234	0.0370946	0.0632037	0.0310776	0.0496255	0.0817299	-3.55134	-4.26122	-3.7932	-3.29428	0.789949	1.01533	0.004904216	0.1472932	0.004161686	0.004320256	0.03341805	0.006759972	0.02284264	0.005655049	0.02397782	0.01159247	0.0575046	0.0351845	0.178783	0.0275865	0.286705	0.247161	0.149513	0.0175623	0.0791332	0.0627035	0.0645233	0.0622607	0.311072	0.246487	0.253641	0.244747	-2.53662	-2.76934	-2.74073	-2.77642	1.36889	0.503456
