Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_alpha[4]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_alpha[4]	speciation_beta[1]	speciation_beta[2]
0	-57750.72	-57753.73	3.003325	0.00685081	0.012098	0.0363217	0.142431	0.0018088	0.00319419	0.00958989	0.0376055	-4.98339	-4.41472	-3.31534	-1.9489	-1.33171	-1.62005	0.003998575	0.15924	0.008028755	0.005304232	0.02371478	0.005372855	0.02230566	0.01655039	0.03814441	0.0007389368	0.550145	0.0674277	0.176052	0.00018141	0.0993204	0.0195273	0.00120625	0.0861397	0.0659381	0.0718703	0.0715408	0.0669495	0.258042	0.281257	0.279968	0.262	-2.71904	-2.63289	-2.63749	-2.70382	1.36441	0.546419
1	-57751.24	-57754.56	3.311878	0.0133454	0.0133744	0.00861062	0.0738921	0.00523798	0.00524937	0.00337962	0.0290022	-4.31659	-4.31441	-4.75476	-2.60515	-0.935233	0.125177	0.0009149687	0.1563314	0.008028755	0.005304232	0.02299038	0.008165744	0.02230566	0.01601737	0.03814441	0.0006014304	0.55744	0.0683218	0.164853	0.000457229	0.100637	0.0197862	0.00122225	0.087282	0.0650803	0.0718703	0.0549636	0.0544315	0.254685	0.281257	0.215095	0.213012	-2.73213	-2.63289	-2.90108	-2.91081	1.36441	1.25804
2	-57751.38	-57756.15	4.777301	0.0192373	0.0168206	0.0119258	0.109147	0.00755052	0.006602	0.00468083	0.0428397	-3.95091	-4.08515	-4.42905	-2.21506	-0.935233	0.125177	0.003888034	0.1647739	0.008028755	0.004249092	0.02299038	0.007039493	0.02487991	0.01601737	0.03532681	0.0007858581	0.552388	0.0677025	0.163359	0.000453085	0.0997252	0.028671	0.00121117	0.0864908	0.0650803	0.0657811	0.0701567	0.0691938	0.270912	0.273829	0.292044	0.288035	-2.73213	-2.72142	-2.65702	-2.67084	1.42617	1.25804
3	-57754.28	-57759.84	5.551951	0.0192373	0.0350464	0.0119258	0.0984848	0.00755052	0.0137555	0.00468083	0.0386547	-3.95091	-3.35108	-4.42905	-2.31785	-0.935233	0.125177	0.002861034	0.1598345	0.008028755	0.00341957	0.02299038	0.007039493	0.02607777	0.0163069	0.0419705	0.0007858581	0.587055	0.0719516	0.110851	0.00048152	0.105984	0.0304704	0.00128718	0.091919	0.0650803	0.0647632	0.0779428	0.0656304	0.262066	0.260789	0.31386	0.264281	-2.73213	-2.73702	-2.55178	-2.72372	1.39297	1.25804
4	-57768.28	-57775	6.712722	0.0192373	0.0350464	0.0181292	0.0672237	0.00820527	0.0149483	0.00773266	0.0286729	-3.95091	-3.35108	-4.01023	-2.69973	-0.852074	-0.611623	0.001619617	0.1495307	0.008028755	0.00341957	0.02299038	0.007039493	0.02530253	0.0163069	0.0419705	0.001818634	0.546648	0.0669991	0.103221	0.0692784	0.0986891	0.0283731	0.00119859	0.0855922	0.0653109	0.0647632	0.0779428	0.0871222	0.262994	0.260789	0.31386	0.350824	-2.7286	-2.73702	-2.55178	-2.44044	1.39297	0.179543
5	-57775.7	-57776.46	0.7588338	0.0211089	0.0238145	0.0181292	0.0961336	0.00900356	0.0101576	0.00773266	0.0410038	-3.85806	-3.73746	-4.01023	-2.34202	-0.852074	-1.13109	0.003163296	0.1282669	0.006720581	0.00341957	0.02299038	0.005430476	0.02530253	0.02227951	0.04829533	0.00363198	0.528426	0.0647658	0.133114	0.066969	0.0953994	0.0274273	0.00115863	0.0827391	0.0550362	0.0679615	0.0742501	0.0646757	0.225097	0.277961	0.303682	0.264522	-2.89976	-2.68881	-2.60032	-2.73837	1.40854	5.01997
6	-57765.53	-57764.17	-1.361765	0.00199419	0.0229087	0.0181292	0.0961336	0.00132734	0.0152481	0.0120669	0.0639867	-6.21752	-3.77624	-4.01023	-2.34202	-0.407063	-1.13109	0.0008217365	0.1227452	0.009692209	0.006341884	0.02502893	0.005430476	0.02530253	0.02829182	0.04829533	0.0004529963	0.333899	0.0962023	0.197726	0.099475	0.0946699	0.0534063	0.00172102	0.1229	0.0594967	0.0679615	0.059083	0.0572334	0.244251	0.279001	0.242552	0.234959	-2.82183	-2.68881	-2.82881	-2.86062	1.41227	3.02686
7	-57764.92	-57763.54	-1.379613	0.00233118	0.0488216	0.0162512	0.12636	0.00155164	0.0324958	0.0108168	0.0841052	-6.06138	-3.01958	-4.11959	-2.06862	-0.407063	-1.13109	0.002315987	0.1280926	0.01116311	0.006995898	0.02036984	0.005430476	0.02530253	0.01737044	0.04829533	0.001281286	0.27985	0.0806297	0.16572	0.0833726	0.0793453	0.206635	0.00144243	0.103005	0.0594967	0.0679615	0.0662192	0.0661342	0.23096	0.26382	0.257056	0.256726	-2.82183	-2.68881	-2.71479	-2.71607	1.35632	3.76741
8	-57774.49	-57769.28	-5.204514	0.000648818	0.0410352	0.0265905	0.0697764	0.000443588	0.0280552	0.0181796	0.0477052	-7.34036	-3.19333	-3.6272	-2.66246	-0.380255	-0.702984	0.002812622	0.1325828	0.008366657	0.006995898	0.02036984	0.007672439	0.02530253	0.01737044	0.03278103	0.005365988	0.27985	0.0806297	0.16572	0.0833726	0.0793453	0.206635	0.00144243	0.103005	0.0675432	0.0679615	0.0662192	0.0552567	0.270378	0.272052	0.265078	0.221194	-2.69499	-2.68881	-2.71479	-2.89577	1.38705	3.76741
9	-57755.78	-57759.8	4.015919	0.00934154	0.0203219	0.0318916	0.0699512	0.00638669	0.0138938	0.0218039	0.0478247	-4.67328	-3.89606	-3.44541	-2.65996	-0.380255	-0.702984	0.0009111622	0.130812	0.008366657	0.006995898	0.02238937	0.008356708	0.01611456	0.01737044	0.03278103	0.005365988	0.263548	0.134184	0.156066	0.078516	0.0747233	0.194598	0.00135841	0.0970052	0.0592823	0.0669324	0.0602628	0.0579208	0.237309	0.267933	0.241234	0.231859	-2.82544	-2.70407	-2.80904	-2.84868	1.38705	1.305
