Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_alpha[4]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_alpha[4]	speciation_beta[1]	speciation_beta[2]
0	-57746.7	-57751.75	5.052739	0.0213903	0.0116367	0.0228287	0.121993	0.00811208	0.00441312	0.00865756	0.0462649	-3.84482	-4.45359	-3.77974	-2.10379	-0.969584	0.352126	0.001810206	0.1496945	0.008367715	0.005364758	0.03009522	0.009663125	0.02370635	0.02209305	0.04062451	0.001175834	0.0138156	0.231129	0.0205516	0.108949	0.101226	0.410196	0.0535373	0.0605957	0.0675584	0.0746287	0.062005	0.0648383	0.246257	0.272029	0.226014	0.236342	-2.69476	-2.59523	-2.78054	-2.73586	1.29338	0.60275
1	-57741.01	-57744.64	3.62221	0.00699682	0.020006	0.0228287	0.121993	0.00265348	0.0075871	0.00865756	0.0462649	-4.9623	-3.91172	-3.77974	-2.10379	-0.969584	0.561017	0.001810206	0.1359457	0.007865449	0.005211176	0.02541841	0.00822619	0.02370635	0.02209305	0.04062451	0.001842656	0.010881	0.182034	0.0161861	0.0795091	0.0676151	0.323065	0.14093	0.17978	0.0660377	0.0711869	0.062005	0.0722429	0.240714	0.259483	0.226014	0.263333	-2.71753	-2.64245	-2.78054	-2.62772	1.29338	0.997514
2	-57758.38	-57758.39	0.009449596	0.0135332	0.00537031	0.0142477	0.121993	0.00540477	0.00214475	0.00569012	0.0487207	-4.30261	-5.22687	-4.25116	-2.10379	-0.917863	0.561017	0.003066367	0.1540675	0.005715401	0.005211176	0.02580943	0.00822619	0.02370635	0.03159227	0.04062451	0.001842656	0.0112757	0.188637	0.0167733	0.0823932	0.0700677	0.342457	0.102095	0.186301	0.0671132	0.0795237	0.076509	0.0758874	0.244911	0.290199	0.279198	0.27693	-2.70137	-2.5317	-2.57035	-2.5785	1.29451	3.07422
3	-57756.69	-57759.49	2.802089	0.00622401	0.00537031	0.0288524	0.0851454	0.0048849	0.00421488	0.0226448	0.0668262	-5.07934	-5.22687	-3.54556	-2.4634	-0.242265	-0.189349	0.003066367	0.1463628	0.005715401	0.003655788	0.02580943	0.00822619	0.0331796	0.01490664	0.04896205	0.001298801	0.0220185	0.205401	0.0182639	0.0897154	0.0762946	0.372891	0.111168	0.104248	0.068147	0.0784427	0.0627968	0.073524	0.248368	0.285891	0.228868	0.267965	-2.68609	-2.54539	-2.76785	-2.61014	1.29324	0.714347
4	-57767.32	-57774	6.682472	0.0368155	0.0392918	0.0172822	0.0851454	0.00876216	0.00935153	0.00411319	0.0202648	-3.30184	-3.23674	-4.05808	-2.4634	-1.43548	-0.336998	0.002375325	0.1331382	0.005715401	0.003655788	0.02668389	0.008096371	0.0294895	0.01490664	0.04896205	0.002053836	0.0211189	0.232557	0.0175177	0.08605	0.0784868	0.357656	0.106626	0.0999884	0.068147	0.0724404	0.0627968	0.0542104	0.233506	0.248217	0.215173	0.185752	-2.68609	-2.62499	-2.76785	-2.91488	1.23154	0.206845
5	-57771.46	-57772.6	1.133978	0.0368155	0.00655034	0.0180133	0.0262522	0.0215929	0.00384189	0.0105651	0.0153973	-3.30184	-5.02824	-4.01665	-3.64001	-0.533554	-0.336998	0.003718098	0.1247468	0.006502926	0.005149872	0.02838521	0.008096371	0.0230987	0.01594807	0.04896205	0.01008493	0.0192687	0.212183	0.015983	0.0388179	0.198913	0.326322	0.0972843	0.0912285	0.068147	0.0769559	0.0627968	0.0613375	0.235781	0.266259	0.21727	0.212221	-2.68609	-2.56452	-2.76785	-2.79136	1.24124	2.78404
6	-57771.69	-57774.14	2.451189	0.0368155	0.00655034	0.0107458	0.0262522	0.0215615	0.0038363	0.00629341	0.0153749	-3.30184	-5.02824	-4.53324	-3.64001	-0.535009	-0.336998	0.004113565	0.1298875	0.008374365	0.005149872	0.02838521	0.008096371	0.0230987	0.01594807	0.04896205	0.007336912	0.0123869	0.136401	0.0047712	0.281352	0.234127	0.209776	0.0625392	0.0586462	0.0701551	0.0785662	0.0587857	0.0587774	0.242729	0.27183	0.203392	0.203363	-2.65705	-2.54381	-2.83386	-2.834	1.24124	0.732708
7	-57763.72	-57761.49	-2.237921	0.00472916	0.0142199	0.00218006	0.0456126	0.0027697	0.00832811	0.00127678	0.0267136	-5.35401	-4.25311	-6.1284	-3.08757	-0.535009	-0.336998	0.002894568	0.132788	0.008374365	0.005149872	0.02884357	0.009362166	0.01623965	0.01594807	0.04896205	0.007336912	0.0123869	0.136401	0.0047712	0.281352	0.234127	0.209776	0.0625392	0.0586462	0.07018	0.0760514	0.0587857	0.0610259	0.253403	0.274603	0.212261	0.22035	-2.65669	-2.57635	-2.83386	-2.79646	1.28392	0.732708
8	-57745.8	-57743.88	-1.927387	0.00146908	0.0229392	0.00192474	0.0431643	0.000621748	0.00970837	0.000814592	0.0182681	-6.52312	-3.77491	-6.25297	-3.14274	-0.859857	-0.336998	0.002062485	0.1383622	0.008374365	0.004492561	0.02253506	0.008167572	0.01758119	0.01594807	0.04896205	4.900565e-05	0.0101598	0.111877	0.00477652	0.291252	0.192032	0.172059	0.203448	0.0143949	0.0673713	0.0737227	0.0587857	0.0604269	0.243261	0.266195	0.212261	0.218187	-2.69754	-2.60744	-2.83386	-2.80632	1.28392	0.0463599
9	-57756.04	-57754.03	-2.015386	0.00672229	0.0146685	0.00146743	0.025072	0.00743157	0.0162162	0.00162226	0.0277174	-5.00233	-4.22205	-6.52425	-3.686	0.100308	-0.948732	0.002274926	0.143142	0.007670246	0.004492561	0.02253506	0.008167572	0.01758119	0.01594807	0.05720472	0.003366	0.0477912	0.104961	0.0409554	0.273248	0.167243	0.161423	0.190872	0.0135051	0.0732437	0.0737227	0.0639811	0.0674902	0.264465	0.266195	0.23102	0.243691	-2.61396	-2.60744	-2.74917	-2.69577	1.28392	0.0463599
10	-57742.15	-57745.34	3.19003	0.00672229	0.0146685	0.0112283	0.0429052	0.00110473	0.0024106	0.00184525	0.00705098	-5.00233	-4.22205	-4.48932	-3.14876	-1.80583	-0.948732	0.003497231	0.1343429	0.00939436	0.004492561	0.02330189	0.01031492	0.01758119	0.01708941	0.05630432	8.814623e-06	0.0451257	0.0936821	0.0386711	0.258008	0.157915	0.15242	0.190876	0.0633018	0.0638298	0.0748578	0.0639811	0.053714	0.230474	0.270293	0.23102	0.193948	-2.75153	-2.59216	-2.74917	-2.92408	1.28392	0.952941
11	-57748.76	-57747.51	-1.254795	0.00672229	0.00676772	0.0481158	0.0594556	0.00110473	0.0011122	0.00790728	0.00977085	-5.00233	-4.99559	-3.03414	-2.82253	-1.80583	-0.948732	0.0006887347	0.1343429	0.00939436	0.004492561	0.02330189	0.01031492	0.01105621	0.01597815	0.04724164	0.0008368032	0.0464438	0.0964186	0.0398007	0.265545	0.162528	0.156872	0.167242	0.0651509	0.05972	0.0699795	0.058608	0.0534565	0.223799	0.262246	0.219632	0.200326	-2.81809	-2.65955	-2.83688	-2.92889	1.32108	3.78413
12	-57748.78	-57748.51	-0.266865	0.00672229	0.00676772	0.0246545	0.0343182	0.00135568	0.00136484	0.00497206	0.00692094	-5.00233	-4.99559	-3.7028	-3.37208	-1.60112	-0.948732	0.001904251	0.1418677	0.00939436	0.006175975	0.02330189	0.01016295	0.01582048	0.01460036	0.06242416	1.996993e-05	0.0456979	0.0948701	0.0391615	0.26128	0.159917	0.154353	0.180616	0.0641045	0.0659686	0.071418	0.0598641	0.0534565	0.246873	0.267266	0.224028	0.200049	-2.71858	-2.63921	-2.81568	-2.92889	1.31969	3.78413
13	-57751.07	-57751.7	0.6257012	0.00672229	0.0183432	0.0277434	0.0343182	0.00104072	0.00283983	0.00429514	0.00531304	-5.00233	-3.9985	-3.58476	-3.37208	-1.86551	-1.98853	0.002122363	0.1265517	0.008565863	0.006175975	0.02330189	0.01016295	0.01582048	0.01460036	0.06242416	0.001182815	0.0449956	0.093412	0.0385597	0.257264	0.15746	0.151981	0.193209	0.0631193	0.0673487	0.0696983	0.0601528	0.0546393	0.2482	0.256859	0.221681	0.201362	-2.69787	-2.66358	-2.81087	-2.907	1.30435	0.643399
14	-57751.23	-57754.9	3.665235	0.00672229	0.0261188	0.0413962	0.0638015	0.00114346	0.00444281	0.00704151	0.0108527	-5.00233	-3.6451	-3.18457	-2.75198	-1.77137	-1.16951	0.001385003	0.1226985	0.008565863	0.006175975	0.01947513	0.01002286	0.01582048	0.01460036	0.06242416	0.00034954	0.049432	0.0449333	0.0423616	0.28263	0.0774574	0.166966	0.266877	0.0693428	0.0627603	0.0704673	0.0601528	0.0534292	0.23129	0.259693	0.221681	0.196902	-2.76843	-2.65261	-2.81087	-2.9294	1.30435	0.787399
15	-57743.46	-57745.82	2.361204	0.0058291	0.0261188	0.0213926	0.0784809	0.000814001	0.00364735	0.00298735	0.0109594	-5.14489	-3.6451	-3.84471	-2.5449	-1.96866	-1.16951	0.001913638	0.1295437	0.009444927	0.006088798	0.02297803	0.01002286	0.02355594	0.01460036	0.04397453	0.00034954	0.0067296	0.0469518	0.0442646	0.295327	0.080937	0.174466	0.278866	0.0724579	0.0627603	0.0729379	0.0601528	0.0553186	0.23129	0.268798	0.221681	0.203865	-2.76843	-2.61815	-2.81087	-2.89465	1.30435	0.787399
16	-57750.06	-57751.35	1.291832	0.00670234	0.01232	0.0213926	0.0865418	0.000935944	0.00172042	0.00298735	0.0120851	-5.0053	-4.39653	-3.84471	-2.44713	-1.96866	-1.16951	0.0005167385	0.1295437	0.009390284	0.006088798	0.02297803	0.01002286	0.02355594	0.02386205	0.04397453	0.00034954	0.013653	0.139816	0.014287	0.252446	0.130351	0.149134	0.238376	0.0619372	0.0627603	0.0699425	0.0611571	0.0448544	0.249028	0.277526	0.242667	0.177979	-2.76843	-2.66008	-2.79431	-3.10433	1.37824	0.787399
17	-57738.17	-57740.51	2.337981	0.00670234	0.0127163	0.016903	0.0865418	0.000935944	0.00177576	0.00236041	0.0120851	-5.0053	-4.36487	-4.08026	-2.44713	-1.96866	-0.475321	0.002620449	0.1338539	0.009390284	0.006088798	0.02297803	0.009170068	0.01913021	0.01799206	0.04397453	0.00034954	0.0158097	0.143397	0.0146529	0.258912	0.13369	0.152954	0.244481	0.0361027	0.0627603	0.070565	0.0611571	0.0518984	0.238791	0.268487	0.232691	0.197464	-2.76843	-2.65122	-2.79431	-2.95847	1.33627	0.492664
18	-57745.93	-57748.13	2.202992	0.00336627	0.00985099	0.0467339	0.0865418	0.00183475	0.00536918	0.0254718	0.0471687	-5.69395	-4.62018	-3.06329	-2.44713	-0.606897	-0.806479	0.002620449	0.1231597	0.007571801	0.006088798	0.02297803	0.009170068	0.01913021	0.01797404	0.04397453	0.00131968	0.0175759	0.159417	0.0155511	0.287838	0.0376437	0.170042	0.271795	0.0401361	0.0627603	0.070565	0.0560677	0.0565515	0.238964	0.268681	0.213481	0.215323	-2.76843	-2.65122	-2.8812	-2.8726	1.33699	0.637312
19	-57747.53	-57749.16	1.622256	0.00847976	0.00553046	0.0196987	0.0776633	0.0046218	0.00301432	0.0107366	0.0423295	-4.77007	-5.19748	-3.9272	-2.55537	-0.606897	-0.758162	0.004157152	0.1290127	0.007571801	0.00340731	0.02672545	0.009057544	0.01389633	0.02324106	0.04397453	0.00131968	0.0193516	0.175523	0.0171222	0.225291	0.0414467	0.177821	0.299253	0.0441909	0.0607408	0.0726222	0.0560677	0.0601745	0.223997	0.267813	0.206764	0.221909	-2.80114	-2.62248	-2.8812	-2.81051	1.30502	1.66506
20	-57746.15	-57749.7	3.550271	0.00847976	0.00920521	0.0196987	0.0776633	0.0046218	0.0050172	0.0107366	0.0423295	-4.77007	-4.68799	-3.9272	-2.55537	-0.606897	-0.758162	0.0008719459	0.1189129	0.00741853	0.00340731	0.02578507	0.01177749	0.02362693	0.0183132	0.04397453	0.00131968	0.07211	0.179633	0.0343114	0.230567	0.0424173	0.326453	0.0692827	0.0452258	0.064285	0.075137	0.0581686	0.0601745	0.237067	0.277087	0.214512	0.221909	-2.74443	-2.58844	-2.84441	-2.81051	1.30502	0.505407
21	-57747.99	-57750.64	2.655841	0.00596036	0.0115234	0.0175286	0.0776633	0.00324863	0.00628072	0.00955378	0.0423295	-5.12263	-4.46337	-4.04392	-2.55537	-0.606897	-0.858325	0.002210833	0.1532219	0.007441022	0.004454861	0.02577533	0.0092433	0.01627136	0.01726685	0.04397453	0.00216208	0.0882998	0.219964	0.0420148	0.282332	0.0519406	0.175231	0.0848377	0.0553797	0.064285	0.075137	0.0783559	0.0629682	0.247944	0.2898	0.302215	0.242865	-2.74443	-2.58844	-2.54649	-2.76513	1.34988	0.854433
22	-57750.63	-57751.97	1.344764	0.00753635	0.0115234	0.0175286	0.0862987	0.00101316	0.00154916	0.00235648	0.0116016	-4.88802	-4.46337	-4.04392	-2.44994	-2.00667	-0.858325	0.003910417	0.1399383	0.007669469	0.004044071	0.02528703	0.009947414	0.01921693	0.01726685	0.03289989	0.00216208	0.0678666	0.205888	0.0322923	0.216999	0.0399212	0.0270623	0.0652057	0.344765	0.0639178	0.0703411	0.0791832	0.0584122	0.246528	0.271302	0.305406	0.225293	-2.75016	-2.6544	-2.53599	-2.84023	1.34988	0.854433
23	-57751.78	-57751.88	0.09966989	0.0165197	0.0115234	0.0128272	0.0862987	0.00120467	0.000840329	0.000935405	0.0062932	-4.1032	-4.46337	-4.35619	-2.44994	-2.61834	-0.858325	0.004351241	0.1494422	0.007669469	0.004044071	0.02800831	0.009947414	0.02448754	0.02918138	0.0528758	0.00216208	0.0678666	0.205888	0.0322923	0.216999	0.0399212	0.0270623	0.0652057	0.344765	0.0639178	0.0701953	0.0590078	0.0584122	0.246528	0.27074	0.22759	0.225293	-2.75016	-2.65647	-2.83009	-2.84023	1.34988	0.697882
24	-57752.41	-57750.8	-1.616249	0.0165197	0.00880445	0.00606705	0.0862987	0.00120467	0.000642051	0.00044243	0.0062932	-4.1032	-4.7325	-5.10488	-2.44994	-2.61834	-0.181805	0.005563407	0.1506899	0.007669469	0.004044071	0.02800831	0.009947414	0.02448754	0.02490357	0.0528758	0.00216208	0.0575349	0.0216045	0.0200521	0.183964	0.0338438	0.335442	0.0552791	0.29228	0.0615869	0.0651742	0.0550741	0.0584122	0.245521	0.259822	0.219557	0.232865	-2.78731	-2.73069	-2.89908	-2.84023	1.38293	0.997767
25	-57748.97	-57748.97	0.0002531327	0.0120686	0.00880445	0.0167235	0.0993692	0.000880082	0.000642051	0.00121954	0.00724635	-4.41715	-4.7325	-4.09094	-2.30891	-2.61834	-0.710083	0.005563407	0.1551641	0.006908511	0.004963518	0.02375441	0.009947414	0.02007856	0.02490357	0.04526938	0.00216208	0.0555825	0.0208713	0.0193716	0.114942	0.129409	0.324059	0.0534032	0.282361	0.0615869	0.0673477	0.0550741	0.058727	0.239624	0.262039	0.214284	0.228497	-2.78731	-2.69789	-2.89908	-2.83486	1.35862	0.643757
26	-57746.36	-57746.58	0.2171298	0.00598168	0.00880445	0.00707713	0.0790813	0.00279385	0.00411228	0.0033055	0.0369363	-5.11905	-4.7325	-4.95089	-2.53728	-0.76128	1.22363	0.005104166	0.1338073	0.01010274	0.00372658	0.02375441	0.009947414	0.02007856	0.01543739	0.04526938	0.00216208	0.0555825	0.0208713	0.0193716	0.114942	0.129409	0.324059	0.0534032	0.282361	0.0615869	0.0673477	0.054307	0.058727	0.239624	0.262039	0.2113	0.228497	-2.78731	-2.69789	-2.9131	-2.83486	1.35862	0.643757
27	-57752.58	-57752.79	0.2124662	0.0100573	0.0123866	0.0443585	0.0790813	0.0031365	0.00386289	0.0138337	0.0246624	-4.59945	-4.39114	-3.11545	-2.53728	-1.1652	-1.347	0.001100234	0.1321796	0.01010274	0.00372658	0.02734386	0.009947414	0.02299944	0.01978506	0.04526938	0.003095245	0.0687636	0.0258208	0.0239655	0.1422	0.160098	0.400908	0.0660675	0.112177	0.0615869	0.0689417	0.054307	0.0614814	0.239624	0.268241	0.2113	0.239214	-2.78731	-2.67449	-2.9131	-2.78902	1.35862	3.47495
28	-57750.01	-57751.27	1.259984	0.0100573	0.00830728	0.012276	0.0802634	0.00767173	0.00633677	0.00936413	0.0612247	-4.59945	-4.79062	-4.40011	-2.52244	-0.270762	-1.41581	0.001100234	0.1421646	0.008462044	0.00372658	0.02734386	0.01101202	0.02406977	0.01978506	0.04844791	0.003095245	0.0560224	0.0304815	0.0282913	0.167867	0.188995	0.317923	0.0779928	0.132426	0.0623945	0.0689417	0.054307	0.0614814	0.248777	0.274882	0.216531	0.245136	-2.77428	-2.67449	-2.9131	-2.78902	1.38308	0.922119
29	-57757.49	-57755.52	-1.970242	0.00120632	0.0121883	0.00861772	0.0553352	0.000920179	0.00929725	0.00657358	0.0422096	-6.72018	-4.40728	-4.75393	-2.89435	-0.270762	1.12059	0.002225691	0.1421646	0.008462044	0.00372658	0.01860333	0.0109748	0.02153092	0.01624341	0.04925415	0.0004029914	0.0560224	0.0304815	0.0282913	0.167867	0.188995	0.317923	0.0779928	0.132426	0.0646761	0.0801034	0.060795	0.0768807	0.241336	0.298903	0.226855	0.286877	-2.73836	-2.52444	-2.80025	-2.5655	1.3168	0.922119
30	-57753.74	-57758.53	4.792402	0.00679632	0.012005	0.0282056	0.0553352	0.0106338	0.0187835	0.0441315	0.0865796	-4.99137	-4.42243	-3.56824	-2.89435	0.447655	1.12059	0.001993724	0.124439	0.008462044	0.005043196	0.02692304	0.01105856	0.02153092	0.01722173	0.03385762	0.0002842708	0.29007	0.0214011	0.0198633	0.11786	0.142213	0.223214	0.0924027	0.092976	0.0641523	0.0781359	0.0610795	0.0620722	0.239382	0.291561	0.227916	0.23162	-2.74649	-2.54931	-2.79558	-2.77946	1.3168	0.050014
31	-57758.89	-57759.75	0.8579745	0.00679632	0.00454798	0.00790504	0.0553352	0.0106338	0.00711594	0.0123685	0.0865796	-4.99137	-5.39307	-4.84026	-2.89435	0.447655	-1.10811	0.001777863	0.1255618	0.008462044	0.004018203	0.03115958	0.008634005	0.01320632	0.01516928	0.04010818	0.001347749	0.29007	0.0214011	0.0198633	0.11786	0.142213	0.223214	0.0924027	0.092976	0.0601865	0.0732236	0.0610795	0.071469	0.224584	0.273231	0.227916	0.266684	-2.81031	-2.61424	-2.79558	-2.63849	1.3168	0.050014
32	-57753.05	-57756.01	2.955319	0.0122908	0.00653416	0.0221745	0.0553352	0.0192307	0.0102236	0.0346951	0.0865796	-4.3989	-5.03071	-3.80881	-2.89435	0.447655	1.76686	0.002997155	0.1255618	0.008462044	0.004214437	0.02660365	0.008634005	0.01395706	0.01516928	0.04448553	0.001347749	0.25129	0.01854	0.0172078	0.102103	0.123201	0.193372	0.21374	0.0805459	0.0622811	0.0725585	0.0526278	0.0665926	0.248485	0.289489	0.209971	0.265687	-2.7761	-2.62336	-2.94451	-2.70916	1.38372	0.12874
33	-57752.92	-57754.71	1.790392	0.00332189	0.0279178	0.0440157	0.0659323	0.00519756	0.0436812	0.0688687	0.10316	-5.70722	-3.57849	-3.12321	-2.71913	0.447655	-1.26816	0.002075619	0.1349066	0.009036971	0.004214437	0.02660365	0.008486079	0.02608413	0.01547416	0.0399041	0.001347749	0.39573	0.0126799	0.0123753	0.0698308	0.0842601	0.132252	0.146182	0.146689	0.0624836	0.0746537	0.0681527	0.0727448	0.249292	0.297847	0.27191	0.290231	-2.77285	-2.59489	-2.686	-2.6208	1.38372	1.99705
34	-57762.14	-57766.87	4.731272	0.0047474	0.0479386	0.0440157	0.0862483	0.00742796	0.0750066	0.0688687	0.134947	-5.35016	-3.03783	-3.12321	-2.45052	0.447655	0.619448	0.001955518	0.1349066	0.009036971	0.003722672	0.01934529	0.008486079	0.02608413	0.01694876	0.0399041	0.001347749	0.345973	0.0110856	0.0108193	0.0610505	0.199402	0.115623	0.127802	0.128245	0.0592293	0.0721951	0.0815426	0.0749342	0.236308	0.288038	0.325331	0.298966	-2.82634	-2.62838	-2.50663	-2.59115	1.38372	1.14083
