Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha	speciation_beta
0	-57885.91	-57903.88	17.97367	0.0510701	0.0510701	0.0510701	0.0510701	0.0470796	0.0470796	0.0470796	0.0470796	-2.974556	-0.08135892	0.02674017	0.1724569	0.01124122	0.005108279	0.03024528	0.01021776	0.0165879	0.01403267	0.08056362	0.0001545305	0.0329207	0.0241651	0.137331	0.050287	0.189584	0.44597	0.11593	0.0038127	0.0890707	0.0890707	0.0890707	0.0890707	0.271461	0.271461	0.271461	0.271461	-2.418325	1.114387
1	-57845.16	-57862.36	17.19433	0.0510701	0.0510701	0.0510701	0.0510701	0.052575	0.052575	0.052575	0.052575	-2.974556	0.02904206	0.002160583	0.1956399	0.01294552	0.0009203079	0.02818495	0.01021776	0.0165879	0.008060226	0.08056362	0.005278018	0.036746	0.0269731	0.173235	0.0561304	0.0754685	0.497791	0.129401	0.00425573	0.0941591	0.0941591	0.0941591	0.0941591	0.32534	0.32534	0.32534	0.32534	-2.362769	1.239884
2	-57924.27	-57940.62	16.34941	0.0510701	0.0510701	0.0510701	0.0510701	0.035264	0.035264	0.035264	0.035264	-2.974556	-0.3703349	0.002386124	0.1323283	0.02057177	0.002407214	0.01210207	0.01032717	0.01014801	0.006575386	0.09834415	0.02150326	0.036746	0.0269731	0.173235	0.0561304	0.0754685	0.497791	0.129401	0.00425573	0.0743832	0.0743832	0.0743832	0.0743832	0.268239	0.268239	0.268239	0.268239	-2.598525	1.282647
3	-57900.62	-57919.28	18.65889	0.0270637	0.0270637	0.0270637	0.0270637	0.0186875	0.0186875	0.0186875	0.0186875	-3.609563	-0.3703349	0.0001564269	0.08915755	0.01863106	0.002079555	0.01761013	0.004421813	0.01052266	0.007153613	0.02914268	0.001071419	0.0366383	0.022899	0.172727	0.0559658	0.0752473	0.496332	0.129021	0.0111699	0.0754478	0.0754478	0.0754478	0.0754478	0.219913	0.219913	0.219913	0.219913	-2.584315	1.069792
4	-57910.85	-57927.52	16.66868	0.0270637	0.0270637	0.0270637	0.0270637	0.0186875	0.0186875	0.0186875	0.0186875	-3.609563	-0.3703349	0.004503799	0.1274337	0.01863106	0.002079555	0.03455101	0.008559212	0.007787702	0.01574291	0.02914268	0.006748239	0.0389475	0.0243422	0.183613	0.0594932	0.0169623	0.527614	0.137153	0.0118739	0.0881769	0.0881769	0.0881769	0.0881769	0.28558	0.28558	0.28558	0.28558	-2.42841	1.175178
5	-57944.69	-57960.56	15.87197	0.0143972	0.0143972	0.0143972	0.0143972	0.00994129	0.00994129	0.00994129	0.00994129	-4.240723	-0.3703349	0.03433933	0.1591238	0.01863106	0.002079555	0.02960998	0.008559212	0.007787702	0.01574291	0.08092466	0.003228795	0.0389475	0.0243422	0.183613	0.0594932	0.0169623	0.527614	0.137153	0.0118739	0.0734893	0.0734893	0.0734893	0.0734893	0.207621	0.207621	0.207621	0.207621	-2.610615	1.038574
6	-57876.7	-57891.04	14.34835	0.00766522	0.00766522	0.00766522	0.00766522	0.016368	0.016368	0.016368	0.016368	-4.871062	0.7586327	0.03413107	0.148024	0.003855144	0.004827725	0.02960998	0.008559212	0.007787702	0.01574291	0.08092466	0.006451178	0.0389475	0.0243422	0.183613	0.0594932	0.0169623	0.527614	0.137153	0.0118739	0.0600851	0.0600851	0.0600851	0.0600851	0.220941	0.220941	0.220941	0.220941	-2.811994	1.302132
7	-57962.78	-57977.87	15.08942	0.0116713	0.0116713	0.0116713	0.0116713	0.0314066	0.0314066	0.0314066	0.0314066	-4.45062	0.9898817	0.02131825	0.08874903	0.003855144	0.004827725	0.02077084	0.007780031	0.01550908	0.01574291	0.01121457	0.02525275	0.0430367	0.0268979	0.0979003	0.0657394	0.0187432	0.583009	0.151553	0.0131205	0.0495666	0.0495666	0.0495666	0.0495666	0.182263	0.182263	0.182263	0.182263	-3.004437	1.302132
8	-57951.39	-57966.25	14.85322	0.0116713	0.0116713	0.0116713	0.0116713	0.00435511	0.00435511	0.00435511	0.00435511	-4.45062	-0.9857841	0.01632882	0.07084026	0.008060193	0.003904011	0.02077084	0.007780031	0.01550908	0.01364136	0.01121457	0.02525275	0.0736377	0.0260378	0.0947697	0.0636373	0.0181439	0.564366	0.146707	0.012701	0.0435293	0.0435293	0.0435293	0.0435293	0.160063	0.160063	0.160063	0.160063	-3.13432	1.302132
9	-57847.24	-57862.04	14.80161	0.0105319	0.0105319	0.0105319	0.0105319	0.00392995	0.00392995	0.00392995	0.00392995	-4.553345	-0.9857841	0.005107869	0.09729334	0.004671373	0.003904011	0.03557019	0.007780031	0.03072273	0.005054553	0.01121457	0.02360218	0.13284	0.0257282	0.0936429	0.028989	0.0179281	0.557655	0.129817	0.0133993	0.0555338	0.0555338	0.0555338	0.0555338	0.24266	0.24266	0.24266	0.24266	-2.890763	1.474668
10	-57866.54	-57881.37	14.83263	0.0139112	0.0139112	0.0139112	0.0139112	0.0118462	0.0118462	0.0118462	0.0118462	-4.27506	-0.1606856	0.0177875	0.1343594	0.01194577	0.003904011	0.01710729	0.009775961	0.03072273	0.0207178	0.01121457	0.02360218	0.248294	0.0480892	0.17503	0.0541839	0.0335099	0.142716	0.273132	0.025045	0.0555338	0.0555338	0.0555338	0.0555338	0.216534	0.216534	0.216534	0.216534	-2.890763	1.360755
11	-57921.92	-57935.62	13.70125	0.0146021	0.0146021	0.0146021	0.0146021	0.00365752	0.00365752	0.00365752	0.00365752	-4.226593	-1.384378	0.04273681	0.1711682	0.01194577	0.003248371	0.02882686	0.009775961	0.03072273	0.0207178	0.01121457	0.02360218	0.334588	0.0648023	0.211148	0.0730153	0.0451561	0.192316	0.0452254	0.0337493	0.0539689	0.0539689	0.0539689	0.0539689	0.210432	0.210432	0.210432	0.210432	-2.919348	1.360755
12	-57920.81	-57933.86	13.05025	0.0103586	0.0103586	0.0103586	0.0103586	0.00259463	0.00259463	0.00259463	0.00259463	-4.569936	-1.384378	0.04273681	0.1685503	0.01194577	0.003248371	0.01299957	0.01079009	0.03072273	0.0207178	0.03344843	0.02360218	0.337031	0.0574759	0.187276	0.0647604	0.0400508	0.170573	0.0401123	0.10272	0.0651596	0.0651596	0.0651596	0.0651596	0.254066	0.254066	0.254066	0.254066	-2.730915	1.360755
13	-57887.66	-57902.06	14.39984	0.0119573	0.0119573	0.0119573	0.0119573	0.00781546	0.00781546	0.00781546	0.00781546	-4.426412	-0.4252404	0.02181403	0.1302791	0.006763623	0.001111348	0.01299957	0.01079009	0.03072273	0.02449637	0.05281518	0.0374504	0.337031	0.0574759	0.187276	0.0647604	0.0400508	0.170573	0.0401123	0.10272	0.056202	0.056202	0.056202	0.056202	0.219139	0.219139	0.219139	0.219139	-2.878803	1.360755
14	-57944.3	-57960.04	15.74161	0.0119573	0.0119573	0.0119573	0.0119573	0.00781546	0.00781546	0.00781546	0.00781546	-4.426412	-0.4252404	0.02181403	0.1255097	0.01675961	0.007753864	0.01299957	0.006487065	0.01723099	0.02474167	0.01070068	0.002549065	0.327548	0.0558587	0.182007	0.0629382	0.0389239	0.165773	0.0671213	0.0998298	0.0586979	0.0586979	0.0586979	0.0586979	0.231971	0.231971	0.231971	0.231971	-2.835352	1.374209
15	-57930.36	-57947.12	16.75596	0.00864744	0.00864744	0.00864744	0.00864744	0.00565208	0.00565208	0.00565208	0.00565208	-4.750491	-0.4252404	0.01313093	0.1255097	0.01675961	0.001029207	0.02740076	0.006487065	0.01383318	0.00940042	0.01379904	0.002549065	0.365467	0.0623252	0.203076	0.0775314	0.0434299	0.061892	0.0748916	0.111387	0.0767956	0.0767956	0.0767956	0.0767956	0.213234	0.213234	0.213234	0.213234	-2.566608	1.021242
16	-57862.64	-57879.25	16.61083	0.00864744	0.00864744	0.00864744	0.00864744	0.0255863	0.0255863	0.0255863	0.0255863	-4.750491	1.084793	0.008589491	0.1323483	0.004626535	0.001029207	0.02354318	0.006487065	0.01635768	0.00940042	0.01796251	0.002549065	0.34043	0.0580555	0.189164	0.07222	0.163452	0.00316124	0.069761	0.103756	0.0816852	0.0816852	0.0816852	0.0816852	0.26826	0.26826	0.26826	0.26826	-2.504883	1.189084
17	-57914.36	-57931.33	16.9665	0.0193117	0.0193117	0.0193117	0.0193117	0.0571399	0.0571399	0.0571399	0.0571399	-3.947047	1.084793	0.02133505	0.1431389	0.01351347	0.00195749	0.01557791	0.006487065	0.00400978	0.02339122	0.03850347	0.002549065	0.268309	0.0457563	0.349923	0.0679385	0.128824	0.00249153	0.054982	0.081775	0.0843341	0.0843341	0.0843341	0.0843341	0.276959	0.276959	0.276959	0.276959	-2.472969	1.189084
