Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha	speciation_beta
0	-58002.99	-58018.07	15.07402	0.0146045	0.0146045	0.0146045	0.0146045	0.0195453	0.0195453	0.0195453	0.0195453	-4.226424	0.291406	0.0142451	0.2389364	0.005761775	0.006033083	0.03601897	0.001790709	0.05165703	0.001308514	0.07846573	0.08406411	0.0302685	0.35456	0.104159	0.0208126	0.0741759	0.205482	0.0931274	0.117415	0.0908785	0.0908785	0.0908785	0.0908785	0.294379	0.294379	0.294379	0.294379	-2.398232	1.175343
1	-58016.21	-58033.16	16.94924	0.0154944	0.0154944	0.0154944	0.0154944	0.0207363	0.0207363	0.0207363	0.0207363	-4.167273	0.291406	0.01551342	0.150811	0.005761775	0.007853223	0.03601897	0.001790709	0.00822286	0.001308514	0.010872	0.08406411	0.0250868	0.293863	0.0863281	0.0172497	0.0614777	0.170306	0.0771849	0.268505	0.0744223	0.0744223	0.0744223	0.0744223	0.280146	0.280146	0.280146	0.280146	-2.598	1.325557
2	-58264.97	-58281.37	16.40317	0.050149	0.050149	0.050149	0.050149	0.0671148	0.0671148	0.0671148	0.0671148	-2.992757	0.291406	0.04430284	0.08883931	0.005890723	0.007853223	0.03435486	0.0206268	0.006552	0.003263029	0.01042977	0.08875429	0.0422806	0.140417	0.145495	0.0290721	0.103613	0.287028	0.141572	0.110522	0.0569821	0.0569821	0.0569821	0.0569821	0.213324	0.213324	0.213324	0.213324	-2.865018	1.320073
3	-58268.84	-58283.14	14.29721	0.050149	0.050149	0.050149	0.050149	0.0764009	0.0764009	0.0764009	0.0764009	-2.992757	0.4209967	0.04254085	0.08829391	0.005890723	0.007853223	0.04890403	0.01534154	0.06750109	0.01824444	0.05659962	0.01310845	0.0316509	0.150321	0.155757	0.0311226	0.110921	0.307273	0.0946376	0.118318	0.0496613	0.0496613	0.0496613	0.0496613	0.185917	0.185917	0.185917	0.185917	-3.002528	1.320073
4	-58312.94	-58327.99	15.04847	0.0381653	0.0381653	0.0381653	0.0381653	0.0522649	0.0522649	0.0522649	0.0522649	-3.265828	0.314397	0.07875316	0.1547544	0.0198291	0.0004467332	0.04829428	0.01534154	0.06750109	0.01824444	0.05659962	0.01310845	0.0316509	0.150321	0.155757	0.0311226	0.110921	0.307273	0.0946376	0.118318	0.0770753	0.0770753	0.0770753	0.0770753	0.288546	0.288546	0.288546	0.288546	-2.562973	1.320073
5	-57988.7	-58004.2	15.49875	0.0243195	0.0243195	0.0243195	0.0243195	0.058224	0.058224	0.058224	0.058224	-3.716478	0.8730201	0.04424788	0.2143328	0.006126467	0.01434705	0.04399129	0.006558728	0.04503113	0.003354758	0.09889326	0.0009687025	0.0316509	0.150321	0.155757	0.0311226	0.110921	0.307273	0.0946376	0.118318	0.062757	0.062757	0.062757	0.062757	0.279433	0.279433	0.279433	0.279433	-2.768485	1.493491
6	-58083.53	-58099.92	16.39036	0.026421	0.026421	0.026421	0.026421	0.0632553	0.0632553	0.0632553	0.0632553	-3.633597	0.8730201	0.02469538	0.4122262	0.007831194	0.01434705	0.0421945	0.007136589	0.04503113	0.008188412	0.09889326	1.533297e-05	0.0316509	0.150321	0.155757	0.0311226	0.110921	0.307273	0.0946376	0.118318	0.0602634	0.0602634	0.0602634	0.0602634	0.431971	0.431971	0.431971	0.431971	-2.80903	1.969633
7	-57986.01	-57996.97	10.95412	0.00591778	0.00591778	0.00591778	0.00591778	0.00417809	0.00417809	0.00417809	0.00417809	-5.129794	-0.3481079	0.02875645	0.1756737	0.01738815	0.007108972	0.0421945	0.007136589	0.02727976	0.02620272	0.09211241	0.02003459	0.0316509	0.150321	0.155757	0.0311226	0.110921	0.307273	0.0946376	0.118318	0.0540369	0.0540369	0.0540369	0.0540369	0.304192	0.304192	0.304192	0.304192	-2.918089	1.727991
8	-57939.5	-57952.63	13.12754	0.0144802	0.0144802	0.0144802	0.0144802	0.0412323	0.0412323	0.0412323	0.0412323	-4.234976	1.046442	0.01649438	0.1717778	0.003613313	0.007108972	0.0421945	0.004514417	0.02858308	0.02620272	0.0697179	0.02003459	0.0360078	0.141885	0.177198	0.0354068	0.0176632	0.34957	0.107665	0.134605	0.0555761	0.0555761	0.0555761	0.0555761	0.335848	0.335848	0.335848	0.335848	-2.890002	1.798906
9	-57918.49	-57932.5	14.01088	0.0336454	0.0336454	0.0336454	0.0336454	0.0958055	0.0958055	0.0958055	0.0958055	-3.391878	1.046442	0.01388236	0.1749284	0.003613313	0.007108972	0.01654136	0.01046293	0.02858308	0.02620272	0.03987064	0.0432988	0.0237648	0.0827148	0.103301	0.0206412	0.0102971	0.20379	0.1144	0.441091	0.0555761	0.0555761	0.0555761	0.0555761	0.335848	0.335848	0.335848	0.335848	-2.890002	1.798906
