Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha	speciation_beta
11	-57791.48	-57807.24	15.76179	0.0146082	0.0146082	0.0146082	0.0146082	0.00711906	0.00711906	0.00711906	0.00711906	-4.22617	-0.7188097	0.004779503	0.1784959	0.005270089	0.003137008	0.02533956	0.006265501	0.02202843	0.03233211	0.03841696	0.002883719	0.0102333	0.247443	0.0725397	0.199395	0.121652	0.23338	0.0794193	0.0359369	0.0740213	0.0740213	0.0740213	0.0740213	0.253446	0.253446	0.253446	0.253446	-2.603403	1.230796
12	-57841.88	-57856.6	14.71932	0.0146082	0.0146082	0.0146082	0.0146082	0.0379001	0.0379001	0.0379001	0.0379001	-4.22617	0.953368	0.004779503	0.1718017	0.005045634	0.002646974	0.02533956	0.0152163	0.06414675	0.02519378	0.03841696	0.002883719	0.0087324	0.21115	0.0619001	0.17015	0.103809	0.345822	0.0677707	0.0306659	0.0733178	0.0733178	0.0733178	0.0733178	0.266866	0.266866	0.266866	0.266866	-2.612952	1.291943
13	-57830.06	-57844.68	14.62386	0.0146082	0.0146082	0.0146082	0.0146082	0.0379001	0.0379001	0.0379001	0.0379001	-4.22617	0.953368	0.004779503	0.1562944	0.005540077	0.002646974	0.02533956	0.004646274	0.06414675	0.02519378	0.02925107	0.01186362	0.00949513	0.266542	0.0542489	0.185011	0.112877	0.264792	0.0736901	0.0333444	0.0737464	0.0737464	0.0737464	0.0737464	0.296058	0.296058	0.296058	0.296058	-2.607124	1.389923
14	-57853.92	-57867.48	13.56133	0.00686981	0.00686981	0.00686981	0.00686981	0.0178941	0.0178941	0.0178941	0.0178941	-4.980619	0.9573335	0.0009020237	0.1562944	0.009443584	0.002646974	0.02862684	0.004210081	0.0697309	0.02519378	0.02925107	0.005595106	0.00949513	0.266542	0.0542489	0.185011	0.112877	0.264792	0.0736901	0.0333444	0.0737464	0.0737464	0.0737464	0.0737464	0.257668	0.257668	0.257668	0.257668	-2.607124	1.251042
15	-57888.58	-57901.09	12.51754	0.0117178	0.0117178	0.0117178	0.0117178	0.0104707	0.0104707	0.0104707	0.0104707	-4.44665	-0.112526	0.003762889	0.1562944	0.009443584	0.006894493	0.03406776	0.01411222	0.0697309	0.02519378	0.02925107	0.05965786	0.477881	0.1405	0.0285959	0.097524	0.0595	0.139578	0.0388439	0.0175767	0.0761664	0.0761664	0.0761664	0.0761664	0.266124	0.266124	0.266124	0.266124	-2.574835	1.251042
16	-57932.05	-57945.56	13.51392	0.0148158	0.0148158	0.0148158	0.0148158	0.00900049	0.00900049	0.00900049	0.00900049	-4.212062	-0.4984147	0.00843217	0.1002371	0.02082745	0.006894493	0.03406776	0.006181682	0.04307437	0.02519378	0.02925107	0.02540633	0.477881	0.1405	0.0285959	0.097524	0.0595	0.139578	0.0388439	0.0175767	0.0690558	0.0690558	0.0690558	0.0690558	0.24128	0.24128	0.24128	0.24128	-2.67284	1.251042
17	-57895.9	-57911.75	15.84575	0.0175427	0.0175427	0.0175427	0.0175427	0.00633561	0.00633561	0.00633561	0.00633561	-4.04312	-1.01845	0.0232892	0.1511425	0.007152361	0.0009127585	0.01585131	0.006181682	0.02569425	0.007947854	0.06150097	0.02540633	0.500366	0.076962	0.0299414	0.0437252	0.143785	0.146146	0.0406715	0.0184037	0.0731397	0.0731397	0.0731397	0.0731397	0.225625	0.225625	0.225625	0.225625	-2.615384	1.126505
18	-57924.96	-57937.24	12.27821	0.012207	0.012207	0.012207	0.012207	0.00213839	0.00213839	0.00213839	0.00213839	-4.405743	-1.74196	0.01489593	0.1438471	0.005739646	0.002810606	0.03141059	0.014977	0.02569425	0.05464081	0.1114846	0.006944736	0.457465	0.0703633	0.0273742	0.0399763	0.131457	0.133615	0.122924	0.0168258	0.0618929	0.0618929	0.0618929	0.0618929	0.207607	0.207607	0.207607	0.207607	-2.78235	1.210239
19	-57872.16	-57884.92	12.76741	0.012207	0.012207	0.012207	0.012207	0.00189675	0.00189675	0.00189675	0.00189675	-4.405743	-1.861869	0.006777859	0.1604975	0.005739646	0.002810606	0.01593822	0.014977	0.01955398	0.05464081	0.08049457	0.006944736	0.461211	0.0709395	0.0275984	0.0403036	0.132533	0.134709	0.12393	0.00877562	0.0665289	0.0665289	0.0665289	0.0665289	0.223157	0.223157	0.223157	0.223157	-2.71012	1.210239
20	-57870.4	-57886.27	15.86296	0.0272333	0.0272333	0.0272333	0.0272333	0.00994634	0.00994634	0.00994634	0.00994634	-3.603316	-1.007234	0.00905461	0.1242251	0.005739646	0.002810606	0.01593822	0.014977	0.01034448	0.05464081	0.0777632	0.002358511	0.428598	0.0659233	0.0256469	0.0374537	0.193872	0.125184	0.115167	0.00815509	0.0665289	0.0665289	0.0665289	0.0665289	0.232057	0.232057	0.232057	0.232057	-2.71012	1.249347
21	-57815.08	-57829.55	14.46053	0.0132206	0.0132206	0.0132206	0.0132206	0.00482854	0.00482854	0.00482854	0.00482854	-4.325977	-1.007234	0.01181991	0.1059026	0.005739646	0.003818617	0.01593822	0.01184928	0.02581612	0.01548642	0.0777632	0.007535247	0.423341	0.0651146	0.0253323	0.0369943	0.203761	0.123648	0.113754	0.00805505	0.0604971	0.0604971	0.0604971	0.0604971	0.233297	0.233297	0.233297	0.233297	-2.80516	1.349717
22	-57786.32	-57800.31	13.99237	0.0062808	0.0062808	0.0062808	0.0062808	0.00768355	0.00768355	0.00768355	0.00768355	-5.070258	0.2015842	0.0004862305	0.149744	0.005739646	0.003818617	0.01864206	0.01191928	0.01290774	0.01548642	0.0777632	0.007535247	0.413024	0.0635278	0.0392038	0.0360927	0.208676	0.120635	0.110982	0.00785876	0.0733917	0.0733917	0.0733917	0.0733917	0.274062	0.274062	0.274062	0.274062	-2.611944	1.317545
23	-57826.82	-57841.55	14.72357	0.0062808	0.0062808	0.0062808	0.0062808	0.00674546	0.00674546	0.00674546	0.00674546	-5.070258	0.07137186	0.002755192	0.1307117	0.008634352	0.004878243	0.01864206	0.007373038	0.01290774	0.01548642	0.01877187	0.007535247	0.461276	0.0709495	0.0437839	0.0355689	0.233055	0.134728	0.0118622	0.00877686	0.0785147	0.0785147	0.0785147	0.0785147	0.293193	0.293193	0.293193	0.293193	-2.54447	1.317545
24	-57832.97	-57849.34	16.37643	0.0322205	0.0322205	0.0322205	0.0322205	0.0275394	0.0275394	0.0275394	0.0275394	-3.435153	-0.1569829	0.0006543732	0.09478866	0.008634352	0.004878243	0.03236111	0.00667307	0.01483806	0.01548642	0.05259924	0.007535247	0.249493	0.0912311	0.0562999	0.0457367	0.299676	0.173242	0.0152532	0.0690689	0.067456	0.067456	0.067456	0.067456	0.201811	0.201811	0.201811	0.201811	-2.69628	1.095857
25	-57796.11	-57809.3	13.18971	0.0322205	0.0322205	0.0322205	0.0322205	0.00325136	0.00325136	0.00325136	0.00325136	-3.435153	-2.293527	0.002037986	0.1055325	0.008634352	0.004878243	0.03350725	0.00667307	0.0339725	0.01548642	0.04930215	0.01030823	0.204122	0.0947822	0.0746494	0.0475169	0.31134	0.179985	0.0158469	0.0717573	0.0727629	0.0727629	0.0727629	0.0727629	0.217688	0.217688	0.217688	0.217688	-2.62055	1.095857
26	-57814.37	-57828.23	13.85893	0.0281046	0.0281046	0.0281046	0.0281046	0.00491053	0.00491053	0.00491053	0.00491053	-3.571823	-1.744551	0.002037986	0.1263761	0.01376144	0.004412394	0.01736856	0.01717042	0.0339725	0.01548642	0.04436115	0.01030823	0.20047	0.110976	0.073314	0.0466669	0.305771	0.176765	0.0155634	0.0704737	0.0752649	0.0752649	0.0752649	0.0752649	0.234254	0.234254	0.234254	0.234254	-2.586741	1.135392
27	-57939.43	-57953.66	14.23248	0.0281046	0.0281046	0.0281046	0.0281046	0.0411273	0.0411273	0.0411273	0.0411273	-3.571823	0.3807394	0.004574198	0.09572518	0.005714507	0.004412394	0.04110372	0.01717042	0.08105096	0.01548642	0.04436115	0.03365763	0.133332	0.194581	0.0715607	0.0455509	0.298458	0.172538	0.0151912	0.0687883	0.0752649	0.0752649	0.0752649	0.0752649	0.234254	0.234254	0.234254	0.234254	-2.586741	1.135392
28	-57878.49	-57893.31	14.81368	0.0146317	0.0146317	0.0146317	0.0146317	0.0214115	0.0214115	0.0214115	0.0214115	-4.224565	0.3807394	0.005787944	0.1068586	0.0079851	0.003065441	0.04110372	0.01171182	0.0291414	0.01548642	0.01550406	0.03365763	0.140555	0.150855	0.0823529	0.0480185	0.314626	0.181885	0.0160141	0.0656946	0.0752649	0.0752649	0.0752649	0.0752649	0.231002	0.231002	0.231002	0.231002	-2.586741	1.121414
29	-57846.58	-57860.69	14.10678	0.00868999	0.00868999	0.00868999	0.00868999	0.0127166	0.0127166	0.0127166	0.0127166	-4.745584	0.3807394	0.007095029	0.2550132	0.006066962	0.003065441	0.02288534	0.006382604	0.0291414	0.01548642	0.03152908	0.03365763	0.175955	0.177789	0.0970565	0.0565919	0.371947	0.0243635	0.0188734	0.077424	0.0805556	0.0805556	0.0805556	0.0805556	0.283829	0.283829	0.283829	0.283829	-2.518808	1.259427
30	-57897.54	-57910.99	13.44193	0.010976	0.010976	0.010976	0.010976	0.016062	0.016062	0.016062	0.016062	-4.51204	0.3807394	0.01234725	0.3742278	0.0102098	0.003065441	0.03662974	0.006382604	0.04038641	0.01548642	0.06129152	0.01501369	0.204602	0.206735	0.112858	0.0658056	0.269694	0.0283301	0.0219461	0.0900294	0.0773476	0.0773476	0.0773476	0.0773476	0.367064	0.367064	0.367064	0.367064	-2.559445	1.557225
31	-57845.38	-57859.12	13.74087	0.0133791	0.0133791	0.0133791	0.0133791	0.0383662	0.0383662	0.0383662	0.0383662	-4.31406	1.053481	0.01186674	0.2612809	0.0102098	0.003065441	0.02531579	0.01369397	0.01409664	0.01548642	0.06129152	0.01501369	0.216647	0.218906	0.0606283	0.0696798	0.285573	0.0299981	0.0232382	0.0953298	0.0809535	0.0809535	0.0809535	0.0809535	0.384176	0.384176	0.384176	0.384176	-2.513881	1.557225
32	-57913.81	-57928.15	14.3443	0.0170115	0.0170115	0.0170115	0.0170115	0.0202199	0.0202199	0.0202199	0.0202199	-4.073863	0.1727739	0.01284641	0.2612809	0.0102098	0.003065441	0.01118666	0.01369397	0.01409664	0.02750119	0.06226062	0.03092231	0.247446	0.214551	0.0594221	0.0682935	0.279891	0.0141881	0.0227758	0.0934332	0.0809535	0.0809535	0.0809535	0.0809535	0.384176	0.384176	0.384176	0.384176	-2.513881	1.557225
33	-57861.53	-57877.09	15.56211	0.0463357	0.0463357	0.0463357	0.0463357	0.0684531	0.0684531	0.0684531	0.0684531	-3.071843	0.3902361	0.01565863	0.2612809	0.009962747	0.003490711	0.02644493	0.01802161	0.01498873	0.02750119	0.06226062	0.00447713	0.0700258	0.42093	0.0134427	0.133986	0.105787	0.0278358	0.0446843	0.183308	0.0809535	0.0809535	0.0809535	0.0809535	0.366477	0.366477	0.366477	0.366477	-2.513881	1.51006
34	-57869.32	-57885.83	16.50894	0.0463357	0.0463357	0.0463357	0.0463357	0.0684531	0.0684531	0.0684531	0.0684531	-3.071843	0.3902361	0.01773021	0.208129	0.009962747	0.001489297	0.01436616	0.01802161	0.01498873	0.02750119	0.06656298	0.00447713	0.0717428	0.431251	0.0137723	0.137271	0.108381	0.0285183	0.0212605	0.187803	0.083342	0.083342	0.083342	0.083342	0.313726	0.313726	0.313726	0.313726	-2.484802	1.325567
35	-57882.46	-57899.69	17.22959	0.0463357	0.0463357	0.0463357	0.0463357	0.0684531	0.0684531	0.0684531	0.0684531	-3.071843	0.3902361	0.01415156	0.208129	0.009962747	0.001489297	0.01636264	0.01802161	0.00976677	0.01744115	0.042995	0.00447713	0.138342	0.189882	0.0116238	0.264701	0.208991	0.0741615	0.0372094	0.0750884	0.094712	0.094712	0.094712	0.094712	0.330749	0.330749	0.330749	0.330749	-2.356914	1.250517
36	-57925.71	-57942.52	16.81375	0.067467	0.067467	0.067467	0.067467	0.099671	0.099671	0.099671	0.099671	-2.696117	0.3902361	0.01415156	0.1347346	0.009962747	0.006970734	0.02879453	0.006964837	0.006853132	0.006367087	0.08750296	0.008540077	0.119533	0.164067	0.0100435	0.228713	0.180578	0.0640788	0.139915	0.0930723	0.0855407	0.0855407	0.0855407	0.0855407	0.304683	0.304683	0.304683	0.304683	-2.458763	1.270279
37	-57912.29	-57928.33	16.04649	0.020041	0.020041	0.020041	0.020041	0.0296072	0.0296072	0.0296072	0.0296072	-3.909974	0.3902361	0.008950118	0.1347346	0.009962747	0.003762057	0.01907998	0.006964837	0.01238224	0.008300532	0.08750296	0.008540077	0.0831996	0.114196	0.153535	0.159193	0.277746	0.0839446	0.0973856	0.0308006	0.0919009	0.0919009	0.0919009	0.0919009	0.327337	0.327337	0.327337	0.327337	-2.387045	1.270279
38	-57820.41	-57837.45	17.04398	0.035004	0.035004	0.035004	0.035004	0.0517124	0.0517124	0.0517124	0.0517124	-3.352294	0.3902361	0.01312767	0.1796251	0.009962747	0.003762057	0.02343899	0.006964837	0.02417261	0.002250288	0.04946039	0.008540077	0.0718946	0.0839016	0.132673	0.137562	0.240006	0.223194	0.0841531	0.0266155	0.0802013	0.0802013	0.0802013	0.0802013	0.285665	0.285665	0.285665	0.285665	-2.523215	1.270279
39	-57867.23	-57882.97	15.73559	0.0228756	0.0228756	0.0228756	0.0228756	0.00633548	0.00633548	0.00633548	0.00633548	-3.777684	-1.283905	0.001803828	0.1796251	0.01338616	0.01052018	0.02343899	0.006217435	0.01173514	0.005233389	0.02010395	0.008540077	0.0715857	0.0835411	0.132103	0.317141	0.238975	0.0496903	0.0837914	0.0231726	0.0802013	0.0802013	0.0802013	0.0802013	0.285665	0.285665	0.285665	0.285665	-2.523215	1.270279
40	-57821.06	-57837.44	16.38744	0.0228756	0.0228756	0.0228756	0.0228756	0.0086338	0.0086338	0.0086338	0.0086338	-3.777684	-0.9743861	0.0001529665	0.1529348	0.005766352	0.004878071	0.01826054	0.006217435	0.01173514	0.005233389	0.09528377	0.005644227	0.0640345	0.0747288	0.118168	0.361364	0.213767	0.0444488	0.0749528	0.0485363	0.0688703	0.0688703	0.0688703	0.0688703	0.245305	0.245305	0.245305	0.245305	-2.67553	1.270279
41	-57831.14	-57842.92	11.77591	0.00261925	0.00261925	0.00261925	0.00261925	0.00141112	0.00141112	0.00141112	0.00141112	-5.944866	-0.6185046	0.0004731815	0.08742893	0.004246784	0.004878071	0.03380008	0.003431661	0.03568889	0.005233389	0.09528377	0.01595828	0.0640345	0.0747288	0.118168	0.361364	0.213767	0.0444488	0.0749528	0.0485363	0.0653235	0.0653235	0.0653235	0.0653235	0.225211	0.225211	0.225211	0.225211	-2.728403	1.237686
42	-57824.08	-57838.57	14.4953	0.0101941	0.0101941	0.0101941	0.0101941	0.00549205	0.00549205	0.00549205	0.00549205	-4.585949	-0.6185046	0.0004731815	0.1041972	0.004246784	0.002051791	0.02372727	0.004410347	0.04226448	0.01865992	0.06643686	0.02301311	0.0642241	0.0749501	0.118518	0.359473	0.2144	0.0445804	0.0751747	0.04868	0.0753512	0.0753512	0.0753512	0.0753512	0.254606	0.254606	0.254606	0.254606	-2.585595	1.217556
43	-57789.21	-57803.64	14.42291	0.00948457	0.00948457	0.00948457	0.00948457	0.00395203	0.00395203	0.00395203	0.00395203	-4.658089	-0.875438	0.00434204	0.115632	0.005556893	0.002051791	0.02312533	0.007223249	0.04578933	0.01865992	0.06643686	0.007803175	0.0414863	0.176162	0.076558	0.458497	0.138494	0.0287972	0.0485599	0.0314453	0.0753512	0.0753512	0.0753512	0.0753512	0.226986	0.226986	0.226986	0.226986	-2.585595	1.102727
44	-57997.88	-58013.85	15.96926	0.0209419	0.0209419	0.0209419	0.0209419	0.00872608	0.00872608	0.00872608	0.00872608	-3.866001	-0.875438	0.07155036	0.1666358	0.005556893	0.002051791	0.02312533	0.005548647	0.02116865	0.04011864	0.06643686	0.003461161	0.0498051	0.0605625	0.0423117	0.550436	0.166265	0.0345716	0.0582972	0.0377508	0.0696594	0.0696594	0.0696594	0.0696594	0.206917	0.206917	0.206917	0.206917	-2.664138	1.088699
45	-57857.51	-57870.55	13.03945	0.00902958	0.00902958	0.00902958	0.00902958	0.0013767	0.0013767	0.0013767	0.0013767	-4.707249	-1.880817	0.01061088	0.1707243	0.005556893	0.002051791	0.02312533	0.01560643	0.03385919	0.04011864	0.03222385	0.003461161	0.0233401	0.211922	0.0427714	0.556416	0.033511	0.0349472	0.0589306	0.038161	0.0764409	0.0764409	0.0764409	0.0764409	0.236529	0.236529	0.236529	0.236529	-2.571237	1.129554
46	-57846	-57859.38	13.37908	0.0326554	0.0326554	0.0326554	0.0326554	0.00433352	0.00433352	0.00433352	0.00433352	-3.421744	-2.019631	0.01061088	0.1707243	0.009153565	0.002051791	0.025351	0.01560643	0.03385919	0.04469535	0.08994509	0.003461161	0.025285	0.0990377	0.0463355	0.639064	0.0472363	0.0378594	0.0638413	0.041341	0.0764409	0.0764409	0.0764409	0.0764409	0.258453	0.258453	0.258453	0.258453	-2.571237	1.218197
47	-57779.42	-57793.68	14.25474	0.0184412	0.0184412	0.0184412	0.0184412	0.00244722	0.00244722	0.00244722	0.00244722	-3.99317	-2.019631	0.006524474	0.1707243	0.009153565	0.002051791	0.025351	0.007490394	0.01601993	0.01192837	0.08994509	0.003461161	0.0235097	0.0920841	0.0904677	0.594194	0.0439198	0.0352013	0.091213	0.0294102	0.0720825	0.0720825	0.0720825	0.0720825	0.243717	0.243717	0.243717	0.243717	-2.629944	1.218197
48	-57780.69	-57795.72	15.03043	0.0156768	0.0156768	0.0156768	0.0156768	0.0251907	0.0251907	0.0251907	0.0251907	-4.155574	0.4742936	0.004023246	0.1734849	0.009153565	0.002051791	0.025351	0.007740647	0.02153483	0.01192837	0.07468763	0.01558047	0.0254682	0.0997551	0.0624152	0.159784	0.0475785	0.193831	0.379308	0.0318602	0.0702226	0.0702226	0.0702226	0.0702226	0.265434	0.265434	0.265434	0.265434	-2.656086	1.329695
49	-57847.28	-57861.98	14.70178	0.0316946	0.0316946	0.0316946	0.0316946	0.0784322	0.0784322	0.0784322	0.0784322	-3.45161	0.906089	0.01097188	0.1669988	0.009811796	0.002500562	0.02706645	0.01346251	0.02153483	0.01192837	0.0852483	0.02653333	0.0233525	0.174541	0.0572302	0.14651	0.043626	0.177729	0.347797	0.0292135	0.0811931	0.0811931	0.0811931	0.0811931	0.310751	0.310751	0.310751	0.310751	-2.510926	1.342162
50	-57857.05	-57875.17	18.11828	0.0316946	0.0316946	0.0316946	0.0316946	0.0784322	0.0784322	0.0784322	0.0784322	-3.45161	0.906089	0.004250609	0.1369358	0.009811796	0.009218998	0.02461615	0.01346251	0.05380586	0.01784609	0.02815778	8.234911e-06	0.0246792	0.148008	0.0604815	0.154834	0.0461044	0.187826	0.367556	0.0105112	0.0790351	0.0790351	0.0790351	0.0790351	0.298251	0.298251	0.298251	0.298251	-2.537864	1.328044
51	-57888.18	-57908.76	20.58105	0.0316946	0.0316946	0.0316946	0.0316946	0.0784322	0.0784322	0.0784322	0.0784322	-3.45161	0.906089	0.01284908	0.1224384	0.004339238	0.009218998	0.02461615	0.01629621	0.03577579	0.008605073	0.04909012	2.05808e-07	0.0215516	0.129251	0.0528167	0.142941	0.0402617	0.283023	0.320976	0.00917912	0.0790351	0.0790351	0.0790351	0.0790351	0.298251	0.298251	0.298251	0.298251	-2.537864	1.328044
52	-57849.77	-57871.85	22.07909	0.0316946	0.0316946	0.0316946	0.0316946	0.0203083	0.0203083	0.0203083	0.0203083	-3.45161	-0.4451148	0.007806064	0.1149379	0.005470894	0.009218998	0.02461615	0.01629621	0.01357907	0.008605073	0.04909012	4.26083e-08	0.0532912	0.0661971	0.0547644	0.148212	0.0417463	0.293459	0.332812	0.0095176	0.06537	0.06537	0.06537	0.06537	0.23682	0.23682	0.23682	0.23682	-2.727692	1.287239
53	-57864.96	-57883.65	18.68959	0.00741279	0.00741279	0.00741279	0.00741279	0.00474975	0.00474975	0.00474975	0.00474975	-4.904548	-0.4451148	0.01543029	0.2103479	0.008041059	0.008593341	0.02402564	0.004578658	0.05369135	0.002544365	0.04909012	1.244385e-06	0.0694138	0.0862242	0.0713327	0.193052	0.0543761	0.0873938	0.4335	0.00470766	0.0689895	0.0689895	0.0689895	0.0689895	0.260215	0.260215	0.260215	0.260215	-2.673801	1.327555
54	-57844.55	-57864.44	19.89431	0.0162102	0.0162102	0.0162102	0.0162102	0.0351924	0.0351924	0.0351924	0.0351924	-4.122113	0.7751885	0.01911223	0.2103479	0.007265688	0.005080667	0.02402564	0.004578658	0.05369135	0.00344311	0.04909012	1.244385e-06	0.0713384	0.0886149	0.0733105	0.198404	0.0281573	0.0898169	0.44552	0.00483819	0.0748784	0.0748784	0.0748784	0.0748784	0.288473	0.288473	0.288473	0.288473	-2.591889	1.348736
55	-57815.78	-57835.58	19.79886	0.0162102	0.0162102	0.0162102	0.0162102	0.0137418	0.0137418	0.0137418	0.0137418	-4.122113	-0.1651971	0.009621159	0.2445612	0.01117425	0.005080667	0.02075845	0.00328037	0.0315929	0.01250564	0.04909012	1.244385e-06	0.0713384	0.0886149	0.0733105	0.198404	0.0281573	0.0898169	0.44552	0.00483819	0.0844479	0.0844479	0.0844479	0.0844479	0.336928	0.336928	0.336928	0.336928	-2.47162	1.383735
