Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation_alpha	speciation_beta
0	-57826.6	-57841.69	15.0914	0.0121498	0.0121498	0.0121498	0.0121498	0.0118022	0.0118022	0.0118022	0.0118022	-4.41044	-0.0290257	0.002626913	0.1045391	0.004855449	0.003283235	0.03168695	0.005590094	0.01204814	0.007416204	0.07432632	0.01484967	0.238957	0.172394	0.0610639	0.268725	0.0143948	0.050334	0.151715	0.0424163	0.0441447	0.0441447	0.0441447	0.0441447	0.217843	0.217843	0.217843	0.217843	-3.120283	1.5963
1	-57803.18	-57818.38	15.19702	0.0205217	0.0205217	0.0205217	0.0205217	0.0199346	0.0199346	0.0199346	0.0199346	-3.886271	-0.0290257	0.005441898	0.1045391	0.004855449	0.005644376	0.02501023	0.006037263	0.02812361	0.007416204	0.07432632	0.01484967	0.244687	0.165467	0.086537	0.257927	0.0138163	0.0452358	0.145619	0.0407118	0.0473503	0.0473503	0.0473503	0.0473503	0.233661	0.233661	0.233661	0.233661	-3.050183	1.5963
2	-57847.65	-57866.66	19.01032	0.0205217	0.0205217	0.0205217	0.0205217	0.0199346	0.0199346	0.0199346	0.0199346	-3.886271	-0.0290257	0.005441898	0.1358292	0.004971842	0.00118804	0.02714673	0.01030745	0.05617822	0.007416204	0.07432632	1.095419e-05	0.286685	0.0108585	0.10139	0.302198	0.0413528	0.0530001	0.170613	0.0339029	0.0504137	0.0504137	0.0504137	0.0504137	0.223099	0.223099	0.223099	0.223099	-2.987493	1.487353
3	-57818.63	-57837.62	18.9882	0.0154449	0.0154449	0.0154449	0.0154449	0.015003	0.015003	0.015003	0.015003	-4.170478	-0.0290257	0.005421754	0.1168974	0.009188294	0.00118804	0.03709928	0.008522701	0.05617822	0.009072099	0.07432632	3.122092e-06	0.289449	0.0109631	0.102368	0.29547	0.0417515	0.0535111	0.172258	0.0342298	0.0566504	0.0566504	0.0566504	0.0566504	0.223406	0.223406	0.223406	0.223406	-2.870857	1.372092
4	-57811.47	-57826.97	15.49252	0.00243663	0.00243663	0.00243663	0.00243663	0.00236692	0.00236692	0.00236692	0.00236692	-6.017138	-0.0290257	0.01677233	0.1558003	0.009188294	0.00118804	0.02236277	0.008522701	0.06057239	0.009072099	0.05961907	3.122092e-06	0.243311	0.00921564	0.245449	0.248373	0.0350963	0.0449815	0.1448	0.0287736	0.0566908	0.0566908	0.0566908	0.0566908	0.241678	0.241678	0.241678	0.241678	-2.870143	1.449996
5	-57778.43	-57796.67	18.24388	0.00572085	0.00572085	0.00572085	0.00572085	0.00408565	0.00408565	0.00408565	0.00408565	-5.163638	-0.3366357	0.007253508	0.1359401	0.009188294	0.0005663498	0.02236277	0.008522701	0.02690976	0.009301075	0.05961907	3.122092e-06	0.185804	0.0070375	0.0944747	0.189669	0.179095	0.21137	0.110576	0.0219729	0.056449	0.056449	0.056449	0.056449	0.251344	0.251344	0.251344	0.251344	-2.874418	1.493486
6	-57755.03	-57772.85	17.8165	0.00614146	0.00614146	0.00614146	0.00614146	0.00314304	0.00314304	0.00314304	0.00314304	-5.092693	-0.6698724	0.002167037	0.1303403	0.009188294	0.001066502	0.02236277	0.006094204	0.02690976	0.01841833	0.05961907	3.122092e-06	0.185804	0.0070375	0.0944747	0.189669	0.179095	0.21137	0.110576	0.0219729	0.056449	0.056449	0.056449	0.056449	0.231423	0.231423	0.231423	0.231423	-2.874418	1.41091
7	-57776.19	-57794.23	18.03522	0.00953214	0.00953214	0.00953214	0.00953214	0.0048783	0.0048783	0.0048783	0.0048783	-4.653086	-0.6698724	0.004359074	0.09602659	0.009188294	0.001066502	0.02661079	0.006094204	0.02690976	0.01666986	0.0569827	1.170196e-05	0.19515	0.0073915	0.0992269	0.19921	0.153414	0.222002	0.100528	0.0230782	0.0532264	0.0532264	0.0532264	0.0532264	0.203092	0.203092	0.203092	0.203092	-2.933201	1.339103
8	-57762.87	-57780.57	17.69945	0.00953214	0.00953214	0.00953214	0.00953214	0.0048783	0.0048783	0.0048783	0.0048783	-4.653086	-0.6698724	0.002631964	0.1154655	0.009188294	0.001129059	0.02661079	0.01217317	0.02558084	0.01454817	0.05092705	1.170196e-05	0.179614	0.0254659	0.0913273	0.244299	0.1412	0.204328	0.0925245	0.0212409	0.0532264	0.0532264	0.0532264	0.0532264	0.223675	0.223675	0.223675	0.223675	-2.933201	1.43564
9	-57844.46	-57859.51	15.04912	0.00953214	0.00953214	0.00953214	0.00953214	0.00495312	0.00495312	0.00495312	0.00495312	-4.653086	-0.6546523	0.0004227264	0.1831811	0.009188294	0.0008702923	0.02661079	0.01207397	0.02558084	0.01306226	0.05092705	0.003347193	0.179614	0.0254659	0.0913273	0.244299	0.1412	0.204328	0.0925245	0.0212409	0.0574056	0.0574056	0.0574056	0.0574056	0.237712	0.237712	0.237712	0.237712	-2.857614	1.420918
10	-57816.27	-57832.29	16.01467	0.0187359	0.0187359	0.0187359	0.0187359	0.00943853	0.00943853	0.00943853	0.00943853	-3.977315	-0.6856401	0.0002464402	0.1482001	0.01226919	0.001285938	0.026353	0.01207397	0.03275436	0.01154985	0.05092705	0.001269482	0.237415	0.0443695	0.120717	0.0803517	0.186639	0.180132	0.122299	0.0280763	0.0627951	0.0627951	0.0627951	0.0627951	0.299619	0.299619	0.299619	0.299619	-2.767878	1.562634
11	-57794.81	-57810.57	15.75224	0.0117271	0.0117271	0.0117271	0.0117271	0.00991991	0.00991991	0.00991991	0.00991991	-4.445852	-0.1673601	0.001762677	0.1634715	0.01407034	0.004183077	0.02164943	0.004897308	0.03275436	0.006827085	0.05092705	0.001188892	0.0952773	0.0501683	0.178966	0.0908532	0.211032	0.203674	0.138283	0.0317457	0.0590445	0.0590445	0.0590445	0.0590445	0.281723	0.281723	0.281723	0.281723	-2.829464	1.562634
12	-57821.82	-57838.94	17.11748	0.018472	0.018472	0.018472	0.018472	0.0156254	0.0156254	0.0156254	0.0156254	-3.991497	-0.1673601	0.004884214	0.1634715	0.006768955	0.004183077	0.0168565	0.01335257	0.03152513	0.04058673	0.05092705	5.724089e-05	0.101186	0.0058621	0.191015	0.09697	0.22524	0.19825	0.147593	0.033883	0.0590445	0.0590445	0.0590445	0.0590445	0.246091	0.246091	0.246091	0.246091	-2.829464	1.427409
13	-57781.81	-57794.95	13.14221	0.00502991	0.00502991	0.00502991	0.00502991	0.00487376	0.00487376	0.00487376	0.00487376	-5.292353	-0.03153668	0.006931952	0.207468	0.008337002	0.003772011	0.02315709	0.01335257	0.03152513	0.01143824	0.07493166	0.003200804	0.111567	0.00646346	0.147602	0.106918	0.248346	0.218587	0.144989	0.0155283	0.0656806	0.0656806	0.0656806	0.0656806	0.272737	0.272737	0.272737	0.272737	-2.722952	1.423705
14	-57788.72	-57803.48	14.75403	0.0140918	0.0140918	0.0140918	0.0140918	0.0136543	0.0136543	0.0136543	0.0136543	-4.262162	-0.03153668	0.001275732	0.1506621	0.008337002	0.003772011	0.02315709	0.01335257	0.03152513	0.01143824	0.02051661	0.02176152	0.101804	0.0045067	0.134686	0.0975617	0.226614	0.288357	0.132301	0.0141695	0.0628047	0.0628047	0.0628047	0.0628047	0.260795	0.260795	0.260795	0.260795	-2.767726	1.423705
15	-57787.14	-57802.65	15.51312	0.0109735	0.0109735	0.0109735	0.0109735	0.0160007	0.0160007	0.0160007	0.0160007	-4.512268	0.3771438	0.004019407	0.1325112	0.003906698	0.003772011	0.02315709	0.006942124	0.03299444	0.01192445	0.02051661	0.01029695	0.0600742	0.0026594	0.0794778	0.529798	0.133725	0.170159	0.0157453	0.00836141	0.0638785	0.0638785	0.0638785	0.0638785	0.233509	0.233509	0.233509	0.233509	-2.750772	1.296239
16	-57810.33	-57823.14	12.80996	0.0109735	0.0109735	0.0109735	0.0109735	0.0533981	0.0533981	0.0533981	0.0533981	-4.512268	1.582288	0.004019407	0.09581053	0.008462767	0.003772011	0.03911919	0.01169482	0.03299444	0.01192445	0.06263814	0.009853834	0.0600742	0.0026594	0.0794778	0.529798	0.133725	0.170159	0.0157453	0.00836141	0.0648064	0.0648064	0.0648064	0.0648064	0.249346	0.249346	0.249346	0.249346	-2.736352	1.347436
17	-57807.89	-57820.7	12.81357	0.00917505	0.00917505	0.00917505	0.00917505	0.0446465	0.0446465	0.0446465	0.0446465	-4.691268	1.582288	0.003100723	0.107438	0.01176596	0.003772011	0.03911919	0.003974697	0.04088948	0.01816239	0.06334241	0.00566773	0.0523592	0.00231786	0.0692709	0.461759	0.116551	0.276731	0.0137232	0.00728759	0.0626144	0.0626144	0.0626144	0.0626144	0.240912	0.240912	0.240912	0.240912	-2.77076	1.347436
18	-57780.39	-57795.44	15.04764	0.0200359	0.0200359	0.0200359	0.0200359	0.0392042	0.0392042	0.0392042	0.0392042	-3.910229	0.6712577	0.003100723	0.1089681	0.006893907	0.003772011	0.02266899	0.01395458	0.04088948	0.0132754	0.06334241	0.00566773	0.0551897	0.00244317	0.0730156	0.46282	0.122852	0.261533	0.0144651	0.00768156	0.0626144	0.0626144	0.0626144	0.0626144	0.240912	0.240912	0.240912	0.240912	-2.77076	1.347436
19	-57793.29	-57808.3	15.00482	0.0181422	0.0181422	0.0181422	0.0181422	0.0430231	0.0430231	0.0430231	0.0430231	-4.009512	0.8634936	0.007287425	0.1177027	0.008478972	0.003772011	0.02266899	0.01202764	0.01137877	0.03349681	0.0786933	0.003956321	0.0545226	0.00241364	0.0721331	0.457226	0.133454	0.258372	0.0142902	0.00758871	0.0670984	0.0670984	0.0670984	0.0670984	0.258164	0.258164	0.258164	0.258164	-2.701595	1.347436
20	-57768.07	-57783.1	15.02928	0.0124623	0.0124623	0.0124623	0.0124623	0.0356484	0.0356484	0.0356484	0.0356484	-4.385046	1.050994	0.006414955	0.1617957	0.008478972	0.003772011	0.02266899	0.01202764	0.03625392	0.01022498	0.05115832	0.001462841	0.0504612	0.00223384	0.0667598	0.497658	0.123513	0.239126	0.0132257	0.00702342	0.06816	0.06816	0.06816	0.06816	0.262249	0.262249	0.262249	0.262249	-2.685897	1.347436
21	-57793.84	-57806.81	12.96956	0.00352028	0.00352028	0.00352028	0.00352028	0.00403183	0.00403183	0.00403183	0.00403183	-5.649216	0.1356818	0.01837629	0.2208795	0.01094519	0.002846001	0.02143281	0.01202764	0.03625392	0.01015416	0.05115832	0.001462841	0.0504612	0.00223384	0.0667598	0.497658	0.123513	0.239126	0.0132257	0.00702342	0.0668739	0.0668739	0.0668739	0.0668739	0.283115	0.283115	0.283115	0.283115	-2.704946	1.443042
22	-57787.06	-57802.98	15.92008	0.0109179	0.0109179	0.0109179	0.0109179	0.00776091	0.00776091	0.00776091	0.00776091	-4.517351	-0.3413051	0.009592294	0.1845222	0.01050278	0.002846001	0.01643121	0.01202764	0.02188389	0.01015416	0.05115832	0.001462841	0.0571199	0.00252861	0.194026	0.312913	0.139811	0.27068	0.014971	0.00795021	0.0767449	0.0767449	0.0767449	0.0767449	0.259163	0.259163	0.259163	0.259163	-2.567269	1.216972
23	-57781.21	-57795.02	13.80637	0.00922741	0.00922741	0.00922741	0.00922741	0.0023571	0.0023571	0.0023571	0.0023571	-4.685577	-1.364748	0.009592294	0.1253774	0.01050278	0.003916985	0.02533629	0.01202764	0.02188389	0.01015416	0.03235502	0.007242635	0.0860143	0.00270753	0.207755	0.335053	0.149704	0.194147	0.0160303	0.00858915	0.0691715	0.0691715	0.0691715	0.0691715	0.246611	0.246611	0.246611	0.246611	-2.671166	1.271223
24	-57786.89	-57800.69	13.80206	0.00612531	0.00612531	0.00612531	0.00612531	0.00170154	0.00170154	0.00170154	0.00170154	-5.095326	-1.280897	0.0003745985	0.1157522	0.006915464	0.002610054	0.02865414	0.01202764	0.01557086	0.01292621	0.02783003	0.007242635	0.0860143	0.00270753	0.207755	0.335053	0.149704	0.194147	0.0160303	0.00858915	0.0742357	0.0742357	0.0742357	0.0742357	0.23255	0.23255	0.23255	0.23255	-2.60051	1.141859
25	-57839.43	-57855.18	15.74038	0.0168235	0.0168235	0.0168235	0.0168235	0.00476546	0.00476546	0.00476546	0.00476546	-4.08498	-1.261381	0.0005417447	0.08676777	0.00843259	0.002610054	0.02962827	0.01202764	0.008054159	0.01300891	0.02783003	0.007242635	0.0860143	0.00270753	0.207755	0.335053	0.149704	0.194147	0.0160303	0.00858915	0.0755113	0.0755113	0.0755113	0.0755113	0.236546	0.236546	0.236546	0.236546	-2.583473	1.141859
26	-57853.59	-57870.15	16.56333	0.0333217	0.0333217	0.0333217	0.0333217	0.0094388	0.0094388	0.0094388	0.0094388	-3.401546	-1.261381	0.003372167	0.1179093	0.005344893	0.002297134	0.03274984	0.01344665	0.005952527	0.01415701	0.04756715	0.005140989	0.125839	0.00258955	0.198702	0.320454	0.143181	0.185687	0.0153318	0.00821489	0.0664212	0.0664212	0.0664212	0.0664212	0.20807	0.20807	0.20807	0.20807	-2.711739	1.141859
27	-57825.67	-57842.78	17.11826	0.0352718	0.0352718	0.0352718	0.0352718	0.0164145	0.0164145	0.0164145	0.0164145	-3.34467	-0.76492	0.0006971839	0.1328701	0.005344893	0.004853193	0.03274984	0.004462874	0.005952527	0.01761534	0.04756715	0.005140989	0.149812	0.00308287	0.0460536	0.381501	0.170457	0.221061	0.0182525	0.00977985	0.0758718	0.0758718	0.0758718	0.0758718	0.258096	0.258096	0.258096	0.258096	-2.57871	1.224287
28	-57804.97	-57823	18.03633	0.0172815	0.0172815	0.0172815	0.0172815	0.00866934	0.00866934	0.00866934	0.00866934	-4.058116	-0.6898472	0.01188652	0.1279471	0.009728502	0.001780016	0.02372486	0.005091096	0.02098422	0.01761534	0.04756715	0.0001100357	0.147662	0.00303862	0.0597444	0.376026	0.16801	0.217889	0.0179905	0.00963949	0.0758718	0.0758718	0.0758718	0.0758718	0.258096	0.258096	0.258096	0.258096	-2.57871	1.224287
29	-57798.89	-57817.13	18.23516	0.0330215	0.0330215	0.0330215	0.0330215	0.026223	0.026223	0.026223	0.026223	-3.410595	-0.2305243	0.01216972	0.1497649	0.009728502	0.001249818	0.02372486	0.005091096	0.03225689	0.01761534	0.06804618	0.0002342622	0.146334	0.00301129	0.0592071	0.372644	0.166499	0.215929	0.0178287	0.0185465	0.0758718	0.0758718	0.0758718	0.0758718	0.266002	0.266002	0.266002	0.266002	-2.57871	1.254458
30	-57805.55	-57822.97	17.41586	0.0162829	0.0162829	0.0162829	0.0162829	0.0288753	0.0288753	0.0288753	0.0288753	-4.117639	0.5728697	0.006946525	0.1505391	0.01102061	0.001201955	0.02372486	0.009058503	0.03225689	0.01761534	0.02691143	0.0002342622	0.163709	0.0446209	0.0662371	0.41689	0.0262814	0.241567	0.0199456	0.0207486	0.0758718	0.0758718	0.0758718	0.0758718	0.297667	0.297667	0.297667	0.297667	-2.57871	1.366929
31	-57797.86	-57811.13	13.27458	0.00266867	0.00266867	0.00266867	0.00266867	0.0081571	0.0081571	0.0081571	0.0081571	-5.926175	1.117308	0.00683171	0.1160927	0.006833173	0.001652206	0.0298708	0.009058503	0.03444673	0.01761534	0.02691143	0.0003997432	0.168241	0.0458562	0.0680707	0.400748	0.0270089	0.248255	0.0204978	0.021323	0.073088	0.073088	0.073088	0.073088	0.23962	0.23962	0.23962	0.23962	-2.61609	1.187387
32	-57813.37	-57824.54	11.17536	0.00436963	0.00436963	0.00436963	0.00436963	0.0178385	0.0178385	0.0178385	0.0178385	-5.433076	1.406678	0.01953179	0.122738	0.006833173	0.005640434	0.02315218	0.009058503	0.03444673	0.01761534	0.05716231	0.01765548	0.155039	0.0422577	0.114774	0.3693	0.0248895	0.228773	0.0453174	0.0196497	0.0675712	0.0675712	0.0675712	0.0675712	0.24375	0.24375	0.24375	0.24375	-2.694573	1.282963
33	-57806.84	-57819.76	12.92334	0.00436963	0.00436963	0.00436963	0.00436963	0.0114997	0.0114997	0.0114997	0.0114997	-5.433076	0.9676407	0.008977519	0.1162938	0.006285295	0.008133765	0.02315218	0.002823394	0.03444673	0.01761534	0.1000846	0.002072121	0.145752	0.0397264	0.167799	0.347179	0.0233986	0.21507	0.0426029	0.0184727	0.0675712	0.0675712	0.0675712	0.0675712	0.24375	0.24375	0.24375	0.24375	-2.694573	1.282963
34	-57840.59	-57856.56	15.96532	0.0201553	0.0201553	0.0201553	0.0201553	0.0274077	0.0274077	0.0274077	0.0274077	-3.904289	0.3073564	0.01949895	0.148797	0.006285295	0.008133765	0.02315218	0.002823394	0.03444673	0.01761534	0.1000846	0.002072121	0.212635	0.0579562	0.2448	0.0309537	0.0341358	0.330418	0.0621526	0.0269495	0.0706657	0.0706657	0.0706657	0.0706657	0.243715	0.243715	0.243715	0.243715	-2.649796	1.23804
35	-57833.35	-57849.5	16.15807	0.0142173	0.0142173	0.0142173	0.0142173	0.0101152	0.0101152	0.0101152	0.0101152	-4.253299	-0.3404149	0.02251253	0.1950545	0.006285295	0.002512509	0.02313741	0.002823394	0.03444673	0.01051028	0.1000846	0.002072121	0.179034	0.20682	0.206116	0.0260624	0.0287416	0.278204	0.0523312	0.0226909	0.0706657	0.0706657	0.0706657	0.0706657	0.285945	0.285945	0.285945	0.285945	-2.649796	1.397841
36	-57822.08	-57837.11	15.03076	0.0142173	0.0142173	0.0142173	0.0142173	0.0101152	0.0101152	0.0101152	0.0101152	-4.253299	-0.3404149	0.02251253	0.2211828	0.006907731	0.007653807	0.02313741	0.00917976	0.02868389	0.01051028	0.1000846	0.002072121	0.206135	0.104993	0.222623	0.0281495	0.0310433	0.301819	0.0807287	0.0245081	0.0729441	0.0729441	0.0729441	0.0729441	0.295165	0.295165	0.295165	0.295165	-2.618063	1.397841
