Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha	speciation_beta
0	-56188.71	-56184.05	-4.657399	0.0102553	0.0102553	0.174038	0.174038	-4.579963	2.831482	0.03562764	0.1687382	0.001544973	0.02199628	0.0517436	0.0933304	0.530543	0.324383	0.0769943	0.0769943	0.269271	0.269271	-2.564024	1.251987
1	-56118.19	-56111.03	-7.160715	0.00693202	0.00693202	0.117641	0.117641	-4.971603	2.831482	0.07080141	0.5533501	0.002945714	0.06810405	0.0517436	0.0933304	0.530543	0.324383	0.0769943	0.0769943	0.42225	0.42225	-2.564024	1.701867
2	-56138.99	-56135.93	-3.053385	0.009791	0.009791	0.0355871	0.0355871	-4.626292	1.290519	0.01645919	0.5533501	0.001771297	0.06810405	0.0326104	0.0588197	0.348419	0.560151	0.0769943	0.0769943	0.42225	0.42225	-2.564024	1.701867
3	-56480.74	-56477.38	-3.363564	0.0985407	0.0985407	0.3092	0.3092	-2.317285	1.143517	0.01645919	2.346326	0.009039841	0.04097522	0.0326104	0.0588197	0.348419	0.560151	0.172943	0.172943	0.948452	0.948452	-1.75479	1.701867
4	-56708.08	-56705.27	-2.815339	0.0802085	0.0802085	0.171536	0.171536	-2.523126	0.7601661	0.2099547	2.346326	0.009039841	0.04097522	0.0326104	0.0588197	0.348419	0.560151	0.177996	0.177996	0.651362	0.651362	-1.725996	1.297305
5	-56566.39	-56565.26	-1.122124	0.0333595	0.0333595	0.0226815	0.0226815	-3.400413	-0.3857926	0.02580312	2.063547	0.006504061	0.01313578	0.0311172	0.101916	0.332465	0.534502	0.169023	0.169023	0.326715	0.326715	-1.777718	0.6590516
6	-56538.78	-56538.99	0.2080924	0.0950775	0.0950775	0.0646443	0.0646443	-2.353063	-0.3857926	0.004205751	0.5422628	0.01818844	0.01216196	0.0506441	0.165871	0.541096	0.242389	0.169023	0.169023	0.380679	0.380679	-1.777718	0.8119207
7	-56744.64	-56743.59	-1.041832	0.0899257	0.0899257	0.0240208	0.0240208	-2.408771	-1.320066	0.1797344	1.043404	0.01141441	0.01216196	0.0338522	0.110874	0.693253	0.162021	0.174782	0.174782	0.393648	0.393648	-1.744219	0.8119207
8	-56850.92	-56848.7	-2.218181	0.0899257	0.0899257	0.0240208	0.0240208	-2.408771	-1.320066	0.0340384	0.9075375	0.03360511	0.0538629	0.403045	0.0277801	0.13476	0.434415	0.174782	0.174782	0.439445	0.439445	-1.744219	0.9219753
9	-56547.57	-56544.9	-2.678504	0.035366	0.035366	0.00944689	0.00944689	-3.342004	-1.320066	0.145612	0.9075375	0.02600716	0.0538629	0.155507	0.0887854	0.430695	0.325013	0.107311	0.107311	0.336436	0.336436	-2.232024	1.142676
10	-56886.12	-56883.08	-3.043037	0.076884	0.076884	0.153056	0.153056	-2.565458	0.6885047	0.1451837	0.9075375	0.03397704	0.2752618	0.0635399	0.0814806	0.556707	0.298272	0.107311	0.107311	0.402853	0.402853	-2.232024	1.322842
11	-57071.26	-57067.69	-3.563513	0.076884	0.076884	0.153056	0.153056	-2.565458	0.6885047	0.3747402	0.9714708	0.03397704	0.3641878	0.0159229	0.0856237	0.585015	0.313439	0.0950063	0.0950063	0.356661	0.356661	-2.353812	1.322842
12	-57059.12	-57055.5	-3.626638	0.0461265	0.0461265	0.05828	0.05828	-3.076368	0.2338709	0.4556503	0.9714708	0.03397704	0.3641878	0.0167965	0.13206	0.520508	0.330636	0.0878367	0.0878367	0.329745	0.329745	-2.432276	1.322842
13	-57090.14	-57086.87	-3.263994	0.0505117	0.0505117	0.0638206	0.0638206	-2.98555	0.2338709	0.4151267	0.7198394	0.03397704	0.3641878	0.0406794	0.241685	0.224388	0.493248	0.0878367	0.0878367	0.322135	0.322135	-2.432276	1.299491
14	-56755.18	-56753.25	-1.929617	0.071367	0.071367	0.0901709	0.0901709	-2.639919	0.2338709	0.1216533	0.2862065	0.03397704	0.1960713	0.0406794	0.241685	0.224388	0.493248	0.096489	0.096489	0.353866	0.353866	-2.338326	1.299491
15	-56724.97	-56722.24	-2.731012	0.0990912	0.0990912	0.1252	0.1252	-2.311715	0.2338709	0.1216533	0.8200782	0.03397704	0.1960713	0.228336	0.299507	0.278072	0.194085	0.096489	0.096489	0.480478	0.480478	-2.338326	1.605353
16	-56871.1	-56868.26	-2.839602	0.0918548	0.0918548	0.116057	0.116057	-2.387547	0.2338709	0.6593564	0.8200782	0.02341722	0.1960713	0.344969	0.203418	0.265973	0.18564	0.0774542	0.0774542	0.298687	0.298687	-2.558069	1.349709
17	-56966.13	-56963.28	-2.850007	0.0876704	0.0876704	0.11077	0.11077	-2.434171	0.2338709	0.6593564	0.793948	0.02341722	0.1960713	0.156873	0.198453	0.559172	0.0855025	0.0851666	0.0851666	0.344152	0.344152	-2.463146	1.396474
18	-56834.04	-56831.11	-2.92371	0.126577	0.126577	0.159927	0.159927	-2.066906	0.2338709	0.06523395	0.8062163	0.0243229	0.1960713	0.0869454	0.214912	0.605548	0.0925939	0.0779917	0.0779917	0.577917	0.577917	-2.551153	2.002828
19	-57077.06	-57071.99	-5.070256	0.126577	0.126577	0.142169	0.142169	-2.066906	0.1161706	0.5091815	2.525718	0.0243229	0.1960713	0.092643	0.228996	0.5797	0.0986617	0.0763963	0.0763963	0.566095	0.566095	-2.571822	2.002828
20	-56588.21	-56582.69	-5.527027	0.0676118	0.0676118	0.0759407	0.0759407	-2.693973	0.1161706	0.5091815	5.34649	0.007679008	0.0867878	0.0120576	0.353864	0.060796	0.573282	0.136819	0.136819	0.276734	0.276734	-1.989095	0.7043958
21	-57070.11	-57065.86	-4.258106	0.0676118	0.0676118	0.0759407	0.0759407	-2.693973	0.1161706	3.684137	0.7054777	0.02798017	0.05503403	0.020807	0.610637	0.104911	0.263645	0.136471	0.136471	0.223844	0.223844	-1.991645	0.4948374
22	-56586.15	-56581.51	-4.640161	0.145457	0.145457	0.0981513	0.0981513	-1.927874	-0.3933715	5.593555	0.3104346	0.002687466	0.05503403	0.015179	0.643774	0.148713	0.192334	0.115849	0.115849	0.193929	0.193929	-2.155471	0.5152078
23	-56367.18	-56368	0.817751	0.0314577	0.0314577	0.021227	0.021227	-3.459111	-0.3933715	0.06649114	0.5120578	0.002687466	0.02105697	0.0171805	0.728661	0.0590226	0.195136	0.126451	0.126451	0.201077	0.201077	-2.067901	0.463834
24	-56459.97	-56460.31	0.3430501	0.0636613	0.0636613	0.0395373	0.0395373	-2.754179	-0.4763315	0.4159621	0.7984476	0.003900735	0.02105697	0.0244759	0.182828	0.741026	0.0516703	0.138806	0.138806	0.220723	0.220723	-1.97468	0.463834
25	-56502.27	-56503.35	1.08281	0.0636613	0.0636613	0.0395373	0.0395373	-2.754179	-0.4763315	0.2032089	0.8090264	0.001290489	0.02105697	0.228279	0.144632	0.586213	0.0408755	0.132156	0.132156	0.216401	0.216401	-2.023772	0.493148
26	-56639.37	-56640.47	1.094878	0.0406557	0.0406557	0.0252495	0.0252495	-3.202616	-0.4763315	0.3212269	1.29485	0.0002505524	0.02105697	0.272225	0.172475	0.506555	0.0487445	0.124717	0.124717	0.204219	0.204219	-2.081711	0.493148
27	-56459.27	-56459.37	0.09688891	0.0406557	0.0406557	0.0252495	0.0252495	-3.202616	-0.4763315	0.3827848	1.29485	0.002341832	0.02105697	0.176778	0.112002	0.679566	0.0316538	0.128032	0.128032	0.173744	0.173744	-2.055471	0.3053007
