Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha	speciation_beta
0	-55821.03	-55817.79	-3.238771	0.00557146	0.00557146	0.00177752	0.00177752	-5.190098	-1.142439	0.001827119	0.122375	0.004160068	0.03789771	0.556322	0.0715929	0.152254	0.219832	0.0635929	0.0635929	0.233266	0.233266	-2.755254	1.299678
1	-55821.88	-55818.31	-3.568895	0.00413779	0.00413779	0.00178459	0.00178459	-5.487595	-0.8409697	0.002151479	0.122375	0.004081826	0.0390097	0.260576	0.0457513	0.283844	0.409828	0.0657384	0.0657384	0.236619	0.236619	-2.722071	1.280768
2	-55821.94	-55819.92	-2.016046	0.00966212	0.00966212	0.00348052	0.00348052	-4.639542	-1.021032	0.002602312	0.1324052	0.004081826	0.03626892	0.165184	0.240263	0.334755	0.259797	0.066348	0.066348	0.238813	0.238813	-2.712842	1.280768
3	-55821.61	-55818.47	-3.13776	0.00558694	0.00558694	0.00201254	0.00201254	-5.187324	-1.021032	0.002602312	0.125561	0.00521062	0.03626892	0.0485114	0.41913	0.290182	0.242176	0.0681593	0.0681593	0.240813	0.240813	-2.685908	1.262172
4	-55820.74	-55818.12	-2.620817	0.00558694	0.00558694	0.00372693	0.00372693	-5.187324	-0.4048456	0.002772574	0.1278139	0.004284216	0.03626892	0.0316445	0.44711	0.189289	0.331956	0.067112	0.067112	0.240574	0.240574	-2.701393	1.276663
5	-55822.11	-55819.05	-3.052804	0.0046599	0.0046599	0.00310853	0.00310853	-5.368761	-0.4048456	0.00386108	0.1235972	0.004561098	0.03626892	0.0316445	0.44711	0.189289	0.331956	0.067112	0.067112	0.243954	0.243954	-2.701393	1.290617
6	-55820.79	-55817.08	-3.70899	0.00344805	0.00344805	0.00271007	0.00271007	-5.669948	-0.2408319	0.00209996	0.1111037	0.004561098	0.03626892	0.0152963	0.744584	0.0914983	0.148621	0.0625686	0.0625686	0.228034	0.228034	-2.771491	1.293231
7	-55826.27	-55821.93	-4.345012	0.00267792	0.00267792	0.00241306	0.00241306	-5.922713	-0.1041449	0.000606692	0.1019579	0.004561098	0.0385368	0.304487	0.410642	0.0504618	0.234409	0.0625686	0.0625686	0.228034	0.228034	-2.771491	1.293231
8	-55823.39	-55819.22	-4.165384	0.00293387	0.00293387	0.0031815	0.0031815	-5.831432	0.08103073	0.002421952	0.1103087	0.004561098	0.04152047	0.112907	0.188059	0.0231097	0.675924	0.0611668	0.0611668	0.222925	0.222925	-2.794151	1.293231
9	-55821	-55817.95	-3.047312	0.00496325	0.00496325	0.00769099	0.00769099	-5.305694	0.4379883	0.002421952	0.1242474	0.004911465	0.04152047	0.0839776	0.229117	0.0227087	0.664197	0.0655906	0.0655906	0.239048	0.239048	-2.724323	1.293231
10	-55820.58	-55816.4	-4.173838	0.00304546	0.00304546	0.00344374	0.00344374	-5.794105	0.1229063	0.001835471	0.1242474	0.004911465	0.04328098	0.117322	0.32009	0.0317255	0.530862	0.064292	0.064292	0.24436	0.24436	-2.74432	1.335208
11	-55820.9	-55816.88	-4.019192	0.00304546	0.00304546	0.00344374	0.00344374	-5.794105	0.1229063	0.003524988	0.129158	0.004328967	0.03701692	0.423967	0.245345	0.0243172	0.30637	0.0660117	0.0660117	0.249609	0.249609	-2.717923	1.330065
