Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha	speciation_beta
0	-56086.18	-56084.13	-2.053606	0.0151473	0.0151473	0.0152777	0.0152777	-4.189936	0.008574326	0.0420862	0.6658445	0.008740408	0.03012764	0.188059	0.06967	0.154877	0.587394	0.0840243	0.0840243	0.465609	0.465609	-2.476649	1.712241
1	-56101.77	-56100.54	-1.229543	0.0301658	0.0301658	0.0304256	0.0304256	-3.501046	0.008574326	0.03888166	0.4917519	0.01109001	0.03012764	0.303981	0.0359918	0.0768508	0.583177	0.0873815	0.0873815	0.484213	0.484213	-2.437472	1.712241
2	-56092.75	-56092.24	-0.5071609	0.0301658	0.0301658	0.0647401	0.0647401	-3.501046	0.7636718	0.0438696	0.4917519	0.002188248	0.01909249	0.744229	0.0835968	0.16822	0.00395504	0.0806776	0.0806776	0.461204	0.461204	-2.517294	1.743379
3	-56043.03	-56043.11	0.08575945	0.0301658	0.0301658	0.0470514	0.0470514	-3.501046	0.4445322	0.02178246	0.2190792	0.001997913	0.0214297	0.809191	0.086418	0.100303	0.00408851	0.0782276	0.0782276	0.394797	0.394797	-2.548133	1.618748
4	-55987.5	-55986.91	-0.5959063	0.0301658	0.0301658	0.0235087	0.0235087	-3.501046	-0.2493375	0.01329794	0.2665466	0.002234361	0.06120158	0.666015	0.151263	0.175566	0.00715638	0.0570145	0.0570145	0.287739	0.287739	-2.86445	1.618748
5	-55952.71	-55952.39	-0.3214685	0.0245381	0.0245381	0.017233	0.017233	-3.707528	-0.3534038	0.04276737	0.1771514	0.002234361	0.04704123	0.698878	0.158727	0.134885	0.0075095	0.0609228	0.0609228	0.235119	0.235119	-2.798148	1.350486
6	-56268.76	-56269.79	1.029143	0.0742854	0.0742854	0.0922664	0.0922664	-2.599841	0.2167665	0.02734702	0.2760038	0.001856459	0.04704123	0.322785	0.275142	0.398604	0.00346835	0.110864	0.110864	0.247163	0.247163	-2.199451	0.801744
7	-56049.34	-56049.52	0.1729824	0.0311966	0.0311966	0.0387478	0.0387478	-3.467447	0.2167665	0.02235539	0.119674	0.004166196	0.04704123	0.322785	0.275142	0.398604	0.00346835	0.102753	0.102753	0.269703	0.269703	-2.275425	0.9649915
8	-56092.68	-56090.64	-2.043688	0.00741937	0.00741937	0.00846014	0.00846014	-4.903661	0.1312711	0.04940817	0.377251	0.004166196	0.04704123	0.193881	0.761619	0.0348996	0.00960071	0.102753	0.102753	0.269703	0.269703	-2.275425	0.9649915
9	-56079.03	-56078.67	-0.3628496	0.0112721	0.0112721	0.0128533	0.0128533	-4.485429	0.1312711	0.01881976	0.2779905	0.0007978301	0.04704123	0.0371098	0.909736	0.0416867	0.0114678	0.102753	0.102753	0.269703	0.269703	-2.275425	0.9649915
