Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha	speciation_beta
0	-55824.7	-55822.14	-2.561575	0.00766134	0.00766134	0.0175415	0.0175415	-4.871569	0.8283823	0.002584957	0.1379411	0.006011887	0.03630935	0.241766	0.350256	0.335265	0.0727133	0.0631079	0.0631079	0.250118	0.250118	-2.76291	1.377085
1	-55826.96	-55823.66	-3.309769	0.00618801	0.00618801	0.019114	0.019114	-5.085142	1.127806	0.004566364	0.1528081	0.005837872	0.03630935	0.546205	0.177339	0.169749	0.106707	0.0631079	0.0631079	0.260622	0.260622	-2.76291	1.418227
2	-55825.24	-55820.4	-4.841736	0.00295852	0.00295852	0.00913851	0.00913851	-5.823065	1.127806	0.005733577	0.1572345	0.004390203	0.03630935	0.408877	0.212696	0.136988	0.241439	0.0647794	0.0647794	0.267525	0.267525	-2.736768	1.418227
3	-55825.72	-55821.75	-3.966749	0.00503732	0.00503732	0.00131407	0.00131407	-5.29088	-1.343746	0.00640887	0.1572345	0.004860405	0.03630935	0.465756	0.149968	0.156045	0.228232	0.062203	0.062203	0.26827	0.26827	-2.777351	1.46159
4	-55824.52	-55822.47	-2.056215	0.00914599	0.00914599	0.0183659	0.0183659	-4.69444	0.6971809	0.005368664	0.1572345	0.004860405	0.03630935	0.294898	0.296001	0.261715	0.147387	0.0664135	0.0664135	0.266538	0.266538	-2.711855	1.389614
5	-55823.8	-55821.76	-2.0348	0.00914599	0.00914599	0.0183659	0.0183659	-4.69444	0.6971809	0.004411371	0.1485551	0.005115749	0.03466293	0.701984	0.0211785	0.0173604	0.259478	0.0680329	0.0680329	0.271387	0.271387	-2.687763	1.383553
6	-55822.04	-55820.21	-1.824234	0.00914599	0.00914599	0.00912716	0.00912716	-4.69444	-0.002060184	0.004411371	0.1485551	0.00465336	0.04124497	0.701984	0.0211785	0.0173604	0.259478	0.0653389	0.0653389	0.254272	0.254272	-2.728168	1.358818
7	-55825.26	-55822.06	-3.202669	0.00619126	0.00619126	0.00183095	0.00183095	-5.084616	-1.218306	0.004211341	0.1558211	0.005821186	0.02774054	0.710832	0.0406981	0.0128592	0.235611	0.0653389	0.0653389	0.254272	0.254272	-2.728168	1.358818
8	-55827.71	-55825.35	-2.359499	0.00672359	0.00672359	0.00696834	0.00696834	-5.002133	0.03575526	0.009104714	0.1493194	0.005622378	0.03229647	0.710832	0.0406981	0.0128592	0.235611	0.0653389	0.0653389	0.254272	0.254272	-2.728168	1.358818
9	-55824.55	-55821.31	-3.242974	0.0056206	0.0056206	0.0017774	0.0017774	-5.181316	-1.151285	0.00339934	0.1549664	0.004059148	0.03386969	0.677409	0.0858046	0.0122546	0.224532	0.0653389	0.0653389	0.254272	0.254272	-2.728168	1.358818
10	-55828.22	-55823.22	-5.000355	0.0056206	0.0056206	0.000660994	0.000660994	-5.181316	-2.140449	0.007243929	0.1587626	0.004059148	0.04159994	0.0139871	0.0993884	0.560418	0.326206	0.0653389	0.0653389	0.257133	0.257133	-2.728168	1.370004
11	-55828.74	-55824.45	-4.29109	0.00848531	0.00848531	0.000997889	0.000997889	-4.769419	-2.140449	0.007243929	0.1605317	0.005321401	0.04159994	0.00932283	0.224241	0.373535	0.392901	0.066758	0.066758	0.250572	0.250572	-2.706682	1.322671
12	-55825.58	-55823.74	-1.839167	0.0099889	0.0099889	0.00515254	0.00515254	-4.606281	-0.6619845	0.002863414	0.1211509	0.00571302	0.0350712	0.0159749	0.355383	0.490467	0.138175	0.066758	0.066758	0.250572	0.250572	-2.706682	1.322671
13	-55821	-55819.21	-1.795939	0.0115031	0.0115031	0.0047415	0.0047415	-4.465142	-0.8862605	0.002027343	0.1255588	0.00571302	0.0350712	0.0131078	0.291602	0.281052	0.414238	0.0652417	0.0652417	0.24488	0.24488	-2.729657	1.322671
14	-55818.44	-55815.26	-3.178575	0.00526768	0.00526768	0.00233949	0.00233949	-5.246166	-0.811658	0.004471912	0.1349657	0.004584471	0.03932064	0.0186724	0.415395	0.400366	0.165567	0.0634831	0.0634831	0.247363	0.247363	-2.756982	1.360084
15	-55821.51	-55820.22	-1.292478	0.0151175	0.0151175	0.00671402	0.00671402	-4.1919	-0.811658	0.001828185	0.1315143	0.004584471	0.03932064	0.0310426	0.028103	0.665602	0.275252	0.0644968	0.0644968	0.241856	0.241856	-2.741139	1.321726
16	-55822.83	-55821.43	-1.401768	0.0116385	0.0116385	0.00876935	0.00876935	-4.453438	-0.2830544	0.001370015	0.1157857	0.005300048	0.03657442	0.0303145	0.0274438	0.64999	0.292252	0.0644968	0.0644968	0.241856	0.241856	-2.741139	1.321726
17	-55825.67	-55823.41	-2.256173	0.00710402	0.00710402	0.00535273	0.00535273	-4.947095	-0.2830544	0.003145071	0.1132938	0.005681064	0.03657442	0.184154	0.13061	0.240632	0.444604	0.0659843	0.0659843	0.240985	0.240985	-2.718339	1.295317
18	-55822.53	-55819.59	-2.941249	0.00486491	0.00486491	0.00525734	0.00525734	-5.325707	0.07757652	0.003145071	0.1403721	0.004882895	0.03657442	0.1064	0.0254571	0.039149	0.828994	0.0699206	0.0699206	0.258754	0.258754	-2.660395	1.308517
19	-55827.47	-55826.43	-1.046991	0.0138943	0.0138943	0.0150151	0.0150151	-4.276276	0.07757652	0.003382904	0.1113368	0.004882895	0.03657442	0.116545	0.30161	0.0428819	0.538963	0.0639822	0.0639822	0.236778	0.236778	-2.749151	1.308517
