Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha	speciation_beta
0	-57479.73	-57482.93	3.202095	0.0377362	0.0377362	0.0264779	0.0264779	-3.277134	-0.35431	0.2312714	0.03404651	0.03049102	7.606609e-05	0.270549	0.102639	0.484269	0.142544	0.143285	0.143285	0.159736	0.159736	-1.942917	0.1086856
1	-57669.88	-57673.04	3.155482	0.0816146	0.0816146	0.0663596	0.0663596	-2.505747	-0.2069205	1.171333	0.01078705	0.004854854	0.0001699352	0.24792	0.105823	0.499292	0.146966	0.143285	0.143285	0.16558	0.16558	-1.942917	0.1446177
2	-57818.2	-57821.72	3.519014	0.0893764	0.0893764	0.0726706	0.0726706	-2.414898	-0.2069205	0.8934897	0.01500486	0.004854854	0.0001699352	0.250942	0.107113	0.493188	0.148757	0.123836	0.123836	0.136297	0.136297	-2.088794	0.09587901
3	-57638.99	-57642.11	3.125207	0.0893764	0.0893764	0.0726706	0.0726706	-2.414898	-0.2069205	0.252041	0.3291481	0.004854854	0.0006268813	0.139448	0.18349	0.14655	0.530512	0.137768	0.137768	0.158837	0.158837	-1.982185	0.1423048
4	-57155.46	-57154.68	-0.7849839	0.0358659	0.0358659	0.00587644	0.00587644	-3.327967	-1.808837	1.263842	0.0258388	0.009686226	0.003732441	0.377291	0.178937	0.142914	0.300857	0.126256	0.126256	0.144363	0.144363	-2.069441	0.1340142
5	-57063.01	-57062.51	-0.4982331	0.0555139	0.0555139	0.00909566	0.00909566	-2.891121	-1.808837	0.5296684	0.07853392	0.01792072	0.006981152	0.0591232	0.270364	0.215935	0.454578	0.105052	0.105052	0.124342	0.124342	-2.253303	0.1685803
6	-57127.93	-57125.44	-2.490309	0.032403	0.032403	0.00530905	0.00530905	-3.429505	-1.808837	0.6924626	0.3477718	0.01792072	0.05064141	0.0591232	0.270364	0.215935	0.454578	0.105732	0.105732	0.152154	0.152154	-2.24685	0.3639847
7	-57216.38	-57211.97	-4.41243	0.0119386	0.0119386	0.00195608	0.00195608	-4.427977	-1.808837	1.576856	0.02759197	0.02158951	0.05936097	0.0459477	0.210114	0.167815	0.576124	0.0860752	0.0860752	0.123867	0.123867	-2.452534	0.3639847
8	-57214.21	-57210.25	-3.964234	0.0124147	0.0124147	0.00203408	0.00203408	-4.388875	-1.808837	1.576856	0.09460794	0.01073263	0.05936097	0.0505167	0.380568	0.303954	0.264961	0.106032	0.106032	0.139384	0.139384	-2.244019	0.2734966
9	-56830.06	-56827.76	-2.300476	0.0124147	0.0124147	0.00203408	0.00203408	-4.388875	-1.808837	0.1555404	0.2436051	0.01073263	0.01563723	0.195292	0.219794	0.319404	0.26551	0.097004	0.097004	0.175775	0.175775	-2.333003	0.5944538
10	-56830.77	-56828.18	-2.582401	0.0124147	0.0124147	0.00203408	0.00203408	-4.388875	-1.808837	0.1798738	0.3764496	0.01073263	0.0153506	0.488008	0.22099	0.158907	0.132095	0.097906	0.097906	0.202925	0.202925	-2.323748	0.7288304
11	-57068.53	-57068.62	0.08941379	0.059941	0.059941	0.077888	0.077888	-2.814395	0.2619113	0.4189832	0.6435651	0.01073263	0.0153506	0.583451	0.0150088	0.189986	0.211554	0.10207	0.10207	0.189801	0.189801	-2.282094	0.6203128
12	-57086.83	-57086.92	0.09061997	0.0697057	0.0697057	0.0353631	0.0353631	-2.663473	-0.6786134	0.6351116	0.4236015	0.01073263	0.0153506	0.508783	0.0136805	0.173172	0.304365	0.0908324	0.0908324	0.145506	0.145506	-2.398739	0.4712015
13	-57105.6	-57106.05	0.4466956	0.160992	0.160992	0.0816745	0.0816745	-1.8264	-0.6786134	0.5157548	0.1252225	0.01073263	0.0153506	0.269529	0.346452	0.139259	0.24476	0.1264	0.1264	0.202483	0.202483	-2.068301	0.4712015
14	-56797.29	-56795.87	-1.419443	0.00770604	0.00770604	0.012966	0.012966	-4.865751	0.5203241	0.01531583	0.1651574	0.01073263	0.02138861	0.15827	0.182776	0.238961	0.419994	0.0967811	0.0967811	0.155035	0.155035	-2.335303	0.4712015
15	-56928.38	-56926.49	-1.889615	0.00936216	0.00936216	0.0120934	0.0120934	-4.67108	0.2559806	0.562822	0.3448957	0.01145948	0.02138861	0.0842856	0.23569	0.138439	0.541585	0.0776517	0.0776517	0.142695	0.142695	-2.555522	0.6084762
16	-57004.82	-57004.25	-0.5734184	0.0928781	0.0928781	0.0267745	0.0267745	-2.376467	-1.243838	0.409002	0.1481659	0.01145948	0.02138861	0.0907892	0.245245	0.0805911	0.583375	0.0776517	0.0776517	0.193364	0.193364	-2.555522	0.9123392
17	-56546.37	-56541.71	-4.657113	0.0292711	0.0292711	0.0014235	0.0014235	-3.531155	-3.023481	0.03959758	0.1481659	0.01145948	0.02138861	0.0985909	0.266319	0.00158495	0.633505	0.0776517	0.0776517	0.218271	0.218271	-2.555522	1.033504
18	-56899.98	-56897.09	-2.894008	0.0810172	0.0810172	0.00551807	0.00551807	-2.513094	-2.686633	0.1294805	0.3157102	0.01145948	0.01772766	0.0746814	0.201733	0.00120058	0.722385	0.129357	0.129357	0.23309	0.23309	-2.045176	0.5888451
19	-56766.99	-56766.53	-0.460106	0.0810172	0.0810172	0.017016	0.017016	-2.513094	-1.560504	0.001729101	0.1900024	0.02139533	0.01772766	0.100993	0.120833	0.345486	0.432689	0.134335	0.134335	0.214896	0.214896	-2.007416	0.4698134
20	-57073.33	-57073.63	0.3046107	0.024041	0.024041	0.0157453	0.0157453	-3.727993	-0.4232225	0.1717703	0.1900024	0.004844504	0.03944072	0.0109542	0.127013	0.382716	0.479316	0.134335	0.134335	0.179766	0.179766	-2.007416	0.2913167
21	-56902.55	-56902.91	0.3600959	0.024041	0.024041	0.0190699	0.0190699	-3.727993	-0.231649	0.006885623	0.1100748	0.008304588	0.03996244	0.0203557	0.236022	0.711184	0.0324379	0.112622	0.112622	0.150709	0.150709	-2.18372	0.2913167
22	-57032.81	-57033.04	0.2222018	0.024041	0.024041	0.0190699	0.0190699	-3.727993	-0.231649	0.02680031	0.07754526	0.01016215	0.03996244	0.0276879	0.284573	0.643617	0.0441222	0.145325	0.145325	0.194473	0.194473	-1.92878	0.2913167
23	-56981.5	-56982.01	0.5140745	0.024041	0.024041	0.0532047	0.0532047	-3.727993	0.7943847	0.01922786	0.2442553	0.01016215	0.00707317	0.0404713	0.41596	0.479075	0.0644933	0.145325	0.145325	0.227988	0.227988	-1.92878	0.4503184
24	-57106.91	-57104.08	-2.829835	0.0343502	0.0343502	0.187492	0.187492	-3.371146	1.697125	0.4169307	2.291966	0.0127344	0.00707317	0.0378052	0.211501	0.690449	0.0602446	0.132842	0.132842	0.208404	0.208404	-2.018597	0.4503184
25	-57059.25	-57053.84	-5.407451	0.0343502	0.0343502	0.0430418	0.0430418	-3.371146	0.2255635	2.691493	3.359986	0.0127344	0.02607539	0.0943923	0.150454	0.674654	0.0804996	0.132842	0.132842	0.203944	0.203944	-2.018597	0.4286854
