Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha	speciation_beta
0	-56504.5	-56504.42	-0.08322747	0.0524284	0.0524284	0.0661965	0.0661965	-2.948306	0.2331784	0.02066375	0.220918	0.01262661	0.01943514	0.378536	0.132291	0.180694	0.308479	0.0911274	0.0911274	0.354643	0.354643	-2.395497	1.358855
1	-56620.9	-56616.77	-4.134302	0.00404032	0.00404032	0.00510134	0.00510134	-5.511431	0.2331784	0.001959556	0.2961445	0.02621064	0.01943514	0.197029	0.548356	0.0940516	0.160564	0.0911274	0.0911274	0.376176	0.376176	-2.395497	1.417798
2	-56588.22	-56584.59	-3.633073	0.010516	0.010516	0.0545833	0.0545833	-4.554857	1.64683	0.01197661	0.2035657	0.02862565	0.02139814	0.197029	0.548356	0.0940516	0.160564	0.0701568	0.0701568	0.289609	0.289609	-2.657022	1.417798
3	-56450.7	-56447.51	-3.197917	0.010516	0.010516	0.0545833	0.0545833	-4.554857	1.64683	0.02532738	0.2035657	0.01196989	0.02156719	0.144107	0.307854	0.350242	0.197797	0.0701568	0.0701568	0.289609	0.289609	-2.657022	1.417798
4	-56511.76	-56509.59	-2.168755	0.0221963	0.0221963	0.11521	0.11521	-3.807827	1.64683	0.02989653	0.2743147	0.01196989	0.01435897	0.173965	0.195581	0.422808	0.207646	0.0765959	0.0765959	0.362074	0.362074	-2.569212	1.553305
5	-56500.78	-56498.43	-2.353364	0.00917575	0.00917575	0.0328868	0.0328868	-4.691191	1.276507	0.01186693	0.2227598	0.004632787	0.02813511	0.0542677	0.129163	0.662874	0.153696	0.0728293	0.0728293	0.249667	0.249667	-2.619638	1.232008
6	-56500.01	-56498.37	-1.635461	0.00917575	0.00917575	0.00449979	0.00449979	-4.691191	-0.7125337	0.02794533	0.2227598	0.005338038	0.0181614	0.179918	0.327393	0.103113	0.389577	0.067381	0.067381	0.223001	0.223001	-2.697391	1.196814
7	-56480	-56477.85	-2.14508	0.00917575	0.00917575	0.0115853	0.0115853	-4.691191	0.2331703	0.007117602	0.1252172	0.02189951	0.0181614	0.189905	0.345567	0.0533257	0.411203	0.067381	0.067381	0.254543	0.254543	-2.697391	1.329106
8	-56549.1	-56549.94	0.8397049	0.062966	0.062966	0.0795006	0.0795006	-2.765161	0.2331703	0.009823472	0.1220863	0.004391521	0.01469512	0.550441	0.191771	0.0295929	0.228195	0.0856696	0.0856696	0.312267	0.312267	-2.457257	1.293359
9	-56506.7	-56506.55	-0.1565413	0.0155972	0.0155972	0.0196929	0.0196929	-4.160665	0.2331703	0.02450754	0.1803408	0.002684153	0.01469512	0.384503	0.120675	0.351225	0.143596	0.0743893	0.0743893	0.267992	0.267992	-2.598443	1.281647
