Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha	speciation_beta
0	-56438.77	-56436.35	-2.41718	0.0115055	0.0115055	0.0434839	0.0434839	-4.464926	1.329561	0.01004477	0.09600857	0.01065185	0.02538268	0.211327	0.422572	0.161013	0.205088	0.0602896	0.0602896	0.22201	0.22201	-2.808595	1.303561
1	-56419.79	-56417.6	-2.191787	0.0115055	0.0115055	0.0434839	0.0434839	-4.464926	1.329561	0.007430124	0.108365	0.0106236	0.01949356	0.17838	0.512596	0.13591	0.173114	0.0737813	0.0737813	0.261458	0.261458	-2.606649	1.265169
2	-56433.63	-56432.07	-1.5684	0.0135271	0.0135271	0.0151079	0.0151079	-4.303059	0.1105229	0.001368141	0.1998429	0.0106236	0.02800243	0.286397	0.217451	0.21821	0.277942	0.0660412	0.0660412	0.284174	0.284174	-2.717477	1.459309
3	-56421.48	-56420.08	-1.402989	0.0135271	0.0135271	0.0151079	0.0151079	-4.303059	0.1105229	0.003658021	0.2157177	0.007905071	0.02800243	0.736559	0.100843	0.101195	0.0614022	0.0756903	0.0756903	0.325694	0.325694	-2.581105	1.459309
4	-56393.23	-56391.34	-1.885583	0.00973579	0.00973579	0.00445969	0.00445969	-4.631946	-0.7807301	0.005847747	0.1904843	0.007905071	0.0202391	0.736559	0.100843	0.101195	0.0614022	0.0756903	0.0756903	0.284295	0.284295	-2.581105	1.323362
5	-56406.5	-56406.12	-0.3822713	0.032223	0.032223	0.0144803	0.0144803	-3.435075	-0.799891	0.005072099	0.2032517	0.007905071	0.01743024	0.470847	0.244975	0.24583	0.0383477	0.0772376	0.0772376	0.302383	0.302383	-2.560869	1.364807
6	-56433.9	-56434.04	0.1346693	0.032223	0.032223	0.0290633	0.0290633	-3.435075	-0.103203	0.005910077	0.1543529	0.008680894	0.0130847	0.58009	0.0612543	0.302866	0.0557893	0.0772376	0.0772376	0.286444	0.286444	-2.560869	1.310656
7	-56380.95	-56379.91	-1.034729	0.013957	0.013957	0.0125885	0.0125885	-4.271771	-0.103203	0.002050668	0.1496177	0.008680894	0.0202638	0.14966	0.340684	0.430379	0.0792776	0.0705173	0.0705173	0.261521	0.261521	-2.651897	1.310656
8	-56389.78	-56389.07	-0.7157667	0.0196346	0.0196346	0.0177093	0.0177093	-3.930463	-0.103203	0.006500967	0.1577565	0.006605019	0.02552801	0.139554	0.31768	0.468842	0.0739245	0.0662393	0.0662393	0.274637	0.274637	-2.714481	1.422174
9	-56397.9	-56396.98	-0.9227215	0.0166648	0.0166648	0.0150308	0.0150308	-4.094454	-0.103203	0.0006533838	0.09908937	0.006605019	0.02552801	0.166011	0.188325	0.557725	0.0879391	0.0545727	0.0545727	0.226265	0.226265	-2.908222	1.422174
10	-56388.75	-56385.2	-3.553629	0.00430403	0.00430403	0.00628781	0.00628781	-5.448203	0.3790604	0.002423977	0.1313261	0.006605019	0.02687549	0.351705	0.146393	0.433543	0.0683588	0.0545727	0.0545727	0.248474	0.248474	-2.908222	1.515803
11	-56409.92	-56406.23	-3.681734	0.00497518	0.00497518	0.00207767	0.00207767	-5.303293	-0.8732167	0.0008974306	0.1313261	0.006887571	0.02687549	0.137937	0.0891679	0.19989	0.573005	0.0526566	0.0526566	0.266176	0.266176	-2.943963	1.620364
12	-56422.62	-56420.44	-2.184748	0.00797867	0.00797867	0.0056872	0.0056872	-4.830984	-0.3385535	0.007625157	0.09237763	0.006887571	0.0169977	0.220488	0.142532	0.166469	0.47051	0.0462144	0.0462144	0.227704	0.227704	-3.074463	1.594755
13	-56410.74	-56408.59	-2.147754	0.00797867	0.00797867	0.00693695	0.00693695	-4.830984	-0.1399099	0.000736334	0.1158873	0.007306031	0.01600653	0.305356	0.197394	0.230544	0.266705	0.046636	0.046636	0.229781	0.229781	-3.065382	1.594755
14	-56408.52	-56406.31	-2.213399	0.00765226	0.00765226	0.0062114	0.0062114	-4.872754	-0.2086148	0.00786455	0.1235562	0.006465225	0.01631782	0.330259	0.13194	0.249346	0.288456	0.046636	0.046636	0.233048	0.233048	-3.065382	1.608871
15	-56398.95	-56397	-1.946192	0.00902931	0.00902931	0.0179541	0.0179541	-4.707279	0.687344	0.00786455	0.1235562	0.008607953	0.01631782	0.330259	0.13194	0.249346	0.288456	0.0624831	0.0624831	0.255123	0.255123	-2.772859	1.406849
16	-56413.39	-56410.43	-2.955831	0.00676749	0.00676749	0.0144437	0.0144437	-4.995625	0.7581257	0.01831317	0.1676597	0.008607953	0.02162657	0.16277	0.0650277	0.630035	0.142167	0.056428	0.056428	0.278661	0.278661	-2.874791	1.597032
17	-56421.67	-56419.52	-2.148051	0.00964744	0.00964744	0.0197829	0.0197829	-4.641063	0.7181258	0.01831317	0.1109757	0.008607953	0.02162657	0.16277	0.0650277	0.630035	0.142167	0.0513659	0.0513659	0.225043	0.225043	-2.96878	1.477315
18	-56405.28	-56402.93	-2.343747	0.00964744	0.00964744	0.0197829	0.0197829	-4.641063	0.7181258	0.007258772	0.1299912	0.01003393	0.02793647	0.228735	0.0655417	0.505941	0.199783	0.0542297	0.0542297	0.237589	0.237589	-2.914527	1.477315
19	-56391.9	-56389.67	-2.235835	0.00964744	0.00964744	0.0197829	0.0197829	-4.641063	0.7181258	0.008059089	0.1272189	0.009601235	0.02427915	0.421506	0.0365345	0.282023	0.259936	0.055471	0.055471	0.243028	0.243028	-2.891894	1.477315
20	-56443.91	-56441.73	-2.180782	0.00989282	0.00989282	0.00599448	0.00599448	-4.615946	-0.5009701	0.01619158	0.1264709	0.0106178	0.02671264	0.248901	0.0732822	0.156428	0.52139	0.048863	0.048863	0.203967	0.203967	-3.018734	1.42894
21	-56384.57	-56383.02	-1.545499	0.00989282	0.00989282	0.0090367	0.0090367	-4.615946	-0.09051436	0.002100274	0.1264709	0.005619136	0.02139652	0.193042	0.423465	0.115691	0.267801	0.0556674	0.0556674	0.232371	0.232371	-2.88836	1.42894
22	-56409.08	-56408.69	-0.3966694	0.0226444	0.0226444	0.027867	0.027867	-3.787845	0.2075344	0.001582071	0.09309199	0.005619136	0.02139652	0.165641	0.506754	0.0978161	0.229788	0.0556674	0.0556674	0.232371	0.232371	-2.88836	1.42894
23	-56390.32	-56388.8	-1.513358	0.00993393	0.00993393	0.0122251	0.0122251	-4.611799	0.2075344	0.007436163	0.111323	0.005619136	0.02139652	0.165641	0.506754	0.0978161	0.229788	0.0568436	0.0568436	0.231578	0.231578	-2.867453	1.404614
24	-56426.09	-56425.37	-0.7174562	0.0206363	0.0206363	0.0253958	0.0253958	-3.880705	0.2075344	0.02277809	0.1526149	0.007921459	0.02200685	0.0853526	0.436462	0.084248	0.393937	0.0621502	0.0621502	0.256991	0.256991	-2.778201	1.419486
