Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha	speciation_beta
0	-59163.76	-59159.97	-3.792411	0.0368635	0.0368635	0.00737749	0.00737749	-3.300534	-1.608788	0.1821177	1.40947	0.1343811	0.01051437	0.0883905	0.353326	0.503698	0.0545855	0.130944	0.130944	0.447986	0.447986	-2.032983	1.229989
1	-58262.43	-58256.11	-6.316623	0.0673376	0.0673376	0.0759081	0.0759081	-2.698037	0.1198043	2.398098	1.40947	0.1343811	0.2117106	0.321826	0.345394	0.27942	0.05336	0.0575565	0.0575565	0.220811	0.220811	-2.854988	1.344539
2	-58451.5	-58446.87	-4.6223	0.026045	0.026045	0.0293599	0.0293599	-3.647928	0.1198043	0.3251541	1.40947	0.1343811	0.1551077	0.0882643	0.0947279	0.285001	0.532007	0.0575565	0.0575565	0.220811	0.220811	-2.854988	1.344539
3	-58663.53	-58656.62	-6.909468	0.0259299	0.0259299	0.170693	0.170693	-3.652358	1.884469	1.463552	1.40947	0.1343811	0.1551077	0.103841	0.111445	0.335297	0.449417	0.0814142	0.0814142	0.183525	0.183525	-2.508206	0.8127991
4	-58642.81	-58638.16	-4.647805	0.0259299	0.0259299	0.170693	0.170693	-3.652358	1.884469	0.5556154	0.04900574	0.1343811	0.1551077	0.0832124	0.0893061	0.268689	0.558793	0.125208	0.125208	0.282244	0.282244	-2.077781	0.8127991
5	-58180.18	-58170.04	-10.13128	0.00323043	0.00323043	0.000521727	0.000521727	-5.735139	-1.823227	0.3207539	2.308094	0.1343811	0.1551077	0.0832124	0.0893061	0.268689	0.558793	0.0904801	0.0904801	0.203961	0.203961	-2.402625	0.8127991
6	-58432.98	-58427.67	-5.311336	0.0345332	0.0345332	0.00557723	0.00557723	-3.365835	-1.823227	0.2232696	0.8701777	0.1343811	0.329991	0.0666577	0.071539	0.215234	0.646569	0.0887475	0.0887475	0.200055	0.200055	-2.42196	0.8127991
7	-59200.74	-59195.91	-4.822727	0.124386	0.124386	0.0364541	0.0364541	-2.084367	-1.227333	1.159613	0.2643811	0.1343811	0.4733804	0.160354	0.172097	0.517776	0.149773	0.051779	0.051779	0.116721	0.116721	-2.960771	0.8127991
8	-59690.73	-59683.98	-6.742786	0.124539	0.124539	0.0913782	0.0913782	-2.083137	-0.3096116	1.681274	0.02502337	1.051933	0.6948757	0.160354	0.172097	0.517776	0.149773	0.0537545	0.0537545	0.121174	0.121174	-2.923328	0.8127991
9	-58820.89	-58812.39	-8.501918	0.124539	0.124539	0.0845017	0.0845017	-2.083137	-0.3878473	1.784472	0.4351629	1.051933	1.21991	0.145556	0.17513	0.526901	0.152412	0.0537545	0.0537545	0.182967	0.182967	-2.923328	1.224877
10	-58780.08	-58773.41	-6.671868	0.102181	0.102181	0.0775228	0.0775228	-2.281006	-0.2761769	0.3504656	0.5941824	0.7841028	1.21991	0.107352	0.391637	0.388603	0.112408	0.0681444	0.0681444	0.231946	0.231946	-2.686126	1.224877
11	-58735.56	-58727.99	-7.569732	0.076681	0.076681	0.0581762	0.0581762	-2.568101	-0.2761769	0.8337622	0.5794649	0.9630097	1.21991	0.0997807	0.560485	0.178863	0.160871	0.0527314	0.0527314	0.185302	0.185302	-2.942544	1.256776
12	-58578.36	-58570.98	-7.382164	0.0527729	0.0527729	0.0384839	0.0384839	-2.941758	-0.3157575	0.2488843	1.206398	0.8195739	1.21991	0.47527	0.326702	0.104258	0.0937704	0.0865301	0.0865301	0.304073	0.304073	-2.447263	1.256776
13	-58657.81	-58649.31	-8.497126	0.1221	0.1221	0.0199036	0.0199036	-2.102914	-1.813942	1.662314	0.1578252	0.8195739	1.21991	0.203084	0.329945	0.0445496	0.422421	0.0769512	0.0769512	0.129633	0.129633	-2.564584	0.5215358
14	-58696.43	-58688.78	-7.647333	0.0560811	0.0560811	0.0670114	0.0670114	-2.880957	0.1780641	1.662314	0.2119243	0.8195739	1.21991	0.310888	0.0237212	0.0187348	0.646656	0.0564286	0.0564286	0.162219	0.162219	-2.874779	1.05597
