Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha	speciation_beta
0	-56379.66	-56378.27	-1.395368	0.0107733	0.0107733	0.00838966	0.00838966	-4.530682	-0.2500739	0.005950204	0.1426038	0.006370407	0.02303494	0.242929	0.502345	0.102257	0.152468	0.0676167	0.0676167	0.25728	0.25728	-2.6939	1.336308
1	-56382.51	-56380.02	-2.490557	0.00674235	0.00674235	0.0109311	0.0109311	-4.999346	0.4831995	0.005950204	0.1464337	0.008671142	0.02303494	0.24169	0.553312	0.101736	0.103262	0.063771	0.063771	0.242647	0.242647	-2.752456	1.336308
2	-56381.73	-56379.32	-2.411974	0.00654227	0.00654227	0.0106067	0.0106067	-5.02947	0.4831995	0.00804832	0.140866	0.006803163	0.02303494	0.0691926	0.384454	0.457112	0.0892416	0.0660892	0.0660892	0.251467	0.251467	-2.71675	1.336308
3	-56376.89	-56374.49	-2.398137	0.00654227	0.00654227	0.0106067	0.0106067	-5.02947	0.4831995	0.003532629	0.1421045	0.006803163	0.02303494	0.109554	0.386179	0.0827453	0.421522	0.0686517	0.0686517	0.261218	0.261218	-2.678709	1.336308
4	-56378.81	-56376.53	-2.270383	0.00669951	0.00669951	0.00861877	0.00861877	-5.005721	0.251908	0.001673132	0.1421045	0.006803163	0.02259425	0.157028	0.627782	0.104142	0.111048	0.0644899	0.0644899	0.244846	0.244846	-2.741246	1.334122
5	-56398.04	-56396.99	-1.049951	0.0126278	0.0126278	0.0162454	0.0162454	-4.371853	0.251908	0.01208443	0.1421045	0.005861247	0.02099436	0.169465	0.677503	0.0331881	0.119843	0.0679624	0.0679624	0.255088	0.255088	-2.688801	1.322653
6	-56388.08	-56386.94	-1.14112	0.0126278	0.0126278	0.0108671	0.0108671	-4.371853	-0.1501594	0.007395005	0.1191459	0.007958723	0.02099436	0.108414	0.433426	0.295103	0.163057	0.0641613	0.0641613	0.233101	0.233101	-2.746355	1.29007
7	-56379.78	-56374.41	-5.371931	0.0018544	0.0018544	0.00233561	0.00233561	-6.290195	0.2307124	0.002741619	0.1141283	0.008465409	0.0224086	0.0923318	0.51747	0.251328	0.13887	0.0661482	0.0661482	0.234706	0.234706	-2.715858	1.266436
8	-56385.07	-56383.33	-1.741581	0.00898836	0.00898836	0.0113208	0.0113208	-4.711824	0.2307124	0.006518107	0.1279886	0.008465409	0.0224086	0.113211	0.112581	0.477214	0.296995	0.0670828	0.0670828	0.238022	0.238022	-2.701828	1.266436
9	-56379.9	-56377.91	-1.995093	0.00959261	0.00959261	0.0039264	0.0039264	-4.646762	-0.8932694	0.003689268	0.12016	0.008445398	0.02260221	0.0894632	0.298729	0.377111	0.234696	0.0670828	0.0670828	0.238022	0.238022	-2.701828	1.266436
10	-56379.29	-56375.5	-3.792568	0.00361408	0.00361408	0.00179466	0.00179466	-5.622919	-0.7000226	0.001405854	0.1323639	0.00788066	0.02260221	0.0990849	0.0750873	0.417669	0.408159	0.0693714	0.0693714	0.243939	0.243939	-2.668281	1.257444
11	-56381.91	-56378.11	-3.80335	0.00361408	0.00361408	0.00179466	0.00179466	-5.622919	-0.7000226	0.003857398	0.1196757	0.007954757	0.01989194	0.0418564	0.079857	0.444201	0.434086	0.0660227	0.0660227	0.248817	0.248817	-2.717757	1.326721
12	-56378.07	-56376.78	-1.283204	0.0131989	0.0131989	0.00655423	0.00655423	-4.327622	-0.7000226	0.003857398	0.1267027	0.00727195	0.01989194	0.0427581	0.18314	0.45377	0.320331	0.0628193	0.0628193	0.236745	0.236745	-2.767493	1.326721
13	-56385.48	-56383.3	-2.176696	0.00816388	0.00816388	0.00405397	0.00405397	-4.808036	-0.7000226	0.00882485	0.1278092	0.00727195	0.02322797	0.04094	0.217874	0.434476	0.30671	0.0599878	0.0599878	0.227514	0.227514	-2.813614	1.333069
14	-56385.71	-56383.02	-2.687631	0.00928263	0.00928263	0.00249394	0.00249394	-4.67961	-1.314281	0.00882485	0.1462103	0.008737314	0.02322797	0.634225	0.0848796	0.169264	0.111632	0.0617348	0.0617348	0.238094	0.238094	-2.784907	1.349817
15	-56383.19	-56380.6	-2.587007	0.00557433	0.00557433	0.00419925	0.00419925	-5.189584	-0.2832642	0.008090541	0.1476241	0.006380844	0.02035421	0.410815	0.307391	0.109639	0.172154	0.066764	0.066764	0.259309	0.259309	-2.706591	1.356857
16	-56380.08	-56378.92	-1.165546	0.012196	0.012196	0.0091875	0.0091875	-4.406648	-0.2832642	0.005745712	0.1462343	0.006862155	0.02040189	0.383802	0.153758	0.0906964	0.371744	0.066764	0.066764	0.247415	0.247415	-2.706591	1.309901
17	-56391.42	-56391.13	-0.2879177	0.0247161	0.0247161	0.017699	0.017699	-3.700301	-0.3339463	0.003021283	0.1327515	0.005570249	0.02553206	0.134617	0.218021	0.120246	0.527116	0.0664936	0.0664936	0.246412	0.246412	-2.71065	1.309901
18	-56383	-56380.74	-2.263564	0.0076791	0.0076791	0.00327732	0.00327732	-4.869253	-0.8514768	0.001423215	0.1345919	0.005570249	0.02553206	0.0781305	0.0440973	0.508931	0.368842	0.0664936	0.0664936	0.246412	0.246412	-2.71065	1.309901
19	-56384.36	-56382.92	-1.440165	0.017516	0.017516	0.00601309	0.00601309	-4.044639	-1.069177	0.002909299	0.1380281	0.008880766	0.02553206	0.0434315	0.024513	0.731805	0.20025	0.0651374	0.0651374	0.241387	0.241387	-2.731256	1.309901
20	-56380.39	-56377.62	-2.768408	0.00596731	0.00596731	0.0114265	0.0114265	-5.121459	0.6496384	0.002562416	0.1115859	0.008880766	0.02278085	0.0434315	0.024513	0.731805	0.20025	0.0639876	0.0639876	0.237126	0.237126	-2.749066	1.309901
21	-56379.32	-56374.79	-4.525324	0.0028476	0.0028476	0.00183593	0.00183593	-5.861279	-0.4389243	0.002829128	0.1226669	0.009975133	0.02278085	0.0410737	0.0970394	0.692076	0.169811	0.0588394	0.0588394	0.233683	0.233683	-2.832944	1.379155
22	-56377.03	-56372.95	-4.07948	0.00302099	0.00302099	0.00194772	0.00194772	-5.80217	-0.4389243	0.005194916	0.1259796	0.006624324	0.01933839	0.0949925	0.224426	0.287855	0.392727	0.0600525	0.0600525	0.238501	0.238501	-2.812536	1.379155
23	-56379.42	-56378.46	-0.9565779	0.0148067	0.0148067	0.00954631	0.00954631	-4.212676	-0.4389243	0.003113267	0.1259796	0.006451457	0.02354458	0.0928391	0.219339	0.21257	0.475252	0.0651297	0.0651297	0.238319	0.238319	-2.731375	1.29723
24	-56383.22	-56378.01	-5.206024	0.0191764	0.0191764	0.000902055	0.000902055	-3.954074	-3.056761	0.003715004	0.1400392	0.006451457	0.02354458	0.106449	0.251493	0.0971376	0.544921	0.0672657	0.0672657	0.246135	0.246135	-2.699105	1.29723
25	-56379.27	-56376.15	-3.12109	0.0048992	0.0048992	0.011256	0.011256	-5.318682	0.8318274	0.004812123	0.1381158	0.006451457	0.02095952	0.0915139	0.216208	0.22381	0.468468	0.0672657	0.0672657	0.247855	0.247855	-2.699105	1.304195
26	-56385.88	-56383.38	-2.50234	0.00718889	0.00718889	0.00240328	0.00240328	-4.935219	-1.095702	0.003724926	0.1468561	0.006451457	0.01778189	0.169993	0.677129	0.111338	0.0415398	0.0709898	0.0709898	0.261578	0.261578	-2.645219	1.304195
27	-56390.6	-56388.09	-2.508452	0.0072989	0.0072989	0.00244006	0.00244006	-4.920032	-1.095702	0.005477439	0.1398996	0.006451457	0.01778189	0.181346	0.722351	0.0913682	0.00493458	0.0618186	0.0618186	0.227784	0.227784	-2.783551	1.304195
28	-56379.56	-56377.64	-1.921168	0.0102603	0.0102603	0.0051334	0.0051334	-4.579474	-0.692512	0.005477439	0.1292754	0.009521503	0.02174232	0.181346	0.722351	0.0913682	0.00493458	0.0601208	0.0601208	0.238251	0.238251	-2.811399	1.376967
29	-56385	-56382.78	-2.215955	0.0124579	0.0124579	0.00328827	0.00328827	-4.385402	-1.331993	0.003364383	0.1148713	0.009168553	0.02414084	0.134966	0.737134	0.122865	0.00503556	0.0601208	0.0601208	0.222885	0.222885	-2.811399	1.310302
30	-56376.51	-56372.92	-3.586754	0.00379046	0.00379046	0.00283042	0.00283042	-5.575269	-0.2920628	0.003125167	0.127959	0.007831943	0.02414084	0.461078	0.459239	0.0765455	0.00313719	0.0629213	0.0629213	0.233268	0.233268	-2.76587	1.310302
31	-56383.32	-56379.98	-3.344159	0.00416935	0.00416935	0.00213387	0.00213387	-5.479995	-0.6698229	0.001956777	0.1442967	0.005290495	0.02414084	0.208247	0.336352	0.0345719	0.420829	0.0669649	0.0669649	0.248259	0.248259	-2.703586	1.310302
32	-56383.12	-56382.55	-0.5680615	0.019824	0.019824	0.0127888	0.0127888	-3.920863	-0.4383224	0.002580559	0.1442967	0.005543274	0.02212477	0.597176	0.0781977	0.0991397	0.225487	0.0662032	0.0662032	0.262045	0.262045	-2.715026	1.375786
33	-56379.8	-56377.39	-2.410625	0.00984748	0.00984748	0.00252044	0.00252044	-4.62054	-1.36278	0.005154157	0.1442967	0.005892618	0.01953699	0.146443	0.781511	0.0243117	0.0477343	0.0608346	0.0608346	0.246292	0.246292	-2.799597	1.398361
34	-56377.35	-56374.36	-2.989419	0.00775508	0.00775508	0.00182035	0.00182035	-4.859407	-1.44932	0.004784491	0.1419646	0.005892618	0.02165309	0.14111	0.753048	0.0234263	0.0824162	0.0633177	0.0633177	0.256346	0.256346	-2.75959	1.398361
35	-56386.48	-56384.31	-2.172301	0.00775508	0.00775508	0.00742343	0.00742343	-4.859407	-0.04370716	0.0009987822	0.1454486	0.007398343	0.02675619	0.14111	0.753048	0.0234263	0.0824162	0.0633177	0.0633177	0.257965	0.257965	-2.75959	1.404658
36	-56394.06	-56391.05	-3.012077	0.00602355	0.00602355	0.0131141	0.0131141	-5.112079	0.7780111	0.007674556	0.1414378	0.008411561	0.02664405	0.150899	0.735915	0.0250515	0.0881338	0.0668822	0.0668822	0.272487	0.272487	-2.704822	1.404658
37	-56379.92	-56377.14	-2.779267	0.00597368	0.00597368	0.00992951	0.00992951	-5.120392	0.5081485	0.005163547	0.1462736	0.009590942	0.01968496	0.150899	0.735915	0.0250515	0.0881338	0.0633311	0.0633311	0.257132	0.257132	-2.759379	1.401215
38	-56381.6	-56379.86	-1.742202	0.010383	0.010383	0.0172588	0.0172588	-4.567581	0.5081485	0.003934186	0.1264345	0.009590942	0.01968496	0.302074	0.604892	0.0205913	0.0724423	0.0629733	0.0629733	0.254476	0.254476	-2.765045	1.396494
39	-56381.57	-56378.44	-3.13074	0.00445993	0.00445993	0.00677968	0.00677968	-5.412623	0.4187969	0.00489482	0.111732	0.00631511	0.01938859	0.444434	0.3182	0.0525364	0.184829	0.0585557	0.0585557	0.236624	0.236624	-2.837777	1.396494
40	-56377.74	-56374.8	-2.941229	0.00494757	0.00494757	0.00752096	0.00752096	-5.308859	0.4187969	0.00489482	0.1271426	0.006489785	0.01938859	0.277431	0.413851	0.0683289	0.240388	0.0584559	0.0584559	0.238506	0.238506	-2.839482	1.406122
41	-56379.9	-56375.8	-4.104677	0.00317656	0.00317656	0.00482878	0.00482878	-5.751957	0.4187969	0.004540993	0.1497732	0.0063113	0.0250273	0.0358624	0.369816	0.180998	0.413324	0.0623692	0.0623692	0.257729	0.257729	-2.774684	1.418839
42	-56383.48	-56382.3	-1.186403	0.0135363	0.0135363	0.00975975	0.00975975	-4.302377	-0.3271119	0.004540993	0.1271315	0.006755788	0.02288258	0.0233655	0.240946	0.623076	0.112612	0.0623692	0.0623692	0.257729	0.257729	-2.774684	1.418839
