Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha	extinction_beta	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha	speciation_beta
0	-56395.19	-56393.57	-1.613878	0.0339462	0.0339462	0.00615087	0.00615087	-3.382979	-1.708183	0.002022268	0.1738252	0.008384339	0.02603273	0.130116	0.485371	0.0727195	0.311794	0.0735676	0.0735676	0.265268	0.265268	-2.609551	1.282537
1	-56400.43	-56400.4	-0.03511243	0.0339462	0.0339462	0.0450865	0.0450865	-3.382979	0.2838065	0.002022268	0.1477604	0.008384339	0.01764809	0.171919	0.641311	0.0960827	0.0906876	0.0735676	0.0735676	0.284138	0.284138	-2.609551	1.351256
2	-56385.2	-56383.54	-1.651778	0.0127828	0.0127828	0.0340444	0.0340444	-4.359656	0.9795666	0.00398638	0.1390402	0.006976771	0.02306283	0.181149	0.67574	0.137072	0.00603898	0.0712264	0.0712264	0.283221	0.283221	-2.641892	1.380363
3	-56385.66	-56381.62	-4.04257	0.00569823	0.00569823	0.0305206	0.0305206	-5.167599	1.678247	0.005029572	0.1542017	0.006976771	0.02306283	0.301198	0.209497	0.479264	0.0100411	0.067826	0.067826	0.2697	0.2697	-2.690809	1.380363
4	-56400.28	-56397.65	-2.629954	0.00569823	0.00569823	0.00465133	0.00465133	-5.167599	-0.2030033	0.01406978	0.1494371	0.006976771	0.02306283	0.158866	0.110498	0.252786	0.47785	0.0673536	0.0673536	0.259604	0.259604	-2.6978	1.3492
5	-56413.86	-56413.78	-0.07754161	0.030828	0.030828	0.0251642	0.0251642	-3.479331	-0.2030033	0.01302488	0.1437271	0.006777334	0.0199182	0.18572	0.129177	0.220685	0.464418	0.0666913	0.0666913	0.257051	0.257051	-2.707681	1.3492
6	-56428.89	-56429.04	0.1526079	0.0409216	0.0409216	0.0271094	0.0271094	-3.196097	-0.4117776	0.0006927675	0.09842302	0.006777334	0.0199182	0.146123	0.101636	0.386839	0.365402	0.0653561	0.0653561	0.243816	0.243816	-2.727904	1.316563
7	-56420.48	-56420.62	0.1415848	0.0409216	0.0409216	0.0271094	0.0271094	-3.196097	-0.4117776	0.0008179141	0.1180735	0.006777334	0.01842611	0.208897	0.145297	0.553022	0.0927847	0.0607472	0.0607472	0.228405	0.228405	-2.801035	1.324398
8	-56394.41	-56392.79	-1.615928	0.012464	0.012464	0.0065018	0.0065018	-4.384908	-0.6507683	0.004768178	0.1089319	0.009763215	0.02596181	0.296729	0.203812	0.369308	0.130151	0.0607472	0.0607472	0.228405	0.228405	-2.801035	1.324398
9	-56385.8	-56382.81	-2.988783	0.00464244	0.00464244	0.0024217	0.0024217	-5.372516	-0.6507683	0.0009583154	0.1174518	0.004879926	0.01903908	0.0192223	0.209992	0.203061	0.567725	0.0607472	0.0607472	0.239389	0.239389	-2.801035	1.37137
10	-56411.33	-56408.19	-3.148735	0.00464244	0.00464244	0.0109026	0.0109026	-5.372516	0.8537643	0.0006940186	0.08716826	0.00791022	0.01501763	0.0462142	0.504863	0.447759	0.00116434	0.0604564	0.0604564	0.218656	0.218656	-2.805832	1.285576
11	-56410.49	-56407.58	-2.912384	0.00523566	0.00523566	0.00295003	0.00295003	-5.252263	-0.5736789	0.00344774	0.08816835	0.008689874	0.01501763	0.212384	0.291787	0.209352	0.286477	0.0526742	0.0526742	0.214217	0.214217	-2.943629	1.402864
12	-56396.25	-56392.14	-4.112204	0.00523566	0.00523566	0.000972173	0.000972173	-5.252263	-1.683714	0.004357492	0.119206	0.006218996	0.01769566	0.0885718	0.363478	0.191087	0.356863	0.0526742	0.0526742	0.214217	0.214217	-2.943629	1.402864
13	-56375.74	-56372.99	-2.749187	0.00523566	0.00523566	0.00373966	0.00373966	-5.252263	-0.3364971	0.00341654	0.1203342	0.005874098	0.02218348	0.0666303	0.265112	0.34039	0.327867	0.0609803	0.0609803	0.240178	0.240178	-2.797205	1.37083
14	-56384.08	-56382.44	-1.633414	0.00946434	0.00946434	0.00693697	0.00693697	-4.660224	-0.3106667	0.00223863	0.1209261	0.005874098	0.02218348	0.07161	0.210189	0.36583	0.352371	0.0568472	0.0568472	0.223899	0.223899	-2.867388	1.37083
15	-56389.63	-56388.89	-0.7356129	0.017286	0.017286	0.0126699	0.0126699	-4.05786	-0.3106667	0.008676027	0.1371818	0.005874098	0.02225436	0.07161	0.210189	0.36583	0.352371	0.0616105	0.0616105	0.24266	0.24266	-2.786922	1.37083
16	-56395.15	-56393.37	-1.773768	0.017029	0.017029	0.00407734	0.00407734	-4.07284	-1.429471	0.006931209	0.1371818	0.005558176	0.02225436	0.0638418	0.401097	0.326145	0.208916	0.0616105	0.0616105	0.261669	0.261669	-2.786922	1.446247
17	-56386.76	-56383.78	-2.97885	0.00959072	0.00959072	0.00229636	0.00229636	-4.646959	-1.429471	0.006433175	0.1311879	0.01051785	0.02225436	0.078967	0.507292	0.198901	0.21484	0.0558723	0.0558723	0.237298	0.237298	-2.884686	1.446247
18	-56401.46	-56399.96	-1.503293	0.0125803	0.0125803	0.0116334	0.0116334	-4.37562	-0.07825258	0.008892561	0.1182025	0.01051785	0.02225436	0.425271	0.0304107	0.354389	0.189929	0.0579406	0.0579406	0.246082	0.246082	-2.848336	1.446247
19	-56382.07	-56380.06	-2.016701	0.00781875	0.00781875	0.00723024	0.00723024	-4.851231	-0.07825258	0.002981507	0.1348201	0.006462089	0.01995477	0.153051	0.606669	0.127541	0.112739	0.0558131	0.0558131	0.237047	0.237047	-2.885746	1.446247
20	-56404.51	-56402.03	-2.478789	0.00754553	0.00754553	0.0169825	0.0169825	-4.8868	0.811229	0.002697543	0.09738819	0.006462089	0.01995477	0.109886	0.00752804	0.80608	0.0765067	0.0480561	0.0480561	0.211996	0.211996	-3.035387	1.484199
21	-56400.71	-56396.52	-4.186319	0.00360778	0.00360778	0.00126404	0.00126404	-5.624663	-1.048782	0.0008062966	0.08618558	0.006462089	0.01863178	0.234363	0.0160557	0.586409	0.163172	0.0507028	0.0507028	0.221425	0.221425	-2.981774	1.474104
22	-56432.55	-56431.58	-0.9694322	0.0242367	0.0242367	0.00849168	0.00849168	-3.719886	-1.048782	0.0158457	0.1279162	0.006462089	0.01863178	0.421528	0.0150452	0.410524	0.152902	0.0507028	0.0507028	0.217076	0.217076	-2.981774	1.454265
23	-56396.95	-56395.16	-1.783003	0.0137612	0.0137612	0.00437494	0.00437494	-4.285905	-1.145958	0.002025038	0.1524988	0.006462089	0.02444434	0.575859	0.0205535	0.297084	0.106503	0.0590276	0.0590276	0.235004	0.235004	-2.82975	1.381595
24	-56399.78	-56398.44	-1.335137	0.01586	0.01586	0.028614	0.028614	-4.143953	0.5900949	0.008747423	0.1409103	0.0108731	0.02444434	0.693331	0.0247464	0.153693	0.12823	0.0656424	0.0656424	0.262893	0.262893	-2.723533	1.387526
25	-56415.49	-56414.03	-1.467848	0.01586	0.01586	0.028614	0.028614	-4.143953	0.5900949	0.01381193	0.1622589	0.0108731	0.02628715	0.236928	0.0601861	0.373799	0.329087	0.0656424	0.0656424	0.281424	0.281424	-2.723533	1.45564
26	-56409.28	-56407.79	-1.482867	0.0130541	0.0130541	0.0122096	0.0122096	-4.33865	-0.06688473	0.009911795	0.1975242	0.009849166	0.0196239	0.26359	0.066959	0.303332	0.366119	0.065412	0.065412	0.305617	0.305617	-2.72705	1.541628
27	-56410.48	-56408.88	-1.593341	0.0130541	0.0130541	0.0122096	0.0122096	-4.33865	-0.06688473	0.001223474	0.1481307	0.01100616	0.0196239	0.397167	0.100891	0.457049	0.0448933	0.0557467	0.0557467	0.275137	0.275137	-2.886937	1.596452
28	-56394.74	-56392.96	-1.779425	0.0110522	0.0110522	0.0103371	0.0103371	-4.50513	-0.06688473	0.007575984	0.1481307	0.01090017	0.0196239	0.107474	0.393341	0.0246269	0.474559	0.0557467	0.0557467	0.256662	0.256662	-2.886937	1.526942
29	-56396.25	-56395.46	-0.7883146	0.0191525	0.0191525	0.0179134	0.0179134	-3.95532	-0.06688473	0.001222395	0.1201738	0.006202256	0.02369895	0.107474	0.393341	0.0246269	0.474559	0.0564963	0.0564963	0.260113	0.260113	-2.873581	1.526942
