Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58415.09	-58419.56	4.462137	0.0292261	0.0140981	0.0823002	0.123898	-3.53269	-4.26172	-2.49738	-2.0883	-1.91395	-1.86701	-1.79495	-1.47545	0.004857513	0.005118732	0.02664055	0.01295282	0.01261881	0.01343979	0.09960595	0.0005996784	0.0447244	0.414254	0.0563656	0.484656	0.147496	0.154585	0.166136	0.228676
1	-58359.07	-58363.6	4.535442	0.0292261	0.024577	0.0683617	0.0201957	-3.53269	-3.70595	-2.68294	-3.90229	-1.98602	-1.86838	-1.88699	-2.01544	0.004857513	0.005118732	0.02664055	0.01295282	0.01571651	0.01519875	0.09960595	0.0003748176	0.0572362	0.250389	0.072134	0.62024	0.13724	0.154374	0.151528	0.133262
2	-58420.97	-58426.98	6.014654	0.0292261	0.0530103	0.0683617	0.0256634	-3.53269	-2.93727	-2.68294	-3.66269	-2.07066	-1.70754	-1.88699	-1.86607	0.007101673	0.008271047	0.02537833	0.01295282	0.005765699	0.006994733	0.09960595	0.0002274337	0.0925564	0.404903	0.116647	0.385893	0.126103	0.181311	0.151528	0.15473
3	-58409.11	-58414.6	5.491773	0.0292261	0.062361	0.0683617	0.0755306	-3.53269	-2.77482	-2.68294	-2.58322	-1.97678	-1.70754	-1.88699	-2.17482	0.01759213	0.005061581	0.02537833	0.01295282	0.01209756	0.01288842	0.03990924	0.001314383	0.142714	0.0824092	0.179861	0.595016	0.138514	0.181311	0.151528	0.113628
4	-58370.74	-58375.7	4.961301	0.0292261	0.0465315	0.0431425	0.0830412	-3.53269	-3.06763	-3.14325	-2.48842	-1.97678	-1.70754	-2.11563	-1.98576	0.01056571	0.00401557	0.02537833	0.01153089	0.02760686	0.01288842	0.02818918	0.003113499	0.142714	0.0824092	0.179861	0.595016	0.138514	0.181311	0.120558	0.137276
5	-58395.21	-58400.16	4.946612	0.0292261	0.0444769	0.0431425	0.0468774	-3.53269	-3.11279	-3.14325	-3.06022	-2.15829	-1.70754	-2.15047	-1.9291	0.01056571	0.00401557	0.03222435	0.007350935	0.02760686	0.01525368	0.05764472	0.001041811	0.100421	0.489233	0.126559	0.283788	0.115523	0.181311	0.11643	0.145279
6	-58353.51	-58358.29	4.775963	0.0121411	0.0247898	0.0397939	0.0468774	-4.41116	-3.69732	-3.22404	-3.06022	-2.06864	-2.01621	-2.15047	-1.9291	0.007533223	0.00401557	0.02157715	0.004954704	0.01384935	0.007436039	0.05764472	0.001041811	0.100421	0.489233	0.126559	0.283788	0.126358	0.133159	0.11643	0.145279
7	-58364.11	-58369.6	5.496302	0.0264409	0.0258692	0.0397939	0.0387408	-3.63284	-3.6547	-3.22404	-3.25086	-2.09156	-2.02106	-2.03973	-1.68385	0.007533223	0.00401557	0.02276888	0.00635299	0.01293729	0.01735408	0.05764472	0.0003938418	0.170402	0.133288	0.214756	0.481554	0.123494	0.132515	0.130064	0.185657
8	-58361.88	-58366.27	4.398713	0.0264409	0.0238408	0.0389938	0.0387408	-3.63284	-3.73636	-3.24435	-3.25086	-1.96594	-1.9685	-2.11202	-1.68385	0.01153536	0.004908313	0.02276888	0.00748626	0.02779	0.01735408	0.05219974	0.0006274139	0.170402	0.133288	0.214756	0.481554	0.140024	0.139667	0.120993	0.185657
9	-58392.23	-58396.77	4.535662	0.0324843	0.024269	0.066179	0.0236909	-3.427	-3.71855	-2.71539	-3.74266	-2.0119	-1.76327	-1.8109	-1.68385	0.01153536	0.00403486	0.02576126	0.006945501	0.0123909	0.01735408	0.08187629	0.0006274139	0.190608	0.130041	0.209525	0.469826	0.133734	0.171483	0.163507	0.185657
10	-58409.12	-58413.73	4.604316	0.0324843	0.0735136	0.0912744	0.0236909	-3.427	-2.61028	-2.39388	-3.74266	-2.03287	-1.76327	-1.68467	-1.68238	0.01153536	0.00403486	0.02160383	0.006945501	0.0123909	0.004155102	0.05410016	0.0173519	0.186134	0.126989	0.228079	0.458798	0.130959	0.171483	0.185506	0.185932
11	-58414.57	-58416.41	1.843749	0.01362	0.0241768	0.108426	0.0236909	-4.29621	-3.72236	-2.22169	-3.74266	-1.99717	-1.76327	-1.73328	-1.68238	0.006694191	0.003922918	0.02160383	0.01714101	0.02286819	0.007355933	0.04520179	0.03961785	0.186134	0.126989	0.228079	0.458798	0.135719	0.171483	0.176704	0.185932
12	-58410.1	-58411.58	1.477238	0.00704651	0.0241768	0.108426	0.0236909	-4.95522	-3.72236	-2.22169	-3.74266	-2.02396	-1.8132	-1.68119	-1.93178	0.01023656	0.003922918	0.02160383	0.01714101	0.01244956	0.002498661	0.04520179	0.03961785	0.175701	0.128617	0.231002	0.464679	0.132131	0.163132	0.186153	0.14489
13	-58369.74	-58371.37	1.638014	0.014951	0.0120249	0.0743041	0.0160452	-4.20298	-4.42077	-2.59959	-4.13234	-2.02396	-1.99672	-1.93416	-2.10267	0.01023656	0.003922918	0.02395756	0.006141661	0.01244956	0.005911387	0.04520179	0.034147	0.175701	0.128617	0.231002	0.464679	0.132131	0.13578	0.144546	0.12213
14	-58371.09	-58374.11	3.024547	0.0260203	0.0268733	0.0743041	0.0160452	-3.64888	-3.61662	-2.59959	-4.13234	-2.05214	-1.85214	-1.73683	-2.10267	0.008237649	0.005590345	0.02395756	0.006141661	0.01707981	0.005944558	0.05580755	0.02337936	0.150675	0.110297	0.340538	0.398491	0.12846	0.156902	0.176077	0.12213
15	-58413.66	-58418.02	4.362546	0.0260203	0.0178751	0.0988883	0.0546112	-3.64888	-4.02434	-2.31376	-2.90752	-2.05365	-2.06089	-1.82888	-2.11757	0.009107913	0.005590345	0.02232248	0.006141661	0.0117181	0.02014422	0.01797559	0.0101155	0.174393	0.127659	0.236731	0.461218	0.128266	0.127341	0.160593	0.120324
16	-58374.62	-58376.42	1.804098	0.00621234	0.013188	0.0466298	0.0792744	-5.08122	-4.32845	-3.06552	-2.53484	-2.13936	-2.07619	-1.97837	-1.995	0.005178841	0.003733987	0.02232248	0.006141661	0.0209368	0.02014422	0.01797559	0.01366871	0.121874	0.0892144	0.466589	0.322322	0.11773	0.125407	0.138294	0.136013
17	-58481.88	-58485.42	3.543086	0.02097	0.0237944	0.063592	0.0608953	-3.86466	-3.73831	-2.75527	-2.7986	-2.23246	-1.99254	-1.97239	-2.31252	0.004226404	0.009612634	0.02138763	0.007250783	0.03682348	0.02014422	0.02933049	0.01366871	0.121874	0.0892144	0.466589	0.322322	0.107264	0.136349	0.139124	0.0990117
18	-58410.87	-58412.6	1.732191	0.00829941	0.0316751	0.0137936	0.0608953	-4.79157	-3.45223	-4.28355	-2.7986	-2.0409	-1.99921	-1.87214	-2.52693	0.004226404	0.007543813	0.02202372	0.005362338	0.02935941	0.02014422	0.01662515	0.01366871	0.156035	0.161801	0.097592	0.584572	0.129912	0.135443	0.153795	0.0799037
19	-58418.96	-58419.58	0.6196466	0.00626136	0.0174955	0.0258027	0.0170713	-5.07336	-4.04581	-3.65728	-4.07036	-2.03879	-1.84439	-1.87214	-2.52693	0.003697896	0.007543813	0.03404661	0.004411725	0.03563206	0.008823394	0.01350906	0.01366871	0.345585	0.267909	0.216146	0.17036	0.130186	0.158122	0.153795	0.0799037
20	-58364.38	-58363.66	-0.7266754	0.0108207	0.00396845	0.0258027	0.0332016	-4.5263	-5.52938	-3.65728	-3.40516	-2.03879	-1.99185	-2.16467	-2.10733	0.003697896	0.006693758	0.03404661	0.008304544	0.03563206	0.004932728	0.03517018	0.01366871	0.311109	0.241182	0.194583	0.253126	0.130186	0.136442	0.114788	0.121562
21	-58352.99	-58351.66	-1.325368	0.0108207	0.00396845	0.0243229	0.0186726	-4.5263	-5.52938	-3.71634	-3.9807	-2.03879	-1.95316	-2.05282	-2.10756	0.006492386	0.006693758	0.03404661	0.007603799	0.03940895	0.004932728	0.06518344	0.003487477	0.419025	0.197174	0.166808	0.216994	0.130186	0.141825	0.128372	0.121535
22	-58404.81	-58406.53	1.714477	0.0108207	0.0141056	0.0241347	0.0567585	-4.5263	-4.26118	-3.72411	-2.86895	-2.07166	-1.95316	-2.17943	-2.32849	0.006674624	0.01118313	0.03733611	0.007603799	0.04203097	0.004932728	0.05435287	0.003487477	0.435166	0.166248	0.173233	0.225352	0.125976	0.141825	0.113106	0.0974428
23	-58447.59	-58448.83	1.239213	0.0172622	0.0163563	0.0241347	0.0187866	-4.05924	-4.11314	-3.72411	-3.97461	-2.12767	-1.96263	-1.96711	-2.32849	0.006674624	0.01118313	0.03733611	0.007603799	0.01180896	0.0233834	0.02169256	0.01659378	0.518978	0.198267	0.206598	0.0761571	0.119114	0.140488	0.13986	0.0974428
24	-58417.45	-58419.17	1.720888	0.00613779	0.0397221	0.0596778	0.0336995	-5.09329	-3.22585	-2.8188	-3.39027	-2.04691	-1.89042	-2.19278	-2.3204	0.006674624	0.01118313	0.0230797	0.009199263	0.01180896	0.0233834	0.02453389	0.01659378	0.542722	0.161587	0.21605	0.0796413	0.129133	0.151008	0.111606	0.0982346
25	-58394.02	-58398.06	4.033983	0.0219293	0.0397221	0.0340891	0.0336995	-3.81993	-3.22585	-3.37878	-3.39027	-2.04691	-1.89376	-1.86641	-2.3204	0.01028542	0.002172783	0.02599402	0.009199263	0.01180896	0.01023667	0.03933145	0.01659378	0.451728	0.302158	0.179826	0.0662884	0.129133	0.150505	0.154679	0.0982346
26	-58429.93	-58433.43	3.495741	0.0244247	0.0292131	0.0960648	0.0508472	-3.71216	-3.53314	-2.34273	-2.97893	-2.0933	-1.87289	-1.97587	-2.25901	0.01485773	0.008786077	0.02599402	0.01135484	0.008795661	0.0171455	0.03933145	0.01659378	0.451728	0.302158	0.179826	0.0662884	0.12328	0.153679	0.138641	0.104454
27	-58420.03	-58422.88	2.846336	0.0314979	0.0191658	0.0960648	0.0705384	-3.45783	-3.95463	-2.34273	-2.6516	-2.04667	-1.93308	-1.94623	-2.25901	0.007676721	0.008786077	0.02599402	0.01135484	0.02364752	0.01918671	0.07232422	0.01659378	0.361371	0.241718	0.343882	0.053029	0.129164	0.144702	0.142812	0.104454
28	-58385.44	-58386.64	1.202257	0.0121511	0.0117539	0.0960648	0.0421861	-4.41034	-4.44357	-2.34273	-3.16566	-1.99563	-1.83768	-1.80166	-1.97487	0.007079108	0.008786077	0.02599402	0.007461414	0.01851743	0.01918671	0.0598171	0.01659378	0.422421	0.218611	0.311008	0.0479597	0.135928	0.159186	0.165025	0.138779
29	-58394.22	-58396.42	2.200946	0.0244366	0.0109727	0.150588	0.0267498	-3.71167	-4.51234	-1.89321	-3.62123	-2.02625	-1.83296	-1.61102	-1.97057	0.007079108	0.005157891	0.02599402	0.009231801	0.006792172	0.01918671	0.05491591	0.01659378	0.422421	0.218611	0.311008	0.0479597	0.131828	0.15994	0.199684	0.139377
30	-58371.27	-58374.16	2.887487	0.0186204	0.0135052	0.150588	0.0267498	-3.9835	-4.30468	-1.89321	-3.62123	-2.00592	-2.0362	-1.61102	-1.98215	0.007079108	0.005157891	0.02599402	0.009231801	0.006792172	0.0057152	0.05491591	0.01659378	0.282613	0.186947	0.459571	0.0708691	0.134537	0.130524	0.199684	0.137772
