Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58493.01	-58499.09	6.075039	0.0296327	0.0195104	0.0111059	0.074375	-3.51888	-3.93681	-4.50028	-2.59863	-1.929	-2.03022	-1.97391	-1.67348	0.01101588	0.008478741	0.02084045	0.01010152	0.004723277	0.01189273	0.004262408	0.0001026816	0.0950207	0.459123	0.380604	0.0652526	0.145294	0.131307	0.138912	0.187594
1	-58389.37	-58392.31	2.934173	0.0133242	0.0195104	0.0100764	0.074375	-4.31817	-3.93681	-4.59756	-2.59863	-2.17143	-1.91868	-2.21711	-1.96794	0.01248642	0.008478741	0.02291157	0.01693928	0.02091714	0.01189273	0.03466312	0.0001026816	0.0798065	0.545725	0.319664	0.0548047	0.114014	0.1468	0.108924	0.139744
2	-58351	-58350.08	-0.9230942	0.00417496	0.0390771	0.0100764	0.0396283	-5.47865	-3.24222	-4.59756	-3.22821	-2.02316	-1.85398	-2.39367	-1.96794	0.01248642	0.004861983	0.02291157	0.008688626	0.02091714	0.02200272	0.03466312	0.01035338	0.549473	0.267187	0.156507	0.0268323	0.132236	0.156613	0.0912943	0.139744
3	-58356.25	-58356.99	0.7371688	0.003496	0.0390771	0.0618636	0.0270948	-5.65613	-3.24222	-2.78282	-3.60841	-2.16345	-1.85398	-1.92721	-2.31892	0.01248642	0.004861983	0.01744915	0.008688626	0.01670797	0.01226906	0.03466312	0.01035338	0.411286	0.109464	0.170802	0.308447	0.114928	0.156613	0.145554	0.0983799
4	-58452.08	-58454.01	1.935945	0.00536605	0.0737148	0.0365172	0.0310182	-5.22766	-2.60755	-3.30997	-3.47318	-2.05718	-1.85398	-1.92721	-1.62864	0.02406353	0.002815238	0.01118661	0.002817449	0.02279876	0.01116724	0.06299043	0.01035338	0.0868318	0.169793	0.264936	0.47844	0.127814	0.156613	0.145554	0.196197
5	-58441.4	-58441.69	0.2841414	0.00846932	0.0647091	0.0119768	0.0212274	-4.77131	-2.73785	-4.42478	-3.85246	-2.22054	-1.85398	-2.05887	-2.14454	0.02406353	0.002815238	0.02337973	0.009597992	0.02717043	0.01116724	0.06299043	0.01035338	0.088293	0.155821	0.269394	0.486492	0.108551	0.156613	0.127598	0.117122
6	-58443.1	-58446.79	3.689351	0.0204358	0.0785645	0.0314063	0.0212274	-3.89047	-2.54384	-3.46075	-3.85246	-2.22054	-1.66255	-1.88797	-2.5342	0.009336408	0.002815238	0.01816319	0.009597992	0.02717043	0.01116724	0.0415373	0.006817098	0.088293	0.155821	0.269394	0.486492	0.108551	0.189654	0.151379	0.0793254
7	-58409.01	-58412.08	3.072921	0.0131999	0.0889107	0.0457845	0.0212274	-4.32754	-2.42012	-3.08381	-3.85246	-2.09731	-1.66181	-2.13002	-2.36596	0.009336408	0.003454941	0.01116895	0.009597992	0.02824879	0.02411868	0.0415373	0.008453425	0.113406	0.200141	0.251562	0.434892	0.122786	0.189794	0.118834	0.0938591
8	-58389.01	-58391.88	2.86587	0.0173886	0.0889107	0.0457845	0.0212274	-4.05194	-2.42012	-3.08381	-3.85246	-1.95092	-1.67477	-1.89924	-2.34861	0.009336408	0.003454941	0.01857267	0.009597992	0.03078575	0.02411868	0.0415373	0.01250695	0.122703	0.216549	0.190204	0.470545	0.142143	0.18735	0.149682	0.0955017
9	-58439.05	-58442.88	3.824636	0.0318679	0.0889107	0.0457845	0.0598117	-3.44615	-2.42012	-3.08381	-2.81655	-1.95092	-1.73395	-2.03308	-2.08316	0.01374963	0.003454941	0.02453345	0.009597992	0.06131943	0.02411868	0.02644602	0.01250695	0.102169	0.347657	0.158374	0.3918	0.142143	0.176586	0.130932	0.124537
