Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-59476.75	-59466.54	-10.20313	0.0110172	0.0321342	0.0756427	0.00618345	-4.5083	-3.43784	-2.58173	-5.08588	-2.00765	-1.6438	-2.96354	-1.25186	0.01521578	0.07643662	0.02747402	0.03288987	0.09215991	0.2061983	1.634114	0.2453026	0.751167	0.0309729	0.130975	0.0868845	0.134304	0.193244	0.051636	0.285972
1	-59444.27	-59436.96	-7.307673	0.0171594	0.0321342	0.0199974	0.0354097	-4.06521	-3.43784	-3.91215	-3.34077	-1.9069	-1.6438	-2.96354	-2.6916	0.01521578	0.07643662	0.02747402	0.06393017	0.1656478	0.2061983	0.447173	0.5332359	0.751167	0.0309729	0.130975	0.0868845	0.148541	0.193244	0.051636	0.0677722
2	-59731.5	-59727.25	-4.255806	0.0672028	0.139698	0.249279	0.0354097	-2.70004	-1.96827	-1.38918	-3.34077	-3.14879	-1.6434	-0.89997	-0.818614	0.01223648	0.07643662	0.02747402	0.06393017	0.01723319	0.1034032	1.238063	0.02947002	0.751167	0.0309729	0.130975	0.0868845	0.0429038	0.193321	0.406582	0.441042
3	-60254.17	-60250.09	-4.077353	0.0320379	0.0381591	0.249279	0.0784789	-3.44084	-3.26599	-1.38918	-2.54493	-4.33143	-1.6434	-3.14438	-0.76973	0.0108016	0.07643662	0.02747402	0.06393017	0.0003972749	0.8407718	0.5333725	0.02947002	0.751167	0.0309729	0.130975	0.0868845	0.0131488	0.193321	0.0430936	0.463138
4	-60250.78	-60245.05	-5.730646	0.0320379	0.071092	0.64431	0.107314	-3.44084	-2.64378	-0.439575	-2.232	-3.90798	-1.6434	-2.35638	-0.839431	0.0108016	0.07401159	0.006817769	0.0270924	0.0151441	0.9084882	0.5333725	0.2019418	0.735522	0.051156	0.128248	0.0850748	0.0200809	0.193321	0.094763	0.431956
5	-59761.53	-59754.28	-7.254537	0.0727545	0.00340178	0.418231	0.170094	-2.62066	-5.68346	-0.87172	-1.7714	-2.32568	-1.6434	-3.83384	-0.839431	0.007322798	0.03180448	0.003736686	0.0270924	0.0151441	0.9084882	0.2515945	0.2019418	0.735522	0.051156	0.128248	0.0850748	0.0977172	0.193321	0.0216265	0.431956
6	-60568.5	-60560.27	-8.236335	0.0606332	0.049092	0.0311437	0.170094	-2.80291	-3.01406	-3.46914	-1.7714	-3.20507	-1.6434	-0.833317	-3.78942	0.007270222	0.05229302	0.08406406	0.1008884	0.3668413	0.9084882	0.2515945	0.3054156	0.136156	0.167087	0.418884	0.277873	0.0405562	0.193321	0.434605	0.0226086
7	-60698.84	-60693.04	-5.792271	0.121935	0.049092	0.0411651	0.170094	-2.10427	-3.01406	-3.19017	-1.7714	-2.50372	-1.6434	-0.833317	-3.82552	0.02414899	0.05229302	0.08406406	0.0007509075	0.3668413	0.9084882	0.2515945	0.3054156	0.136156	0.167087	0.418884	0.277873	0.0817798	0.193321	0.434605	0.0218071
8	-59979.38	-59973.04	-6.346275	0.121935	0.0125899	0.12623	0.024683	-2.10427	-4.37486	-2.06965	-3.70164	-2.04157	-1.6434	-1.50708	-3.82552	0.004300976	0.05189938	0.08406406	0.05856533	0.02350149	0.9084882	0.3351043	0.1633623	0.136663	0.167709	0.420445	0.275182	0.129825	0.193321	0.221555	0.0218071
9	-59588.8	-59590.28	1.482562	0.121935	0.0549994	0.1072	0.048866	-2.10427	-2.90043	-2.23306	-3.01867	-2.04157	-2.10105	-2.12754	-0.916012	0.004300976	0.005397172	0.08406406	0.03147733	0.02350149	0.03514955	0.03875645	0.1633623	0.136663	0.167709	0.420445	0.275182	0.129825	0.122328	0.11913	0.400111
10	-59317.72	-59315.07	-2.652138	0.121935	0.00885922	0.1072	0.0237157	-2.10427	-4.7263	-2.23306	-3.74162	-1.92262	-1.809	-2.5381	-0.916012	0.007122154	0.0348093	0.08406406	0.02037609	0.02350149	0.01488947	0.189839	0.1633623	0.0973892	0.460761	0.299618	0.142232	0.146223	0.163818	0.0790164	0.400111
11	-59880.25	-59872.62	-7.629744	0.251668	0.00398378	0.1072	0.0250506	-1.37964	-5.52552	-2.23306	-3.68686	-1.36341	-1.809	-2.8525	-2.67647	0.007122154	0.0180731	0.08406406	0.02037609	0.2279081	0.5879191	0.189839	0.1633623	0.0874743	0.413852	0.418666	0.0800077	0.255786	0.163818	0.0576999	0.0688058
12	-59270.14	-59269.07	-1.063476	0.157914	0.0249668	0.0441553	0.0681338	-1.8457	-3.69021	-3.12004	-2.68628	-1.50134	-2.4625	-2.57741	-1.3637	0.007122154	0.006981237	0.01380371	0.02037609	0.1475434	0.115724	0.2297282	0.1633623	0.0874743	0.413852	0.418666	0.0800077	0.222832	0.0852219	0.0759703	0.255714
13	-59609.4	-59609.55	0.1421144	0.157914	0.164833	0.0253944	0.137651	-1.8457	-1.80282	-3.67323	-1.98304	-1.79095	-1.16198	-1.41654	-1.3637	0.007122154	0.006981237	0.01380371	0.008356779	0.2724857	0.2699426	0.004511163	0.1633623	0.0627609	0.579452	0.300383	0.0574038	0.166802	0.312865	0.242552	0.255714
14	-59651.68	-59652.95	1.270681	0.100242	0.113677	0.0749251	0.137651	-2.30016	-2.17439	-2.59127	-1.98304	-1.70253	-2.07386	-1.41654	-1.3637	0.007122154	0.01620891	0.1574282	0.0002257562	0.2803967	0.1295252	0.01501657	0.1633623	0.0392337	0.738237	0.186645	0.0358848	0.182222	0.1257	0.242552	0.255714
15	-59667.9	-59665.67	-2.229886	0.100242	0.160165	0.0381702	0.137651	-2.30016	-1.83155	-3.2657	-1.98304	-1.70253	-2.07386	-1.32069	-0.796388	0.005729862	0.001094678	0.03389882	0.0020984	0.1506545	0.3619994	0.0004964264	3.800692	0.0392337	0.738237	0.186645	0.0358848	0.182222	0.1257	0.266951	0.450955
16	-59774.26	-59765.49	-8.771311	0.0367885	0.173562	0.0237719	0.00589136	-3.30257	-1.75122	-3.73925	-5.13427	-1.70253	-1.38852	-1.5754	-2.61963	0.04837016	0.02890533	0.03389882	0.003470358	0.1506545	0.3619994	0.001500992	3.800692	0.0392337	0.738237	0.186645	0.0358848	0.182222	0.249444	0.206924	0.0728301
17	-59813.17	-59811.38	-1.789285	0.0315513	0.134944	0.105366	0.0134675	-3.45614	-2.00289	-2.25032	-4.30748	-2.64629	-1.70947	-1.5754	-2.77011	0.04837016	0.01014396	0.03389882	0.002236416	0.08432979	0.3619994	0.04742182	0.150261	0.116537	0.222475	0.554398	0.10659	0.070914	0.180962	0.206924	0.062655
18	-59193.28	-59192.8	-0.4786613	0.0315513	0.134944	0.0214564	0.0477672	-3.45614	-2.00289	-3.84173	-3.04142	-2.29707	-1.70947	-1.5754	-3.26041	0.007389442	0.01014396	0.05176286	0.002236416	0.08432979	0.4215411	0.01846593	0.150261	0.116537	0.222475	0.554398	0.10659	0.100553	0.180962	0.206924	0.0383727
