Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58463.78	-58465.38	1.598773	0.0138714	0.0463216	0.0229027	0.0158396	-4.27793	-3.07215	-3.7765	-4.14524	-1.94233	-1.75634	-1.95409	-2.23826	0.01800376	0.00781005	0.01298752	0.01643705	0.03228784	0.008216876	0.02870541	0.008061187	0.273223	0.374208	0.216753	0.135816	0.14337	0.172676	0.141693	0.106644
1	-58482.99	-58485.58	2.596369	0.0202699	0.0371703	0.0436534	0.0167803	-3.89862	-3.29225	-3.13147	-4.08755	-2.03505	-1.71449	-2.10949	-2.74725	0.01800376	0.00781005	0.02837527	0.01394859	0.01403459	0.008216876	0.01676227	0.01519138	0.40797	0.304829	0.176566	0.110635	0.130674	0.180056	0.1213	0.0641041
2	-58477.7	-58480.04	2.342711	0.0141726	0.0367379	0.07575	0.0167803	-4.25645	-3.30395	-2.58032	-4.08755	-2.09217	-1.96065	-1.55204	-2.74725	0.01007439	0.004625603	0.03534729	0.01394859	0.02756013	0.008216876	0.01676227	0.01519138	0.302395	0.391708	0.163729	0.142168	0.123419	0.140766	0.211816	0.0641041
3	-58461.93	-58466.82	4.897753	0.0141726	0.0663568	0.0709142	0.0297597	-4.25645	-2.71271	-2.64628	-3.5146	-2.02031	-1.82477	-1.8205	-2.08098	0.00537501	0.005438047	0.03534729	0.01394859	0.02756013	0.01478843	0.009929153	0.00108337	0.328848	0.425973	0.087925	0.157254	0.132614	0.161254	0.161945	0.124808
4	-58396.9	-58404.33	7.431412	0.0149886	0.042334	0.137809	0.128009	-4.20047	-3.16216	-1.98189	-2.05565	-2.02031	-1.86076	-1.62722	-1.78278	0.01199724	0.005438047	0.01837481	0.01394859	0.01325741	0.01478843	0.009929153	1.993986e-05	0.338826	0.438899	0.0602488	0.162026	0.132614	0.155554	0.196476	0.16817
5	-58450.5	-58457.28	6.773751	0.0107058	0.042334	0.137809	0.0645346	-4.53697	-3.16216	-1.98189	-2.74055	-2.10497	-1.86076	-1.80745	-2.19224	0.01342399	0.005438047	0.01564216	0.01394859	0.01325741	0.01478843	0.003972644	9.786362e-05	0.338826	0.438899	0.0602488	0.162026	0.121849	0.155554	0.164072	0.111666
6	-58477.77	-58484.44	6.672791	0.00844987	0.042334	0.137809	0.299929	-4.7736	-3.16216	-1.98189	-1.20421	-2.07331	-1.7487	-1.80745	-1.34513	0.005209182	0.005438047	0.01862627	0.01394859	0.01532166	0.01076876	0.006495843	1.854058e-05	0.333173	0.431575	0.0592434	0.176008	0.125769	0.174	0.164072	0.260507
7	-58429.77	-58435.84	6.068014	0.013256	0.0498167	0.108977	0.17135	-4.3233	-2.99941	-2.21662	-1.76405	-2.07331	-1.96245	-1.80745	-1.34513	0.005209182	0.005438047	0.01843692	0.007988096	0.005838979	0.01295681	0.05137103	0.0003552993	0.333173	0.431575	0.0592434	0.176008	0.125769	0.140514	0.164072	0.260507
8	-58420.77	-58425.18	4.41209	0.0167099	0.0527653	0.0560951	0.208293	-4.09175	-2.9419	-2.88071	-1.56881	-2.07331	-1.96245	-1.80745	-1.53102	0.01388311	0.004035989	0.01843692	0.007988096	0.02789568	0.01295681	0.05137103	0.001627701	0.415422	0.0901224	0.0738687	0.420587	0.125769	0.140514	0.164072	0.216314
9	-58479.44	-58481.5	2.057603	0.0167099	0.0527653	0.0294689	0.148185	-4.09175	-2.9419	-3.52442	-1.90929	-2.07331	-1.87565	-2.01619	-1.52168	0.01388311	0.01317216	0.01877891	0.01325773	0.06381662	0.01295681	0.01918705	0.02187196	0.350889	0.100071	0.0820233	0.467017	0.125769	0.153255	0.133162	0.218345
10	-58480.25	-58481.93	1.67486	0.0147933	0.00959267	0.0411156	0.088223	-4.21358	-4.64676	-3.19137	-2.42789	-2.05028	-1.98198	-2.01619	-1.52168	0.001465351	0.003619071	0.03636118	0.01325773	0.06381662	0.01295681	0.0265134	0.02187196	0.345765	0.0986099	0.0954285	0.460197	0.128698	0.137795	0.133162	0.218345
11	-58471.6	-58474.35	2.743219	0.0147933	0.00960267	0.102941	0.088223	-4.21358	-4.64571	-2.2736	-2.42789	-2.13274	-1.94338	-2.0921	-1.52168	0.001465351	0.001892843	0.03277732	0.01325773	0.02235904	0.01295681	0.03693657	0.02187196	0.305207	0.204342	0.0842348	0.406216	0.118512	0.143219	0.123428	0.218345
12	-58384.75	-58383.84	-0.9147239	0.0147933	0.00238709	0.102941	0.092214	-4.21358	-6.03768	-2.2736	-2.38364	-1.99649	-1.97177	-1.88736	-1.52168	0.007396743	0.004270781	0.02158269	0.01325773	0.02235904	0.005221648	0.03693657	0.02187196	0.153571	0.218571	0.0901007	0.537757	0.135811	0.13921	0.151472	0.218345
13	-58440.79	-58441.92	1.133061	0.0141919	0.00431966	0.102941	0.092214	-4.25508	-5.44458	-2.2736	-2.38364	-2.16335	-2.04903	-1.61639	-1.63394	0.007396743	0.002167988	0.02158269	0.01325773	0.03110077	0.005235442	0.01501044	0.02187196	0.153571	0.218571	0.0901007	0.537757	0.114939	0.128859	0.198614	0.195158
14	-58409.78	-58414.14	4.358325	0.0141919	0.0150401	0.113636	0.092214	-4.25508	-4.19704	-2.17475	-2.38364	-2.16335	-2.00399	-1.63443	-1.81657	0.007396743	0.002284072	0.02158269	0.005085527	0.02730133	0.005235442	0.02381167	0.006812368	0.0287552	0.250802	0.103387	0.617055	0.114939	0.134796	0.195063	0.162582
