Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-88236.12	-88218.83	-17.29088	0.929802	0.218217	0.231904	0.47475	-0.0727837	-1.52226	-1.46143	-0.744967	-3.37255	-2.58001	-3.36729	-2.80644	0.003628627	0.6896453	0.4775192	0.7866659	0.4149511	2.476836	0.6004597	0.4333951	0.114001	0.457877	0.300382	0.12774	0.034302	0.0757733	0.0344831	0.0604196
1	-74156.61	-74141.01	-15.59843	0.329003	0.0829283	0.207889	0.528026	-1.11169	-2.48978	-1.57075	-0.638611	-1.47571	-3.11386	-4.69063	-2.80644	0.02284093	1.50589	0.8953319	0.7866659	1.849782	0.007070987	0.07043534	0.4333951	0.127575	0.512397	0.336149	0.0238792	0.228615	0.0444293	0.00918086	0.0604196
2	-68244.14	-68231.78	-12.36136	0.138636	0.0829283	0.207889	0.30421	-1.9759	-2.48978	-1.57075	-1.19004	-2.31571	-0.681779	-3.67362	-2.80644	0.6278083	1.50589	0.8953319	0.7866659	1.849782	0.007070987	0.07043534	0.0008323614	0.124851	0.522809	0.328971	0.0233693	0.0986962	0.505716	0.0253845	0.0604196
3	-65897.36	-65876.45	-20.91237	0.11904	0.0945302	0.0686061	0.30421	-2.1283	-2.35884	-2.67937	-1.19004	-1.76309	-0.260609	-3.67362	-2.80644	0.6278083	1.997733	0.8953319	0.7866659	1.849782	1.32745	0.3384433	0.09234821	0.087597	0.665197	0.23081	0.0163962	0.171515	0.770582	0.0253845	0.0604196
4	-86971.48	-86948.42	-23.05546	0.0115102	3.86644	0.0686061	0.636722	-4.46452	1.35233	-2.67937	-0.451422	-1.76309	-3.33855	-1.43128	-2.76798	0.6278083	1.997733	0.8953319	1.271511	0.04851454	1.32745	0.3384433	0.02391995	0.087597	0.665197	0.23081	0.0163962	0.171515	0.0354885	0.239003	0.0627884
5	-73787.85	-73769.59	-18.26662	0.0115102	3.86644	0.0709984	0.0787026	-4.46452	1.35233	-2.6451	-2.54208	-1.76309	-3.33855	-3.87629	-3.24983	0.06954562	1.676399	0.8953319	0.8238218	0.04851454	0.2084887	0.3384433	0.04975246	0.087597	0.665197	0.23081	0.0163962	0.171515	0.0354885	0.0207276	0.0387809
6	-82739.44	-82719.37	-20.07163	0.660915	4.8514	0.22377	0.134061	-0.41413	1.57927	-1.49714	-2.00946	-2.93568	-4.00162	-3.87629	-2.81423	0.003763527	1.676399	0.7061799	0.4142354	0.04851454	1.825724	0.3384433	0.1767226	0.109999	0.835313	0.0340992	0.0205893	0.0530946	0.018286	0.0207276	0.0599509
7	-73940.7	-73926.53	-14.16798	0.0454903	0.0394533	0.165522	0.0325812	-3.09026	-3.23264	-1.79865	-3.42402	-1.91962	-4.00162	-1.73422	-0.838563	0.003763527	1.676399	0.7061799	0.4142354	0.04851454	1.825724	0.4498694	0.1767226	0.109999	0.835313	0.0340992	0.0205893	0.146663	0.018286	0.176539	0.432332
8	-66409.89	-66394.17	-15.72281	0.93205	0.158416	0.0458889	0.00922109	-0.0703684	-1.84253	-3.08153	-4.68626	-1.91962	-1.30495	-1.73422	-2.37033	0.05190748	0.6594512	0.7061799	0.01477398	2.801513	0.03248503	0.4498694	0.6533521	0.109999	0.835313	0.0340992	0.0205893	0.146663	0.271185	0.176539	0.09345
9	-65190.48	-65178.86	-11.62265	0.0572282	0.0687715	0.132667	0.295457	-2.86071	-2.67697	-2.01992	-1.21923	-2.08265	-2.23512	0.0468148	-1.79182	0.05953079	0.6594512	0.7061799	0.01477398	2.801513	0.03248503	0.4498694	0.02627388	0.190732	0.75954	0.031006	0.0187216	0.1246	0.106979	1.04793	0.166656
10	-72654.44	-72645.72	-8.714555	0.404827	0.0687715	0.132667	0.299352	-0.904296	-2.67697	-2.01992	-1.20613	-3.00588	-1.47373	-2.9469	-2.72979	0.2092315	1.110712	0.7061799	1.12579	0.3551076	0.03248503	0.001455094	0.02627388	0.190732	0.75954	0.031006	0.0187216	0.0494953	0.229069	0.0525021	0.0652329
11	-68542.29	-68519.27	-23.01665	0.404827	1.45823	0.0408832	0.0325896	-0.904296	0.377222	-3.19704	-3.42376	-3.00588	-1.47373	-0.967597	-1.20705	0.1882964	1.110712	2.48138	1.12579	0.3551076	0.03248503	0.3070479	2.935808	0.13171	0.83395	0.0214112	0.0129282	0.0494953	0.229069	0.379995	0.299078
12	-69905.1	-69892.73	-12.37434	0.404827	0.0532401	0.211046	0.234654	-0.904296	-2.93294	-1.55568	-1.44964	-3.56914	-1.47373	-2.11286	-2.76194	0.1882964	1.110712	1.421985	0.783754	0.3551076	0.01052725	0.04936487	0.3404749	0.572911	0.410198	0.0105316	0.00635905	0.02818	0.229069	0.120892	0.063169
13	-67713.57	-67705.36	-8.217938	0.404827	0.207199	0.12908	0.0374179	-0.904296	-1.57407	-2.04732	-3.28561	-3.55103	-2.16758	-2.11286	-2.76194	0.00900778	0.4853667	1.421985	0.09903929	0.3469879	0.09218271	0.01041638	0.4686218	0.572911	0.410198	0.0105316	0.00635905	0.028695	0.114454	0.120892	0.063169
14	-67339.65	-67327.07	-12.57667	0.158482	0.101696	0.12908	0.120686	-1.84211	-2.28576	-2.04732	-2.11456	-0.835503	-2.16758	-4.02218	-2.72084	1.700649	0.001622218	0.1344523	0.5874301	0.3469879	0.09218271	2.601247	0.1290986	0.572911	0.410198	0.0105316	0.00635905	0.433656	0.114454	0.0179139	0.0658192
15	-66385.07	-66370.76	-14.31583	0.0421617	0.511463	0.12908	0.120686	-3.16624	-0.67048	-2.04732	-2.11456	-0.835503	-2.16758	-1.23729	-2.67957	0.1708513	0.001622218	1.179152	0.5874301	0.3469879	0.2026163	2.601247	0.6169364	0.677094	0.312405	0.00654776	0.00395358	0.433656	0.114454	0.290168	0.0685926
16	-66500.94	-66487.69	-13.24426	0.0733181	0.231315	0.243831	0.626355	-2.61295	-1.46398	-1.41128	-0.467838	-1.73022	0.448829	-2.04805	-1.35286	0.09402837	0.001622218	1.179152	0.007451389	0.3469879	0.2026163	2.601247	0.3894284	0.71887	0.261513	0.00548111	0.0141359	0.177245	1.56648	0.128986	0.2585
