Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58312.09	-58304.04	-8.046132	0.00401772	0.00133639	0.00691627	0.0120989	-5.51704	-6.61779	-4.97388	-4.41464	-2.10432	-1.97529	-2.28902	-2.06796	0.008938989	0.003265488	0.02446391	0.009756484	0.01721879	0.0177066	0.0525074	0.001450995	0.426736	0.484261	0.0696514	0.0193519	0.121929	0.138721	0.101366	0.126444
1	-58313.81	-58309.39	-4.429659	0.00453566	0.0128226	0.00977898	0.00384975	-5.39578	-4.35655	-4.62752	-5.55975	-2.11341	-1.99609	-2.28902	-2.06796	0.007409322	0.003265488	0.02446391	0.008886465	0.01721879	0.0177066	0.0525074	0.003302922	0.426736	0.484261	0.0696514	0.0193519	0.120826	0.135865	0.101366	0.126444
2	-58308.02	-58303.09	-4.925452	0.00243819	0.0128226	0.0165966	0.00384975	-6.0165	-4.35655	-4.09856	-5.55975	-2.1172	-1.96655	-2.12069	-2.12372	0.008459967	0.003265488	0.02269675	0.008886465	0.01721879	0.0143032	0.05042087	0.002445355	0.134743	0.837154	0.0219926	0.00611041	0.120368	0.139939	0.119949	0.119586
3	-58308.75	-58306.67	-2.076933	0.0056101	0.0128226	0.016366	0.00588634	-5.18319	-4.35655	-4.11255	-5.13512	-2.1172	-1.96655	-2.2377	-2.12372	0.008459967	0.00356588	0.02269675	0.008886465	0.02069951	0.012325	0.05023739	0.002445355	0.134743	0.837154	0.0219926	0.00611041	0.120368	0.139939	0.106704	0.119586
4	-58310.85	-58307.12	-3.732877	0.00698191	0.00472253	0.016366	0.00588634	-4.96443	-5.35541	-4.11255	-5.13512	-2.13216	-1.96655	-2.13787	-2.04902	0.008459967	0.002980501	0.0244571	0.009366365	0.02069951	0.01754096	0.05316458	0.002679748	0.134743	0.837154	0.0219926	0.00611041	0.118581	0.139939	0.117906	0.128861
5	-58314.34	-58308.16	-6.176357	0.00698191	0.00734201	0.0113804	0.00177099	-4.96443	-4.91414	-4.47586	-6.33621	-2.13216	-1.93313	-2.18727	-2.09355	0.008459967	0.002980501	0.0244571	0.01091714	0.02069951	0.01218725	0.04949734	0.002679748	0.134743	0.837154	0.0219926	0.00611041	0.118581	0.144695	0.112223	0.123249
6	-58318.77	-58310.1	-8.671907	0.00162547	0.0100102	0.0231916	0.00177099	-6.42196	-4.60415	-3.76397	-6.33621	-2.13359	-1.93313	-2.17872	-2.03558	0.00849298	0.002376764	0.0244571	0.009575821	0.01639977	0.01710103	0.05634662	0.006542967	0.318459	0.615121	0.0519785	0.0144417	0.118411	0.144695	0.113186	0.130604
7	-58315.99	-58313.12	-2.869553	0.00450046	0.0100102	0.019824	0.00414796	-5.40358	-4.60415	-3.92086	-5.48514	-2.15104	-1.95781	-2.16281	-2.03558	0.008517468	0.002376764	0.02069925	0.009575821	0.02497947	0.01715479	0.07075745	0.0004366273	0.318459	0.615121	0.0519785	0.0144417	0.116363	0.141167	0.115002	0.130604
8	-58317.81	-58313.49	-4.318635	0.00466033	0.0129472	0.00683591	0.00414796	-5.36867	-4.34687	-4.98557	-5.48514	-2.11866	-1.90279	-2.13895	-2.0392	0.009305953	0.002540175	0.01920694	0.009455447	0.01803231	0.01671517	0.07075745	0.0009870208	0.312022	0.579144	0.0851701	0.0236636	0.120193	0.149152	0.117778	0.130132
9	-58315.07	-58311.64	-3.431234	0.00466033	0.0121965	0.00737999	0.0109462	-5.36867	-4.40661	-4.90898	-4.51476	-2.10214	-1.90872	-2.12953	-2.04344	0.009305953	0.00337179	0.02270604	0.008601466	0.02063367	0.01671517	0.07075745	0.0048989	0.579507	0.218361	0.158183	0.0439495	0.122194	0.148271	0.118894	0.129582
