Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58370.3	-58371.7	1.400826	0.00612505	0.0491535	0.0205201	0.180093	-5.09537	-3.01281	-3.88635	-1.71428	-2.05773	-1.92968	-2.03807	-1.37204	0.01064225	0.007040883	0.01487998	0.009971288	0.02510409	0.02676019	0.03738838	0.002793841	0.220858	0.497598	0.036027	0.245516	0.127744	0.145195	0.13028	0.253589
1	-58370.56	-58370.69	0.1236501	0.0148607	0.00346986	0.0304789	0.0688287	-4.20904	-5.66364	-3.49072	-2.67614	-2.05773	-1.92968	-2.03807	-1.73706	0.01064225	0.007040883	0.01487998	0.00874423	0.01150869	0.01941355	0.07692205	0.001905412	0.220858	0.497598	0.036027	0.245516	0.127744	0.145195	0.13028	0.176037
2	-58428.86	-58426.34	-2.523085	0.0140967	0.00169717	0.0292318	0.0688287	-4.26182	-6.3788	-3.5325	-2.67614	-1.98841	-2.18101	-1.96355	-1.73706	0.008897678	0.006193421	0.01098547	0.01094398	0.01234345	0.01941355	0.06323148	0.01143099	0.440168	0.199892	0.0460589	0.313881	0.136912	0.112927	0.14036	0.176037
3	-58384.14	-58384.75	0.6156848	0.0165006	0.00353089	0.0203816	0.0688287	-4.10436	-5.64621	-3.89312	-2.67614	-2.05017	-2.0638	-1.92791	-1.73706	0.008897678	0.006193421	0.01365392	0.009894401	0.03639906	0.0209142	0.06323148	0.0002123337	0.04975	0.462615	0.0623991	0.425236	0.128713	0.126971	0.145451	0.176037
4	-58378.76	-58381.69	2.924687	0.0151451	0.0289336	0.0203816	0.00613576	-4.19008	-3.54275	-3.89312	-5.09362	-2.05017	-1.8138	-2.30441	-1.73706	0.01286494	0.002931853	0.01365392	0.01502811	0.01375121	0.01427995	0.0982785	1.620551e-05	0.0436431	0.405829	0.17749	0.373038	0.128713	0.163034	0.0998175	0.176037
5	-58389.52	-58392.01	2.485106	0.0151451	0.0289336	0.0280861	0.00613576	-4.19008	-3.54275	-3.57248	-5.09362	-2.20793	-1.9117	-2.15847	-1.77366	0.01286494	0.001343267	0.01365392	0.01502811	0.01890706	0.01427995	0.06723656	0.0002081677	0.0436431	0.405829	0.17749	0.373038	0.109928	0.147828	0.115501	0.16971
6	-58423	-58427.59	4.584201	0.0120956	0.0289336	0.0280861	0.0236022	-4.41492	-3.54275	-3.57248	-3.74641	-2.20793	-1.7293	-2.12634	-1.72234	0.01286494	0.001757991	0.0142548	0.004483796	0.01890706	0.01427995	0.06723656	0.0002081677	0.0436431	0.405829	0.17749	0.373038	0.109928	0.177409	0.119273	0.178647
7	-58347.49	-58351.88	4.386437	0.0116771	0.0364806	0.0188287	0.065768	-4.45013	-3.31097	-3.97237	-2.72162	-1.9956	-1.85295	-2.02753	-1.72234	0.007355202	0.003978939	0.02442213	0.005919472	0.01762594	0.01427995	0.07719791	0.0002081677	0.0401216	0.373083	0.169599	0.417197	0.135932	0.156774	0.13166	0.178647
8	-58380.33	-58381.57	1.246198	0.0443508	0.0176399	0.0251652	0.0111808	-3.11562	-4.03759	-3.68229	-4.49356	-1.9956	-1.94866	-2.22199	-1.72234	0.007516443	0.003978939	0.02442213	0.01387572	0.01762594	0.02830201	0.07719791	0.006891093	0.0401216	0.373083	0.169599	0.417197	0.135932	0.142465	0.108394	0.178647
9	-58374.53	-58378.04	3.511912	0.016607	0.0176399	0.0588783	0.054986	-4.09793	-4.03759	-2.83228	-2.90068	-2.07762	-1.98259	-1.98238	-1.7604	0.00463331	0.003718567	0.02259607	0.01387572	0.006055868	0.02059344	0.0808555	0.006891093	0.0401216	0.373083	0.169599	0.417197	0.125227	0.137713	0.137741	0.171976
