Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-63160.01	-63147.26	-12.75063	0.0251022	0.0615172	0.0633466	0.441894	-3.6848	-2.78844	-2.75913	-0.816684	-2.04315	-1.87108	-4.29167	-2.0612	0.6436649	0.3178404	0.1832079	0.2154616	3.084079	0.02211313	0.003809837	0.5271107	0.351795	0.0194854	0.235548	0.393172	0.129619	0.153958	0.0136821	0.127302
1	-62414.51	-62400.83	-13.67783	0.0283257	0.188829	0.0585547	0.0646053	-3.56399	-1.66691	-2.83779	-2.73946	-4.44764	-0.862985	-2.90037	-2.0612	0.6436649	0.3178404	0.8383963	0.2154616	3.084079	0.02211313	0.003809837	0.2192408	0.351795	0.0194854	0.235548	0.393172	0.0117062	0.421901	0.0550031	0.127302
2	-62501.34	-62490.36	-10.97972	0.0922837	0.0641767	0.175033	0.12484	-2.38289	-2.74611	-1.74278	-2.08073	-2.38158	-2.15627	-1.31456	-1.66052	0.02919155	0.6149124	0.02069171	0.2090186	3.084079	0.7403124	0.2906501	0.07304774	0.316192	0.0205557	0.248485	0.414767	0.0924044	0.115757	0.268592	0.19004
3	-63132.58	-63122.88	-9.705451	0.0651462	0.287218	0.175033	0.0356012	-2.73112	-1.24751	-1.74278	-3.33538	-3.6717	-0.991249	-3.37075	-2.36924	0.02919155	0.6149124	0.02069171	0.2090186	0.6475246	0.7403124	0.2906501	0.07304774	0.316192	0.0205557	0.248485	0.414767	0.0254331	0.371113	0.034364	0.0935519
4	-63089.43	-63078.57	-10.85443	0.0651462	0.0212016	0.455886	0.0677665	-2.73112	-3.85368	-0.785512	-2.69169	-3.6717	-1.26723	-2.1425	-2.36924	0.02919155	0.6149124	0.2024619	0.2090186	0.154	0.7403124	0.2906501	0.2596071	0.316192	0.0205557	0.248485	0.414767	0.0254331	0.281609	0.117361	0.0935519
5	-60477.33	-60473.5	-3.830768	0.0651462	0.0281439	0.207115	0.0643448	-2.73112	-3.57043	-1.57448	-2.7435	-3.23882	-1.26723	-2.5237	-1.85396	0.1231919	0.00355923	0.2749609	0.1888783	0.2460546	0.03238343	0.251697	0.01890011	0.316192	0.0205557	0.248485	0.414767	0.03921	0.281609	0.0801627	0.156615
6	-62386.15	-62373.49	-12.66323	0.00819845	0.0833041	0.207115	0.201411	-4.80381	-2.48526	-1.57448	-1.60241	-2.58508	-1.89106	-2.5237	-0.626404	0.1231919	0.00355923	0.7607152	0.1888783	0.2460546	0.251502	1.887658	0.3845314	0.316192	0.0205557	0.248485	0.414767	0.0753897	0.150912	0.0801627	0.53451
7	-61533.44	-61522.05	-11.39198	0.00819845	0.172876	0.207115	0.0112725	-4.80381	-1.75518	-1.57448	-4.48539	-2.58508	-2.36335	-1.70645	-2.26903	0.1943415	0.03896981	0.4269828	0.1888783	0.2460546	0.1072516	0.4024379	0.3845314	0.316192	0.0205557	0.248485	0.414767	0.0753897	0.0941045	0.181508	0.103412
8	-62811.93	-62803.48	-8.456271	0.00819845	0.172876	0.0850508	0.0500379	-4.80381	-1.75518	-2.46451	-2.99497	-2.75923	-2.38325	-1.55242	-2.26903	0.09451159	0.0001973952	1.83477	0.1888783	0.1546889	0.1072516	0.4024379	0.3845314	0.430069	0.0279589	0.370151	0.171822	0.0633405	0.0922504	0.211736	0.103412
9	-61512.54	-61503.57	-8.969247	0.00819845	0.0745255	0.0356119	0.17181	-4.80381	-2.59661	-3.33508	-1.76136	-1.74885	-2.38325	-0.980257	-2.91253	0.09451159	0.005182581	0.5406328	0.1888783	0.1418349	0.1072516	0.4024379	0.3845314	0.343236	0.0223138	0.535101	0.0993489	0.173974	0.0922504	0.375215	0.0543383
