Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-61397.67	-61391.62	-6.054561	0.159324	0.0715119	1.00724	0.0583971	-1.83681	-2.63789	0.00721192	-2.84049	-2.52763	-2.56367	0.486057	-1.82983	0.003298264	0.09018834	0.0521137	0.02012238	0.006303282	0.366638	0.9240012	0.05354072	0.227165	0.031006	0.439565	0.302264	0.0798484	0.0770215	1.62589	0.160441
1	-66784	-66772.29	-11.71565	0.0174276	0.0187623	0.162083	0.0864755	-4.0497	-3.9759	-1.81965	-2.44789	-1.80855	-2.56367	-3.4493	-3.90951	0.0004563749	0.1127939	0.6686502	0.02012238	0.006303282	3.96242	0.4065898	0.8749715	0.412897	0.0235545	0.333926	0.229623	0.163891	0.0770215	0.0317679	0.0200503
2	-59747.04	-59744.31	-2.724609	0.0422488	0.0907636	0.0685164	0.153788	-3.16418	-2.3995	-2.68068	-1.87218	-1.80855	-2.56367	-1.53739	-1.04624	0.001636228	0.01640246	0.01259425	0.02012238	0.3810938	0.06353214	0.4065898	0.8749715	0.408209	0.0232871	0.330135	0.238369	0.163891	0.0770215	0.214941	0.351255
3	-59807.69	-59804.3	-3.386552	0.0252838	0.0122462	0.0455333	0.153788	-3.67759	-4.40254	-3.08931	-1.87218	-1.80855	-2.56367	-2.00802	-3.43098	0.0006403329	0.01640246	0.00759824	0.03021407	0.3810938	0.06353214	0.1468179	0.942288	0.222099	0.0331061	0.239994	0.504801	0.163891	0.0770215	0.134254	0.0323551
4	-61253.89	-61248.86	-5.033347	0.0252838	0.320419	0.283555	0.0373283	-3.67759	-1.13813	-1.26035	-3.288	-1.80855	-0.964784	-2.29924	-4.52518	0.0002301281	0.001674104	0.01424686	0.03021407	1.416351	0.06353214	0.1468179	0.942288	0.222099	0.0331061	0.239994	0.504801	0.163891	0.381066	0.100335	0.0108328
5	-61531.35	-61521.61	-9.735975	0.159214	0.320419	0.0624789	1.14661	-1.83751	-1.13813	-2.77293	0.136809	-1.80855	-0.680744	-1.60495	-0.745428	0.0384764	0.01870816	0.08093135	0.03021407	1.416351	0.3854815	0.1983869	0.09293404	0.216864	0.0323258	0.234338	0.516472	0.163891	0.50624	0.2009	0.474531
6	-65866.59	-65854.14	-12.443	0.207134	0.320419	0.045444	1.75589	-1.57439	-1.13813	-3.09128	0.562978	-2.05068	-0.139446	-3.60137	-2.16543	0.0384764	0.01870816	0.08093135	0.03021407	1.416351	0.6535415	0.5602602	0.09293404	0.256932	0.0382984	0.277634	0.427135	0.128648	0.86984	0.0272863	0.114701
7	-61769.04	-61754.46	-14.58124	0.0523296	0.142169	0.0903062	0.0566792	-2.95019	-1.95074	-2.40455	-2.87035	-2.05068	-2.40698	-3.30203	-2.16543	0.1652261	0.3286567	0.570435	0.03448534	0.4718146	1.393597	0.7239274	2.171233	0.393769	0.0675382	0.0896804	0.449013	0.128648	0.0900866	0.0368084	0.114701
8	-62351.57	-62327.76	-23.80674	0.0523296	1.24836	0.0112506	0.21363	-2.95019	0.221829	-4.48733	-1.54351	-1.48466	-2.71772	-5.35544	-0.746989	0.1652261	0.2098368	0.570435	0.03448534	1.768455	1.265357	0.4726453	2.171233	0.267938	0.0815566	0.108295	0.542211	0.22658	0.0660248	0.00472239	0.473791
9	-61671.38	-61649.91	-21.46929	0.0122193	1.24836	0.0366771	0.0982677	-4.40474	0.221829	-3.3056	-2.32006	-1.43055	-0.446846	-2.61704	-1.88137	0.1652261	0.2098368	0.570435	0.1175998	1.768455	1.265357	0.4726453	2.171233	0.466932	0.0593873	0.0788574	0.394824	0.239178	0.639642	0.0730185	0.152381
