Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58462.19	-58463.32	1.125291	0.0404722	0.00857708	0.00615047	0.045019	-3.20714	-4.75866	-5.09123	-3.10067	-1.95168	-1.96377	-2.09304	-1.9353	0.004514731	0.0002461544	0.0188949	0.01087674	0.05838151	0.02389601	0.04522748	0.007922286	0.220956	0.33671	0.0671698	0.375164	0.142036	0.140329	0.123312	0.144381
1	-58433.58	-58436.28	2.700959	0.0404722	0.0156215	0.0117168	0.0249535	-3.20714	-4.15911	-4.44673	-3.69074	-2.00867	-1.89099	-2.07633	-1.9353	0.004169556	0.005001606	0.0188949	0.01157074	0.05838151	0.02389601	0.1102777	0.0001526507	0.229791	0.350174	0.0298707	0.390164	0.134167	0.150922	0.12539	0.144381
2	-58461.97	-58462.6	0.6285229	0.0290651	0.0238388	0.0221848	0.00961008	-3.53822	-3.73644	-3.80835	-4.64494	-2.09452	-1.89099	-1.85541	-1.9353	0.004169556	0.002888578	0.0188949	0.01157074	0.01543004	0.02389601	0.1102777	0.03980884	0.229791	0.350174	0.0298707	0.390164	0.123129	0.150922	0.156389	0.144381
3	-58470.05	-58467.6	-2.45494	0.00782398	0.0238388	0.158656	0.00458799	-4.85056	-3.73644	-1.84102	-5.38431	-2.09452	-1.81007	-1.85541	-1.80818	0.01347891	0.003918939	0.0188949	0.009796582	0.0193486	0.01134497	0.08515693	0.06456119	0.114476	0.676274	0.0148808	0.194369	0.123129	0.163643	0.156389	0.163952
4	-58498.88	-58499.46	0.5772361	0.0374454	0.0267426	0.158656	0.00951512	-3.28487	-3.6215	-1.84102	-4.65487	-2.0612	-1.93895	-1.51724	-1.64569	0.01200038	0.008767837	0.0188949	0.009796582	0.0193486	0.01134497	0.08007882	0.06456119	0.114476	0.676274	0.0148808	0.194369	0.127301	0.143856	0.219315	0.19288
5	-58433.5	-58435.28	1.775136	0.0203847	0.0338898	0.158656	0.0226611	-3.89297	-3.38464	-1.84102	-3.78711	-2.08901	-1.78874	-1.51724	-2.22128	0.008842629	0.008767837	0.02283033	0.02303263	0.0193486	0.01134497	0.08007882	0.02019515	0.444333	0.424362	0.00933768	0.121967	0.12381	0.167171	0.219315	0.10847
6	-58519	-58521.15	2.152199	0.0240068	0.0338898	0.158656	0.0428196	-3.72942	-3.38464	-1.84102	-3.15076	-2.08901	-1.59559	-1.6531	-2.21585	0.008842629	0.008767837	0.02283033	0.02239605	0.0193486	0.01237458	0.08007882	0.03482027	0.444333	0.424362	0.00933768	0.121967	0.12381	0.202788	0.191456	0.109061
7	-58444.47	-58447.78	3.312122	0.0192685	0.0338898	0.158656	0.0899216	-3.94928	-3.38464	-1.84102	-2.40882	-2.08901	-1.97569	-1.4467	-2.1168	0.008842629	0.008767837	0.02171298	0.02239605	0.01953288	0.01237458	0.02875447	0.01219171	0.211809	0.601941	0.0132451	0.173005	0.12381	0.138666	0.235344	0.120416
8	-58509.28	-58513.72	4.449356	0.0252183	0.0198066	0.158656	0.124719	-3.68018	-3.92174	-1.84102	-2.08169	-1.85584	-1.97569	-1.88208	-1.98909	0.0082471	0.001404006	0.02171298	0.02239605	0.01089988	0.01237458	0.02875447	0.01219171	0.189447	0.53839	0.0118467	0.260317	0.156322	0.138666	0.152273	0.13682
9	-58467.43	-58469.31	1.882066	0.00754508	0.0200364	0.0682425	0.0403412	-4.88686	-3.9102	-2.68469	-3.21038	-2.07085	-2.13474	-1.53185	-2.17861	0.00934655	0.005374019	0.03732383	0.009470331	0.01089988	0.01237458	0.02875447	0.01219171	0.189447	0.53839	0.0118467	0.260317	0.126078	0.118275	0.216136	0.113199
10	-58642.1	-58643.54	1.437469	0.0203238	0.0896902	0.089759	0.00450888	-3.89596	-2.41139	-2.41063	-5.40171	-2.15536	-1.69797	-2.28868	-2.01023	0.02137622	0.005374019	0.03732383	0.009470331	0.004993671	0.01237458	0.004313702	0.05186834	0.189447	0.53839	0.0118467	0.260317	0.115862	0.183054	0.1014	0.133958
11	-58567.76	-58572.49	4.728462	0.0203238	0.0541282	0.089759	0.0682717	-3.89596	-2.9164	-2.41063	-2.68426	-2.15864	-1.69797	-2.28868	-1.61012	0.004406653	0.008455221	0.03732383	0.009470331	0.01826692	0.01424345	0.002289831	0.05186834	0.189447	0.53839	0.0118467	0.260317	0.115482	0.183054	0.1014	0.199864
12	-58612.64	-58615.98	3.338756	0.0213933	0.0724212	0.089759	0.0166481	-3.84468	-2.62526	-2.41063	-4.09546	-2.06356	-1.69261	-2.21223	-3.12069	0.01851275	0.008455221	0.02724308	0.007925645	0.01490763	0.01424345	0.002289831	0.05186834	0.205217	0.583208	0.0128329	0.198742	0.127002	0.184038	0.109457	0.0441266
13	-58553.84	-58556.18	2.339789	0.0213933	0.0186838	0.089759	0.0818001	-3.84468	-3.9801	-2.41063	-2.50348	-1.94702	-1.77527	-2.21223	-2.70904	0.0111774	0.01278955	0.02724308	0.01641228	0.01490763	0.01424345	0.01738424	0.05186834	0.205217	0.583208	0.0128329	0.198742	0.142699	0.169437	0.109457	0.0666009
14	-58534.7	-58534.46	-0.2439995	0.00638308	0.0503901	0.00975568	0.0818001	-5.0541	-2.98796	-4.62991	-2.50348	-1.94702	-1.89383	-2.3028	-1.38515	0.009675379	0.008688347	0.02724308	0.01641228	0.01490763	0.007529441	0.01738424	0.05186834	0.205217	0.583208	0.0128329	0.198742	0.142699	0.150494	0.0999781	0.250287
15	-58510.28	-58511.76	1.482875	0.0195535	0.0503901	0.00975568	0.138052	-3.9346	-2.98796	-4.62991	-1.98013	-1.92426	-1.86044	-2.52684	-1.38515	0.006980599	0.008688347	0.02724308	0.00968268	0.07891367	0.006173173	0.008285862	0.05186834	0.209462	0.330857	0.0247544	0.434927	0.145984	0.155604	0.0799111	0.250287
16	-58650.34	-58651.37	1.03257	0.0195535	0.00880033	0.00975568	0.122245	-3.9346	-4.73297	-4.62991	-2.10173	-1.96581	-1.86044	-2.52684	-1.49957	0.007365774	0.02719212	0.02724308	0.00968268	0.0053728	0.008838908	0.007987601	0.01229529	0.209462	0.330857	0.0247544	0.434927	0.140042	0.155604	0.0799111	0.223225
17	-58768.79	-58773.1	4.306704	0.0195535	0.0464878	0.0442333	0.1314	-3.9346	-3.06856	-3.11828	-2.02951	-1.8819	-1.6708	-3.04448	-1.67529	0.007365774	0.02719212	0.02724308	0.00968268	0.0053728	0.006754193	0.01401034	0.01229529	0.209462	0.330857	0.0247544	0.434927	0.1523	0.188096	0.0476209	0.187254
18	-58444.54	-58447.93	3.392516	0.0195689	0.0464878	0.0169756	0.139983	-3.93381	-3.06856	-4.07598	-1.96624	-2.07744	-1.81033	-2.04667	-1.67529	0.007365774	0.01407606	0.02724308	0.00968268	0.0053728	0.01441668	0.02221479	0.01229529	0.166635	0.467673	0.019693	0.345999	0.12525	0.1636	0.129164	0.187254
