Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58315.58	-58314.99	-0.5882631	0.00754128	0.00716019	0.0214633	0.00966736	-4.88736	-4.93922	-3.84141	-4.639	-2.15171	-1.99831	-2.09747	-2.044	0.00726557	0.004733159	0.0220462	0.007994073	0.01775203	0.01343608	0.05856752	0.0006035116	0.126891	0.0572349	0.299535	0.516339	0.116285	0.135564	0.122767	0.12951
1	-58316.68	-58319.9	3.218557	0.00754128	0.0208227	0.0214633	0.0114134	-4.88736	-3.87171	-3.84141	-4.47297	-2.07317	-1.98528	-2.09747	-2.044	0.006154623	0.003774871	0.0220462	0.006664563	0.01545947	0.01343608	0.05856752	2.601194e-05	0.0897663	0.0404897	0.50447	0.365274	0.125786	0.137343	0.122767	0.12951
2	-58313.8	-58316.98	3.176975	0.0203096	0.0208227	0.0209232	0.0161764	-3.89666	-3.87171	-3.8669	-4.1242	-2.03095	-1.93839	-2.04776	-1.96873	0.009072137	0.003080811	0.02729489	0.008426486	0.02260205	0.01343608	0.05856752	0.0004605564	0.0897663	0.0404897	0.50447	0.365274	0.131211	0.143935	0.129024	0.139634
3	-58318.11	-58317.8	-0.3148932	0.0170088	0.0208227	0.027763	0.00282516	-4.07403	-3.87171	-3.58405	-5.86919	-2.03899	-1.90275	-2.15923	-1.96873	0.01030486	0.003678108	0.02338289	0.00885219	0.02260205	0.01343608	0.06820721	0.0004605564	0.104103	0.245258	0.585041	0.0655982	0.130161	0.149159	0.115414	0.139634
4	-58330.34	-58334.44	4.094272	0.014044	0.0440531	0.027763	0.0060202	-4.26556	-3.12236	-3.58405	-5.11263	-2.03899	-1.79219	-2.15923	-2.13904	0.01309349	0.002511601	0.02246625	0.007408448	0.02164072	0.01343608	0.07049154	6.856407e-06	0.190224	0.448151	0.241759	0.119865	0.130161	0.166596	0.115414	0.117768
5	-58327.67	-58330.08	2.405267	0.0109069	0.0407158	0.027763	0.00452564	-4.51836	-3.20114	-3.58405	-5.398	-2.07572	-1.90725	-2.12267	-2.13904	0.01309349	0.002533171	0.01977493	0.008686652	0.02164072	0.01230642	0.04713388	4.530216e-05	0.187187	0.361537	0.2379	0.213376	0.125466	0.148488	0.119711	0.117768
6	-58332.27	-58334.5	2.232336	0.0109069	0.0407158	0.00714012	0.00733182	-4.51836	-3.20114	-4.94203	-4.91553	-2.04546	-1.9465	-2.12267	-2.13904	0.0133854	0.002533171	0.01977493	0.008686652	0.02925396	0.01550602	0.04265784	6.391673e-06	0.187187	0.361537	0.2379	0.213376	0.129321	0.142772	0.119711	0.117768
7	-58327.78	-58329.42	1.638101	0.0208192	0.032561	0.00689098	0.00852472	-3.87188	-3.42464	-4.97754	-4.76479	-2.06836	-1.87766	-2.13885	-2.12072	0.008654982	0.002533171	0.01834882	0.007131994	0.0187039	0.01990879	0.06172869	0.0002192577	0.335653	0.2955	0.194446	0.174401	0.126393	0.152947	0.11779	0.119945
8	-58320.68	-58322.58	1.895982	0.00661351	0.032561	0.0115159	0.0194779	-5.01864	-3.42464	-4.46403	-3.93848	-2.06836	-1.87548	-2.08674	-2.12072	0.008654982	0.004680026	0.01834882	0.006572144	0.0303829	0.01990879	0.05274606	0.0001076149	0.335653	0.2955	0.194446	0.174401	0.126393	0.153281	0.124091	0.119945
9	-58325.61	-58330.81	5.199457	0.0184972	0.0284329	0.0170539	0.0569651	-3.99014	-3.56021	-4.07138	-2.86532	-2.06964	-1.90403	-2.13462	-2.06764	0.008654982	0.005088041	0.02315877	0.006572144	0.0303829	0.01990879	0.05274606	3.63992e-05	0.378069	0.332841	0.0926504	0.19644	0.126231	0.148967	0.118289	0.126485
