Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58328.22	-58327.1	-1.120789	0.00870976	0.0421476	0.0204049	0.00436667	-4.74331	-3.16658	-3.89198	-5.43375	-2.02667	-1.88373	-2.15448	-2.2085	0.01041975	0.003894249	0.01771874	0.007373208	0.02561143	0.01738644	0.06717637	0.004878837	0.14823	0.315017	0.385895	0.150858	0.131773	0.152022	0.115964	0.109865
1	-58337.76	-58336.65	-1.11146	0.0053028	0.0345529	0.0105473	0.0107714	-5.23952	-3.36526	-4.55188	-4.53086	-2.00999	-1.88771	-2.23939	-2.00797	0.01041975	0.005433975	0.01646675	0.007482732	0.02561143	0.01711061	0.04917129	0.002935542	0.14823	0.315017	0.385895	0.150858	0.13399	0.151417	0.106524	0.134262
2	-58344.4	-58347.35	2.949131	0.0171311	0.0298491	0.0164629	0.0228773	-4.06686	-3.5116	-4.10664	-3.77761	-2.00537	-1.898	-1.98533	-2.38344	0.00956134	0.004885606	0.01665711	0.007482732	0.02561143	0.01711061	0.05246189	0.001115413	0.14823	0.315017	0.385895	0.150858	0.13461	0.149868	0.137335	0.0922323
3	-58322.77	-58320.72	-2.045727	0.00751933	0.0239629	0.0128448	0.00340861	-4.89028	-3.73125	-4.35481	-5.68145	-2.13188	-1.8864	-2.17452	-2.29779	0.00956134	0.004885606	0.02081616	0.007482732	0.02561143	0.01326609	0.06185747	0.0007431918	0.209071	0.444316	0.133835	0.212778	0.118614	0.151616	0.113662	0.100481
4	-58327.43	-58327.34	-0.08922815	0.00737074	0.0213257	0.0119311	0.00736991	-4.91024	-3.84784	-4.42861	-4.91035	-2.11132	-1.93499	-2.20081	-2.16316	0.00956134	0.004885606	0.01844457	0.006594595	0.01213026	0.01326609	0.06185747	0.000680276	0.375748	0.350683	0.105631	0.167938	0.121078	0.144426	0.110714	0.114961
5	-58316.63	-58317.52	0.8985418	0.0149659	0.0117725	0.0111608	0.028877	-4.20198	-4.44199	-4.49535	-3.54471	-2.05048	-1.99696	-2.20081	-1.91102	0.00924431	0.004885606	0.02365034	0.009481269	0.0169632	0.01326609	0.0604259	0.002547511	0.375748	0.350683	0.105631	0.167938	0.128673	0.135747	0.110714	0.147929
6	-58325.93	-58325.94	0.01034472	0.00688877	0.02387	0.0115544	0.0142649	-4.97786	-3.73513	-4.46069	-4.24995	-2.03909	-1.98698	-2.20081	-2.15851	0.006271607	0.004969699	0.02620318	0.009481269	0.01690098	0.01326609	0.05477573	0.002547511	0.371169	0.34641	0.104344	0.178077	0.130147	0.137109	0.110714	0.115497
7	-58333.84	-58335.07	1.23736	0.00688877	0.02387	0.0339591	0.0142649	-4.97786	-3.73513	-3.3826	-4.24995	-1.97961	-1.87244	-2.04744	-2.15851	0.007515203	0.004002664	0.02537134	0.007423331	0.01949791	0.008447959	0.05477573	0.00441898	0.439986	0.22523	0.123691	0.211093	0.138122	0.153748	0.129065	0.115497
8	-58339.32	-58340.23	0.9138967	0.00688877	0.02387	0.0249112	0.0168571	-4.97786	-3.73513	-3.69244	-4.08298	-1.97961	-1.83803	-2.22213	-2.15851	0.007515203	0.005345065	0.02537134	0.009743686	0.01949791	0.008447959	0.05477573	0.00441898	0.439986	0.22523	0.123691	0.211093	0.138122	0.15913	0.108378	0.115497
9	-58325.1	-58326.03	0.9349238	0.0164762	0.0341502	0.00642081	0.0431822	-4.10584	-3.37699	-5.04821	-3.14233	-2.06672	-1.83652	-2.22245	-1.97131	0.00998388	0.005345065	0.02497761	0.009743686	0.02243257	0.01667974	0.05477573	0.00441898	0.439986	0.22523	0.123691	0.211093	0.126601	0.159371	0.108344	0.139274
10	-58333.98	-58331.44	-2.542092	0.00786195	0.0108031	0.00495778	0.0174639	-4.84572	-4.52792	-5.3068	-4.04762	-2.06672	-1.97442	-2.22245	-1.97131	0.009689543	0.004780953	0.02497761	0.003872585	0.02243257	0.009327197	0.05477573	0.01081892	0.200176	0.10247	0.601316	0.0960387	0.126601	0.138842	0.108344	0.139274
11	-58336.61	-58335.67	-0.9366697	0.00786195	0.00846336	0.0100278	0.0233487	-4.84572	-4.77201	-4.6024	-3.75721	-2.10946	-2.00876	-2.22245	-1.8569	0.009689543	0.004780953	0.02851325	0.003872585	0.02745328	0.00864869	0.07116193	0.003057242	0.198904	0.108171	0.597497	0.0954287	0.121304	0.134154	0.108344	0.156155
12	-58323.98	-58324.66	0.6777151	0.0103663	0.0224427	0.0100278	0.0233487	-4.56919	-3.79679	-4.6024	-3.75721	-2.10448	-1.89399	-2.1292	-1.8569	0.005614991	0.003939433	0.02851325	0.00706177	0.02745328	0.01517064	0.07116193	0.003057242	0.107897	0.494899	0.265148	0.132057	0.121909	0.150471	0.118932	0.156155
13	-58348.67	-58350.35	1.680395	0.013943	0.0140171	0.0117974	0.0236808	-4.27278	-4.26748	-4.43988	-3.74309	-2.10448	-1.89399	-2.06239	-1.71398	0.005614991	0.002306644	0.02851325	0.008226487	0.0172635	0.0205127	0.1086716	0.0005095688	0.0899995	0.412809	0.221167	0.276025	0.121909	0.150471	0.12715	0.180147
14	-58379.22	-58381.21	1.983951	0.0205263	0.0328599	0.0166605	0.0244975	-3.88605	-3.4155	-4.09472	-3.70918	-2.06462	-1.89399	-2.06239	-1.74459	0.006843421	0.0046028	0.02971321	0.008226487	0.05143967	0.0205127	0.1172698	0.001578488	0.0899995	0.412809	0.221167	0.276025	0.126866	0.150471	0.12715	0.174717
15	-58385.65	-58387.91	2.261865	0.0134472	0.045811	0.01904	0.0220073	-4.30899	-3.08323	-3.96121	-3.81638	-2.02523	-1.78992	-2.12655	-1.7465	0.006843421	0.001983464	0.02120433	0.008597707	0.05143967	0.0205127	0.1172698	0.001578488	0.145549	0.425742	0.144037	0.284672	0.131964	0.166974	0.119248	0.174382
16	-58363.03	-58365.32	2.287174	0.0120502	0.0583964	0.0159794	0.0285076	-4.41868	-2.8405	-4.13646	-3.55759	-2.11533	-1.763	-2.12655	-1.88567	0.008119915	0.002161067	0.02120433	0.008914843	0.04055533	0.0205127	0.1172698	0.001578488	0.145549	0.425742	0.144037	0.284672	0.120593	0.171529	0.119248	0.151727
17	-58348.44	-58348.28	-0.1600317	0.00598523	0.0583964	0.00685248	0.0163568	-5.11846	-2.8405	-4.98315	-4.11311	-2.11542	-1.73836	-2.25388	-1.87201	0.00876529	0.000940839	0.02120433	0.007587321	0.04055533	0.01497637	0.08895749	0.001578488	0.145549	0.425742	0.144037	0.284672	0.120583	0.175809	0.104991	0.153815
18	-58355.79	-58358.49	2.697201	0.0129132	0.0583964	0.00685248	0.0420604	-4.3495	-2.8405	-4.98315	-3.16865	-2.04045	-1.76936	-2.03252	-1.81922	0.00876529	0.000940839	0.02191392	0.007587321	0.01853705	0.01497637	0.05735079	0.001578488	0.145864	0.42666	0.144348	0.283128	0.12997	0.170442	0.131005	0.162152
19	-58361.15	-58361.51	0.3669101	0.00320245	0.0583964	0.0139331	0.0194622	-5.74384	-2.8405	-4.27349	-3.93928	-2.05968	-1.89732	-2.03252	-2.09639	0.00876529	0.000940839	0.02145871	0.006107496	0.02270298	0.02358891	0.05408565	0.001578488	0.208717	0.163399	0.206548	0.421336	0.127495	0.14997	0.131005	0.122899
20	-58358	-58361.7	3.694126	0.00605905	0.0267042	0.0364611	0.0305622	-5.1062	-3.62294	-3.31151	-3.48799	-2.05968	-1.89732	-2.20332	-2.07033	0.00876529	0.000940839	0.02145871	0.006107496	0.02270298	0.02358891	0.05044537	0.0002810514	0.195428	0.152996	0.193397	0.458179	0.127495	0.14997	0.110436	0.126144
21	-58336.26	-58340.02	3.760849	0.0117382	0.0142429	0.0297889	0.0305622	-4.44491	-4.2515	-3.51362	-3.48799	-2.06112	-1.91	-2.14869	-2.01204	0.01057382	0.000970924	0.02145871	0.01050372	0.01450878	0.02199913	0.05044537	0.0003306681	0.169014	0.132317	0.302418	0.396251	0.127311	0.148081	0.116636	0.133715
22	-58347.19	-58347.96	0.7653803	0.00773881	0.0136226	0.0297889	0.0137547	-4.86151	-4.29602	-3.51362	-4.28637	-2.07819	-1.91	-2.12374	-2.07524	0.01057382	0.000970924	0.02523257	0.0137956	0.0200109	0.02199913	0.04053205	0.002728313	0.169014	0.132317	0.302418	0.396251	0.125157	0.148081	0.119583	0.125527
23	-58327.01	-58326.65	-0.3530504	0.00790723	0.0169278	0.0240037	0.0115638	-4.83998	-4.0788	-3.72955	-4.45988	-2.11527	-1.91254	-2.10797	-2.07524	0.009893623	0.002806759	0.02774543	0.0081766	0.01611656	0.02199913	0.06674839	0.008089255	0.169014	0.132317	0.302418	0.396251	0.1206	0.147705	0.121485	0.125527
24	-58327.17	-58328.99	1.818153	0.0117677	0.0169278	0.0240037	0.0295158	-4.4424	-4.0788	-3.72955	-3.52283	-2.0459	-1.90318	-2.15284	-2.13051	0.009893623	0.002769538	0.02012401	0.0081766	0.01611656	0.02199913	0.06307489	0.005949585	0.0691369	0.0541257	0.731362	0.145375	0.129264	0.149094	0.116154	0.118777
25	-58353.49	-58353.9	0.4121806	0.015093	0.0208426	0.0110171	0.0175032	-4.19352	-3.87076	-4.5083	-4.04537	-2.07579	-1.78763	-2.13701	-1.99955	0.009893623	0.002769538	0.03047914	0.009849761	0.01611656	0.02811659	0.05688205	0.005949585	0.0691369	0.0541257	0.731362	0.145375	0.125457	0.167356	0.118007	0.135396
