Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-59700.74	-59693.72	-7.023749	0.0306477	0.188937	0.0218827	0.0550611	-3.4852	-1.66634	-3.82206	-2.89931	-1.91766	-1.50989	-2.37828	-1.36893	0.03625297	0.0283227	0.04550101	0.1997855	1.413556	0.2091688	0.05609535	0.1579458	0.0428465	0.0485845	0.533523	0.375046	0.146951	0.220935	0.0927096	0.25438
1	-60187.4	-60178.22	-9.176933	0.0474188	0.282179	0.0510057	0.222898	-3.04874	-1.26521	-2.97582	-1.50104	-1.91898	-1.50989	-1.01767	-3.32025	0.07342661	0.04577552	0.04550101	0.1997855	1.445559	0.2091688	0.4410187	0.1579458	0.0428465	0.0485845	0.533523	0.375046	0.146757	0.220935	0.361437	0.0361438
2	-61861.52	-61857.05	-4.462589	0.0743315	0.282179	0.142905	0.0264029	-2.59922	-1.26521	-1.94557	-3.63428	-1.46675	-3.77497	-2.62289	-2.36504	0.01223732	0.01833858	0.1718612	0.1997855	1.445559	0.2091688	0.0003711064	0.1579458	0.0428465	0.0485845	0.533523	0.375046	0.230675	0.0229379	0.072593	0.0939452
3	-60423.21	-60419.57	-3.640964	0.0519172	0.0341666	0.0492776	0.216187	-2.95811	-3.37651	-3.01029	-1.53161	-1.61815	-2.20874	-1.58472	-2.36504	0.01223732	0.1247928	0.1718612	0.1997855	1.445559	0.03056149	0.0004538076	0.1579458	0.0482657	0.0547293	0.474524	0.422481	0.198265	0.109838	0.205004	0.0939452
4	-60916.82	-60907.89	-8.936278	0.0568826	0.224259	0.080135	0.0844662	-2.86677	-1.49496	-2.52404	-2.4714	-1.61815	-2.72966	-1.58472	-2.36504	0.01223732	0.1247928	0.03308025	0.7711371	1.445559	0.03056149	0.0004538076	4.064356	0.148284	0.0713722	0.229389	0.550956	0.198265	0.0652413	0.205004	0.0939452
5	-60514.98	-60502.14	-12.84199	0.0317574	0.0427302	0.253065	0.0350766	-3.44963	-3.15285	-1.37411	-3.35022	-1.61815	-3.07592	-2.48619	-0.48919	0.01223732	0.1247928	0.03308025	0.34983	1.445559	0.8607125	0.0004538076	4.064356	0.148284	0.0713722	0.229389	0.550956	0.198265	0.0461474	0.0832267	0.613123
6	-60800.18	-60784.86	-15.32163	0.123473	0.0427302	0.253065	0.101966	-2.09174	-3.15285	-1.37411	-2.28312	-1.61815	-2.13278	-2.48189	-0.48919	0.01223732	0.1137111	0.09618303	0.2371218	4.004183	0.8607125	0.004188719	3.272689	0.160295	0.0703657	0.226154	0.543186	0.198265	0.118507	0.0835848	0.613123
7	-61711.76	-61698.33	-13.42372	0.0995719	0.0427302	0.141104	0.110813	-2.30688	-3.15285	-1.95826	-2.19991	-0.956658	-2.13278	-1.8994	-0.732035	0.02567616	0.1137111	0.09618303	0.2402348	3.760282	0.8607125	8.164318e-05	3.272689	0.606665	0.0329607	0.105935	0.254439	0.384175	0.118507	0.149659	0.480929
8	-61344.51	-61326.68	-17.83458	0.0379278	0.0913398	0.0303968	0.100162	-3.27207	-2.39317	-3.49342	-2.30097	-2.77226	-2.6843	-2.84223	-0.732035	0.02464012	0.7549871	1.063815	0.569069	3.760282	0.8607125	6.672144e-05	3.272689	0.523665	0.0284513	0.228255	0.219629	0.0625208	0.0682689	0.0582953	0.480929
9	-61486.55	-61470.18	-16.3694	0.0344881	0.0239366	0.0282243	0.240352	-3.36714	-3.73235	-3.56757	-1.42565	-1.59201	-2.6843	-0.873952	-1.30707	0.08127939	0.6423373	1.356742	0.4667471	3.760282	0.2087151	6.672144e-05	1.510116	0.588178	0.0319563	0.256374	0.123491	0.203516	0.0682689	0.417299	0.270611
10	-62898.83	-62880.33	-18.49505	0.0820622	0.296356	0.0986854	0.213219	-2.50028	-1.21619	-2.31582	-1.54544	-1.93433	-2.88554	-3.0351	-0.987028	0.08127939	1.115878	1.356742	0.4667471	3.760282	0.2087151	0.2113147	0.7063673	0.588178	0.0319563	0.256374	0.123491	0.144521	0.0558245	0.0480699	0.372683
11	-61511.24	-61500.03	-11.20242	0.0820622	0.296356	0.0986854	0.0997949	-2.50028	-1.21619	-2.31582	-2.30464	-1.93433	-2.2287	-1.91558	-1.04904	0.08127939	0.06756319	0.2955881	0.3733501	0.3589999	0.2087151	1.423621	0.7743679	0.116054	0.0685919	0.550289	0.265065	0.144521	0.107669	0.147256	0.350272
12	-60657.51	-60647.2	-10.30641	0.0654915	0.139184	0.167704	0.0803128	-2.72583	-1.97196	-1.78555	-2.52183	-1.93433	-1.66682	-1.91558	-0.432744	0.08127939	0.06756319	0.05899459	0.2591973	0.07122283	0.5983775	1.423621	0.7743679	0.123998	0.0732872	0.587958	0.214757	0.144521	0.188847	0.147256	0.648727
13	-60547.01	-60536.65	-10.36523	0.0654915	0.0582904	0.599913	0.012015	-2.72583	-2.84232	-0.510971	-4.4216	-2.09186	-1.66682	-2.80423	-2.43265	0.08127939	0.06756319	0.02394087	0.2591973	0.07122283	0.5983775	2.009437	0.10675	0.0936588	0.164134	0.444099	0.298109	0.123458	0.188847	0.0605531	0.0878034
14	-60173.06	-60164.3	-8.764042	0.029574	0.167595	0.011604	0.0740879	-3.52086	-1.78621	-4.45641	-2.6025	-1.66987	-2.10372	-0.936842	-3.2361	0.08127939	0.06756319	0.1025546	0.2030934	0.6409203	0.1744322	0.1566858	0.10675	0.0936588	0.164134	0.444099	0.298109	0.188272	0.122002	0.391863	0.0393169
15	-60592.35	-60586.18	-6.1684	0.0252756	0.0183781	0.190568	0.048642	-3.67792	-3.9966	-1.65775	-3.02327	-1.66987	-2.10372	-0.936842	-3.2361	0.08127939	0.06756319	0.01979916	0.01765299	0.6409203	0.1744322	0.1566858	0.10675	0.123354	0.216175	0.267843	0.392628	0.188272	0.122002	0.391863	0.0393169
16	-59844.14	-59839.24	-4.903879	0.0252756	0.0427877	0.0465018	0.0458262	-3.67792	-3.1515	-3.06826	-3.0829	-1.6358	-2.23085	-1.59754	-3.08444	0.08127939	0.002854236	0.05231744	0.2163587	0.6409203	0.1079492	0.1566858	0.10675	0.123354	0.216175	0.267843	0.392628	0.194797	0.107437	0.202394	0.0457556
17	-60826.6	-60817.36	-9.243227	0.052754	0.0427877	0.0465018	0.171835	-2.94212	-3.1515	-3.06826	-1.76122	-1.6358	-1.59592	-1.59754	-3.08444	0.08665179	0.06881749	0.02022941	0.5686315	0.3279896	0.3389001	0.7335314	0.5493499	0.137679	0.241278	0.182821	0.438222	0.194797	0.202721	0.202394	0.0457556
18	-61924.74	-61914.73	-10.00946	0.0711993	0.0427877	0.141136	0.0504574	-2.64227	-3.1515	-1.95803	-2.98663	-1.58766	-0.702567	-1.59754	-2.17864	0.2572259	0.006888155	0.4130722	1.238905	0.546743	0.3389001	0.7335314	0.01023429	0.155978	0.273347	0.366885	0.20379	0.204403	0.495312	0.202394	0.113196
19	-64432.56	-64424.23	-8.335965	0.182681	0.0473035	0.0492698	0.0449877	-1.70002	-3.05117	-3.01044	-3.10137	-1.01254	-0.702567	-2.0107	-2.55099	0.2572259	0.03123819	0.1278484	0.285906	1.717346	0.3389001	0.0396273	0.01023429	0.155978	0.273347	0.366885	0.20379	0.363295	0.495312	0.133895	0.0780045
20	-64580.58	-64566.76	-13.81788	0.464723	0.0841287	0.0895582	0.056357	-0.766315	-2.47541	-2.41287	-2.87605	-0.446652	-0.702567	-2.39304	-2.93407	0.06849037	0.1336583	0.05393222	1.919541	1.717346	0.5026278	0.0396273	0.3322627	0.109001	0.268081	0.480504	0.142413	0.639766	0.495312	0.0913517	0.0531804
21	-60467.92	-60454.2	-13.72047	0.0846221	0.283352	0.065251	0.697796	-2.46956	-1.26107	-2.72951	-0.359828	-1.63037	-0.854594	-2.91983	-3.13532	0.03425124	0.04803654	0.05393222	1.919541	1.717346	0.5026278	0.02371339	1.067944	0.109001	0.268081	0.480504	0.142413	0.195857	0.425456	0.053943	0.0434858
22	-60751.94	-60743.82	-8.12746	0.0846221	0.283352	0.0402664	0.697796	-2.46956	-1.26107	-3.21224	-0.359828	-1.23257	-1.85029	-2.19375	-4.73729	0.03425124	0.07047762	0.0189192	0.001252851	0.03370646	0.5026278	0.742855	1.067944	0.480273	0.156374	0.280282	0.0830709	0.291542	0.157192	0.111498	0.00876234
23	-60960.86	-60956.04	-4.824649	0.195076	0.158113	0.0402664	0.0359564	-1.63436	-1.84444	-3.21224	-3.32545	-1.23257	-1.95616	-2.19375	-2.55679	0.03425124	0.001475082	0.2773489	0.05557714	0.03370646	0.5026278	0.1192669	1.067944	0.514397	0.167484	0.229145	0.0889732	0.291542	0.141401	0.111498	0.0775533
24	-59627.36	-59624.04	-3.319329	0.0872221	0.04674	0.0348157	0.0359564	-2.4393	-3.06316	-3.35769	-3.32545	-1.63735	-1.95616	-1.45251	-2.17496	0.01151949	0.1003955	0.04105586	0.05557714	0.279546	0.1607281	0.2183774	0.03118579	0.797605	0.0554079	0.105877	0.0411101	0.194496	0.141401	0.233982	0.113612
25	-60111.93	-60109.73	-2.19883	0.114725	0.04674	0.130739	0.0299746	-2.16522	-3.06316	-2.03455	-3.50741	-2.20528	-1.44799	-4.23427	-3.28355	0.0001692607	0.1003955	0.01822783	0.05557714	0.08078046	0.1607281	0.509398	0.05332057	0.657991	0.0457092	0.263342	0.032958	0.11022	0.235042	0.0144904	0.037495
26	-59692.11	-59689.97	-2.142252	0.080396	0.04674	0.423425	0.0299746	-2.52079	-3.06316	-0.859378	-3.50741	-2.20528	-1.38172	-1.46951	-1.03434	0.0004243709	0.1003955	0.01822783	0.1869243	0.08078046	0.002486275	0.509398	0.2679356	0.667526	0.0463715	0.252667	0.0334356	0.11022	0.251147	0.230039	0.355462
27	-62784.39	-62782.36	-2.032962	0.270846	0.04674	0.423425	0.0581056	-1.3062	-3.06316	-0.859378	-2.84549	-2.04934	-2.69498	-1.05024	-1.09205	0.002206374	0.1003955	0.01149222	0.1869243	0.02398405	0.002486275	0.509398	0.2679356	0.270635	0.101727	0.554288	0.0733493	0.12882	0.0675437	0.349853	0.335529
28	-60723.36	-60722.26	-1.102099	0.0176993	0.04674	0.423425	0.121674	-4.03423	-3.06316	-0.859378	-2.10641	-2.20126	-1.18392	-1.05024	-2.6711	0.05175338	0.1003955	0.002593595	0.1869243	0.005466408	0.0002733454	0.3084738	0.2679356	0.270635	0.101727	0.554288	0.0733493	0.110664	0.306077	0.349853	0.0691762
29	-61019.87	-61016.88	-2.991823	0.0320281	0.115546	0.327464	0.00716943	-3.44114	-2.15808	-1.11638	-4.93793	-2.13137	-0.644646	-1.91017	-2.12498	0.05175338	0.008044053	0.03993078	0.1342818	0.005466408	0.0002733454	0.6039071	0.2679356	0.235628	0.217919	0.482591	0.0638616	0.118675	0.524849	0.148055	0.119436
30	-61884.9	-61881.22	-3.674667	0.0320281	0.150675	0.341576	0.00716943	-3.44114	-1.89263	-1.07418	-4.93793	-1.60387	-2.9876	-1.50753	-1.51727	0.05175338	0.1736558	0.1226102	0.1342818	0.000304056	0.0004285599	0.4748607	0.2679356	0.350923	0.324548	0.22942	0.0951095	0.201118	0.0504085	0.221457	0.219309
31	-60758.63	-60745.41	-13.2141	0.0451174	0.0484749	0.11109	0.0275367	-3.09849	-3.02671	-2.19742	-3.59223	-2.76517	-2.43625	-0.615023	-4.59443	0.05175338	0.1736558	0.1226102	0.002483565	0.01935267	0.5589132	4.813452	0.3883428	0.325928	0.301432	0.284305	0.0883352	0.0629657	0.0874884	0.540628	0.010108
32	-62642.63	-62637.51	-5.125057	0.0285207	0.0484749	0.117801	0.0275367	-3.55713	-3.02671	-2.13876	-3.59223	-2.08204	-1.38406	-3.58222	0.0286421	0.01989396	0.1736558	0.1226102	6.18806e-05	0.01935267	0.5589132	0.274955	0.3883428	0.385527	0.356552	0.146632	0.11129	0.124675	0.25056	0.0278138	1.02906
33	-60566.32	-60560.8	-5.529343	0.0270515	0.0484749	0.0580969	0.360053	-3.61001	-3.02671	-2.84564	-1.0215	-2.08204	-2.41062	-2.5364	-1.58885	0.06354462	0.1569713	0.1226102	7.201216e-05	0.01935267	0.5589132	1.664863	0.3883428	0.363996	0.336638	0.194292	0.105074	0.124675	0.0897594	0.0791508	0.20416
34	-61678.54	-61671.09	-7.44251	0.0595652	0.0463898	0.199732	1.14615	-2.82068	-3.07068	-1.61078	0.136407	-1.92343	-2.58165	-0.882193	-1.58885	0.06354462	0.007869609	0.1334535	0.3869445	0.001349825	1.156182	0.1479808	0.3883428	0.363996	0.336638	0.194292	0.105074	0.146105	0.0756494	0.413874	0.20416
35	-61276.04	-61272.7	-3.3443	0.0595652	0.0463898	0.199732	0.43015	-2.82068	-3.07068	-1.61078	-0.843622	-2.1169	-0.731951	-2.39927	-2.54007	0.06354462	0.007869609	0.1515627	0.3869445	0.001349825	0.1069741	0.1479808	0.2130901	0.487729	0.28912	0.144827	0.0783235	0.120404	0.48097	0.0907844	0.0788611
36	-61441.57	-61424.45	-17.12072	0.0185027	0.030038	1.73888	1.03392	-3.98984	-3.50529	0.55324	0.0333536	-2.81845	-0.731951	-5.37601	-1.61589	0.06354462	0.3275047	0.1813008	0.3869445	0.1035532	0.1069741	0.6356573	0.04997421	0.520298	0.258902	0.154498	0.066302	0.0596981	0.48097	0.00462625	0.198714
37	-61543.8	-61532.59	-11.21247	0.0566067	0.0738902	0.795831	0.826164	-2.87163	-2.60517	-0.228369	-0.190962	-2.62679	-0.731951	-2.72453	-1.73148	0.02217297	0.05403184	0.1831763	0.3869445	0.1035532	0.3423237	0.5477403	0.5879817	0.24658	0.681261	0.0274158	0.0447427	0.07231	0.48097	0.0655772	0.177021
38	-61494.82	-61487.53	-7.286981	0.11252	0.0738902	0.157748	0.0227418	-2.18463	-2.60517	-1.84676	-3.78355	-2.62679	-0.724592	-2.35866	-1.41711	0.1663057	0.05403184	0.2521689	0.03750227	0.1035532	0.3423237	0.07714612	0.5879817	0.24658	0.681261	0.0274158	0.0447427	0.07231	0.484522	0.094547	0.242413
39	-60711.98	-60703.06	-8.92273	0.11252	0.354257	0.0430048	0.247502	-2.18463	-1.03773	-3.14644	-1.39634	-2.62679	-0.634343	-2.22669	-1.41711	0.1663057	0.05403184	0.2521689	0.03530971	0.2450539	0.3423237	0.5254676	0.2810703	0.26289	0.660178	0.0292292	0.0477023	0.07231	0.530284	0.107885	0.242413
40	-60548.53	-60540.66	-7.865531	0.0872649	0.111264	0.364735	0.234181	-2.43881	-2.19585	-1.00858	-1.45166	-2.03278	-1.40408	-2.27191	-1.41711	0.07283684	0.05403184	0.2521689	0.08661952	0.2450539	0.3423237	0.016779	1.582488	0.26289	0.660178	0.0292292	0.0477023	0.130972	0.245594	0.103115	0.242413
41	-60651.71	-60639.75	-11.95526	0.0872649	0.113616	0.783222	0.0142029	-2.43881	-2.17493	-0.24434	-4.25431	-2.03278	-3.20412	-0.373541	-2.41639	0.0238345	0.05403184	0.07427407	0.08661952	0.2450539	1.040147	0.1233913	1.609969	0.26289	0.660178	0.0292292	0.0477023	0.130972	0.0405948	0.688293	0.0892433
42	-60976.56	-60966.46	-10.10028	0.0872649	0.0962255	0.0494753	0.00856718	-2.43881	-2.34106	-3.00628	-4.75982	-2.24321	-2.09131	-0.373541	-2.08664	0.07591528	0.003316445	0.07427407	0.08661952	0.2450539	1.332202	0.04420493	1.609969	0.25653	0.644206	0.0285221	0.0707424	0.106118	0.123525	0.688293	0.124103
43	-60283.99	-60276.84	-7.148077	0.0872649	0.114576	0.0494753	0.205986	-2.43881	-2.16651	-3.00628	-1.57995	-1.38118	-2.09131	-2.37874	-2.25918	0.04944343	0.06621678	0.04251292	0.08661952	0.2450539	0.7138538	0.04420493	1.609969	0.25653	0.644206	0.0285221	0.0707424	0.251282	0.123525	0.0926677	0.104436
44	-60548.98	-60539.31	-9.66518	0.0872649	0.114576	0.0792382	0.100198	-2.43881	-2.16651	-2.5353	-2.30061	-1.38118	-2.49539	-2.37874	-2.25918	0.04962919	0.07315864	0.04251292	0.1055455	0.2450539	0.7138538	1.124112	1.609969	0.326018	0.54783	0.036248	0.0899049	0.251282	0.0824643	0.0926677	0.104436
45	-61085.55	-61080.61	-4.945309	0.0872649	0.0658888	0.110497	0.0292023	-2.43881	-2.71979	-2.20277	-3.53351	-1.38118	-2.67724	-3.22644	-0.877469	0.08882291	0.07315864	0.0164329	0.01947812	0.01568537	0.740227	0.7357792	0.06880585	0.38774	0.49766	0.0329285	0.0816715	0.251282	0.0687524	0.0396987	0.415834
46	-60538.47	-60532	-6.47184	0.0690697	0.0892934	0.110497	0.137238	-2.67264	-2.41583	-2.20277	-1.98604	-1.83126	-1.83057	-0.529048	-1.9475	0.1135419	0.07315864	0.01291546	0.2290948	0.05003917	0.740227	0.7357792	0.06880585	0.430205	0.463143	0.0306446	0.0760069	0.160212	0.160323	0.589165	0.14263
47	-60763.15	-60754.69	-8.453185	0.047297	0.0146053	0.110497	0.164991	-3.05131	-4.22637	-2.20277	-1.80186	-3.02742	-2.22994	-1.31137	-3.17833	0.1135419	0.07315864	0.03205415	0.1184235	0.05003917	0.740227	1.390832	0.06880585	0.374626	0.403309	0.0266856	0.19538	0.0484406	0.107535	0.26945	0.041655
48	-60162.71	-60156.5	-6.210625	0.047297	0.102688	0.110497	0.164991	-3.05131	-2.27606	-2.20277	-1.80186	-1.9658	-1.65538	-1.31137	-3.51322	0.1135419	0.07315864	0.03435103	0.1184235	0.04443961	0.2112179	1.390832	0.06880585	0.392236	0.391952	0.0259341	0.189878	0.140044	0.191019	0.26945	0.0298007
49	-61302.1	-61292.62	-9.483105	0.047297	0.102688	0.110497	0.164991	-3.05131	-2.27606	-2.20277	-1.80186	-2.68022	-0.824315	-0.652955	-2.42522	0.1135419	0.07315864	0.1968259	0.1184235	0.4052755	0.2112179	1.390832	0.06880585	0.392236	0.391952	0.0259341	0.189878	0.0685481	0.438535	0.520505	0.0884582
50	-61135.72	-61123.57	-12.14615	0.068782	0.470846	0.167969	0.0173496	-2.67681	-0.753224	-1.78398	-4.05418	-2.0882	-0.824315	-3.8342	-3.77876	0.1135419	0.07315864	0.09061799	0.3389725	0.4052755	0.2112179	1.390832	0.06880585	0.198442	0.542912	0.0310814	0.227565	0.12391	0.438535	0.0216185	0.0228511
51	-60931.51	-60920.01	-11.49787	0.0945252	0.179026	0.0290089	0.0173496	-2.35889	-1.72022	-3.54015	-4.05418	-2.38019	-2.77162	-3.8342	-0.721994	0.1135419	0.3294062	0.0594055	0.3389725	0.8034458	0.2112179	1.390832	0.007184905	0.198442	0.542912	0.0310814	0.227565	0.0925333	0.0625603	0.0216185	0.485783
52	-60876.31	-60865.67	-10.63851	0.108148	0.0109518	0.0421782	0.137025	-2.22426	-4.51425	-3.16585	-1.98759	-2.38019	-2.0447	-1.49629	-0.721994	0.07342844	1.097217	0.001315171	0.3389725	0.8034458	0.2112179	1.652499	0.007184905	0.172414	0.471704	0.0270048	0.328878	0.0925333	0.129419	0.22396	0.485783
53	-61031.89	-61014.97	-16.91934	0.0168155	0.248214	0.297831	0.137025	-4.08545	-1.39347	-1.21123	-1.98759	-4.05284	-2.41153	-0.339485	-0.488183	0.01762603	1.097217	0.001315171	0.3389725	3.177043	0.2112179	2.954583	0.007184905	0.172414	0.471704	0.0270048	0.328878	0.0173729	0.0896779	0.712137	0.61374
54	-60826.82	-60810.01	-16.80798	0.0215919	0.0161772	0.297831	0.137025	-3.83544	-4.12415	-1.21123	-1.98759	-2.41869	-1.61997	0.0472381	-4.20004	0.01762603	1.097217	0.001315171	0.3389725	3.177043	0.3254328	2.954583	0.001496463	0.164489	0.495986	0.0257636	0.313761	0.0890385	0.197906	1.04837	0.0149949
55	-60032.49	-60020.09	-12.40455	0.10723	0.155014	0.367532	0.0976645	-2.23278	-1.86424	-1.00094	-2.32622	-1.52335	-1.61997	0.0472381	-3.61802	0.01762603	0.2611441	0.001315171	0.3389725	3.177043	0.5893087	0.8443548	0.03301271	0.164489	0.495986	0.0257636	0.313761	0.217981	0.197906	1.04837	0.0268358
56	-59958.89	-59947.62	-11.27638	0.10723	0.155014	0.0399171	0.0740876	-2.23278	-1.86424	-3.22095	-2.60251	-1.52335	-1.89626	0.268461	-3.61802	0.01186642	0.2611441	0.00161041	0.3953253	3.177043	0.01568916	1.726607	0.03301271	0.164489	0.495986	0.0257636	0.313761	0.217981	0.150129	1.30795	0.0268358
57	-59666.69	-59655.02	-11.66399	0.107157	0.166614	0.22557	0.00864799	-2.23346	-1.79207	-1.48913	-4.75043	-1.77947	-2.48372	-0.12887	-2.92801	0.02709489	0.2097795	0.005134011	0.3953253	1.352377	0.06131213	1.726607	0.05827583	0.23021	0.456972	0.023737	0.289081	0.168727	0.0834326	0.879089	0.0535036
58	-60614.36	-60607.53	-6.826014	0.163425	0.143808	0.0129431	0.0369427	-1.8114	-1.93928	-4.34719	-3.29839	-2.03846	-1.9452	-2.75138	-2.92801	0.001908619	0.2097795	0.01480889	0.3953253	1.760823	0.0004494762	1.850704	0.05827583	0.217389	0.431521	0.022415	0.328675	0.130229	0.142958	0.0638395	0.0535036
59	-59956.58	-59949.01	-7.57272	0.036781	0.143808	0.0255433	0.0270271	-3.30277	-1.93928	-3.66738	-3.61091	-2.07802	-1.9452	-1.86666	-3.71359	0.05224715	0.2097795	0.01480889	0.5023988	1.760823	0.0004494762	0.8181194	0.05827583	0.217389	0.431521	0.022415	0.328675	0.125178	0.142958	0.154639	0.0243898
