Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58700.87	-58702.95	2.079833	0.0318107	0.061417	0.0181538	0.0558505	-3.44795	-2.79007	-4.00887	-2.88508	-2.02792	-1.54684	-1.85977	-2.07307	0.01447531	0.003843214	0.01356266	0.01008355	0.07842923	0.08722912	0.002548334	0.1207215	0.0984384	0.0883574	0.762218	0.0509863	0.131609	0.212919	0.155708	0.125799
1	-58896.17	-58900.08	3.908143	0.0392429	0.0155195	0.249007	0.0558505	-3.23799	-4.16566	-1.39027	-2.88508	-2.03179	-1.87799	-2.99819	-2.07307	0.003627358	0.01422175	0.05480198	0.01008355	0.07842923	0.003973603	0.0002706521	0.1207215	0.0984384	0.0883574	0.762218	0.0509863	0.131101	0.152898	0.0498775	0.125799
2	-58935.31	-58934.63	-0.6814762	0.0392429	0.0154715	0.0536556	0.0558505	-3.23799	-4.16875	-2.92517	-2.88508	-2.03179	-2.07261	-1.53957	-2.00613	0.003627358	0.01422175	0.05480198	0.07108805	0.4349841	0.003973603	0.04308726	0.1055363	0.153563	0.137837	0.629062	0.0795382	0.131101	0.125857	0.214474	0.134508
3	-59321.54	-59321.86	0.3198769	0.0392429	0.0291158	0.403666	0.0558505	-3.23799	-3.53647	-0.907166	-2.88508	-1.89728	-1.85424	-1.53957	-2.00613	0.001659627	0.01422175	0.004677654	0.01907125	0.2637457	0.3285621	0.01140402	0.1055363	0.153563	0.137837	0.629062	0.0795382	0.149976	0.156572	0.214474	0.134508
4	-59032.22	-59032.92	0.6994015	0.0392429	0.128975	0.112413	0.0558505	-3.23799	-2.04814	-2.18558	-2.88508	-1.89728	-1.69709	-1.53957	-2.00613	0.001282038	0.01422175	0.03618717	0.004003416	0.2637457	0.3285621	0.01140402	0.2778772	0.153563	0.137837	0.629062	0.0795382	0.149976	0.183216	0.214474	0.134508
5	-59069.63	-59069.24	-0.3865164	0.0214455	0.128975	0.0353271	0.0558505	-3.84224	-2.04814	-3.3431	-2.88508	-1.89728	-1.69709	-1.53957	-1.62978	0.005617515	0.01117852	0.003764016	0.002017777	0.2637457	0.3285621	0.06522189	0.2778772	0.141851	0.127324	0.581084	0.149741	0.149976	0.183216	0.214474	0.195972
6	-59127.54	-59131.73	4.191482	0.0198573	0.0677998	0.0353271	0.0558505	-3.91918	-2.6912	-3.3431	-2.88508	-2.25167	-1.69709	-1.53957	-1.62978	0.002543732	0.01117852	0.0005201625	0.003468094	0.1195081	0.01615986	0.02947944	0.09520633	0.248243	0.222821	0.266885	0.26205	0.105223	0.183216	0.214474	0.195972
7	-59150.21	-59152.46	2.246904	0.0203458	0.0335641	0.0690878	0.0239289	-3.89488	-3.3943	-2.67238	-3.73267	-1.93673	-1.62649	-2.20969	-1.95595	0.002543732	0.01932286	0.0005201625	0.03908816	0.1195081	0.01615986	0.03255142	0.09520633	0.248243	0.222821	0.266885	0.26205	0.144174	0.196619	0.109735	0.14143
8	-58957.52	-58961.76	4.245178	0.0386311	0.0541044	0.120607	0.088008	-3.2537	-2.91684	-2.11522	-2.43033	-1.93673	-2.0153	-1.63383	-1.95595	0.002543732	0.01932286	0.002676974	0.01407173	0.02281794	0.01615986	0.05145123	0.09520633	0.248243	0.222821	0.266885	0.26205	0.144174	0.133281	0.19518	0.14143
9	-59164.46	-59166.69	2.230565	0.0431091	0.0207789	0.125448	0.088008	-3.14402	-3.87382	-2.07586	-2.43033	-1.7926	-2.07645	-2.28264	-1.02154	0.002151356	0.01932286	0.001918034	0.006868047	0.1597612	0.01615986	0.05145123	0.1818091	0.59578	0.119811	0.143504	0.140904	0.166526	0.125375	0.102015	0.360039
