Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58320.34	-58320.52	0.1789291	0.00457431	0.0170007	0.0464449	0.0121747	-5.3873	-4.0745	-3.06949	-4.40839	-2.11288	-1.88252	-1.99625	-1.99487	0.006671085	0.004207081	0.02351271	0.01300886	0.01697371	0.01414058	0.04537969	0.001581376	0.275931	0.440203	0.0164502	0.267415	0.120889	0.152205	0.135843	0.136032
1	-58331.39	-58332.25	0.8662581	0.00457431	0.0223269	0.0464449	0.0142626	-5.3873	-3.80196	-3.06949	-4.25011	-2.15284	-1.85436	-2.11675	-1.99487	0.004971555	0.004207081	0.02351271	0.00895691	0.01697371	0.01414058	0.06770672	0.001581376	0.411916	0.164324	0.0245572	0.399203	0.116154	0.156553	0.120423	0.136032
2	-58322.14	-58322.44	0.3006365	0.00459089	0.0223269	0.0464449	0.0142626	-5.38368	-3.80196	-3.06949	-4.25011	-2.15284	-1.90301	-2.03119	-1.96388	0.009883975	0.003199419	0.02550074	0.01152942	0.01946364	0.01414058	0.08251247	0.001581376	0.411916	0.164324	0.0245572	0.399203	0.116154	0.149119	0.13118	0.140313
3	-58323.59	-58324.79	1.197541	0.00459089	0.0241854	0.0464449	0.0263602	-5.38368	-3.72201	-3.06949	-3.6359	-2.15284	-1.89959	-2.15947	-1.96388	0.01066762	0.003199419	0.02550074	0.01152942	0.01946364	0.01649573	0.05941205	0.001581376	0.426716	0.170228	0.0254395	0.377616	0.116154	0.149629	0.115386	0.140313
4	-58330.04	-58329.99	-0.04754874	0.00453106	0.0156771	0.0464449	0.0108446	-5.3968	-4.15555	-3.06949	-4.52409	-2.10733	-1.86204	-1.98612	-2.15995	0.01066762	0.003020644	0.02510477	0.008531133	0.01024044	0.01649573	0.06826169	0.001581376	0.426716	0.170228	0.0254395	0.377616	0.121562	0.155355	0.137227	0.115331
5	-58325.6	-58325.26	-0.3390847	0.00453106	0.0188961	0.0344176	0.0108446	-5.3968	-3.9688	-3.36919	-4.52409	-2.07259	-1.95133	-2.15483	-2.18077	0.01066762	0.003239331	0.02510477	0.01053519	0.01024044	0.01649573	0.06829289	0.002557603	0.426716	0.170228	0.0254395	0.377616	0.125859	0.142085	0.115923	0.112955
6	-58309.09	-58307.35	-1.73788	0.00453106	0.0164329	0.0138448	0.0108446	-5.3968	-4.10847	-4.27985	-4.52409	-2.08098	-1.94319	-2.15483	-2.05027	0.009323967	0.003828483	0.02320175	0.008534532	0.01987675	0.01650891	0.06829289	0.002557603	0.262333	0.219039	0.0327341	0.485894	0.124808	0.143246	0.115923	0.128701
7	-58312.99	-58312.72	-0.2676014	0.00674681	0.0157826	0.00827269	0.0200423	-4.99868	-4.14885	-4.7948	-3.90991	-2.03796	-1.94346	-2.15483	-2.05027	0.009323967	0.003828483	0.02320175	0.008534532	0.02489637	0.0184712	0.06829289	0.0004617077	0.262333	0.219039	0.0327341	0.485894	0.130294	0.143208	0.115923	0.128701
8	-58322.87	-58322.02	-0.8566251	0.00891582	0.0157826	0.00827269	0.0230278	-4.71993	-4.14885	-4.7948	-3.77105	-2.11434	-1.94346	-2.28505	-1.93378	0.01104419	0.004154277	0.02357645	0.008534532	0.01835802	0.0184712	0.06829289	0.005842202	0.2412	0.225314	0.0336718	0.499814	0.120713	0.143208	0.101769	0.1446
9	-58318.63	-58318.88	0.2572909	0.00891582	0.0204052	0.0115471	0.00764652	-4.71993	-3.89197	-4.46132	-4.8735	-2.01916	-1.94346	-2.05091	-2.08212	0.01002918	0.003529065	0.02357645	0.00881124	0.02400465	0.0184712	0.07130909	0.000132369	0.2412	0.225314	0.0336718	0.499814	0.132766	0.143208	0.128618	0.124666
