Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58325.13	-58326.95	1.82418	0.00606133	0.0347396	0.029659	0.0344077	-5.10583	-3.35987	-3.51799	-3.36948	-2.04089	-1.82927	-2.03133	-2.01737	0.01154031	0.004661987	0.01828407	0.009764275	0.02041678	0.01544159	0.04751409	0.002926851	0.137037	0.0483848	0.46276	0.351818	0.129913	0.160531	0.131161	0.133005
1	-58329.36	-58329.95	0.5854663	0.00606133	0.0347396	0.012735	0.0344077	-5.10583	-3.35987	-4.3634	-3.36948	-2.0763	-1.82927	-2.18015	-2.00693	0.01154031	0.004661987	0.01828407	0.01275586	0.02041678	0.01995976	0.04751409	0.002926851	0.137037	0.0483848	0.46276	0.351818	0.125394	0.160531	0.113024	0.134401
2	-58323.62	-58324.47	0.8447122	0.0050001	0.0347396	0.0227006	0.0288775	-5.2983	-3.35987	-3.78536	-3.54469	-2.10632	-1.82927	-2.18015	-2.14618	0.009950069	0.003288029	0.02080707	0.011328	0.01920957	0.01995976	0.06387253	0.003374716	0.23876	0.0843008	0.0639668	0.612972	0.121685	0.160531	0.113024	0.11693
3	-58321.12	-58321.33	0.211445	0.00600198	0.0333237	0.0227006	0.0124098	-5.11567	-3.40149	-3.78536	-4.38927	-2.10632	-1.81656	-2.16875	-2.14618	0.00812633	0.003288029	0.02080707	0.011328	0.02197771	0.01995976	0.06387253	0.003374716	0.343347	0.121228	0.301739	0.233686	0.121685	0.162584	0.11432	0.11693
4	-58318.76	-58319.41	0.6571038	0.00320833	0.0333237	0.0227006	0.0298917	-5.74201	-3.40149	-3.78536	-3.51017	-2.10632	-1.83212	-2.16875	-2.16193	0.01111387	0.003382521	0.02178949	0.009608918	0.02263897	0.01995976	0.06387253	0.0005185175	0.0625712	0.239904	0.550667	0.146858	0.121685	0.160073	0.11432	0.115103
5	-58321.35	-58323	1.651946	0.00819672	0.0343211	0.021832	0.0102097	-4.80402	-3.37199	-3.82438	-4.58442	-2.10632	-1.83212	-2.09254	-2.22591	0.01096739	0.002272919	0.02178949	0.009608918	0.01922418	0.01995976	0.05689238	0.0005185175	0.0625712	0.239904	0.550667	0.146858	0.121685	0.160073	0.123373	0.107969
6	-58322.27	-58322.08	-0.1832414	0.00921285	0.0343211	0.0078886	0.013145	-4.68716	-3.37199	-4.84234	-4.33172	-2.08645	-1.83212	-2.09254	-1.92859	0.01096739	0.002778112	0.02178949	0.009402345	0.01771875	0.01798007	0.05689238	0.003101846	0.0625712	0.239904	0.550667	0.146858	0.124127	0.160073	0.123373	0.145352
7	-58313.56	-58315.3	1.741012	0.00921285	0.0172638	0.0301914	0.0209411	-4.68716	-4.05914	-3.5002	-3.86604	-2.10602	-1.96152	-2.09254	-1.84524	0.007528794	0.002778112	0.02170579	0.009402345	0.0187526	0.01684815	0.05689238	0.003101846	0.0625712	0.239904	0.550667	0.146858	0.121721	0.140644	0.123373	0.157987
8	-58316.34	-58313.08	-3.260707	0.00921285	0.00131735	0.0236612	0.0344263	-4.68716	-6.63213	-3.74392	-3.36893	-2.0717	-1.9338	-2.13177	-2.07721	0.007528794	0.002778112	0.02170579	0.009402345	0.0187526	0.01684815	0.05420536	0.001603362	0.0625712	0.239904	0.550667	0.146858	0.125971	0.144598	0.118627	0.12528
9	-58334.59	-58330.11	-4.484405	0.00921285	0.00107301	0.0236612	0.0344263	-4.68716	-6.83728	-3.74392	-3.36893	-2.18609	-1.9338	-2.27443	-1.87015	0.009571483	0.002881114	0.0306389	0.009402345	0.0187526	0.01446542	0.05420536	0.002910486	0.0625712	0.239904	0.550667	0.146858	0.112355	0.144598	0.102855	0.154101
10	-58327.79	-58321.76	-6.033389	0.00323718	0.0018648	0.0140251	0.0325592	-5.73305	-6.2846	-4.26691	-3.42469	-2.07684	-1.96663	-2.27443	-1.87015	0.009571483	0.002984851	0.0306389	0.009657872	0.03239411	0.01583245	0.05420536	0.002910486	0.0581198	0.293979	0.511491	0.13641	0.125326	0.139928	0.102855	0.154101
11	-58334.38	-58332.62	-1.75887	0.00824736	0.00264736	0.0445151	0.0325592	-4.79786	-5.93419	-3.11193	-3.42469	-2.06749	-1.95302	-2.08466	-1.90751	0.009571483	0.004656222	0.0306389	0.01376488	0.01296789	0.009215691	0.0740471	0.002910486	0.0614252	0.253826	0.540581	0.144168	0.126503	0.141846	0.124349	0.148449
12	-58336.57	-58333.35	-3.215597	0.0243107	0.00229837	0.0445151	0.00611379	-3.71684	-6.07555	-3.11193	-5.09721	-2.03323	-1.95302	-2.11073	-2.07303	0.009571483	0.004656222	0.02813726	0.01376488	0.01296789	0.009215691	0.0740471	0.005527639	0.044801	0.169265	0.394277	0.391658	0.130912	0.141846	0.121149	0.125804
13	-58326.94	-58330.36	3.426931	0.0135791	0.0197001	0.0445151	0.0101115	-4.29923	-3.92713	-3.11193	-4.59408	-2.04617	-1.92076	-2.00376	-2.17381	0.009571483	0.004656222	0.02813726	0.01376488	0.02324603	0.01077449	0.0740471	2.810845e-05	0.044801	0.169265	0.394277	0.391658	0.129229	0.146496	0.134827	0.113744
14	-58326.42	-58327.57	1.148531	0.0135791	0.0197001	0.0491394	0.00235018	-4.29923	-3.92713	-3.01309	-6.05326	-2.08492	-1.93253	-2.02217	-2.17381	0.005915399	0.00247702	0.02331014	0.01376488	0.02324603	0.01077449	0.0543744	2.810845e-05	0.0675682	0.255283	0.594644	0.0825056	0.124317	0.144782	0.132367	0.113744
15	-58329.38	-58332.6	3.213083	0.0117786	0.0190467	0.0564038	0.0123886	-4.44147	-3.96086	-2.87522	-4.39098	-2.09105	-1.97887	-2.02217	-2.0245	0.006336322	0.003650911	0.02331014	0.01411344	0.02924786	0.01077449	0.05644099	0.0001550241	0.0534264	0.365594	0.470187	0.110793	0.123557	0.138225	0.132367	0.13206
