Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-59051.93	-59050.95	-0.9878821	0.0129223	0.0828458	0.0202071	0.0711333	-4.3488	-2.49077	-3.90172	-2.6432	-2.16175	-1.84179	-2.9567	-2.68068	0.00586225	0.008582669	0.04928295	0.0100958	0.07917075	0.05823909	0.09257001	0.1359666	0.0048245	0.0985065	0.17082	0.725849	0.115124	0.158534	0.05199	0.0685167
1	-59080.92	-59081.06	0.139977	0.0455029	0.0122042	0.123295	0.0435309	-3.08998	-4.40598	-2.09318	-3.13428	-1.61949	-1.84179	-2.9567	-2.68068	0.00586225	0.01761113	0.02413844	0.009837983	0.07917075	0.06483411	0.01678979	0.1359666	0.0048245	0.0985065	0.17082	0.725849	0.198	0.158534	0.05199	0.0685167
2	-59580.05	-59579.3	-0.7492832	0.0357928	0.0318169	0.0635307	0.0571844	-3.33001	-3.44776	-2.75623	-2.86147	-2.49767	-1.93251	-3.42509	-2.68068	0.01112114	0.01761113	0.07418409	0.01231237	0.07917075	0.06483411	0.01678979	0.3883702	0.00566137	0.115594	0.546036	0.332709	0.0822762	0.144785	0.0325463	0.0685167
3	-59058.29	-59059.78	1.485448	0.0339419	0.0228071	0.0857245	0.063223	-3.38311	-3.78068	-2.45662	-2.76109	-2.20624	-1.93251	-3.33844	-1.36389	0.01112114	0.01761113	0.07418409	0.008657361	0.00695522	0.06483411	0.001494432	0.3883702	0.00566137	0.115594	0.546036	0.332709	0.110114	0.144785	0.0354921	0.255663
4	-59417.22	-59416.07	-1.144495	0.0196474	0.0228071	0.050369	0.125577	-3.92981	-3.78068	-2.98838	-2.07483	-2.54302	-2.17374	-3.33844	-1.36389	0.01112114	0.01761113	0.03458527	0.04733419	0.02418274	0.2693034	0.001494432	0.3883702	0.00566137	0.115594	0.546036	0.332709	0.0786283	0.113752	0.0354921	0.255663
5	-59151.99	-59150.88	-1.112841	0.00826996	0.00986439	0.0306235	0.125577	-4.79513	-4.61882	-3.48599	-2.07483	-2.67501	-2.17374	-2.69144	-1.1235	0.01112114	0.007718275	0.03458527	0.009216266	0.01334387	0.1506141	0.0003818174	0.3883702	0.00686502	0.429174	0.160515	0.403446	0.0689062	0.113752	0.0677833	0.32514
6	-58756.58	-58755.38	-1.204044	0.023502	0.00646462	0.0393729	0.191206	-3.75067	-5.04141	-3.23468	-1.6544	-2.10847	-2.02817	-2.78694	-1.1235	0.006237886	0.01985073	0.03458527	0.009216266	0.01334387	0.1506141	0.001385844	0.3883702	0.00497609	0.311085	0.391503	0.292436	0.121424	0.131577	0.0616092	0.32514
7	-58840.59	-58838.95	-1.637429	0.023502	0.0478349	0.0393729	0.366142	-3.75067	-3.04	-3.23468	-1.00473	-2.24303	-1.80144	-2.62197	-0.748735	0.01021731	0.01985073	0.03458527	0.008687791	0.01334387	0.3135765	0.01959371	0.3883702	0.00497609	0.311085	0.391503	0.292436	0.106137	0.165061	0.0726596	0.472964
8	-59188.55	-59192.56	4.007322	0.023502	0.0547615	0.098143	0.274526	-3.75067	-2.90477	-2.32133	-1.29271	-2.24303	-1.61709	-2.54959	-2.37775	0.00364067	0.01985073	0.05266448	0.00100033	0.01334387	0.04010282	0.001997349	0.2473994	0.00385168	0.240792	0.303038	0.452318	0.106137	0.198476	0.0781133	0.0927589
9	-59451.64	-59452.63	0.982505	0.023502	0.0637785	0.0283072	0.0429391	-3.75067	-2.75234	-3.56464	-3.14797	-2.24303	-1.57411	-2.42064	-1.19794	0.05766798	0.01985073	0.05266448	0.0008023623	0.06701964	0.04010282	0.001997349	0.2473994	0.0026929	0.134758	0.546312	0.316237	0.106137	0.207191	0.0888643	0.301815
10	-59145.02	-59143.83	-1.189783	0.0158149	0.0236283	0.0540497	0.187461	-4.1468	-3.74531	-2.91785	-1.67419	-1.69643	-2.45359	-2.02848	-3.19296	0.02136453	0.01985073	0.02904162	0.002006334	0.06701964	0.09141507	0.05407729	0.2473994	0.0026929	0.134758	0.546312	0.316237	0.183336	0.0859843	0.131535	0.0410501
11	-59123.53	-59124.9	1.37094	0.0447675	0.0656254	0.148519	0.187461	-3.10627	-2.72379	-1.90704	-1.67419	-2.03747	-2.06733	-1.31354	-1.08292	9.542967e-05	0.04323352	0.01371082	0.01023614	0.06701964	0.09141507	0.1987153	0.1762677	0.0026929	0.134758	0.546312	0.316237	0.130358	0.126523	0.268868	0.338604
12	-59036.11	-59037.09	0.975059	0.0371045	0.0336056	0.0916281	0.0820724	-3.29402	-3.39306	-2.39002	-2.50015	-2.03747	-1.99998	-2.05175	-2.35927	0.000483002	0.04323352	0.01915801	0.0323518	0.06701964	0.03110608	0.1987153	0.1762677	0.00280233	0.140234	0.527876	0.329088	0.130358	0.135338	0.12851	0.0944896
13	-59041.23	-59040.98	-0.2552226	0.0288607	0.045921	0.0305069	0.531503	-3.54527	-3.08083	-3.4898	-0.632046	-2.03747	-1.65939	-2.05175	-1.24204	0.007354883	0.02793826	0.005096763	0.02225883	0.06701964	0.03110608	0.02285783	0.2298219	0.00220821	0.110503	0.62797	0.259318	0.130358	0.190255	0.12851	0.288794
14	-59107.42	-59107.94	0.5216562	0.0582045	0.0455787	0.0305069	0.0372489	-2.84379	-3.08831	-3.4898	-3.29013	-2.03747	-1.7225	-2.05175	-0.783234	0.008197721	0.004103932	0.005096763	0.003800556	0.03005985	0.1924882	0.2514379	0.1508139	0.00388246	0.194286	0.2082	0.593631	0.130358	0.178619	0.12851	0.456926
15	-58870.13	-58873.26	3.12857	0.0115267	0.0455787	0.188741	0.0795555	-4.46309	-3.08831	-1.66738	-2.5313	-2.03605	-1.7225	-2.05175	-2.70824	0.008197721	0.006394734	0.0381486	0.003800556	0.03005985	0.001513526	0.07141355	0.06032471	0.00388246	0.194286	0.2082	0.593631	0.130544	0.178619	0.12851	0.066654
16	-58650.52	-58654.42	3.892809	0.0822383	0.0441827	0.0166088	0.178934	-2.49813	-3.11942	-4.09782	-1.72074	-1.83269	-1.7225	-2.59113	-1.55235	0.01085	0.006394734	0.01641573	0.008371217	0.01051253	0.001513526	0.07141355	0.06032471	0.0038735	0.196146	0.207719	0.592261	0.159982	0.178619	0.0749356	0.21175
17	-59022.9	-59028.98	6.077693	0.0822383	0.133903	0.0874626	0.0367505	-2.49813	-2.01064	-2.43654	-3.3036	-1.61875	-1.7225	-2.67833	-3.54622	0.01085	0.006394734	0.01641573	0.006256598	0.004772658	0.001292906	0.01360136	0.06032471	0.0038735	0.196146	0.207719	0.592261	0.198146	0.178619	0.0686777	0.0288334
18	-59092.05	-59097.49	5.442752	0.134261	0.133903	0.0443788	0.0367505	-2.00797	-2.01064	-3.11499	-3.3036	-1.59642	-1.7225	-3.04659	-2.18099	0.02370872	0.006394734	0.01641573	0.03362035	0.008304504	0.001460285	0.01360136	0.01233843	0.00305118	0.154506	0.623877	0.218566	0.20262	0.178619	0.0475206	0.11293
19	-59131.49	-59134.86	3.367036	0.134261	0.133903	0.0443788	0.0230318	-2.00797	-2.01064	-3.11499	-3.77088	-1.41016	-1.93309	-3.04659	-1.8802	0.02370872	0.004262302	0.01852468	0.006247893	0.05218277	0.001127779	0.1438725	0.0284014	0.00305118	0.154506	0.623877	0.218566	0.244105	0.1447	0.0475206	0.15256
20	-59051.87	-59058.12	6.248952	0.134932	0.0306196	0.0443788	0.116611	-2.00298	-3.48611	-3.11499	-2.14891	-1.41016	-2.08199	-3.04659	-1.8802	0.00385876	0.003090094	0.05949978	0.01889935	0.1031411	2.712823e-05	0.01738894	0.0284014	0.00305118	0.154506	0.623877	0.218566	0.244105	0.124681	0.0475206	0.15256
21	-59262.26	-59268.02	5.757153	0.134932	0.0306196	0.0898368	0.0182724	-2.00298	-3.48611	-2.40976	-4.00236	-1.41016	-2.08199	-2.11033	-2.45033	0.008874338	0.0002318328	0.05682732	0.03154917	0.2443545	2.712823e-05	0.01738894	0.0284014	0.00392853	0.198933	0.515724	0.281414	0.244105	0.124681	0.121198	0.0862648
22	-59217.75	-59220.2	2.453295	0.0428599	0.107497	0.0898368	0.0420505	-3.14982	-2.23029	-2.40976	-3.16888	-1.82079	-2.67086	-1.00208	-2.86841	0.008874338	0.0002318328	0.05682732	0.04970247	0.2938582	0.02460185	0.01738894	0.0284014	0.00365279	0.25516	0.479526	0.261662	0.161898	0.0691926	0.367114	0.0567893
23	-59723.39	-59723.81	0.4192082	0.0356276	0.163973	0.253728	0.0903296	-3.33464	-1.80805	-1.37149	-2.40429	-2.18827	-2.50221	-0.515115	-2.86841	0.07955151	0.0002318328	0.05682732	0.03695734	0.2938582	0.02460185	0.03217118	0.0284014	0.00367983	0.249646	0.483076	0.263599	0.11211	0.0819041	0.597432	0.0567893
