Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_12	rate_14	rate_21	rate_23	rate_32	rate_34	rate_41	rate_43	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
0	-58397.57	-58402.55	4.973086	0.0228537	0.0235442	0.0996969	0.0513822	-3.77864	-3.74888	-2.30562	-2.96846	-2.00661	-1.84973	-2.06501	-1.8393	0.009520034	0.00275382	0.03018614	0.01661402	0.01694608	0.008215557	0.01663113	0.003432948	0.115477	0.116449	0.143375	0.624698	0.134444	0.157279	0.126817	0.158929
1	-58395.82	-58398.82	3.002301	0.0164119	0.0148572	0.0996969	0.0339914	-4.10975	-4.20927	-2.30562	-3.38165	-2.05187	-2.06645	-2.15008	-1.8393	0.01012898	0.00275382	0.01875842	0.0114646	0.01777073	0.008215557	0.06342871	0.009457992	0.100012	0.100854	0.124175	0.674959	0.128495	0.126635	0.116474	0.158929
2	-58346.98	-58348.15	1.165854	0.00989117	0.0164393	0.0200375	0.0660477	-4.61611	-4.10808	-3.91015	-2.71738	-2.04548	-2.01447	-2.15008	-1.8393	0.01313111	0.003768921	0.01875842	0.01133132	0.01777073	0.01644841	0.06342871	0.009457992	0.254668	0.190295	0.419867	0.13517	0.129318	0.133392	0.116474	0.158929
3	-58397.86	-58399.21	1.344538	0.00989117	0.0192349	0.0345973	0.0242	-4.61611	-3.95103	-3.36398	-3.7214	-2.04548	-2.15908	-2.29672	-1.65786	0.007591671	0.003768921	0.02078792	0.01133132	0.01777073	0.01644841	0.05022022	0.01389625	0.349973	0.291045	0.152248	0.206734	0.129318	0.115431	0.100588	0.190547
4	-58367.12	-58369.07	1.940868	0.00989117	0.0192349	0.0345973	0.0425818	-4.61611	-3.95103	-3.36398	-3.15633	-2.12538	-1.89075	-2.21188	-1.92624	0.01555155	0.003295785	0.02235742	0.007207402	0.01777073	0.02706804	0.05022022	0.005771851	0.349973	0.291045	0.152248	0.206734	0.119387	0.150959	0.109495	0.145695
5	-58422.89	-58425.6	2.71715	0.00627005	0.0470635	0.059924	0.0275409	-5.07197	-3.05626	-2.81468	-3.59208	-2.12538	-1.89075	-2.21188	-1.92624	0.007231285	0.003295785	0.01286174	0.004977874	0.02533978	0.02706804	0.05022022	0.00398006	0.100197	0.0833257	0.0435883	0.772889	0.119387	0.150959	0.109495	0.145695
6	-58402.44	-58407.57	5.134871	0.0314154	0.039447	0.0720668	0.0275409	-3.46046	-3.2328	-2.63016	-3.59208	-2.12538	-1.9155	-1.61751	-2.02679	0.009756827	0.001952653	0.02749577	0.004977874	0.02533978	0.01384833	0.08535106	0.001288567	0.0999633	0.0854616	0.0434868	0.771088	0.119387	0.147267	0.198392	0.131758
7	-58427.04	-58430.95	3.906909	0.0126392	0.0245839	0.0720668	0.0275409	-4.37095	-3.70567	-2.63016	-3.59208	-2.12538	-1.80432	-2.25333	-2.02679	0.009756827	0.003141891	0.02771789	0.00442692	0.01679873	0.004152115	0.08535106	0.003898733	0.0999633	0.0854616	0.0434868	0.771088	0.119387	0.164586	0.105048	0.131758
8	-58435.78	-58440.39	4.611936	0.0142578	0.0159544	0.0341431	0.0616685	-4.25045	-4.13802	-3.3772	-2.78598	-2.12538	-2.09727	-1.86331	-2.02679	0.009756827	0.003212113	0.03032632	0.003946214	0.01679873	0.004152115	0.08535106	0.0006585349	0.0999633	0.0854616	0.0434868	0.771088	0.119387	0.122791	0.155158	0.131758
9	-58448.29	-58452.7	4.409714	0.0289485	0.0187681	0.0341431	0.0912851	-3.54224	-3.9756	-3.3772	-2.39377	-2.02249	-1.95461	-1.90385	-2.02679	0.007461441	0.01586208	0.02952582	0.002351913	0.01679873	0.02461159	0.07853008	0.0006585349	0.0999633	0.0854616	0.0434868	0.771088	0.132325	0.14162	0.148995	0.131758
10	-58528.58	-58534.79	6.203999	0.0348628	0.05859	0.0878812	0.0504304	-3.35634	-2.83719	-2.43177	-2.98716	-2.03591	-1.95461	-1.90385	-2.45186	0.007461441	0.01586208	0.02470219	0.00218204	0.02188986	0.00974186	0.07853008	0.0006585349	0.0800382	0.068427	0.234143	0.617391	0.130561	0.14162	0.148995	0.0861334
11	-58371.85	-58377.44	5.582681	0.0341011	0.0304182	0.0273466	0.0504304	-3.37843	-3.49271	-3.59916	-2.98716	-1.9616	-1.97782	-1.90385	-1.90935	0.01166844	0.002021359	0.01892604	0.01103632	0.02188986	0.01207128	0.0361831	0.0006585349	0.133546	0.0644471	0.220525	0.581482	0.140634	0.13837	0.148995	0.148177
12	-58366.16	-58369.15	2.982317	0.0183285	0.0304182	0.0273466	0.0504304	-3.9993	-3.49271	-3.59916	-2.98716	-1.99505	-1.95391	-1.90385	-1.90652	0.01415046	0.005721842	0.01892604	0.01103632	0.02188986	0.01497137	0.0361831	0.00790711	0.491268	0.0378396	0.12948	0.341413	0.136007	0.141719	0.148995	0.148597
13	-58396.48	-58399.39	2.918538	0.0271988	0.0507359	0.0134409	0.054205	-3.60458	-2.98112	-4.30945	-2.91498	-1.99505	-1.95391	-2.18193	-2.24397	0.00828911	0.005476121	0.01892604	0.01103632	0.02188986	0.03400188	0.0361831	0.00790711	0.491268	0.0378396	0.12948	0.341413	0.136007	0.141719	0.112824	0.106037
14	-58384.36	-58388.53	4.17054	0.0436807	0.0483192	0.0287685	0.0667299	-3.13085	-3.02993	-3.54848	-2.7071	-1.91978	-1.80014	-2.18193	-2.1903	0.01006093	0.005476121	0.01892604	0.01103632	0.02188986	0.01732767	0.05547843	0.00790711	0.223612	0.0229475	0.243069	0.510372	0.146639	0.165276	0.112824	0.111883
15	-58361.31	-58361.21	-0.09939872	0.00582573	0.0107694	0.0131037	0.0667299	-5.14547	-4.53104	-4.33486	-2.7071	-2.10261	-1.78177	-2.38623	-1.87765	0.01006093	0.002980025	0.01629218	0.01103632	0.02188986	0.02058636	0.05547843	0.002204922	0.194453	0.0391099	0.247262	0.519176	0.122137	0.168339	0.0919761	0.152949
16	-58343.37	-58343.83	0.4591714	0.00582573	0.0107694	0.040207	0.0528406	-5.14547	-4.53104	-3.21371	-2.94048	-2.14849	-2.01604	-2.15793	-1.6801	0.01006093	0.001503393	0.02392544	0.01103632	0.02188986	0.02058636	0.07886343	0.005704312	0.187995	0.0378112	0.272258	0.501936	0.11666	0.133182	0.115564	0.186355
