Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-59137.62	-59129.63	-7.988167	0.0354043	0.185437	0.0220837	0.115668	-3.34092	-1.68504	-0.471994	1.36469	0.5317406	0.3779741	0.03816435	0.1123281	0.0169244	0.00854009	0.46159	0.512946	0.0114178	0.290007	0.0125756	0.319416	-4.47259	-1.23785	0.096587	0.371599
1	-59302.36	-59293.46	-8.897731	0.125599	0.236135	0.0217736	0.0409359	-2.07466	-1.44335	-1.7524	1.36469	0.6092152	0.3114369	0.01275615	0.1426299	0.0590871	0.0162405	0.877795	0.0468772	0.0121081	0.290007	0.0133359	0.319416	-4.41388	-1.23785	0.096587	0.589681
2	-59403.13	-59396.09	-7.035803	0.218611	0.123921	0.164865	0.0934545	-1.52046	-2.08811	-0.282166	1.36469	0.3133714	2.137805	0.001795019	0.1426299	0.134677	0.381211	0.377264	0.106847	0.0209728	0.24149	0.0231083	0.266078	-3.86453	-1.42093	0.0969633	0.589681
3	-58872.03	-58865.91	-6.123602	0.124834	0.0664727	0.0941436	0.0501303	-2.08077	-2.71096	-0.282166	1.36469	1.493733	0.4442255	0.001608855	0.1426299	0.415182	0.074209	0.242454	0.268155	0.0268101	0.24632	0.0281013	0.258184	-3.61898	-1.40112	0.0470395	0.706824
4	-58473.66	-58469.24	-4.414481	0.124834	0.0400065	0.0929753	0.0297964	-2.08077	-3.21871	-0.294654	-0.151291	0.4542081	0.1752452	0.005968491	0.1426299	0.415182	0.074209	0.242454	0.268155	0.0515486	0.24632	0.0585008	0.279541	-2.96523	-1.40112	0.126516	0.706824
5	-57597.15	-57589.58	-7.571847	0.0195011	0.0400065	0.0145242	0.0297964	-3.93728	-3.21871	-0.294654	0.684089	1.210314	2.339599	0.02726956	0.02931302	0.674766	0.044272	0.144645	0.136318	0.066464	0.167327	0.0845105	0.21276	-2.71109	-1.78781	0.240215	0.0950425
6	-57187.96	-57180.7	-7.259413	0.0204208	0.0390176	0.0364727	0.0696876	-3.8912	-3.24374	0.58001	0.684089	2.605374	0.5821039	0.02726956	0.03615984	0.674766	0.044272	0.144645	0.136318	0.125916	0.127475	0.144035	0.14582	-2.07214	-2.05983	0.134446	0.163676
7	-57542.71	-57535.38	-7.329978	0.0324697	0.064722	0.107754	0.214786	-3.42745	-2.73765	1.19954	0.684089	2.983597	0.2040165	0.02726956	0.03728121	0.663545	0.0435358	0.142239	0.15068	0.18241	0.203916	0.222408	0.24863	-1.7015	-1.59005	0.198259	0.0208681
8	-57775.87	-57770.64	-5.239064	0.0324697	0.0643892	0.0361316	0.0716508	-3.42745	-2.74281	0.106859	0.701188	0.5979033	0.7279348	0.02726956	0.03728121	0.663545	0.0435358	0.142239	0.15068	0.0976543	0.203916	0.212449	0.443623	-2.32632	-1.59005	0.777266	0.0491531
9	-57227.27	-57220.46	-6.806219	0.0556728	0.0845664	0.0304356	0.0462314	-2.88826	-2.47022	-0.603879	-1.19781	2.552112	0.6361592	0.02726956	0.03728121	0.60923	0.121828	0.130596	0.138346	0.099653	0.0891266	0.149749	0.133931	-2.30606	-2.4177	0.407265	0.0491531
10	-57894.98	-57889.8	-5.185712	0.0413472	0.285613	0.022604	0.156141	-3.18575	-1.25312	-0.603879	-1.2441	0.6674209	0.5922086	0.0498678	0.0098805	0.60923	0.121828	0.130596	0.138346	0.218005	0.176634	0.247146	0.200245	-1.52324	-1.73367	0.12546	0.0491531
11	-57685.38	-57679.66	-5.72156	0.0103077	0.0548428	0.0196908	0.104766	-4.57486	-2.90328	0.647262	-1.2441	0.8530665	0.5862112	0.0498678	0.001956377	0.623296	0.219971	0.133611	0.0231215	0.178674	0.171517	0.202557	0.194444	-1.72219	-1.76307	0.12546	0.014463
12	-57791.03	-57787.75	-3.274821	0.0462693	0.0564109	0.0232088	0.0282958	-3.07328	-2.87509	-0.689948	0.0405846	0.3743478	1.294099	0.0498678	0.0008870607	0.420833	0.148518	0.0902109	0.340438	0.110703	0.105142	0.141341	0.134241	-2.2009	-2.25244	0.244326	0.246003
13	-58133.11	-58127.41	-5.702315	0.162398	0.0331783	0.0748963	0.0153015	-1.81771	-3.40586	-0.773945	-1.09144	1.802538	1.151526	0.05091351	0.001148475	0.28405	0.100245	0.38592	0.229785	0.173925	0.135715	0.22206	0.173275	-1.74913	-1.9972	0.244326	0.246003
14	-58213.57	-58201.68	-11.8933	0.141161	0.0116837	0.0789612	0.00653548	-1.95785	-4.44956	-0.580947	-1.09144	3.020205	3.93143	0.004063659	0.001524319	0.336517	0.118762	0.457204	0.0875163	0.106501	0.135715	0.113613	0.144778	-2.2396	-1.9972	0.0646429	2.85608
15	-57432.92	-57426.49	-6.427291	0.0332313	0.0311193	0.017436	0.0163279	-3.40426	-3.46993	-0.644956	-1.11997	1.005612	0.9690097	0.004063659	0.002487548	0.709429	0.0520117	0.200232	0.0383276	0.10053	0.128998	0.106252	0.13634	-2.2973	-2.04796	0.055354	2.85608
16	-57195.14	-57187.13	-8.014391	0.0332313	0.0142267	0.0121941	0.00522042	-3.40426	-4.25264	-1.00254	1.11764	0.5562618	0.9308689	0.01963157	0.002487548	0.445746	0.0326798	0.497492	0.0240819	0.144978	0.128998	0.160965	0.143223	-1.93117	-2.04796	0.104603	2.85608
17	-56987.45	-56982.16	-5.289466	0.0332313	0.0233207	0.0121941	0.00855743	-3.40426	-3.75842	-1.00254	1.11764	0.7444392	0.1713225	0.01071656	0.01259337	0.445746	0.0326798	0.497492	0.0240819	0.118945	0.129601	0.133491	0.145451	-2.1291	-2.0433	0.115379	0.827676
18	-57103.65	-57098.76	-4.888851	0.0470379	0.0202167	0.0445241	0.0191363	-3.0568	-3.90124	-0.0549233	0.0364054	0.7444392	1.137369	0.01071656	0.0108738	0.374051	0.0274234	0.164878	0.433648	0.140009	0.167599	0.161453	0.193269	-1.96605	-1.78618	0.142506	0.601698
19	-57419.53	-57413.47	-6.065271	0.0581977	0.0525387	0.123518	0.111507	-2.84391	-2.94621	0.752537	-1.26578	0.02976418	2.07138	0.0391762	0.0108738	0.4713	0.00162888	0.0883271	0.438744	0.140009	0.167599	0.172115	0.206031	-1.96605	-1.78618	0.206452	0.601698
20	-57445.87	-57438.79	-7.081822	0.01969	0.0525387	0.0713818	0.190468	-3.92765	-2.94621	1.28793	-1.26578	0.02420147	1.215999	0.0391762	0.01346179	0.183388	0.0025159	0.136427	0.677669	0.140009	0.220838	0.172115	0.271478	-1.96605	-1.51033	0.206452	0.849337
21	-57164.62	-57160.71	-3.910056	0.0622347	0.0529122	0.151371	0.128696	-2.77684	-2.93912	0.888821	0.46568	0.1317106	0.6302034	0.01123466	0.01346179	0.61199	0.005111	0.277148	0.105752	0.130624	0.124298	0.193307	0.183946	-2.03543	-2.08507	0.391954	0.849337
22	-58164.41	-58159.44	-4.96089	0.0622347	0.0762814	0.0271707	0.0333034	-2.77684	-2.57333	-0.828772	0.46568	0.1283305	0.9095575	0.01123466	0.01346179	0.77278	0.00645383	0.0872295	0.133536	0.0934117	0.320721	0.225068	0.772754	-2.37074	-1.13718	0.879388	0.849337
23	-57547.51	-57541.95	-5.560047	0.0622347	0.372037	0.0271707	0.162426	-2.77684	-0.988761	-0.828772	0.46568	0.09998495	0.7079626	0.01123466	0.005801152	0.640153	0.0053462	0.308751	0.04575	0.0881293	0.320721	0.17074	0.621359	-2.42895	-1.13718	0.661336	1.70888
24	-57504	-57498.04	-5.962173	0.10676	0.512657	0.0466101	0.223819	-2.23717	-0.668148	-0.828772	-0.136533	1.35906	0.2520599	0.008910821	0.008205205	0.403471	0.00336956	0.194597	0.398563	0.155905	0.207397	0.203062	0.270128	-1.85851	-1.57312	0.264263	1.70888
