Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56859.36	-56855.76	-3.596796	0.162763	0.153069	0.0729706	0.0686243	-1.81546	-1.87687	-0.80224	-0.593457	0.07810593	0.4337231	0.004046919	0.02191328	0.334459	0.111498	0.158431	0.395613	0.0880852	0.121329	0.308615	0.425089	-2.42945	-2.10925	1.25379	0.281805
1	-56520.83	-56516.14	-4.68957	0.029111	0.0261949	0.0130511	0.0117438	-3.53664	-3.64219	-0.80224	0.405814	0.03796073	0.2955828	0.005743548	0.02003925	0.460059	0.110952	0.157656	0.271332	0.0880852	0.0792242	0.308615	0.27757	-2.42945	-2.53547	1.25379	0.494186
2	-56489.17	-56484.48	-4.695183	0.0481698	0.0145455	0.0343988	0.0103872	-3.03302	-4.23047	-0.336711	0.405814	0.001631594	0.2661316	0.005743548	0.0252067	0.517196	0.124732	0.128804	0.229268	0.0952538	0.108611	0.30141	0.343676	-2.35121	-2.21998	1.15193	0.494186
3	-56602.24	-56597	-5.241464	0.0536995	0.0417791	0.0383477	0.0298351	-2.92435	-3.17536	-0.336711	0.717053	0.01479615	0.3686306	0.008971865	0.01129503	0.230856	0.198708	0.205195	0.365242	0.119238	0.108611	0.377303	0.343676	-2.12664	-2.21998	1.15193	2.04043
4	-56718.77	-56714.78	-3.989056	0.0359226	0.0484788	0.0248103	0.0334823	-3.32639	-3.02663	-0.37011	0.717053	0.04401639	0.3099677	0.01259561	0.009084703	0.230856	0.198708	0.205195	0.365242	0.119238	0.108611	0.309996	0.282368	-2.12664	-2.21998	0.955439	0.788562
5	-56654.24	-56649.72	-4.526078	0.0359226	0.0272675	0.029612	0.0224774	-3.32639	-3.60206	-0.193185	-0.693368	0.04709942	0.3322665	0.01259561	0.009084703	0.30784	0.264971	0.273621	0.153568	0.0818853	0.0944496	0.250795	0.289276	-2.50244	-2.35969	1.11932	0.788562
6	-56628.83	-56624.98	-3.848265	0.0359226	0.0272675	0.0444985	0.0337771	-3.32639	-3.60206	0.214089	-0.693368	0.04709942	0.2517563	0.00497408	0.02291326	0.379493	0.0938853	0.337309	0.189313	0.0818853	0.0723931	0.23968	0.211896	-2.50244	-2.62564	1.07399	0.193803
7	-56497.73	-56493.96	-3.768001	0.0359226	0.0272675	0.0286461	0.0217441	-3.32639	-3.60206	-0.226351	-0.55947	0.02109199	0.2517563	0.005751993	0.02291326	0.32819	0.216381	0.291709	0.16372	0.0946228	0.0947318	0.276963	0.277282	-2.35786	-2.35671	1.07399	0.193803
8	-56532.21	-56527.65	-4.559386	0.0359226	0.027077	0.0286461	0.0215923	-3.32639	-3.60907	-0.226351	0.495158	0.02109199	0.160333	0.005751993	0.02291326	0.32819	0.216381	0.291709	0.16372	0.0981064	0.0785988	0.268042	0.214744	-2.3217	-2.5434	1.00509	1.1552
9	-56539.08	-56533.63	-5.450184	0.0359226	0.0111037	0.0286461	0.0088545	-3.32639	-4.50048	-0.226351	0.495158	0.004681957	0.1560266	0.003446507	0.02291326	0.158444	0.104465	0.658051	0.0790408	0.0781542	0.0694415	0.213529	0.189725	-2.54907	-2.66727	1.00509	1.1552
