Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56379.71	-56370.26	-9.44566	0.0046634	0.0132291	0.00972321	0.0275827	-5.36801	-4.32534	0.734772	-0.430296	0.002668033	0.126175	0.007151395	0.02231834	0.0150295	0.673068	0.213295	0.0986074	0.0599188	0.066367	0.237457	0.263011	-2.81476	-2.71255	1.377	1.41792
1	-56386.56	-56375.47	-11.08841	0.00671375	0.00706591	0.0121834	0.0128224	-5.0036	-4.95247	0.595914	1.72572	0.002770064	0.1249722	0.006430842	0.02155677	0.0107565	0.766018	0.152653	0.0705723	0.0596263	0.0612727	0.257656	0.264771	-2.81966	-2.79242	1.46353	1.41792
2	-56381.5	-56374.89	-6.610312	0.0134673	0.0100577	0.024439	0.0182516	-4.30749	-4.59942	0.595914	0.613557	0.003590177	0.12789	0.006797726	0.02155677	0.0107565	0.766018	0.152653	0.0705723	0.0596263	0.0616941	0.245441	0.253953	-2.81966	-2.78557	1.41496	0.0700449
3	-56382.39	-56375.2	-7.194185	0.0134673	0.00778113	0.024439	0.0141203	-4.30749	-4.85605	0.595914	0.613557	0.003468289	0.1332068	0.008107845	0.02363097	0.0423518	0.0787338	0.601047	0.277867	0.0597155	0.0650484	0.244807	0.26667	-2.81816	-2.73262	1.41088	0.0842506
4	-56383.38	-56372.03	-11.35383	0.0020804	0.0190921	0.0037051	0.0340022	-6.1752	-3.95848	0.577151	1.95608	0.003468289	0.1252273	0.008107845	0.01878006	0.0423518	0.0787338	0.601047	0.277867	0.0570966	0.0650484	0.231033	0.263209	-2.86301	-2.73262	1.39782	0.0540367
5	-56382.47	-56373.92	-8.543723	0.00755906	0.0151909	0.0108834	0.0218715	-4.88501	-4.18706	0.364488	1.95608	0.001901292	0.1189266	0.006671462	0.02217316	0.0494425	0.0919157	0.534253	0.324389	0.0570966	0.063268	0.233794	0.259064	-2.86301	-2.76038	1.40969	0.0585285
6	-56382.51	-56373.87	-8.640294	0.00755906	0.0151909	0.0108834	0.0218715	-4.88501	-4.18706	0.364488	1.95608	0.001465013	0.1282182	0.007438804	0.02217316	0.125031	0.383361	0.0276766	0.463932	0.0573526	0.0641384	0.244091	0.272971	-2.85854	-2.74671	1.44832	0.0585285
7	-56386.13	-56378.75	-7.379722	0.00778292	0.010157	0.0151367	0.019754	-4.85582	-4.58959	0.665189	0.176812	0.00900276	0.1371146	0.006421821	0.02217316	0.0558441	0.460354	0.0887516	0.39505	0.0569043	0.0641384	0.238891	0.269261	-2.86639	-2.74671	1.43464	0.0585285
8	-56385.08	-56377.26	-7.815064	0.00963989	0.010157	0.0326876	0.0344412	-4.64185	-4.58959	1.22109	0.176812	0.003746626	0.1305196	0.007159558	0.02217316	0.0538256	0.443715	0.162988	0.339472	0.0569043	0.0641384	0.242757	0.273618	-2.86639	-2.74671	1.45069	0.287667
9	-56379.13	-56371.42	-7.707759	0.00925748	0.00758505	0.00807667	0.00661756	-4.68232	-4.88158	-0.136453	0.176812	0.003739712	0.1351632	0.007159558	0.02217316	0.0578167	0.402467	0.175073	0.364643	0.0561234	0.0604822	0.243782	0.262715	-2.8802	-2.80541	1.46872	0.287667
10	-56379.8	-56370.03	-9.767044	0.0055477	0.00442316	0.00349172	0.00278393	-5.19437	-5.4209	-0.462989	0.176812	0.005203116	0.1351632	0.006246016	0.02217316	0.11544	0.341084	0.349561	0.193915	0.057069	0.0604822	0.236742	0.250902	-2.86349	-2.80541	1.42271	0.287667
11	-56381.75	-56373.64	-8.111007	0.0055477	0.0115472	0.00410301	0.00854012	-5.19437	-4.46132	-0.301664	0.176812	0.005203116	0.1338984	0.006246016	0.02217316	0.0661259	0.195379	0.627418	0.111078	0.0575622	0.0604822	0.238789	0.250902	-2.85489	-2.80541	1.42271	0.524081
12	-56381.47	-56375.21	-6.261602	0.0117654	0.011739	0.00870154	0.00868203	-4.44259	-4.44484	-0.301664	0.176812	0.001483048	0.1323013	0.007232607	0.0213705	0.0415054	0.48667	0.393813	0.0780121	0.0575622	0.0667687	0.238789	0.27698	-2.85489	-2.70652	1.42271	0.0459352
13	-56386.25	-56379.05	-7.200174	0.0117654	0.011739	0.00322996	0.00322271	-4.44259	-4.44484	-1.29269	0.176812	0.0004650697	0.140069	0.007232607	0.02314174	0.0286098	0.335463	0.0045595	0.631368	0.0584252	0.0663085	0.242368	0.275071	-2.84001	-2.71344	1.42271	0.149907
14	-56378.36	-56371.22	-7.137294	0.0117654	0.011739	0.00322996	0.00322271	-4.44259	-4.44484	-1.29269	0.176812	0.003151428	0.1286572	0.007232607	0.02314174	0.0366262	0.149261	0.00583707	0.808276	0.0567585	0.0628373	0.225112	0.249221	-2.86895	-2.76721	1.37779	0.112767
15	-56379.64	-56370.08	-9.554086	0.00630381	0.00732548	0.00309634	0.00359817	-5.0666	-4.9164	-0.710933	1.56384	0.002629457	0.1362841	0.007594558	0.01970806	0.18148	0.185056	0.00723689	0.626228	0.0604964	0.0628373	0.239937	0.249221	-2.80517	-2.76721	1.37779	0.0696354
16	-56380.56	-56372.31	-8.251402	0.00630381	0.0103455	0.00302022	0.00495665	-5.0666	-4.5712	-0.735824	-0.984896	0.004131738	0.1392394	0.007594558	0.01970806	0.116157	0.118446	0.364577	0.40082	0.0592848	0.0620429	0.235131	0.24607	-2.8254	-2.77993	1.37779	0.0782781
17	-56383.2	-56373.46	-9.741424	0.0107872	0.0103455	0.00516827	0.00495665	-4.52939	-4.5712	-0.735824	-0.984896	0.002960635	0.1245874	0.007594558	0.01970806	0.31412	0.0919163	0.282919	0.311045	0.0566886	0.0624152	0.232591	0.256087	-2.87018	-2.77395	1.41171	2.50152
18	-56384.27	-56375.03	-9.244697	0.0107872	0.0103455	0.00705793	0.00676893	-4.52939	-4.5712	-0.42421	0.345123	0.00127789	0.1282	0.007594558	0.02467439	0.27882	0.0966469	0.29748	0.327053	0.0566051	0.0633783	0.231002	0.258643	-2.87166	-2.75863	1.40633	2.50152
19	-56387.98	-56378.44	-9.540701	0.00385548	0.0103455	0.00252259	0.00676893	-5.55826	-4.5712	-0.42421	0.757593	0.001215599	0.1178027	0.007594558	0.0207725	0.321558	0.141406	0.0585198	0.478516	0.0587808	0.0709624	0.233024	0.281315	-2.83394	-2.64561	1.37732	0.711463
20	-56389.88	-56381.61	-8.271134	0.00353849	0.0305233	0.00231518	0.019971	-5.64406	-3.48926	-0.42421	-0.386005	0.002595445	0.117638	0.007640425	0.01961858	0.321558	0.141406	0.0585198	0.478516	0.0567387	0.0582113	0.232589	0.238626	-2.8693	-2.84368	1.41082	0.711463
21	-56383.18	-56372.57	-10.60708	0.00402417	0.00686387	0.0128091	0.021848	-5.51544	-4.98148	1.15784	-0.386005	0.003596534	0.1269551	0.006865807	0.02005311	0.321558	0.141406	0.0585198	0.478516	0.0547018	0.0625734	0.230229	0.263359	-2.90586	-2.77142	1.43718	0.711463
22	-56385.35	-56375.07	-10.2778	0.00278575	0.0112284	0.00514336	0.0207311	-5.88324	-4.48931	0.613187	-1.1389	0.00116977	0.1243373	0.006443777	0.02094533	0.133584	0.180584	0.0747338	0.611098	0.0598598	0.0625734	0.251154	0.262539	-2.81575	-2.77142	1.43406	0.305009
