Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-57200.24	-57191.38	-8.860531	0.0542468	0.114679	0.0315722	0.0667443	-2.91421	-2.16562	-0.541266	-1.02048	1.253547	1.74992	0.03643003	0.009729475	0.308402	0.517792	0.152104	0.0217023	0.0796824	0.0854879	0.267725	0.287231	-2.52971	-2.45938	1.21191	2.23062
1	-57184.18	-57176.18	-8.000239	0.0217886	0.0957266	0.0126812	0.0557139	-3.82637	-2.34626	-0.541266	-0.101876	1.253547	1.783176	0.00450635	0.01012783	0.245639	0.412417	0.324658	0.0172857	0.0898307	0.0840997	0.301822	0.282566	-2.40983	-2.47575	1.21191	2.23062
2	-57031.19	-57024.56	-6.634664	0.120376	0.0763164	0.0472965	0.0299852	-2.11714	-2.57287	-0.934184	-0.101876	1.499555	0.6383083	0.00659178	0.01528869	0.135589	0.548061	0.293379	0.0229709	0.0774991	0.0795079	0.175303	0.179847	-2.55749	-2.5319	0.816248	2.23062
3	-57003.92	-56997.3	-6.622073	0.05559	0.0993496	0.0218417	0.0390351	-2.88975	-2.30911	-0.934184	-0.101876	1.460344	0.2687952	0.00659178	0.0230039	0.281104	0.0630374	0.608235	0.0476234	0.064817	0.0623721	0.146616	0.141086	-2.73619	-2.77464	0.816248	2.23062
4	-56942.16	-56935.96	-6.192369	0.0219692	0.0822507	0.0027361	0.0102437	-3.81811	-2.49798	-2.08311	-0.101876	0.8045832	0.1446947	0.00659178	0.02034109	0.159428	0.468603	0.344959	0.0270095	0.064817	0.0623721	0.135598	0.130483	-2.73619	-2.77464	0.738123	0.27849
5	-56920.13	-56912	-8.135329	0.00506005	0.028179	0.00137227	0.00764208	-5.28638	-3.56918	-1.30491	0.680501	0.158524	0.2116614	0.006459595	0.02639638	0.206887	0.442146	0.325483	0.0254845	0.0951633	0.105746	0.208456	0.231638	-2.35216	-2.24671	0.784133	0.920765
6	-56892.62	-56886.23	-6.391399	0.0137387	0.028179	0.0493855	0.101292	-4.28754	-3.56918	1.27944	-0.16217	0.3578886	0.4940664	0.006459595	0.01851751	0.384088	0.34336	0.252762	0.0197907	0.0951633	0.105746	0.208456	0.231638	-2.35216	-2.24671	0.784133	0.920765
7	-56942.91	-56937.64	-5.26858	0.021601	0.05703	0.00742024	0.0195906	-3.83502	-2.86418	-1.06853	-0.59764	0.3304877	0.4357796	0.00954951	0.02894635	0.429943	0.295886	0.254264	0.0199083	0.0951633	0.0798631	0.211012	0.177086	-2.35216	-2.52744	0.796323	0.539994
8	-56948.96	-56941.19	-7.765359	0.00507212	0.05703	0.00114606	0.0128861	-5.284	-2.86418	-1.48742	-0.59764	0.208341	0.3819481	0.01723354	0.02894635	0.200899	0.637589	0.152209	0.00930253	0.0865282	0.0798631	0.176447	0.162856	-2.44729	-2.52744	0.712553	0.0956283
9	-56974.36	-56966.37	-7.9856	0.0157672	0.0461832	0.00312364	0.00914938	-4.14982	-3.07514	-1.61893	-0.59764	0.9121833	1.64778	0.01723354	0.01498338	0.050899	0.757272	0.180781	0.0110487	0.0865282	0.0798631	0.231474	0.213644	-2.44729	-2.52744	0.983996	0.087706
