Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56476.84	-56469.14	-7.697735	0.0245271	0.015779	0.118997	0.0765541	-3.70798	-4.14908	1.57932	-0.495226	0.01272579	0.1093579	0.01043347	0.01592158	0.476975	0.103541	0.168647	0.250836	0.0518913	0.0539809	0.29921	0.311259	-2.9586	-2.91913	1.75199	1.06277
1	-56494.83	-56487.23	-7.596482	0.0062956	0.0431983	0.00783636	0.0537705	-5.0679	-3.14195	0.218923	0.618808	0.007787704	0.1701401	0.01276815	0.02009186	0.118871	0.100751	0.5363	0.244077	0.0518913	0.0442762	0.285469	0.243576	-2.9586	-3.11731	1.70498	0.710442
2	-56506.18	-56500.21	-5.973636	0.0119119	0.0500505	0.0183525	0.077112	-4.43022	-2.99472	0.432227	-0.766544	0.04213277	0.1701401	0.01153839	0.02009186	0.245495	0.0862727	0.459231	0.209002	0.0475359	0.0511865	0.261509	0.281592	-3.04627	-2.97228	1.70498	0.171585
3	-56519.54	-56512.61	-6.924137	0.0139464	0.0500505	0.00308979	0.0110886	-4.27254	-2.99472	-1.50712	-1.08621	0.003973611	0.1701401	0.01153839	0.02350577	0.203435	0.24282	0.380551	0.173194	0.0610502	0.063433	0.334702	0.347766	-2.79606	-2.75777	1.70155	0.171585
4	-56592.48	-56583.54	-8.933368	0.0139464	0.0114599	0.00306451	0.00251816	-4.27254	-4.4689	-1.51533	0.249901	0.04181685	0.1683055	0.01147441	0.02350577	0.232586	0.354623	0.159852	0.252939	0.0470533	0.063433	0.257966	0.347766	-3.05647	-2.75777	1.70155	1.0648
5	-56421.08	-56412.08	-8.995829	0.00688877	0.00979965	0.002359	0.0033558	-4.97786	-4.62541	-1.07166	0.249901	0.009965929	0.146711	0.008178739	0.02681488	0.232586	0.354623	0.159852	0.252939	0.0521519	0.0702848	0.236382	0.318571	-2.95359	-2.6552	1.51129	0.694886
6	-56446.58	-56439.51	-7.070962	0.0226418	0.00979965	0.0108391	0.00469127	-3.78796	-4.62541	-0.736644	-0.791465	0.005643148	0.2048256	0.008178739	0.01827132	0.263877	0.0674226	0.181358	0.487343	0.0567093	0.0578127	0.257039	0.26204	-2.86982	-2.85055	1.51129	0.694886
7	-56487.14	-56477.39	-9.746031	0.0226418	0.00979965	0.0108391	0.00469127	-3.78796	-4.62541	-0.736644	2.25904	0.006517739	0.1106119	0.0115485	0.0363658	0.416589	0.0643004	0.11252	0.406591	0.0578903	0.0578127	0.262392	0.26204	-2.84921	-2.85055	1.51129	0.694886
8	-56512.34	-56505.9	-6.438113	0.0389462	0.0453898	0.0280496	0.0326904	-3.24557	-3.09247	-0.328205	2.25904	0.005015628	0.1430184	0.0115485	0.02215529	0.428034	0.063039	0.110312	0.398615	0.0853623	0.0589492	0.309847	0.213973	-2.46085	-2.83108	1.28917	0.348542
9	-56423.7	-56415.66	-8.039961	0.0389462	0.0212385	0.00906938	0.00494579	-3.24557	-3.85194	-1.45728	2.25904	0.005208963	0.1687807	0.0115485	0.02215529	0.312252	0.0538821	0.0942885	0.539578	0.0768414	0.0821101	0.278918	0.298042	-2.56601	-2.49969	1.28917	0.348542
10	-56458.33	-56452.62	-5.710725	0.015214	0.0426045	0.00484779	0.0135755	-4.18554	-3.1558	-1.14369	-0.134686	0.009758888	0.1687807	0.0184183	0.02215529	0.180988	0.0163009	0.495456	0.307255	0.0694686	0.0821101	0.252156	0.298042	-2.66688	-2.49969	1.28917	0.348542
11	-56518	-56512.65	-5.347075	0.015214	0.0235527	0.00960617	0.0148712	-4.18554	-3.74852	-0.459811	-0.134686	0.0007714802	0.1687807	0.01449179	0.02215529	0.180988	0.0163009	0.495456	0.307255	0.061349	0.113568	0.222684	0.412226	-2.79118	-2.17536	1.28917	0.145529
12	-56735.81	-56727.77	-8.039513	0.0114954	0.0235527	0.00725823	0.0148712	-4.46581	-3.74852	-0.459811	2.71788	0.0002022103	0.1613323	0.009924385	0.005487476	0.176333	0.0158816	0.482712	0.325074	0.068827	0.113568	0.163557	0.269876	-2.67616	-2.17536	0.865567	0.120108
13	-56668.73	-56664.59	-4.141799	0.0615757	0.0550009	0.0388791	0.0347277	-2.78749	-2.90041	-0.459811	1.90773	0.004130933	0.1090454	0.009924385	0.005487476	0.289088	0.0137075	0.416632	0.280573	0.0952527	0.113568	0.206874	0.246651	-2.35122	-2.17536	0.775579	0.49735
14	-56745.1	-56739.05	-6.041627	0.0436412	0.0197288	0.0275552	0.0124568	-3.13175	-3.92568	-0.459811	0.5344	0.01319991	0.1514573	0.009924385	0.005487476	0.491046	0.279145	0.0402961	0.189514	0.0952527	0.0832552	0.197363	0.172504	-2.35122	-2.48584	0.728511	3.08922
