Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56386.46	-56378.93	-7.529227	0.00912232	0.0164255	0.00214085	0.00385477	-4.69703	-4.10892	-1.44952	0.60054	0.005361562	0.1305153	0.007270488	0.02369264	0.398995	0.0491609	0.426479	0.125365	0.0542544	0.0582815	0.233948	0.251313	-2.91407	-2.84247	1.46142	0.0385651
1	-56391.29	-56381.88	-9.41562	0.00452187	0.0164255	0.0010612	0.00385477	-5.39883	-4.10892	-1.44952	1.35125	0.002715326	0.1067328	0.007270488	0.0180399	0.178836	0.0220347	0.742939	0.0561904	0.0542998	0.0572296	0.217348	0.229076	-2.91323	-2.86068	1.38698	0.0385651
2	-56382.36	-56372.41	-9.94622	0.00452187	0.00749046	0.00283476	0.00469577	-5.39883	-4.89413	-0.466968	0.451479	0.002648427	0.1125055	0.007167321	0.02424949	0.106788	0.41603	0.443629	0.0335529	0.0576855	0.0621744	0.230901	0.248869	-2.85275	-2.77781	1.38698	0.980184
3	-56380.08	-56369.42	-10.66215	0.00339084	0.0052872	0.004327	0.0067469	-5.68668	-5.24247	0.243794	0.912533	0.004494307	0.1270594	0.007167321	0.02081947	0.119121	0.410285	0.437504	0.0330896	0.06072	0.0621744	0.24341	0.24924	-2.80148	-2.77781	1.38847	0.173554
4	-56388.69	-56382.87	-5.819061	0.00787321	0.0281738	0.00962035	0.0344259	-4.84429	-3.56936	0.200415	-0.0963022	0.002612158	0.1251728	0.007249723	0.02081947	0.0401527	0.447066	0.476725	0.036056	0.0572966	0.0621744	0.229686	0.24924	-2.85951	-2.77781	1.38847	0.0643337
5	-56386.36	-56374.5	-11.86081	0.0030549	0.00519333	0.00373281	0.00634578	-5.79101	-5.26038	0.200415	1.47244	0.007260066	0.1196094	0.007775179	0.02081947	0.0597169	0.664898	0.221761	0.0536242	0.0581322	0.0621744	0.221699	0.237114	-2.84503	-2.77781	1.3386	0.414399
6	-56382.9	-56375.15	-7.749112	0.00923865	0.0156673	0.00718219	0.0121799	-4.68436	-4.15618	-0.251792	0.851017	0.005976104	0.1288756	0.007775179	0.02188903	0.0756804	0.575319	0.281041	0.0679589	0.0593135	0.0655751	0.23834	0.263501	-2.82492	-2.72456	1.39086	1.2099
7	-56394.67	-56386.47	-8.203136	0.0212159	0.0208512	0.00455688	0.00447856	-3.85301	-3.87034	-1.53811	0.851017	0.004014411	0.115118	0.007775179	0.02188903	0.160721	0.237598	0.477	0.124681	0.0563981	0.0649407	0.221019	0.254497	-2.87532	-2.73428	1.36582	2.05986
8	-56399.31	-56390.72	-8.594801	0.0212159	0.00454991	0.00455688	0.000977259	-3.85301	-5.39265	-1.53811	-0.641862	0.004773374	0.15417	0.004903149	0.02740318	0.0868349	0.12837	0.257714	0.527081	0.0550802	0.0639041	0.225255	0.261341	-2.89897	-2.75037	1.40844	0.0704777
9	-56396.37	-56387.68	-8.690414	0.0212159	0.00416662	0.00455688	0.000894934	-3.85301	-5.48065	-1.53811	0.575004	0.002983933	0.1502335	0.004903149	0.02740318	0.174475	0.161398	0.204536	0.459591	0.0651242	0.0631677	0.26633	0.258329	-2.73146	-2.76196	1.40844	0.0704777
10	-56395.53	-56387.58	-7.954402	0.0212159	0.0105389	0.00455688	0.00226362	-3.85301	-4.55268	-1.53811	-0.448292	0.002418664	0.1447295	0.004903149	0.01912483	0.289082	0.267416	0.338889	0.104612	0.0601178	0.0669864	0.245856	0.273946	-2.81145	-2.70327	1.40844	1.40153
11	-56399.71	-56393.56	-6.144409	0.0212159	0.0368382	0.013818	0.023993	-3.85301	-3.30122	-0.428774	0.72432	0.00266705	0.1447295	0.004903149	0.01973862	0.223927	0.207145	0.175921	0.393007	0.0601178	0.0669864	0.245856	0.273946	-2.81145	-2.70327	1.40844	1.96599
12	-56393.43	-56387.25	-6.181462	0.0161318	0.0421018	0.00291188	0.00759962	-4.12696	-3.16766	-1.71199	-0.711689	0.00113228	0.1396132	0.00987008	0.01973862	0.192277	0.240946	0.109639	0.457138	0.0630443	0.0723946	0.241444	0.277254	-2.76392	-2.62562	1.3428	0.14852
13	-56400.52	-56395.19	-5.328216	0.00885299	0.0382211	0.0060993	0.0263326	-4.727	-3.26437	-0.372581	-0.0838276	0.002818347	0.155254	0.00632846	0.01973862	0.247346	0.309955	0.141041	0.301658	0.0647033	0.0651754	0.247798	0.249606	-2.73794	-2.73067	1.3428	0.14852
14	-56384.95	-56378.25	-6.695279	0.00885299	0.0175264	0.00273359	0.00541174	-4.727	-4.04404	-1.17514	-0.0838276	0.002579891	0.1352011	0.00632846	0.02104229	0.280062	0.350952	0.0274275	0.341558	0.0675254	0.0677963	0.258606	0.259643	-2.69525	-2.69125	1.3428	0.14852
