Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56380.6	-56372.31	-8.293772	0.0086782	0.00874666	0.00310323	0.00312772	-4.74694	-4.73908	-1.02837	-1.22062	0.002333114	0.1495369	0.007402327	0.02039667	0.0721861	0.494903	0.316835	0.116076	0.0660343	0.069158	0.248477	0.260232	-2.71758	-2.67136	1.32518	0.0256127
1	-56382.19	-56373.02	-9.166506	0.0031917	0.00874666	0.00469343	0.0128621	-5.7472	-4.73908	0.385611	-0.064595	0.004185882	0.1460401	0.0069739	0.02039667	0.157718	0.113106	0.692247	0.0369293	0.0660343	0.0719912	0.248477	0.270892	-2.71758	-2.63121	1.32518	0.012051
2	-56381.1	-56371.44	-9.666431	0.00495039	0.00465226	0.00295104	0.00277332	-5.30829	-5.3704	-0.517307	-0.064595	0.004185882	0.1418949	0.0069739	0.02199071	0.325005	0.233073	0.365823	0.0760992	0.059531	0.0599557	0.243667	0.245406	-2.82126	-2.81415	1.40931	0.0134894
3	-56381.46	-56371.49	-9.97362	0.0052783	0.00574678	0.00125665	0.00136818	-5.24415	-5.15912	-1.43516	-0.064595	0.007238869	0.1469911	0.007367367	0.02125288	0.319705	0.229273	0.376163	0.0748584	0.0588379	0.0640073	0.24083	0.26199	-2.83297	-2.74876	1.40931	0.0134894
4	-56386.03	-56377.2	-8.827621	0.00733889	0.00771592	0.00174723	0.00183699	-4.91457	-4.86447	-1.43516	-0.064595	0.007238869	0.1488041	0.008793892	0.02125288	0.503802	0.143967	0.234266	0.117964	0.0569436	0.0667066	0.232608	0.272489	-2.86569	-2.70745	1.40729	0.0134894
5	-56385.1	-56377.98	-7.125295	0.00697033	0.0155782	0.00872618	0.0195024	-4.96609	-4.16188	0.224665	0.872559	0.008243991	0.1470561	0.007110847	0.02229819	0.134256	0.180681	0.463147	0.221916	0.059641	0.0682395	0.24338	0.278469	-2.81941	-2.68473	1.40628	0.0669333
6	-56378.63	-56372	-6.62813	0.0127138	0.0155782	0.0045365	0.00555858	-4.36507	-4.16188	-1.03053	-0.350586	0.002961658	0.1370217	0.007110847	0.02229819	0.149778	0.438165	0.287172	0.124885	0.0598412	0.0643141	0.244197	0.26245	-2.81606	-2.74398	1.40628	0.406392
7	-56381.81	-56373.11	-8.697586	0.0114412	0.00728684	0.0054921	0.00349789	-4.47054	-4.92168	-0.73391	-1.39411	0.005977032	0.1552139	0.0073705	0.02229819	0.161878	0.404332	0.310372	0.123418	0.0598412	0.0654594	0.244197	0.267124	-2.81606	-2.72632	1.40628	0.406392
8	-56380.7	-56370.69	-10.01176	0.00971854	0.00728684	0.00410144	0.00307521	-4.63372	-4.92168	-0.862696	1.21875	0.005635185	0.1428677	0.00750293	0.02304338	0.145135	0.41241	0.316572	0.125883	0.0621967	0.0654594	0.245505	0.258384	-2.77745	-2.72632	1.37301	1.61552
9	-56379.32	-56367.82	-11.49729	0.00635807	0.00321048	0.00892914	0.00450874	-5.05803	-5.74133	0.339596	-0.0439833	0.002995374	0.1248242	0.00725666	0.02304338	0.0710855	0.201993	0.155053	0.571868	0.0605164	0.0654594	0.238872	0.258384	-2.80484	-2.72632	1.37301	1.61552
10	-56386.2	-56378.22	-7.979408	0.00635807	0.017738	0.00892914	0.0249109	-5.05803	-4.03205	0.339596	-0.0439833	0.003229579	0.1133179	0.006976804	0.02327219	0.0702169	0.211744	0.153159	0.564881	0.0561311	0.0674194	0.221563	0.26612	-2.88006	-2.69682	1.37301	1.28882
11	-56379.91	-56369.37	-10.53552	0.00806105	0.00349273	0.00885973	0.00383878	-4.82071	-5.65707	0.0944726	0.35887	0.002357727	0.1265048	0.006954012	0.02327219	0.066501	0.318704	0.145053	0.469742	0.0577937	0.0631975	0.228125	0.249455	-2.85087	-2.76149	1.37301	1.28882
12	-56378.79	-56368.91	-9.880505	0.00806105	0.00518487	0.00387418	0.00249188	-4.82071	-5.26201	-0.73271	0.35887	0.002349306	0.1265048	0.006840952	0.02327219	0.557342	0.156414	0.0605685	0.225676	0.0577937	0.0653548	0.228125	0.25797	-2.85087	-2.72792	1.37301	1.28882
13	-56381.47	-56373.08	-8.396607	0.00939825	0.0123969	0.00451685	0.00595801	-4.66723	-4.39031	-0.73271	0.929525	0.004295825	0.1276028	0.006840952	0.02327219	0.339367	0.486339	0.0368803	0.137415	0.0577937	0.0625556	0.225418	0.24399	-2.85087	-2.7717	1.36107	1.28882
14	-56383.87	-56375.97	-7.90326	0.00939825	0.0145258	0.00453191	0.00700446	-4.66723	-4.23183	-0.729379	0.759201	0.002663103	0.1276028	0.006259155	0.02165827	0.339367	0.486339	0.0368803	0.137415	0.0577937	0.0702787	0.225418	0.274114	-2.85087	-2.65529	1.36107	1.28882
