Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56774.72	-56767.01	-7.716821	0.0104227	0.109452	0.00606434	0.0636832	-4.56377	-2.21227	-0.541562	1.52834	0.01954113	0.8923064	0.007341551	0.01852677	0.640219	0.15627	0.0136274	0.189884	0.097385	0.116396	0.534753	0.639146	-2.32908	-2.15075	1.70313	0.855524
1	-56978.19	-56973.35	-4.84667	0.0876365	0.102037	0.0509903	0.0593693	-2.43456	-2.28242	-0.541562	-1.46095	0.09471145	0.4049513	0.007341551	0.01852677	0.640219	0.15627	0.0136274	0.189884	0.0682975	0.129077	0.2075	0.392159	-2.68388	-2.04735	1.11126	0.855524
2	-57317.7	-57309.71	-7.989834	0.0207653	0.102037	0.00406497	0.0199746	-3.87447	-2.28242	-1.63088	1.05507	0.07805567	0.8275569	0.007341551	0.01852677	0.640219	0.15627	0.0136274	0.189884	0.05384	0.163705	0.163576	0.497366	-2.92174	-1.80969	1.11126	1.89322
3	-57244.45	-57236.06	-8.395972	0.0207653	0.244098	0.00406497	0.047784	-3.87447	-1.41019	-1.63088	0.280003	0.9737856	0.8275569	0.00957633	0.00755035	0.585991	0.296192	0.0124731	0.105344	0.0407735	0.0954867	0.123652	0.289578	-3.19972	-2.34877	1.10944	1.89322
4	-57151.52	-57146.55	-4.973143	0.0559846	0.232552	0.0109594	0.0455239	-2.88268	-1.45864	-1.63088	0.280003	0.4803017	0.2588463	0.00957633	0.00755035	0.585991	0.296192	0.0124731	0.105344	0.0407735	0.0785869	0.123652	0.238327	-3.19972	-2.54355	1.10944	0.309487
5	-57252.92	-57247.03	-5.889271	0.0265646	0.232552	0.00606543	0.053098	-3.62817	-1.45864	-1.47697	0.849642	0.6947066	0.3585143	0.00957633	0.009428247	0.48862	0.246975	0.0451608	0.219244	0.0677162	0.0785869	0.233974	0.271535	-2.69243	-2.54355	1.23989	0.309487
6	-57317.84	-57311.13	-6.712375	0.0522594	0.0802862	0.0147291	0.0226284	-2.95154	-2.52216	-1.26639	0.849642	1.31325	0.1519023	0.00957633	0.009428247	0.48878	0.204795	0.0871098	0.219316	0.0273798	0.0596403	0.0946033	0.20607	-3.59795	-2.81942	1.23989	1.11917
7	-57169.11	-57162.95	-6.167528	0.0497818	0.0802862	0.00721084	0.0116294	-3.00011	-2.52216	-1.93206	0.849642	0.2620365	0.2506566	0.00957633	0.003949018	0.259149	0.108581	0.0461852	0.586085	0.0273798	0.0506381	0.178594	0.330303	-3.59795	-2.98305	1.87531	0.174589
8	-57200.6	-57188.96	-11.6334	0.0667748	0.00590836	0.00661726	0.000585508	-2.70643	-5.13139	-2.31164	0.849642	1.3526	0.3257662	0.00957633	0.005057179	0.204922	0.116529	0.0495657	0.628983	0.0199686	0.032092	0.130252	0.209331	-3.91359	-3.43915	1.87531	0.174589
9	-57176.26	-57157.95	-18.31795	0.0180744	0.00291086	0.00179114	0.000288461	-4.01326	-5.83931	-2.31164	1.83196	2.050864	0.8236446	0.01008917	0.02890365	0.0158832	0.106056	0.305608	0.572453	0.019944	0.017437	0.130091	0.113738	-3.91483	-4.04916	1.87531	0.174589
10	-57176.16	-57160.74	-15.42005	0.0180744	0.00291086	0.0262286	0.00422408	-4.01326	-5.83931	0.372351	1.83196	2.201752	0.6363025	0.02336016	0.01554068	0.0113421	0.361641	0.218233	0.408784	0.0291211	0.017437	0.193523	0.115876	-3.53629	-4.04916	1.89393	0.174589
11	-57117.08	-57107.4	-9.67928	0.0166307	0.0365774	0.0301665	0.0663479	-4.0965	-3.30833	0.595483	0.507776	0.9148075	2.867392	0.03172905	0.01554068	0.645266	0.0844766	0.174769	0.095489	0.0501613	0.0589016	0.333343	0.391427	-2.99251	-2.83189	1.89393	0.174589
