Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56860.6	-56857.06	-3.537526	0.169357	0.0274487	0.050342	0.00815926	-1.77575	-3.59544	-1.21317	-0.251276	0.005525399	0.1347846	0.004329211	0.02683709	0.660093	0.018381	0.0730311	0.248495	0.105491	0.116865	0.17421	0.192993	-2.24913	-2.14674	0.501632	0.404831
1	-56634.55	-56630.62	-3.932544	0.106895	0.0302592	0.0244977	0.00693465	-2.23591	-3.49795	-1.47327	1.13762	0.004895799	0.1132025	0.004329211	0.02235741	0.764277	0.0302475	0.120179	0.0852966	0.125701	0.116865	0.225098	0.209276	-2.07385	-2.14674	0.582634	0.0424786
2	-56680.01	-56676.98	-3.023832	0.0259535	0.0302592	0.0308784	0.0360011	-3.65145	-3.49795	0.17375	0.102852	0.02811888	0.1215642	0.004329211	0.02235741	0.601035	0.023787	0.3081	0.0670781	0.112014	0.105411	0.220875	0.207854	-2.18913	-2.24989	0.67897	0.0966004
3	-56670.16	-56664.79	-5.370338	0.0372758	0.0302592	0.0303157	0.0246092	-3.28941	-3.49795	-0.206679	0.26514	0.03143118	0.1215642	0.004329211	0.02235741	0.316572	0.0169548	0.457574	0.208899	0.0883771	0.111872	0.174266	0.220595	-2.42614	-2.1904	0.67897	2.70398
4	-56673.5	-56670.58	-2.924358	0.0372758	0.0443305	0.0303157	0.0360531	-3.28941	-3.11608	-0.206679	0.26514	0.007958143	0.1827692	0.004329211	0.02235741	0.316572	0.0169548	0.457574	0.208899	0.0916899	0.111872	0.180798	0.220595	-2.38934	-2.1904	0.67897	0.49734
5	-56607.12	-56603.48	-3.638138	0.0372758	0.0296289	0.0140501	0.0111678	-3.28941	-3.51901	-0.975713	-0.0414157	0.01352305	0.1798467	0.004329211	0.02235741	0.478047	0.025603	0.180897	0.315453	0.0983269	0.111872	0.193885	0.220595	-2.31946	-2.1904	0.67897	0.49734
6	-56805.37	-56799.75	-5.6208	0.015124	0.0296289	0.00640676	0.0125512	-4.19147	-3.51901	-0.858931	1.54553	0.1386083	0.3077423	0.004815772	0.02235741	0.436036	0.047165	0.333243	0.183557	0.09173	0.111872	0.178361	0.217525	-2.38891	-2.1904	0.664957	0.167052
7	-56649.21	-56645.84	-3.362402	0.0743901	0.0296289	0.0329519	0.0131245	-2.59843	-3.51901	-0.814272	-0.228063	0.01174227	0.1388687	0.01101514	0.02095801	0.411736	0.0162605	0.239467	0.332537	0.127618	0.120969	0.266895	0.25299	-2.05872	-2.11223	0.737819	0.167052
8	-56518.33	-56513.96	-4.366784	0.0384643	0.0238763	0.0115176	0.00714943	-3.25802	-3.73487	-1.20585	-0.228063	0.0006835966	0.1552351	0.01186386	0.02095801	0.415246	0.0741436	0.241508	0.269102	0.0848815	0.0757919	0.214944	0.191927	-2.4665	-2.57976	0.929122	0.0475532
9	-56613.29	-56609.89	-3.405862	0.0384643	0.0366008	0.0115176	0.0109596	-3.25802	-3.30769	-1.20585	-0.228063	0.003779564	0.04993232	0.003874268	0.02380835	0.319107	0.224071	0.0811466	0.375676	0.0848815	0.0707102	0.214944	0.179058	-2.4665	-2.64916	0.929122	0.0481961
