Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56387.4	-56381.27	-6.127591	0.0127107	0.0161826	0.0219083	0.0278926	-4.36531	-4.12382	0.544424	0.514626	0.006387916	0.1505457	0.00834402	0.01945606	0.12908	0.200265	0.468691	0.201965	0.063398	0.065468	0.261263	0.269793	-2.75832	-2.72619	1.41609	0.255986
1	-56386.75	-56380.81	-5.937463	0.0127107	0.0206527	0.0219083	0.0355974	-4.36531	-3.87991	0.544424	0.514626	0.002166132	0.1253447	0.006829738	0.01945606	0.178562	0.404914	0.392802	0.0237223	0.0604471	0.0701222	0.249102	0.288973	-2.80599	-2.65752	1.41609	0.497731
2	-56387.58	-56381.37	-6.205406	0.0132339	0.0166341	0.0228102	0.0286708	-4.32497	-4.0963	0.544424	-0.307023	0.004565667	0.1300911	0.007554885	0.02260428	0.210061	0.299938	0.462094	0.027907	0.0604471	0.0701222	0.252548	0.292971	-2.80599	-2.65752	1.42983	0.497731
3	-56384.42	-56376.77	-7.647343	0.0109543	0.0166341	0.018881	0.0286708	-4.51402	-4.0963	0.544424	-0.607844	0.00328153	0.1403494	0.007554885	0.02079171	0.34696	0.247957	0.382012	0.0230707	0.0645837	0.0696031	0.245105	0.264154	-2.73979	-2.66495	1.33372	1.66459
4	-56385.87	-56379.12	-6.751231	0.015492	0.0196322	0.0109859	0.0139218	-4.16743	-3.93058	-0.343715	-0.607844	0.002432695	0.1323311	0.00668361	0.02079171	0.503411	0.359766	0.103349	0.0334736	0.0680523	0.0696031	0.256194	0.262032	-2.68748	-2.66495	1.32566	1.66459
5	-56403.51	-56396	-7.510921	0.00689361	0.0501871	0.00109363	0.00796192	-4.97716	-2.992	-1.84109	-0.607844	0.002822146	0.1512138	0.009547925	0.01408155	0.377454	0.451019	0.129563	0.0419641	0.0667015	0.0696031	0.239417	0.249832	-2.70753	-2.66495	1.27798	0.286997
6	-56401.37	-56394.43	-6.946172	0.00689361	0.0501871	0.00129351	0.00941709	-4.97716	-2.992	-1.67323	-0.150875	0.003282823	0.1512138	0.008543571	0.01408155	0.204556	0.468438	0.247005	0.080002	0.0636728	0.0688936	0.245459	0.265585	-2.754	-2.67519	1.34937	0.158627
7	-56388.76	-56381.11	-7.645716	0.00692305	0.0293382	0.00129904	0.00550501	-4.9729	-3.52886	-1.67323	-0.150875	0.002793851	0.1431536	0.009524975	0.01687206	0.241218	0.373166	0.291275	0.0943407	0.0629147	0.0688936	0.248299	0.271895	-2.76598	-2.67519	1.37285	0.331138
8	-56384.33	-56378.06	-6.269411	0.0105759	0.0122159	0.00973236	0.0112416	-4.54918	-4.40502	-0.0831175	-0.150875	0.003785425	0.1479003	0.006755181	0.01836455	0.327587	0.50678	0.0375133	0.12812	0.0673494	0.0720797	0.252285	0.270005	-2.69786	-2.62998	1.32067	0.262184
9	-56383.67	-56378.09	-5.578159	0.0105759	0.0211298	0.0131172	0.0262072	-4.54918	-3.85707	0.21535	-0.364096	0.00314533	0.137896	0.006755181	0.01836455	0.485353	0.269246	0.0555796	0.189822	0.0625209	0.0720797	0.244464	0.28184	-2.77226	-2.62998	1.36357	0.162525
10	-56381.26	-56375.11	-6.148698	0.00756686	0.0215211	0.00938515	0.0266925	-4.88398	-3.83872	0.21535	0.337164	0.003204592	0.131962	0.007262767	0.01874094	0.485353	0.269246	0.0555796	0.189822	0.0620528	0.0718222	0.236169	0.273351	-2.77977	-2.63356	1.33656	0.162525
11	-56381.43	-56373.01	-8.414579	0.00384069	0.0203885	0.0047636	0.0252878	-5.5621	-3.89278	0.21535	1.24991	0.002423141	0.1323641	0.007262767	0.02121723	0.439853	0.34586	0.071395	0.142892	0.064467	0.0718222	0.245357	0.273351	-2.7416	-2.63356	1.33656	0.162525
12	-56382.62	-56373.29	-9.325429	0.00470811	0.0142532	0.00279314	0.00845589	-5.35847	-4.25077	-0.522118	-1.83913	0.002423141	0.1259692	0.007262767	0.01927279	0.388582	0.305545	0.180271	0.125602	0.0649611	0.0718222	0.236302	0.26126	-2.73397	-2.63356	1.29132	0.162525
13	-56390.43	-56382.55	-7.877316	0.0071705	0.0222748	0.00402493	0.0125033	-4.93778	-3.8043	-0.577468	-1.83913	0.00646173	0.1224126	0.007262767	0.01964454	0.276185	0.300674	0.249384	0.173757	0.059239	0.0646832	0.219042	0.239173	-2.82617	-2.73825	1.30768	0.0157537
