Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-60174.17	-60164.86	-9.303259	0.0090638	0.709458	0.0175439	1.37323	-4.70347	-0.343253	0.660419	0.290736	0.386441	0.4425436	0.2752887	0.01098792	0.687952	0.152226	0.013773	0.146049	0.322402	0.0548521	0.474543	0.0807367	-1.13196	-2.90311	0.386553	0.823125
1	-60246.39	-60237.04	-9.353815	0.114154	0.709458	0.271989	1.6904	-2.17021	-0.343253	0.868217	-0.909699	0.1844337	2.918616	0.2752887	0.01098911	0.687952	0.152226	0.013773	0.146049	0.322402	0.169281	0.474543	0.249165	-1.13196	-1.77619	0.386553	0.149509
2	-59173.71	-59163.68	-10.03517	0.0926716	0.709458	0.296378	2.26895	-2.37869	-0.343253	1.16257	-0.909699	0.3356233	1.622756	0.08882632	0.01165457	0.452481	0.267095	0.0241661	0.256258	0.322402	0.791487	0.464951	1.14144	-1.13196	-0.233842	0.366134	0.961645
3	-59142.42	-59132.62	-9.801789	0.0926716	0.709458	0.308027	2.35814	-2.37869	-0.343253	1.20113	-1.27942	0.1144241	1.947684	0.08882632	0.01165457	0.540854	0.319261	0.0288859	0.110999	0.322402	0.791487	0.52813	1.29654	-1.13196	-0.233842	0.493544	0.0468749
4	-58189.89	-58186.31	-3.588292	0.0852654	0.709458	0.0981	0.81625	-2.46199	-0.343253	0.140219	-1.27942	0.05723266	0.4779162	0.08882632	1.838207e-05	0.788468	0.00760482	0.0421104	0.161817	0.184265	0.579091	0.325656	1.02344	-1.69138	-0.546296	0.569466	0.0288984
5	-58683.82	-58678.63	-5.184824	0.0852654	0.709458	0.0955209	0.79479	-2.46199	-0.343253	0.113576	-1.50907	0.1428426	0.5027825	0.06669809	1.838207e-05	0.788468	0.00760482	0.0421104	0.161817	0.199203	0.406977	0.351483	0.71809	-1.61343	-0.898999	0.567839	1.73458
6	-57869.56	-57865.01	-4.551031	0.0276974	0.184314	0.0310288	0.206483	-3.58642	-1.69111	0.113576	-1.50907	0.03132455	0.3429493	0.06669809	0.0003285643	0.241879	0.400387	0.337476	0.0202585	0.199203	0.139291	0.228125	0.159514	-1.61343	-1.97119	0.13557	1.73458
7	-61853.09	-61850.73	-2.365733	0.0276974	0.184314	0.0806791	0.536884	-3.58642	-1.69111	1.06914	-0.864217	0.8780717	0.1044451	0.06669809	5.255728e-05	0.0367352	0.143667	0.175464	0.644133	0.0602678	0.172035	0.069018	0.197013	-2.80896	-1.76006	0.13557	0.0787432
8	-58947.36	-58940.81	-6.551224	0.00534132	0.136994	0.0060633	0.155512	-5.23228	-1.98782	0.126782	-0.864217	0.4605991	0.359954	0.06669809	0.0001930857	0.0630777	0.24669	0.390166	0.300066	0.0602678	0.269728	0.063082	0.282323	-2.80896	-1.31034	0.045639	1.77905
9	-57525.03	-57520.2	-4.831096	0.0157846	0.136994	0.0179182	0.155512	-4.14872	-1.98782	0.126782	-0.864217	0.05113423	0.09911552	0.06669809	0.001391706	0.075836	0.137457	0.217403	0.569304	0.146451	0.138065	0.184245	0.173696	-1.92106	-1.98003	0.229576	1.77905
