Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56540.78	-56537.09	-3.69402	0.10082	0.0309824	0.0407596	0.0125257	-2.29442	-3.47434	-0.90564	0.413452	0.3553732	0.1822724	0.008154567	0.03883862	0.0353121	0.126066	0.278122	0.5605	0.141682	0.0724235	0.156117	0.0798024	-1.95417	-2.62522	0.0970227	0.465109
1	-56994.82	-56993.04	-1.774721	0.148331	0.0928083	0.141844	0.08875	-1.90831	-2.37722	-0.0447127	0.413452	0.1808182	0.009930121	0.005826626	0.004014027	0.0414108	0.147838	0.153448	0.657303	0.147898	0.040936	0.230039	0.0636714	-1.91123	-3.19574	0.441724	0.465109
2	-56871.64	-56867.46	-4.182264	0.0783137	0.0928083	0.0748892	0.08875	-2.54703	-2.37722	-0.0447127	0.081117	0.5598724	1.569821	0.005826626	0.004014027	0.050357	0.0826187	0.0677199	0.799304	0.151426	0.0485794	0.276903	0.088834	-1.88766	-3.02456	0.603569	0.985857
3	-57365.41	-57358.87	-6.540661	0.0321637	0.0928083	0.0307573	0.08875	-3.43692	-2.37722	-0.0447127	1.46486	1.506488	0.4519768	0.05215836	0.006832985	0.050357	0.0826187	0.0677199	0.799304	0.100945	0.0420984	0.147422	0.0614813	-2.29318	-3.16775	0.378725	0.807688
4	-57140.28	-57132.12	-8.160659	0.0300721	0.161541	0.0284511	0.152833	-3.50416	-1.823	-0.055411	0.230569	4.07074	0.05272541	0.0415351	0.006832985	0.212775	0.1254	0.286139	0.375686	0.0846413	0.041209	0.196	0.0954258	-2.46933	-3.1891	0.839693	0.807688
5	-56940.42	-56935.86	-4.554446	0.0300392	0.271178	0.0552917	0.499144	-3.50525	-1.30498	0.61012	0.230569	0.2006835	0.03295561	0.04466133	0.02318216	0.311072	0.109742	0.25041	0.328776	0.0776813	0.137869	0.179883	0.319256	-2.55514	-1.98145	0.839693	0.182028
6	-56736.38	-56730.92	-5.465138	0.0304968	0.271178	0.0561341	0.499144	-3.49013	-1.30498	0.61012	0.230569	0.1073083	0.167135	0.04466133	0.08218023	0.296941	0.24892	0.265076	0.189064	0.108103	0.219392	0.226831	0.460347	-2.22467	-1.5169	0.741123	0.299399
7	-57342.05	-57333.35	-8.696698	0.0164062	0.271178	0.0511627	0.845666	-4.11009	-1.30498	1.13735	0.230569	0.1073083	0.3805435	0.06894981	0.1845465	0.230658	0.193356	0.429123	0.146862	0.0793655	0.219392	0.166532	0.460347	-2.53369	-1.5169	0.741123	1.42687
8	-57491	-57485.88	-5.123311	0.0710212	0.271178	0.0197671	0.0754761	-2.64478	-1.30498	-1.27896	0.886209	0.1623746	0.3331615	0.01111654	0.1845465	0.259011	0.217124	0.358952	0.164914	0.122769	0.0638793	0.149161	0.0776115	-2.09745	-2.75076	0.19472	0.115632
9	-56564.67	-56559.47	-5.196918	0.00580673	0.0841623	0.00788438	0.114276	-5.14874	-2.47501	0.305866	1.03875	0.4238219	0.2635197	0.01111654	0.00506141	0.188291	0.0986413	0.260945	0.452122	0.124705	0.0887841	0.156983	0.111765	-2.0818	-2.42155	0.230186	0.115632
10	-57051.39	-57045.9	-5.498619	0.0257969	0.0841623	0.0130891	0.0427033	-3.6575	-2.47501	-0.678471	1.03875	0.1473966	0.5755598	0.02883843	0.00506141	0.461919	0.137217	0.170692	0.230172	0.124705	0.0356482	0.141745	0.0405192	-2.0818	-3.33406	0.128078	1.6903
11	-57039.59	-57030.12	-9.471127	0.00901641	0.152923	0.00457485	0.0775918	-4.70871	-1.87782	-0.678471	1.03875	1.136496	0.06493602	0.02883843	0.01988727	0.327362	0.17153	0.213377	0.287731	0.124705	0.0251085	0.130351	0.0262451	-2.0818	-3.68455	0.0442751	2.78276
12	-56903.93	-56894.91	-9.02267	0.0301938	0.00768929	0.0197186	0.00502162	-3.50012	-4.86793	-0.426077	1.41676	0.6019678	0.2139364	0.005418808	0.01216749	0.257221	0.111355	0.405343	0.226081	0.123121	0.0251085	0.128921	0.0262911	-2.09459	-3.68455	0.046027	2.78276
13	-56907.97	-56894.59	-13.37665	0.00577717	0.00768929	0.00377287	0.00502162	-5.15384	-4.86793	-0.426077	-1.15112	0.1339639	2.784873	0.01398375	0.01216749	0.261345	0.0971095	0.411841	0.229705	0.146762	0.0251085	0.167342	0.0286295	-1.91895	-3.68455	0.131233	2.35669
14	-57171.94	-57162.08	-9.85245	0.0293907	0.0218133	0.0375102	0.0278395	-3.52708	-3.82523	0.243936	-0.513424	0.1209222	2.784873	0.01398375	0.2279763	0.793427	0.0271577	0.115176	0.0642396	0.139781	0.0559206	0.199748	0.079911	-1.96768	-2.88382	0.356981	2.02904
15	-57035.9	-57023.71	-12.18844	0.0149281	0.0174208	0.0313633	0.0366002	-4.20451	-4.05009	0.74239	0.37507	2.073752	2.784873	0.04356459	0.2279763	0.481657	0.409427	0.0699184	0.0389972	0.116225	0.0765547	0.232683	0.153263	-2.15223	-2.56975	0.694151	0.394978
16	-56970.95	-56955.76	-15.19624	0.00766046	0.0936634	0.045269	0.553497	-4.87168	-2.36805	1.77655	0.37507	2.743094	2.563678	0.04927494	0.1024388	0.460458	0.391407	0.110854	0.0372808	0.116225	0.247928	0.184204	0.392938	-2.15223	-1.39462	0.460514	2.07624
17	-57176.27	-57165.2	-11.0734	0.00613814	0.0241388	0.0100526	0.0395325	-5.09323	-3.72394	0.493305	-0.43483	2.400543	0.5635402	0.04927494	0.03218964	0.393073	0.469496	0.119103	0.0183288	0.0972407	0.037966	0.184599	0.0720738	-2.33057	-3.27106	0.640999	1.03473
18	-56635.85	-56629.9	-5.94427	0.0596692	0.119603	0.0390692	0.0783118	-2.81894	-2.12357	-0.423483	-0.43483	3.346467	0.07835094	0.001768292	0.03621053	0.393073	0.469496	0.119103	0.0183288	0.0548746	0.037966	0.148281	0.102591	-2.9027	-3.27106	0.994059	0.0581693
