Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-55828.44	-55815.56	-12.88225	0.00342138	0.00493376	0.00106485	0.00153556	-5.67771	-5.31165	-1.1672	1.74659	0.002492181	0.1199346	0.005522225	0.02959621	0.245597	0.0424896	0.486721	0.225192	0.0587077	0.0535792	0.241505	0.220408	-2.83518	-2.9266	1.41432	0.367005
1	-55827.63	-55816.48	-11.15093	0.00342138	0.00981665	0.00421455	0.0120924	-5.67771	-4.62368	0.208499	0.60203	0.002977008	0.111674	0.005522225	0.03543193	0.318198	0.0130474	0.0701002	0.598654	0.0575737	0.0562315	0.23684	0.231319	-2.85469	-2.87828	1.41432	1.88673
2	-55826.65	-55814.39	-12.25815	0.00208305	0.0282362	0.000511601	0.00693484	-6.17392	-3.56715	-1.40404	0.60203	0.002977008	0.1237812	0.005522225	0.03313797	0.652112	0.0077026	0.0724785	0.267707	0.058419	0.0562315	0.240318	0.231319	-2.84011	-2.87828	1.41432	2.12418
3	-55827.23	-55818.4	-8.822738	0.00556434	0.0282362	0.0023673	0.0120128	-5.19138	-3.56715	-0.85463	0.192277	0.003973069	0.1342582	0.005590502	0.03313797	0.433717	0.00486231	0.0457524	0.515668	0.0611509	0.0519357	0.251556	0.213647	-2.79441	-2.95775	1.41432	1.8339
4	-55824.63	-55816.93	-7.693654	0.00489063	0.0282628	0.00208067	0.0120241	-5.32043	-3.56621	-0.85463	0.708852	0.003174414	0.1342582	0.005590502	0.03663835	0.286071	0.0353163	0.332312	0.3463	0.0611509	0.0535816	0.251556	0.220418	-2.79441	-2.92655	1.41432	0.159158
5	-55830.13	-55818.86	-11.26847	0.00507249	0.0282628	0.0019298	0.0107524	-5.28392	-3.56621	-0.966418	-0.954513	0.004948967	0.1340074	0.005776812	0.0365059	0.552902	0.0682572	0.275196	0.103645	0.0612125	0.0550256	0.251809	0.226358	-2.7934	-2.89996	1.41432	3.50264
6	-55828.5	-55817.46	-11.04718	0.00507249	0.00860716	0.0019298	0.00327454	-5.28392	-4.75516	-0.966418	-0.954513	0.004948967	0.1402029	0.005776812	0.03515572	0.584027	0.291772	0.0214922	0.102709	0.0584166	0.0550256	0.245336	0.231095	-2.84015	-2.89996	1.43503	1.66732
7	-55834.05	-55818.87	-15.17404	0.00171396	0.00481452	0.000652064	0.00183165	-6.36895	-5.33612	-0.966418	-1.78413	0.005882595	0.136129	0.005776812	0.04044835	0.56519	0.310312	0.020799	0.103699	0.0568857	0.0586025	0.238907	0.246117	-2.86671	-2.83698	1.43503	0.690396
8	-55832.98	-55817.51	-15.47001	0.00171396	0.00481685	0.00273474	0.00768563	-6.36895	-5.33563	0.467231	-0.577034	0.003552135	0.1459368	0.005776812	0.03921069	0.460797	0.239866	0.0500084	0.249329	0.063533	0.0586025	0.266824	0.246117	-2.7562	-2.83698	1.43503	2.81941
9	-55828.63	-55816.86	-11.77041	0.00247627	0.00826374	0.00395106	0.0131854	-6.001	-4.79588	0.467231	0.690689	0.002541632	0.1221802	0.005749386	0.0316096	0.562814	0.198418	0.0413671	0.197401	0.0613866	0.0586025	0.253545	0.242046	-2.79056	-2.83698	1.41835	1.30328
10	-55829.33	-55815.4	-13.93599	0.000903418	0.0145558	0.00100238	0.0161502	-7.00933	-4.22977	0.103945	0.690689	0.004821981	0.119592	0.005533679	0.03739315	0.260942	0.255358	0.0532384	0.430461	0.0569918	0.0568692	0.235393	0.234887	-2.86485	-2.867	1.41835	1.30328
11	-55827.72	-55817.5	-10.22289	0.00443073	0.00794436	0.00627288	0.0112473	-5.41919	-4.83529	0.34767	0.233239	0.001369653	0.1315043	0.005533679	0.03739315	0.0245862	0.474377	0.0573108	0.443726	0.0602642	0.0568692	0.242926	0.229241	-2.80902	-2.867	1.39402	1.30328
12	-55826.39	-55816.53	-9.85859	0.00549153	0.00794436	0.00777471	0.0112473	-5.20455	-4.83529	0.34767	1.47729	0.004252265	0.1288621	0.005533679	0.0361469	0.261162	0.0707528	0.352548	0.315537	0.0632159	0.0568692	0.254824	0.229241	-2.7612	-2.867	1.39402	0.375378
13	-55825.6	-55817.74	-7.858541	0.00431928	0.0202625	0.0021489	0.0100809	-5.44467	-3.89898	-0.698136	0.386169	0.005403477	0.142146	0.005533679	0.0361469	0.180026	0.335902	0.266564	0.217508	0.0652721	0.0598644	0.263113	0.241315	-2.72919	-2.81567	1.39402	0.0926098
14	-55824.32	-55815.42	-8.891107	0.00434632	0.0202625	0.000932625	0.0043479	-5.43843	-3.89898	-1.53908	0.386169	0.005403477	0.1325852	0.005458257	0.0361469	0.227382	0.424262	0.0736315	0.274724	0.0605351	0.0552689	0.244018	0.22279	-2.80453	-2.89554	1.39402	0.159123
15	-55824.32	-55816.13	-8.183789	0.00487415	0.0138261	0.00305834	0.00867533	-5.32381	-4.2812	-0.466072	-0.332246	0.003551138	0.1437566	0.005769335	0.0361469	0.19136	0.357051	0.220386	0.231203	0.0621439	0.0584418	0.260192	0.244692	-2.7783	-2.83972	1.43197	0.266049
16	-55830.86	-55821.67	-9.189082	0.00775903	0.00530632	0.00646866	0.00442385	-4.8589	-5.23886	-0.181889	0.933369	0.003521844	0.1481682	0.005769335	0.02910807	0.261626	0.120966	0.30131	0.316098	0.0608487	0.0563406	0.254769	0.235894	-2.79937	-2.87634	1.43197	0.310857
17	-55830.73	-55818.32	-12.41726	0.00532068	0.00482938	0.00191532	0.00173846	-5.23615	-5.33304	-1.02172	0.933369	0.002228923	0.1385932	0.005805561	0.02910807	0.0343155	0.0158662	0.0395206	0.910298	0.0609523	0.0592021	0.248723	0.241581	-2.79766	-2.8268	1.40625	2.13714
18	-55826.63	-55813.96	-12.67093	0.00133869	0.00572425	0.00136193	0.00582362	-6.61607	-5.16304	0.0172094	0.113666	0.003434529	0.1241443	0.00508804	0.03093291	0.295171	0.0115803	0.0288451	0.664404	0.0609523	0.0543321	0.248723	0.221709	-2.79766	-2.91264	1.40625	0.105407
19	-55829.91	-55814.26	-15.64586	0.00133869	0.00688631	0.00136193	0.00700584	-6.61607	-4.97822	0.0172094	-1.80585	0.002402512	0.1209274	0.005505567	0.02900952	0.132809	0.00521045	0.000739884	0.861241	0.0589586	0.0543179	0.240588	0.221651	-2.83092	-2.9129	1.40625	1.81159
20	-55829.59	-55820.27	-9.323087	0.00593867	0.00564234	0.00664406	0.00631253	-5.12627	-5.17746	0.112238	0.814719	0.001198224	0.1199311	0.005505567	0.02900952	0.0835222	0.00550659	0.000781936	0.910189	0.0599675	0.0504348	0.244705	0.205805	-2.81395	-2.98707	1.40625	0.195774
