Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-57738.59	-57724.93	-13.65874	0.0201053	0.0765437	0.0158235	0.0602425	-3.90677	-2.56989	-0.239485	-0.809646	2.902649	2.557889	0.3673417	0.6882481	0.57813	0.0764654	0.0204376	0.324967	0.085075	0.0872096	0.164787	0.168921	-2.46422	-2.43944	0.661119	0.345821
1	-57276.11	-57267.56	-8.54352	0.0330378	0.285797	0.0264951	0.229199	-3.4101	-1.25247	-0.220692	0.0273292	0.1991014	0.7157111	0.06481133	0.6882481	0.183739	0.024302	0.390947	0.401012	0.085075	0.0443622	0.411127	0.214382	-2.46422	-3.11537	1.57537	0.235598
2	-57311.32	-57303.25	-8.069048	0.128737	0.0341482	0.103243	0.0273857	-2.04998	-3.37704	-0.220692	0.0273292	0.825565	0.6349386	0.06481133	0.6882481	0.783225	0.00670402	0.107848	0.102223	0.085075	0.15299	0.262683	0.472382	-2.46422	-1.87738	1.12742	0.235598
3	-57100.98	-57091.66	-9.31707	0.0378542	0.229916	0.0303577	0.184384	-3.27401	-1.47004	-0.220692	0.0273292	2.539254	0.9376661	0.05573079	0.1540152	0.456964	0.0191349	0.307823	0.216078	0.129793	0.0571177	0.167949	0.0739086	-2.04181	-2.86264	0.257715	1.48827
4	-56997.83	-56990.14	-7.686521	0.068512	0.0115897	0.042529	0.00719431	-2.68075	-4.45764	-0.476823	0.959237	0.4653985	1.055661	0.001564775	0.1540152	0.451149	0.0316181	0.303905	0.213328	0.0972503	0.0571177	0.212349	0.124718	-2.33047	-2.86264	0.780942	1.48827
5	-56839.08	-56833.45	-5.627016	0.0559591	0.0121217	0.0347367	0.00752459	-2.88313	-4.41276	-0.476823	0.959237	1.164065	0.09160254	0.003957058	0.03276547	0.302016	0.0211664	0.534007	0.14281	0.0972503	0.117181	0.195748	0.235865	-2.33047	-2.14404	0.699541	0.303079
6	-56660.48	-56655.38	-5.104246	0.0559591	0.0773942	0.0682825	0.0944381	-2.88313	-2.55884	0.199033	-0.637175	0.8688837	1.952109	0.003957058	0.03276547	0.146296	0.0258886	0.653145	0.174671	0.170264	0.117181	0.271017	0.186522	-1.7704	-2.14404	0.464828	0.266653
7	-56618.44	-56613.04	-5.402062	0.0559591	0.112443	0.0682825	0.137205	-2.88313	-2.18531	0.199033	-0.637175	0.109635	1.952109	0.007293039	0.03276547	0.328949	0.0203496	0.513402	0.1373	0.17389	0.117181	0.276788	0.186522	-1.74933	-2.14404	0.464828	1.02176
8	-57467.89	-57461.76	-6.13637	0.0559591	0.0338628	0.0142622	0.00863058	-2.88313	-3.38544	-1.36701	-0.637175	0.4167262	1.952109	0.01019483	0.005654168	0.126253	0.0264964	0.668479	0.178772	0.17389	0.110664	0.590315	0.375676	-1.74933	-2.20126	1.22223	0.10877
9	-56854.85	-56850.81	-4.039435	0.106074	0.271076	0.0448615	0.114645	-2.24362	-1.30536	-0.860557	-0.637175	0.4167262	1.952109	0.001540437	0.002637016	0.108319	0.0227325	0.573521	0.295428	0.113535	0.158168	0.385423	0.536942	-2.17564	-1.8441	1.22223	0.10877
