Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-55827.34	-55818.98	-8.359547	0.00532869	0.0319071	0.00669649	0.0400972	-5.23465	-3.44493	0.228478	-0.789244	0.002331486	0.1165133	0.006060957	0.03361324	0.014573	0.585191	0.121963	0.278274	0.0603274	0.060014	0.242501	0.241241	-2.80797	-2.81318	1.39122	1.48051
1	-55830.47	-55821.02	-9.449562	0.00532869	0.0319071	0.00342794	0.0205258	-5.23465	-3.44493	-0.441145	-0.106256	0.002331486	0.1260401	0.006062633	0.0339984	0.0162498	0.652522	0.0209367	0.310291	0.0575076	0.0513029	0.243301	0.21705	-2.85584	-2.97001	1.44238	2.65471
2	-55829.9	-55820.43	-9.467169	0.00532869	0.0236926	0.00342794	0.0152414	-5.23465	-3.74259	-0.441145	-0.106256	0.002921668	0.1496985	0.005019538	0.0280161	0.0199647	0.801697	0.0257231	0.152615	0.0611714	0.0593477	0.258802	0.251086	-2.79408	-2.82434	1.44238	2.65471
3	-55828.48	-55817.28	-11.20689	0.00532869	0.0277935	0.000854597	0.00445743	-5.23465	-3.58295	-1.83023	-0.106256	0.001737368	0.1370377	0.005019538	0.0280161	0.0199647	0.801697	0.0257231	0.152615	0.067672	0.0593477	0.256383	0.224845	-2.69308	-2.82434	1.332	3.12842
4	-55831.96	-55823.21	-8.745657	0.00298222	0.0277935	0.00427775	0.0398675	-5.81509	-3.58295	0.360758	-0.429514	0.0006592114	0.1283905	0.005544598	0.0349716	0.107086	0.619639	0.0722263	0.201049	0.067672	0.0593477	0.256383	0.224845	-2.69308	-2.82434	1.332	0.681929
5	-55825.36	-55818.87	-6.483508	0.0094236	0.0208849	0.0109404	0.0242465	-4.66454	-3.86873	0.149246	-0.429514	0.001027688	0.1329849	0.005198278	0.0349716	0.142144	0.495114	0.0958722	0.26687	0.067672	0.0658017	0.256383	0.249297	-2.69308	-2.72111	1.332	0.681929
6	-55833.02	-55825.19	-7.829376	0.00453524	0.0501755	0.00526523	0.0582517	-5.39588	-2.99223	0.149246	-0.429514	0.00037449	0.1231657	0.005198278	0.03288509	0.252437	0.103362	0.170261	0.473939	0.0665818	0.0658017	0.246615	0.243726	-2.70932	-2.72111	1.3094	1.35885
7	-55824.24	-55815.84	-8.394485	0.00453524	0.0322744	0.00526523	0.0374693	-5.39588	-3.43348	0.149246	0.750161	0.001342294	0.1242601	0.005350493	0.03288509	0.216629	0.230551	0.14611	0.406711	0.0634016	0.0630788	0.245448	0.244198	-2.75827	-2.76337	1.35359	1.35885
8	-55824.73	-55816.91	-7.818533	0.00612146	0.0101377	0.00710676	0.0117695	-5.09596	-4.59149	0.149246	0.370517	0.003145721	0.1405253	0.005350493	0.03300598	0.267614	0.284813	0.180497	0.267076	0.0675608	0.0593942	0.261091	0.229531	-2.69473	-2.82356	1.35184	0.187852
9	-55826.84	-55818.95	-7.899019	0.00709934	0.00810991	0.00824204	0.00941528	-4.94775	-4.81467	0.149246	0.370517	0.001070056	0.1273696	0.005350493	0.03300598	0.326394	0.127725	0.220143	0.325739	0.0626616	0.063412	0.242158	0.245058	-2.77001	-2.7581	1.35184	0.187852
10	-55834.72	-55827.09	-7.635054	0.00709934	0.0113349	0.00824204	0.0131593	-4.94775	-4.47987	0.149246	0.370517	0.001089109	0.1322137	0.004075036	0.04366326	0.124222	0.477363	0.354453	0.0439622	0.0598054	0.063412	0.238879	0.253285	-2.81666	-2.7581	1.38486	0.422537
11	-55832.3	-55819.86	-12.44794	0.00709934	0.0108935	0.00138611	0.00212689	-4.94775	-4.51959	-1.6335	1.57828	0.00419226	0.1271423	0.004075036	0.04366326	0.0899442	0.496047	0.368326	0.0456829	0.0614521	0.0595215	0.245456	0.237745	-2.7895	-2.82142	1.38486	2.66245
12	-55834.61	-55824.37	-10.24008	0.0113291	0.0124191	0.017613	0.0193076	-4.48038	-4.38852	0.441266	1.57828	0.001708455	0.1271423	0.004075036	0.04366326	0.135447	0.286436	0.509322	0.068794	0.0609458	0.0595215	0.254452	0.248506	-2.79777	-2.82142	1.42913	2.66245
13	-55835.14	-55824.93	-10.2047	0.0113291	0.00786204	0.00727215	0.00504666	-4.48038	-4.84571	-0.443319	-0.995013	0.004171851	0.1271423	0.004570925	0.04366326	0.339223	0.218923	0.389275	0.0525792	0.0572968	0.0524804	0.252877	0.23162	-2.85951	-2.94732	1.48466	2.42303
14	-55831.38	-55821.53	-9.847474	0.00740051	0.0102704	0.0110464	0.0153301	-4.90621	-4.57849	0.400555	-0.28409	0.002642658	0.1403098	0.004418493	0.0363367	0.593033	0.280365	0.059266	0.0673359	0.0607411	0.0524804	0.260738	0.225278	-2.80113	-2.94732	1.4569	2.42303
15	-55831.09	-55822.4	-8.691163	0.00740051	0.0073558	0.00684168	0.00680035	-4.90621	-4.91227	-0.0785148	-0.28409	0.006858666	0.1376452	0.004418493	0.0363367	0.658241	0.235442	0.0497698	0.0565467	0.0567105	0.0580943	0.243436	0.249376	-2.8698	-2.84569	1.4569	0.771387
16	-55830.14	-55821.33	-8.804129	0.0113951	0.00707631	0.00327019	0.00203078	-4.47458	-4.951	-1.24833	0.403351	0.003576162	0.1365475	0.004114236	0.03809468	0.572837	0.334641	0.0433124	0.04921	0.0596804	0.0580943	0.256185	0.249376	-2.81875	-2.84569	1.4569	0.771387
17	-55840.04	-55831.99	-8.058033	0.0113951	0.00696133	0.0103714	0.00633599	-4.47458	-4.96738	-0.0941245	-0.663323	0.008069253	0.1365475	0.004525693	0.02920837	0.58496	0.341723	0.0230651	0.0502515	0.0580701	0.0580943	0.234163	0.23426	-2.8461	-2.84569	1.39437	0.771387
18	-55827.2	-55816.19	-11.00973	0.0063431	0.021714	0.000773307	0.00264722	-5.06039	-3.8298	-2.10445	-0.663323	0.002795832	0.1310663	0.004555183	0.0351145	0.58496	0.341723	0.0230651	0.0502515	0.0598111	0.0580943	0.24733	0.24023	-2.81656	-2.84569	1.41953	2.08512
19	-55827.7	-55816.45	-11.2562	0.00883665	0.0226639	0.0010773	0.00276303	-4.72885	-3.78698	-2.10445	1.5226	0.003688491	0.1370163	0.004555183	0.03892527	0.0552412	0.154086	0.0679521	0.72272	0.0635144	0.0577232	0.244719	0.222406	-2.75649	-2.8521	1.34884	2.08512
20	-55828.27	-55816.31	-11.95696	0.00883665	0.00443545	0.0010773	0.000540739	-4.72885	-5.41813	-2.10445	-0.950841	0.003561881	0.1370163	0.005202743	0.03892527	0.0436724	0.196876	0.0652689	0.694183	0.0666904	0.0577232	0.256956	0.222406	-2.70769	-2.8521	1.34884	0.736774
21	-55828.4	-55817.7	-10.69898	0.00883665	0.00611045	0.00508486	0.00351613	-4.72885	-5.09775	-0.552641	1.95865	0.003459269	0.1470805	0.005321249	0.03892527	0.117095	0.217027	0.057227	0.608651	0.0668215	0.0577232	0.257461	0.222406	-2.70573	-2.8521	1.34884	0.736774
22	-55827.65	-55818.55	-9.098474	0.00883665	0.0152356	0.00508486	0.00876702	-4.72885	-4.18412	-0.552641	1.95865	0.004324016	0.1470805	0.005321249	0.03452705	0.138981	0.257591	0.0423886	0.56104	0.0669296	0.0572252	0.257878	0.220487	-2.70411	-2.86076	1.34884	0.736774
23	-55833.97	-55825.03	-8.941878	0.00724918	0.0234966	0.00417139	0.0135206	-4.92687	-3.7509	-0.552641	1.95865	0.004666608	0.128342	0.004736502	0.03907276	0.134742	0.280235	0.0410957	0.543928	0.0669296	0.0555014	0.257878	0.213845	-2.70411	-2.89135	1.34884	0.736774
24	-55834.66	-55826.4	-8.265252	0.0103122	0.0442982	0.00593392	0.0254905	-4.57443	-3.11681	-0.552641	1.09843	0.003611455	0.1525295	0.005219925	0.04055696	0.147485	0.29598	0.0762956	0.480239	0.0668087	0.0719433	0.257473	0.277261	-2.70592	-2.63188	1.34908	2.50226
25	-55835.29	-55827.23	-8.065182	0.0103122	0.0235938	0.0055485	0.0126947	-4.57443	-3.74677	-0.619798	-0.158448	0.008707875	0.1611218	0.005157518	0.04055696	0.226564	0.6384	0.117204	0.0178315	0.06734	0.0654802	0.25952	0.252353	-2.698	-2.72601	1.34908	2.31337
26	-55832.79	-55826.4	-6.394652	0.0103122	0.0153269	0.0055485	0.00824666	-4.57443	-4.17815	-0.619798	-0.391867	0.006706953	0.1790462	0.005157518	0.03914077	0.226564	0.6384	0.117204	0.0178315	0.0684368	0.0631156	0.273167	0.251927	-2.68184	-2.76279	1.38417	0.02469
27	-55830.11	-55821.43	-8.688896	0.00450439	0.00972497	0.0024236	0.00523255	-5.4027	-4.63306	-0.619798	-0.391867	0.006706953	0.1638099	0.005495969	0.03914077	0.226564	0.6384	0.117204	0.0178315	0.067885	0.0631156	0.270964	0.251927	-2.68994	-2.76279	1.38417	0.0059712
28	-55832.01	-55825.76	-6.244298	0.00721909	0.0291965	0.00388425	0.0157093	-4.93103	-3.53371	-0.619798	0.169566	0.006706953	0.1509733	0.005688313	0.03914077	0.528323	0.449167	0.0133845	0.00912517	0.0677296	0.0631156	0.270344	0.251927	-2.69223	-2.76279	1.38417	0.00224458
