Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56068.91	-56057.1	-11.80978	0.00742365	0.00475058	0.00890965	0.00570151	-4.90308	-5.34949	0.182463	1.50472	0.1216304	0.312199	0.003259435	0.03669887	0.535203	0.399937	0.0335656	0.0312937	0.0349344	0.035795	0.261938	0.26839	-3.35428	-3.32995	2.01463	0.648086
1	-56208.05	-56196.33	-11.72019	0.00742365	0.0592773	0.0191817	0.153164	-4.90308	-2.82553	0.949285	1.50472	0.1216304	0.3988215	0.002198159	0.03669887	0.308966	0.430104	0.242864	0.0180654	0.0290597	0.035795	0.27961	0.344417	-3.5384	-3.32995	2.26404	3.07774
2	-56173.26	-56163.7	-9.558014	0.00484903	0.113897	0.00402619	0.0945695	-5.32898	-2.17246	-0.18596	1.50472	0.1216304	0.3600588	0.002794241	0.03669887	0.24303	0.341486	0.401274	0.0142101	0.0290597	0.0418095	0.27961	0.402288	-3.5384	-3.17463	2.26404	0.595354
3	-56197.39	-56191.07	-6.3193	0.0273407	0.0734641	0.0227012	0.0609977	-3.59938	-2.61096	-0.18596	1.50472	0.1216304	0.3269707	0.001543376	0.02129235	0.161519	0.21211	0.555067	0.0713043	0.0319816	0.0345989	0.307725	0.332908	-3.44259	-3.36393	2.26404	0.595354
4	-56183.87	-56177.2	-6.671604	0.02166	0.0734641	0.0407896	0.138346	-3.83229	-2.61096	0.632959	-0.13247	0.1925884	0.3269707	0.003170283	0.02129235	0.256889	0.337351	0.197458	0.208302	0.0284628	0.0308192	0.270541	0.292939	-3.55916	-3.47962	2.25183	1.0382
5	-56227.96	-56220.81	-7.147798	0.02166	0.0341694	0.0538962	0.085023	-3.83229	-3.37643	0.911592	-0.13247	0.147724	0.4211897	0.0037701	0.02336029	0.163034	0.24133	0.285418	0.310218	0.0284628	0.0308192	0.270541	0.292939	-3.55916	-3.47962	2.25183	0.737568
6	-56058.56	-56051.64	-6.924061	0.0216939	0.0425939	0.0539805	0.105986	-3.83072	-3.15604	0.911592	-0.750359	0.02481298	0.139278	0.0037701	0.02336029	0.125402	0.360299	0.275686	0.238613	0.0234816	0.0361213	0.223195	0.343336	-3.75154	-3.32087	2.25183	0.737568
7	-56165.76	-56157.39	-8.365721	0.00961155	0.0442967	0.0239162	0.110223	-4.64479	-3.11684	0.911592	-0.953143	0.07227051	0.1899877	0.0037701	0.02499652	0.188613	0.0378498	0.414648	0.358889	0.0207531	0.0236314	0.19726	0.224619	-3.87506	-3.74518	2.25183	0.253154
8	-56007.16	-55997.2	-9.966288	0.00459633	0.0276612	0.011437	0.0688287	-5.3825	-3.58773	0.911592	-0.953143	0.05580991	0.1233644	0.0037701	0.02499652	0.355057	0.0712508	0.465257	0.108435	0.0230136	0.0236314	0.218747	0.224619	-3.77167	-3.74518	2.25183	0.253154
9	-56061.41	-56051.89	-9.522345	0.00459633	0.0276612	0.00594715	0.0357905	-5.3825	-3.58773	0.257653	0.892076	0.1066239	0.2127931	0.0037701	0.02499652	0.265195	0.0532178	0.300769	0.380818	0.023413	0.0278194	0.222542	0.264425	-3.75446	-3.58202	2.25183	0.285141
10	-56191.82	-56181.84	-9.977763	0.00591664	0.0142468	0.0270737	0.0651914	-5.12999	-4.25122	1.52079	0.548413	0.1238097	0.2127931	0.0037701	0.005797947	0.265195	0.0532178	0.300769	0.380818	0.023413	0.019996	0.222542	0.190064	-3.75446	-3.91222	2.25183	0.0214451
11	-56169.9	-56158.86	-11.04675	0.00591664	0.0205723	0.0270737	0.0941359	-5.12999	-3.88381	1.52079	-1.89574	0.1238097	0.1984487	0.004260538	0.005797947	0.186774	0.0146798	0.693501	0.105046	0.0227875	0.024787	0.216597	0.235603	-3.78155	-3.69744	2.25183	0.0666338
12	-56090.38	-56079.61	-10.76803	0.00591664	0.0100001	0.0270737	0.0457592	-5.12999	-4.60516	1.52079	0.433252	0.1238097	0.1984487	0.005226323	0.01544515	0.186774	0.0146798	0.693501	0.105046	0.0257272	0.024787	0.244539	0.235603	-3.66021	-3.69744	2.25183	0.00329905
13	-56163.46	-56156.76	-6.70162	0.0167855	0.0422695	0.0171497	0.0431864	-4.08724	-3.16369	0.0214614	0.433252	0.1238097	0.2630239	0.01222104	0.01050543	0.541683	0.0148708	0.394591	0.048855	0.027167	0.0205316	0.258225	0.195154	-3.60575	-3.88579	2.25183	0.017557
14	-56109.49	-56102.2	-7.292385	0.00716839	0.0443783	0.00725109	0.0448903	-4.93807	-3.115	0.0114712	0.956891	0.07273989	0.1874199	0.00274561	0.009625758	0.541683	0.0148708	0.394591	0.048855	0.0250297	0.0260571	0.23791	0.247675	-3.68769	-3.64746	2.25183	0.017557
15	-56135.32	-56126.06	-9.260718	0.107964	0.0139749	0.0108835	0.00140876	-2.22596	-4.27049	-2.29455	0.956891	0.03058521	0.169892	0.003493012	0.009625758	0.0145043	0.113464	0.503655	0.368378	0.0208292	0.0197703	0.223462	0.212101	-3.8714	-3.92358	2.37288	0.0184675
16	-56139.57	-56127.95	-11.62809	0.0697629	0.00505278	0.00609997	0.000441809	-2.66265	-5.28782	-2.43682	0.956891	0.01476484	0.169892	0.003493012	0.009625758	0.0125892	0.0984819	0.559456	0.329473	0.0202294	0.0223594	0.208342	0.230279	-3.90062	-3.80051	2.33204	0.353002
17	-56121.99	-56112.32	-9.675182	0.0697629	0.00898902	0.0143327	0.00184679	-2.66265	-4.71175	-1.58256	-0.277712	0.01476484	0.1744637	0.003493012	0.02103292	0.0125892	0.0984819	0.559456	0.329473	0.0202294	0.019275	0.208342	0.198513	-3.90062	-3.94894	2.33204	1.08231
18	-56017.73	-56010.8	-6.926918	0.0875135	0.0623402	0.0173982	0.0123936	-2.43596	-2.77515	-1.61543	-0.277712	0.01600401	0.1594607	0.003493012	0.03010276	0.0252221	0.0994259	0.215261	0.660091	0.0223699	0.0240081	0.230386	0.247258	-3.80004	-3.72937	2.33204	0.50483
19	-56087.55	-56081.23	-6.317721	0.0875135	0.0623402	0.0424846	0.0302639	-2.43596	-2.77515	-0.72265	-1.53821	0.02241603	0.1594607	0.001901367	0.03010276	0.124066	0.489072	0.1099	0.276962	0.0223699	0.0240081	0.230386	0.247258	-3.80004	-3.72937	2.33204	0.0941133
20	-56030.68	-56021.22	-9.458608	0.0179636	0.0410586	0.0107055	0.024469	-4.01941	-3.19276	-0.517591	-1.1984	0.06688736	0.1674581	0.004724244	0.03010276	0.0466453	0.183876	0.665349	0.104129	0.0224711	0.0181162	0.23143	0.186578	-3.79552	-4.01095	2.33204	1.75416
21	-56026.73	-56016.88	-9.84935	0.0198321	0.0410586	0.0259601	0.0537453	-3.92045	-3.19276	0.269257	1.81724	0.06837918	0.1769299	0.004724244	0.03010276	0.0466453	0.183876	0.665349	0.104129	0.0224711	0.0244739	0.23143	0.252056	-3.79552	-3.71015	2.33204	1.75416
22	-56056.49	-56049.14	-7.354927	0.0198321	0.0531163	0.0181999	0.0487447	-3.92045	-2.93527	-0.0858857	1.81724	0.04256267	0.1383	0.006863115	0.006871151	0.205539	0.15323	0.554457	0.0867744	0.0224711	0.0244739	0.23143	0.252056	-3.79552	-3.71015	2.33204	0.0695663
23	-56028.12	-56021.76	-6.354453	0.0198321	0.0815896	0.019554	0.0804453	-3.92045	-2.50605	-0.014125	-0.146142	0.0315449	0.1441676	0.005541287	0.02108464	0.35597	0.265377	0.228369	0.150283	0.0264765	0.0276417	0.272681	0.284681	-3.6315	-3.58843	2.33204	0.662038
24	-56135.77	-56129.16	-6.607618	0.0198321	0.0815896	0.019554	0.0804453	-3.92045	-2.50605	-0.014125	-0.782863	0.02632278	0.1631054	0.002575739	0.02108464	0.0552502	0.20415	0.72318	0.0174204	0.019434	0.0276417	0.20015	0.284681	-3.94073	-3.58843	2.33204	0.662038
25	-56032.42	-56025.15	-7.275683	0.0176811	0.0497295	0.00879809	0.0247453	-4.03526	-3.00116	-0.697961	-0.782863	0.0321446	0.1525726	0.009325852	0.01428538	0.0552502	0.20415	0.72318	0.0174204	0.0230347	0.017475	0.237234	0.179975	-3.77075	-4.04698	2.33204	0.0372876
26	-56021.87	-56015.02	-6.854403	0.0193218	0.0488908	0.0145009	0.0366924	-3.94652	-3.01817	-0.287021	-0.782863	0.0321446	0.1614032	0.006906685	0.0130115	0.0533578	0.197157	0.732661	0.0168237	0.0230347	0.0234268	0.237234	0.241271	-3.77075	-3.75388	2.33204	0.446098
27	-56067.38	-56061.37	-6.010193	0.046398	0.174629	0.0348215	0.131058	-3.0705	-1.74509	-0.287021	-0.782863	0.03466142	0.1779512	0.005881325	0.0130115	0.0765468	0.749961	0.149357	0.0241352	0.024563	0.0323335	0.260764	0.343257	-3.70651	-3.43165	2.36237	0.818188
28	-56081.89	-56073.43	-8.465394	0.046398	0.174629	0.0348215	0.131058	-3.0705	-1.74509	-0.287021	-0.782863	0.03466142	0.166077	0.005353343	0.0130115	0.234937	0.23258	0.458407	0.0740756	0.024563	0.0262946	0.260764	0.279147	-3.70651	-3.63839	2.36237	3.15001
29	-56062.83	-56057.56	-5.275043	0.0761438	0.0484028	0.0571456	0.0363261	-2.57513	-3.0282	-0.287021	-0.782863	0.03528647	0.1536461	0.005966533	0.01821012	0.234575	0.232221	0.459242	0.0739615	0.0273498	0.0306489	0.263315	0.295076	-3.59904	-3.48516	2.26464	0.199185
30	-56009.35	-56003.13	-6.224931	0.0214165	0.0484028	0.016073	0.0363261	-3.84359	-3.0282	-0.287021	-0.782863	0.03528647	0.1536461	0.004105507	0.03020943	0.451306	0.0914425	0.405035	0.0522161	0.027797	0.0284158	0.267619	0.273577	-3.58283	-3.56081	2.26464	0.199185
31	-56011.77	-56005.13	-6.635876	0.0370488	0.0377023	0.0205902	0.0209533	-3.29552	-3.27803	-0.587423	1.21247	0.002480671	0.1348242	0.005597088	0.04319011	0.330629	0.361868	0.269249	0.0382538	0.0287687	0.0274482	0.276975	0.264261	-3.54847	-3.59546	2.26464	0.0996512
