Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-55828.12	-55816.86	-11.25801	0.00581097	0.0199239	0.000926691	0.00317732	-5.14801	-3.91583	-1.83588	-1.17656	0.003595798	0.1327899	0.005223672	0.03455587	0.368908	0.233853	0.302483	0.0947566	0.0648225	0.0591623	0.259019	0.236402	-2.7361	-2.82747	1.38525	2.12116
1	-55826.19	-55814.94	-11.25037	0.0036442	0.0199239	0.00111369	0.00608887	-5.61462	-3.91583	-1.18546	-1.17656	0.003651704	0.1286531	0.005442725	0.03455587	0.368908	0.233853	0.302483	0.0947566	0.0654321	0.0627061	0.247384	0.237078	-2.72674	-2.7693	1.32993	2.12116
2	-55824.82	-55813.99	-10.828	0.0036442	0.0199239	0.00174299	0.00952946	-5.61462	-3.91583	-0.737534	-1.17656	0.002031492	0.1357479	0.005442725	0.03455587	0.296829	0.372935	0.253993	0.0762426	0.0667935	0.0610926	0.252532	0.230978	-2.70615	-2.79536	1.32993	2.12116
3	-55822.39	-55814.59	-7.801163	0.00453341	0.0259381	0.00216829	0.012406	-5.39628	-3.65204	-0.737534	0.668352	0.002503765	0.1369468	0.005578305	0.03206172	0.36819	0.25261	0.162067	0.217132	0.0667935	0.0607459	0.252532	0.229667	-2.70615	-2.80106	1.32993	0.372566
4	-55822.43	-55814.76	-7.673775	0.00453341	0.0259381	0.00216829	0.012406	-5.39628	-3.65204	-0.737534	0.668352	0.002503765	0.1369468	0.005553086	0.03372996	0.368697	0.295082	0.11879	0.217431	0.0675752	0.0607459	0.255487	0.229667	-2.69451	-2.80106	1.32993	0.22369
5	-55826.33	-55820.09	-6.242664	0.0096301	0.0293602	0.0110021	0.0335433	-4.64286	-3.52811	0.133195	0.668352	0.002158426	0.1414308	0.005553086	0.03516507	0.253415	0.202818	0.150584	0.393182	0.0675752	0.070196	0.263015	0.273216	-2.69451	-2.65646	1.35897	0.634763
6	-55828.24	-55820.25	-7.983828	0.0064503	0.0186615	0.00886509	0.0256478	-5.04363	-3.98129	0.317994	1.56283	0.00339058	0.1480669	0.005553086	0.0343998	0.0707416	0.403746	0.0315376	0.493975	0.0690926	0.070196	0.269421	0.273723	-2.67231	-2.65646	1.36083	0.137245
7	-55842.92	-55830.82	-12.09929	0.0064503	0.0159653	0.0153144	0.0379049	-5.04363	-4.13734	0.864664	1.56283	0.005038339	0.1630704	0.005553086	0.0343998	0.0254317	0.276662	0.359416	0.33849	0.0690926	0.0785717	0.281131	0.3197	-2.67231	-2.54374	1.40337	3.6963
8	-55841.08	-55828.24	-12.8423	0.00378546	0.0226118	0.00177282	0.0105896	-5.57659	-3.78928	-0.758598	1.56283	0.00488143	0.1630704	0.00713724	0.02951791	0.0489858	0.13538	0.362556	0.453078	0.0681543	0.0662112	0.277313	0.269406	-2.68598	-2.71491	1.40337	3.6963
9	-55835.13	-55820.82	-14.31172	0.00510524	0.0264992	0.00090984	0.0047226	-5.27749	-3.63064	-1.72475	2.23133	0.004517936	0.1630704	0.005312599	0.03019811	0.0520369	0.143812	0.377334	0.426817	0.0681543	0.0596064	0.261089	0.228343	-2.68598	-2.81999	1.34309	3.6963
10	-55830.28	-55819.06	-11.21917	0.0110012	0.0264992	0.0019606	0.0047226	-4.50975	-3.63064	-1.72475	2.23133	0.003825229	0.146565	0.005312599	0.03924787	0.0545964	0.150886	0.363009	0.431509	0.067881	0.0607893	0.251472	0.2252	-2.69	-2.80034	1.30957	1.95492
11	-55824.77	-55815.81	-8.964009	0.00410816	0.0264337	0.000732143	0.00471094	-5.49478	-3.63312	-1.72475	-0.529575	0.003444703	0.1457863	0.005312599	0.03475746	0.101222	0.0703847	0.0283742	0.800019	0.0702151	0.0615022	0.260119	0.227841	-2.65619	-2.78868	1.30957	0.207648
