Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-55845.25	-55836.09	-9.161665	0.00327403	0.01791	0.00975986	0.0533896	-5.72173	-4.0224	1.09226	0.237527	0.01033956	0.1267964	0.007257613	0.02693845	0.208632	0.432384	0.223794	0.135191	0.0576649	0.0621056	0.236902	0.255145	-2.85311	-2.77892	1.413	0.266319
1	-55861.28	-55855.12	-6.159781	0.0113773	0.01791	0.0161547	0.0254305	-4.47613	-4.0224	0.350587	0.756445	0.01223323	0.1256244	0.004893585	0.03783236	0.208632	0.432384	0.223794	0.135191	0.0586472	0.0735138	0.240937	0.302013	-2.83622	-2.61028	1.413	0.125368
2	-55832.12	-55826.1	-6.020435	0.0113773	0.027881	0.00483529	0.0118492	-4.47613	-3.57981	-0.855683	0.755934	0.008332789	0.1582299	0.004893585	0.03783236	0.359	0.0996692	0.308702	0.232628	0.0639356	0.0625332	0.260093	0.254389	-2.74988	-2.77206	1.40317	0.125368
3	-55841.22	-55830.52	-10.69501	0.00634996	0.00984623	0.000949978	0.00147303	-5.05931	-4.62067	-1.89977	-0.187407	0.008332789	0.1805345	0.004893585	0.03622597	0.290406	0.248451	0.249719	0.211424	0.0706127	0.0654433	0.287256	0.266227	-2.65055	-2.72657	1.40317	1.28955
4	-55838.97	-55828.75	-10.22345	0.00657194	0.00984623	0.00270721	0.00405601	-5.02495	-4.62067	-0.886889	-1.30349	0.004930304	0.1676947	0.004893585	0.0403798	0.213672	0.233591	0.183735	0.369003	0.0607249	0.0654433	0.269884	0.290854	-2.8014	-2.72657	1.49164	1.28955
5	-55858.11	-55852.63	-5.477572	0.0175635	0.0594037	0.0129373	0.0437569	-4.04193	-2.8234	-0.305705	-0.552715	0.006461434	0.1873605	0.004893585	0.0254963	0.233495	0.255263	0.108004	0.403238	0.0619857	0.074356	0.268273	0.321811	-2.78085	-2.59889	1.4651	1.28955
6	-55860.71	-55855.1	-5.613297	0.0175635	0.0555489	0.0129373	0.0409175	-4.04193	-2.89049	-0.305705	0.825559	0.001326483	0.1873605	0.004804451	0.02453591	0.752626	0.104088	0.108024	0.0352615	0.0725181	0.074356	0.313857	0.321811	-2.62392	-2.59889	1.4651	1.28955
7	-55853.97	-55847.07	-6.900308	0.0066119	0.0499842	0.0044215	0.0334254	-5.01888	-2.99605	-0.402391	0.825559	0.004594054	0.1873605	0.008816432	0.02516153	0.752626	0.104088	0.108024	0.0352615	0.0654683	0.0648537	0.283346	0.280686	-2.72619	-2.73562	1.4651	0.540127
8	-55863.34	-55855.27	-8.070697	0.00946293	0.00947531	0.00632804	0.00633632	-4.66037	-4.65907	-0.402391	0.825559	0.01063371	0.1670266	0.008816432	0.04284137	0.576825	0.313359	0.0827913	0.0270249	0.0624365	0.054475	0.272568	0.237812	-2.7736	-2.91001	1.47374	0.186114
9	-55834.12	-55828.17	-5.955644	0.0121567	0.0264241	0.00812944	0.0176703	-4.40987	-3.63348	-0.402391	0.825559	0.004813316	0.1550412	0.004784301	0.04333444	0.269416	0.138724	0.0366518	0.555208	0.0622649	0.0587617	0.271819	0.256525	-2.77636	-2.83427	1.47374	0.186114
