Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-56005.3	-55996.66	-8.635254	0.0120798	0.0212856	0.0721007	0.127048	-4.41622	-3.84972	1.78653	-1.70816	0.03441022	0.2870357	0.007376677	0.03434357	0.00780404	0.453241	0.428795	0.11016	0.096748	0.107451	0.348311	0.386844	-2.33565	-2.23072	1.28099	0.109164
1	-56097.94	-56085.89	-12.04843	0.0332461	0.0212856	0.00152134	0.000974026	-3.40382	-3.84972	-3.08435	-1.91566	0.03441022	0.5155578	0.01086937	0.03434357	0.121	0.401532	0.379876	0.0975925	0.096748	0.103119	0.348311	0.371247	-2.33565	-2.27187	1.28099	0.731964
2	-55947.68	-55941.65	-6.025042	0.0332461	0.0262591	0.0194872	0.0153918	-3.40382	-3.63974	-0.534177	-0.966596	0.002449091	0.1235293	0.01086937	0.0642986	0.178344	0.261143	0.201573	0.35894	0.0682057	0.0463652	0.245554	0.166923	-2.68523	-3.07121	1.28099	0.731964
3	-55930.12	-55926.24	-3.87753	0.0332461	0.0262591	0.0472292	0.0373036	-3.40382	-3.63974	0.351076	-0.966596	0.002814525	0.1436051	0.004677897	0.01167855	0.186723	0.273413	0.211044	0.32882	0.0914214	0.0943455	0.300589	0.310203	-2.39228	-2.36079	1.19026	0.323223
4	-56038.41	-56031.23	-7.179415	0.0436176	0.0179487	0.061963	0.0254979	-3.13229	-4.02024	0.351076	1.27882	0.03696881	0.2228532	0.004677897	0.08624112	0.0463592	0.0678823	0.0523975	0.833361	0.0914214	0.0943455	0.300589	0.310203	-2.39228	-2.36079	1.19026	1.85672
5	-56159.74	-56154.55	-5.198246	0.0436176	0.0186393	0.0248482	0.0106185	-3.13229	-3.98248	-0.562677	1.04125	0.005564159	0.3746198	0.001629499	0.1122616	0.228966	0.335268	0.258789	0.176976	0.0988118	0.111651	0.322701	0.364633	-2.31454	-2.19237	1.18351	0.357017
6	-56077.43	-56070.69	-6.742798	0.0257464	0.0186393	0.0275812	0.0199676	-3.65946	-3.98248	0.0688401	0.979119	0.01873909	0.3844044	0.009390939	0.04050489	0.539698	0.114991	0.27189	0.0734206	0.109357	0.111651	0.305189	0.311593	-2.21314	-2.19237	1.02632	1.53573
7	-56093.3	-56086.71	-6.584147	0.0281277	0.0650385	0.00678577	0.0156904	-3.571	-2.73278	-1.42193	-1.45126	0.01873909	0.2688712	0.007407032	0.01574277	0.536205	0.114247	0.270131	0.0794161	0.124014	0.111651	0.347936	0.313253	-2.08736	-2.19237	1.03163	1.53573
8	-55982.69	-55977.31	-5.380555	0.0384236	0.0528936	0.00926964	0.0127605	-3.25908	-2.93947	-1.42193	-0.707558	0.02315509	0.2515436	0.003713845	0.02103556	0.536205	0.114247	0.270131	0.0794161	0.0977477	0.111651	0.274244	0.313253	-2.32537	-2.19237	1.03163	1.53573
9	-56111.38	-56105.21	-6.172726	0.0366625	0.0392489	0.00884479	0.00946875	-3.306	-3.23783	-1.42193	1.68574	0.02327461	0.4140229	0.01147801	0.02117337	0.419058	0.0892872	0.429589	0.0620657	0.112789	0.111651	0.316443	0.313253	-2.18224	-2.19237	1.03163	0.212884
10	-56215.69	-56210.72	-4.971666	0.0366625	0.0994954	0.0146526	0.0397644	-3.306	-2.30764	-0.91714	-1.72635	0.02028507	0.207968	0.01147801	0.01352271	0.293355	0.133032	0.501201	0.072412	0.123667	0.134986	0.356785	0.38944	-2.09016	-2.00258	1.05954	0.212884
11	-56027.75	-56023.51	-4.243638	0.0301109	0.0994954	0.0113509	0.0375068	-3.50287	-2.30764	-0.975588	-1.20233	0.007304299	0.3009582	0.00422558	0.01932707	0.336832	0.21756	0.362464	0.0831438	0.109384	0.0730253	0.344502	0.229992	-2.21289	-2.61695	1.14724	0.212884
12	-56045.16	-56041.36	-3.79889	0.029196	0.0956728	0.011006	0.0360658	-3.53372	-2.34682	-0.975588	-1.20233	0.0002036305	0.1393488	0.003990211	0.01932707	0.427416	0.276069	0.191012	0.105504	0.0936842	0.0624999	0.215423	0.143716	-2.36783	-2.77259	0.832673	0.212884
