Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-55894.3	-55886.86	-7.440546	0.0510704	0.0925509	0.03772	0.0683571	-2.97455	-2.38	-0.303013	-0.561205	0.008768533	0.2422872	0.006357586	0.02504168	0.227005	0.206349	0.421981	0.144665	0.0776999	0.0881115	0.320642	0.363608	-2.5549	-2.42915	1.41747	4.21386
1	-55861.89	-55851.24	-10.65328	0.0064423	0.0533119	0.00475821	0.0393756	-5.04487	-2.9316	-0.303013	-0.561205	0.004599268	0.1604939	0.006357586	0.02504168	0.116814	0.327499	0.404355	0.151332	0.0657584	0.0881115	0.271364	0.363608	-2.72177	-2.42915	1.41747	4.79432
2	-55858.47	-55853.98	-4.490205	0.0126773	0.061603	0.00936333	0.0454993	-4.36794	-2.78705	-0.303013	-0.165218	0.001875819	0.1249944	0.005168587	0.02266555	0.0862199	0.338844	0.418362	0.156574	0.0657584	0.0881115	0.232871	0.312031	-2.72177	-2.42915	1.2645	0.353355
3	-55866.76	-55862.32	-4.437926	0.0126773	0.0831844	0.0170404	0.111814	-4.36794	-2.4867	0.295774	-0.211116	0.002182105	0.1249944	0.008298767	0.02266555	0.0263538	0.661188	0.127875	0.184583	0.0640816	0.0916066	0.226933	0.324408	-2.7476	-2.39025	1.2645	0.119368
4	-55862.1	-55856.86	-5.235657	0.0205134	0.0831844	0.0275735	0.111814	-3.88667	-2.4867	0.295774	-0.302665	0.002667245	0.1784278	0.006727606	0.02266555	0.504514	0.336477	0.0650755	0.0939337	0.0766394	0.0916066	0.271405	0.324408	-2.56864	-2.39025	1.2645	1.62281
5	-55873.98	-55868.15	-5.823639	0.0453511	0.0252698	0.0112364	0.00626098	-3.09332	-3.67814	-1.39527	-0.302665	0.001102091	0.1638126	0.003279094	0.02266555	0.143603	0.581566	0.112476	0.162355	0.0795599	0.0660983	0.281747	0.234075	-2.53124	-2.71661	1.2645	1.62281
6	-55842.84	-55835.74	-7.099445	0.0316694	0.011335	0.015186	0.00543533	-3.4524	-4.47986	-0.734977	-0.715385	0.006418991	0.1510626	0.005136045	0.03675485	0.0982774	0.398007	0.0769755	0.426741	0.0717075	0.0660983	0.253939	0.234075	-2.63516	-2.71661	1.2645	1.62281
7	-55847.71	-55840.53	-7.178884	0.0163652	0.0183886	0.00733706	0.00824425	-4.1126	-3.99602	-0.802217	-0.132814	0.006418991	0.121874	0.007109281	0.03096464	0.13538	0.138571	0.138202	0.587847	0.0609624	0.0523828	0.231191	0.198654	-2.7975	-2.94918	1.33298	1.62281
8	-55848.82	-55842.3	-6.518659	0.0170763	0.0420945	0.00278212	0.00685817	-4.07006	-3.16784	-1.81448	-0.661618	0.006418991	0.1745278	0.007109281	0.02698238	0.10505	0.107527	0.331272	0.456151	0.0652583	0.0651703	0.247482	0.247148	-2.7294	-2.73075	1.33298	0.368824
9	-55856.75	-55848.5	-8.255123	0.0162201	0.0170938	0.00264263	0.00278497	-4.1215	-4.06904	-1.81448	-0.661618	0.001297287	0.1860734	0.007109281	0.02698238	0.239712	0.127086	0.39153	0.241672	0.0687899	0.0633942	0.274599	0.25306	-2.6767	-2.75838	1.38425	1.13607
