Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-55837.55	-55829.21	-8.342153	0.0153083	0.0132392	0.00386652	0.00334391	-4.17936	-4.32458	-1.37604	0.222294	0.005501815	0.1346695	0.005143701	0.04636955	0.155644	0.358913	0.347321	0.138122	0.0634097	0.0687573	0.239149	0.259318	-2.75814	-2.67717	1.32747	1.66885
1	-55837.33	-55831.29	-6.040821	0.0153083	0.0200998	0.00392177	0.00514928	-4.17936	-3.90705	-1.36185	0.222294	0.001616848	0.1287287	0.003642415	0.04636955	0.163129	0.376172	0.364023	0.0966757	0.0643351	0.0687573	0.242639	0.259318	-2.74365	-2.67717	1.32747	0.120307
2	-55839.54	-55834.01	-5.525871	0.0159349	0.0319652	0.00408229	0.00818904	-4.13924	-3.44311	-1.36185	0.222294	0.0008697328	0.1371563	0.006123845	0.02914005	0.423248	0.0811752	0.244747	0.25083	0.0647916	0.0758397	0.244361	0.286029	-2.73658	-2.57913	1.32747	0.120307
3	-55829.82	-55821.35	-8.473943	0.00623706	0.0319652	0.00159785	0.00818904	-5.07725	-3.44311	-1.36185	0.222294	0.002393939	0.1371563	0.00587852	0.02804688	0.0507364	0.00973081	0.909465	0.0300681	0.0662701	0.0691575	0.249937	0.260827	-2.71402	-2.67137	1.32747	1.53489
4	-55830.49	-55822.56	-7.929967	0.00309262	0.034346	0.00169465	0.0188205	-5.77874	-3.37127	-0.601542	0.222294	0.002393939	0.1339153	0.004365216	0.02590834	0.417523	0.443999	0.116394	0.0220845	0.0672137	0.0610823	0.255312	0.232021	-2.69988	-2.79553	1.33461	0.366328
5	-55827.51	-55819.61	-7.898666	0.00309262	0.034346	0.00231902	0.0257546	-5.77874	-3.37127	-0.287874	0.222294	0.00400701	0.1423177	0.004365216	0.02899086	0.133293	0.660656	0.17319	0.0328611	0.0653476	0.0610823	0.255971	0.239264	-2.72803	-2.79553	1.36534	0.366328
6	-55833.79	-55827.46	-6.326204	0.0103601	0.0409774	0.00270327	0.0106923	-4.56979	-3.19474	-1.3435	0.222294	0.001326201	0.135645	0.005704002	0.02899086	0.227729	0.162725	0.550387	0.0591594	0.0664706	0.0523589	0.263562	0.207608	-2.711	-2.94963	1.37753	0.366328
7	-55826.84	-55817.7	-9.139246	0.00897514	0.0075377	0.00234189	0.00196682	-4.7133	-4.88784	-1.3435	0.932719	0.002622104	0.1493396	0.004732316	0.04003088	0.174023	0.25825	0.312482	0.255244	0.0637791	0.0620666	0.25289	0.2461	-2.75233	-2.77955	1.37753	0.371243
8	-55832.95	-55824.94	-8.013899	0.00897514	0.0075377	0.00596431	0.00500909	-4.7133	-4.88784	-0.408664	0.882385	0.006485694	0.1216316	0.005310911	0.03660925	0.163211	0.400376	0.293067	0.143346	0.0637791	0.0620666	0.246252	0.23964	-2.75233	-2.77955	1.35093	0.150855
9	-55834.2	-55828.28	-5.919442	0.00897514	0.0234207	0.00542624	0.0141598	-4.7133	-3.75413	-0.503211	0.441903	0.007633758	0.1436487	0.003753787	0.03203747	0.172552	0.408677	0.263153	0.155618	0.0649806	0.0647034	0.250891	0.249821	-2.73367	-2.73794	1.35093	0.195379
10	-55834.01	-55827.6	-6.406938	0.00681414	0.0234207	0.00411973	0.0141598	-4.98876	-3.75413	-0.503211	0.441903	0.001932302	0.1568932	0.003753787	0.03203747	0.252811	0.458643	0.260525	0.0280212	0.0649806	0.0647034	0.254884	0.253797	-2.73367	-2.73794	1.36672	0.153318
11	-55841.13	-55836.67	-4.455233	0.0193396	0.0299789	0.0116925	0.0181248	-3.9456	-3.50726	-0.503211	0.122726	0.00212215	0.1168833	0.003753787	0.03203747	0.356674	0.236236	0.367557	0.0395332	0.0609669	0.0569388	0.233148	0.217744	-2.79742	-2.86578	1.34134	0.153318
12	-55830.04	-55824.52	-5.516668	0.0193396	0.0117408	0.0146914	0.00891891	-3.9456	-4.44469	-0.274895	0.122726	0.001570663	0.1330568	0.004375466	0.03203747	0.137092	0.706439	0.141275	0.015195	0.0673905	0.0635734	0.257713	0.243115	-2.69725	-2.75556	1.34134	0.153318
13	-55826.87	-55819.44	-7.433826	0.00847162	0.0260577	0.00268889	0.00827071	-4.77103	-3.64744	-1.14759	-1.47463	0.001570663	0.1416476	0.004375466	0.03203747	0.0745007	0.30487	0.175227	0.445403	0.067344	0.067171	0.258133	0.25747	-2.69794	-2.70051	1.34366	0.153318
14	-55833.01	-55825.09	-7.916703	0.00819992	0.0260577	0.00297029	0.00943899	-4.80363	-3.64744	-1.01546	-1.47463	0.005256815	0.160963	0.004376863	0.0359587	0.0717194	0.33082	0.168685	0.428775	0.0684216	0.057144	0.265378	0.221637	-2.68207	-2.86218	1.35547	0.573716
15	-55836.48	-55827.03	-9.450585	0.00566426	0.0107668	0.00205179	0.00390011	-5.17358	-4.53129	-1.01546	-1.47463	0.005256815	0.16028	0.004376863	0.04046476	0.282244	0.372821	0.190101	0.154834	0.0724607	0.0668944	0.281044	0.259455	-2.62471	-2.70464	1.35547	0.259051
16	-55834.55	-55825.37	-9.176307	0.00399664	0.039634	0.00144772	0.0143568	-5.5223	-3.22807	-1.01546	-1.47463	0.001912916	0.1478621	0.004089838	0.03987777	0.152956	0.659716	0.103419	0.0839089	0.0651426	0.0621017	0.25266	0.240866	-2.73118	-2.77898	1.35547	0.70298
17	-55844.04	-55829.58	-14.45355	0.0049596	0.039634	0.000138431	0.00110625	-5.30643	-3.22807	-3.57871	-1.47463	0.002246714	0.1651799	0.004089838	0.03398308	0.288655	0.357826	0.195169	0.15835	0.0680026	0.0621017	0.252045	0.230174	-2.68821	-2.77898	1.31006	0.70298
18	-55844.63	-55831.65	-12.98026	0.00989786	0.0177298	0.000375102	0.000671912	-4.61544	-4.03251	-3.27288	-0.0284206	0.005242769	0.1899159	0.004089838	0.03419679	0.290469	0.360076	0.190109	0.159346	0.0695539	0.0613248	0.280137	0.246993	-2.66565	-2.79157	1.39317	1.80977
19	-55830.02	-55820.59	-9.427495	0.00989786	0.0365332	0.00105604	0.00389787	-4.61544	-3.30953	-2.23779	0.0211005	0.003051575	0.1507122	0.004510079	0.03419679	0.290469	0.360076	0.190109	0.159346	0.0659403	0.0636953	0.265582	0.25654	-2.719	-2.75365	1.39317	1.80977
20	-55836.93	-55830.74	-6.189633	0.0108589	0.0230004	0.0283603	0.0600708	-4.52277	-3.77224	0.960011	0.0211005	0.002478003	0.1464897	0.004500779	0.03419679	0.206443	0.225661	0.315128	0.252768	0.0699021	0.078693	0.281539	0.316945	-2.66066	-2.5422	1.39317	0.427958
21	-55838.43	-55832.85	-5.580059	0.0108589	0.0230004	0.0110218	0.0233456	-4.52277	-3.77224	0.0148966	0.0211005	0.00219443	0.157746	0.004500779	0.03231516	0.209951	0.00866781	0.267834	0.513547	0.0772101	0.078693	0.279049	0.284409	-2.56123	-2.5422	1.28486	0.427958
22	-55841.79	-55837.22	-4.571092	0.0291643	0.0354351	0.029602	0.0359669	-3.53481	-3.34005	0.0148966	-0.992517	0.003545942	0.1655741	0.005196194	0.02972224	0.322006	0.013294	0.410782	0.253918	0.0732109	0.0688692	0.274924	0.25862	-2.61441	-2.67555	1.32315	0.427958
23	-55840.52	-55832.35	-8.165836	0.0176876	0.0202292	0.0246191	0.0281567	-4.03489	-3.90063	0.330657	-2.12509	0.001770239	0.1606107	0.004603323	0.03618322	0.228181	0.00942043	0.582466	0.179932	0.0732109	0.0765758	0.274924	0.287559	-2.61441	-2.56947	1.32315	1.12639
24	-55840.44	-55834.5	-5.947937	0.0171715	0.0168321	0.0131768	0.0129163	-4.0645	-4.08447	-0.264793	-1.30009	0.005110149	0.145547	0.004603323	0.03618322	0.102483	0.0109546	0.677326	0.209236	0.0728673	0.0745913	0.273634	0.280107	-2.61911	-2.59573	1.32315	0.0858466
25	-55851.53	-55843.83	-7.698433	0.0128356	0.0168321	0.00984955	0.0129163	-4.35554	-4.08447	-0.264793	1.56921	0.0004684386	0.1398907	0.005809963	0.04694497	0.0973623	0.0603748	0.643482	0.198781	0.0728673	0.0597593	0.246873	0.202464	-2.61911	-2.81743	1.22023	0.842257
26	-55850.08	-55839.49	-10.58914	0.00482554	0.0113086	0.00176287	0.00413125	-5.33383	-4.48219	-1.00698	1.56921	0.001856508	0.1599509	0.006198576	0.04691816	0.174755	0.108367	0.360087	0.356791	0.0693406	0.0597593	0.249704	0.2152	-2.66872	-2.81743	1.28124	0.773569
27	-55831.17	-55820.82	-10.34579	0.00246641	0.0547605	0.00090103	0.0200051	-6.00499	-2.90479	-1.00698	1.56921	0.0007996355	0.143083	0.006198576	0.03004049	0.0261793	0.127877	0.424916	0.421028	0.0690083	0.0683288	0.248507	0.24606	-2.67353	-2.68342	1.28124	0.773569
28	-55840.18	-55830.55	-9.632753	0.00295777	0.0687325	0.00108054	0.0251094	-5.82332	-2.67753	-1.00698	1.23126	0.0008822207	0.143083	0.007803421	0.03004049	0.00811204	0.0396245	0.815898	0.136365	0.0713911	0.0638026	0.253525	0.226576	-2.63958	-2.75196	1.26729	0.971572
29	-55833.42	-55824.2	-9.224206	0.00524911	0.0374488	0.00272597	0.019448	-5.2497	-3.28478	-0.655233	1.90798	0.005847556	0.133288	0.006050267	0.03004049	0.0453986	0.221757	0.416648	0.316197	0.0681742	0.0660223	0.242101	0.234459	-2.68569	-2.71776	1.26729	0.971572
30	-55837.43	-55828.47	-8.959867	0.00524911	0.0574821	0.00272597	0.0298517	-5.2497	-2.85628	-0.655233	1.93003	0.005090157	0.1465144	0.006050267	0.02692847	0.0629516	0.307497	0.57774	0.0518115	0.0681742	0.0733204	0.242101	0.260376	-2.68569	-2.61292	1.26729	0.971572
31	-55840.75	-55832.35	-8.395345	0.00483424	0.0574821	0.00251052	0.0298517	-5.33203	-2.85628	-0.655233	1.60846	0.002346699	0.1388894	0.004462775	0.02692847	0.0629516	0.307497	0.57774	0.0518115	0.0681742	0.0680143	0.235583	0.235031	-2.68569	-2.68804	1.24	0.971572
32	-55836.19	-55826.92	-9.268742	0.00705834	0.0221356	0.0237389	0.0744472	-4.95355	-3.81057	1.2129	1.68152	0.002346699	0.135841	0.00479597	0.03745508	0.0663667	0.537298	0.341713	0.0546222	0.070537	0.0685995	0.270917	0.263476	-2.65162	-2.67947	1.34568	0.971572
33	-55844.54	-55835.62	-8.916941	0.0102181	0.0256639	0.0343659	0.0863139	-4.58359	-3.66267	1.2129	1.95139	0.00567171	0.1267671	0.005386149	0.03196724	0.0818993	0.0671618	0.783533	0.0674061	0.070537	0.0685995	0.270917	0.263476	-2.65162	-2.67947	1.34568	0.971572
34	-55834.59	-55826.2	-8.391113	0.0102181	0.0102189	0.0360398	0.0360427	-4.58359	-4.58352	1.26046	-0.456088	0.003764672	0.1292557	0.005386149	0.03196724	0.0759098	0.0622501	0.726231	0.135609	0.070537	0.0666081	0.270917	0.255827	-2.65162	-2.70893	1.34568	0.971572
